English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
address,indirizzo,/indiritsːo/,Burgen-strasse 16 was the address.,L'indirizzo era Burgen-strasse 16.,/lindiritsːo ɛra burdʒenstrasse seditʃɪ./,A1,Social,"A1,Social",
adult,adulto,/adulto/,The need of phosphates is relatively smaller in adults than in young developing animals.,Il fabbisogno di fosfati è relativamente minore negli adulti che nei giovani animali in via di sviluppo.,/il fabːizoɲɲo dɪ fosfatɪ e relativamente minore neʎɪ adultɪ ke nei dʒovanɪ animalɪ in via dɪ zvilupːo./,A1,Social,"A1,Social",
advice,consiglio,/konsiʎo/,He gave me this advice.,Mi ha dato questo consiglio.,/mɪ a dato kwesto konsiʎo./,A1,Social,"A1,Social",
afternoon,pomeriggio,/pomeridʒːo/,"In the afternoon, tell them.","Nel pomeriggio, raccontate loro.","/nel pomeridʒːo, rakːontate lɔro./",A1,Social,"A1,Social",
agree,concordare,/konkordare/,How can these contrarieties agree?,Come possono queste contrarietà andare d'accordo?,/kome pɔssono kweste kontrarieta andare dakːɔrdo?/,A1,Social,"A1,Social",
air,aria,/aria/,They be nowt but air-blebs.,Non sono altro che bombe d'aria.,/non sono altro ke bombe daria./,A1,Social,"A1,Social",
album,album,/albʊm/,My new album is available on all the streaming platforms.,Il mio nuovo album è disponibile su tutte le piattaforme di streaming.,/il mio nʊɔvo albʊm e disponibile sʊ tutːe le pjatːaforme dɪ (en)stɹiːmɪŋ(it)./,A1,Social,"A1,Social",
am,sono,/sono/,"Do you give lessons, ma’am?","Dà lezioni, signora?","/da letsionɪ, siɲora?/",A1,Social,"A1,Social",
an,un,/un/,Here was an untoward event!,Ecco un evento spiacevole!,/ɛkːo ʊn evɛnto spjatʃevole!/,A1,Social,"A1,Social",
animal,animale,/animale/,The animal realm is better.,Il regno animale è migliore.,/il reɲɲo animale e miʎore./,A1,Social,"A1,Social",
answer,risposta,/risposta/,What purpose would that answer?,A quale scopo?,/a kwale skɔpo?/,A1,Social,"A1,Social",
art,arte,/arte/,"But, Art, this is different.","Ma, Art, questo è diverso.","/ma, art, kwesto ɛ divɛrso./",A1,Social,"A1,Social",
article,articolo,/artikolo/,"What is he, William, that does lend articles?","Chi è, William, che presta articoli?","/kɪ ɛː, william, ke prɛsta artikolɪ?/",A1,Social,"A1,Social",
artist,artista,/artista/,But here is an artist.,Ma ecco un artista.,/ma ɛkːo ʊn artista./,A1,Social,"A1,Social",
as,come,/kome/,We may as well part.,Potremmo anche separarci.,/potrɛmmo anke sepaɾartʃɪ./,A1,Social,"A1,Social",
ask,chiedere,/kjɛdere/,He asks and gets it.,Lo chiede e lo ottiene.,/lo kjede e lo otːjɛne./,A1,Social,"A1,Social",
aunt,zia,/dzia/,Do you mean Aunt March?,Vuoi dire zia March?,/vʊɔi dire dzia martʃ?/,A1,Social,"A1,Social",
baby,bambino,/bambino/,I'd rather be a baby.,Preferisco essere un bambino.,/preferisko ɛssere ʊn bambino./,A1,Social,"A1,Social",
back,indietro,/indjɛtro/,They didn’t have no backs.,Non avevano le spalle coperte.,/non avevano le spalle kopɛrte./,A1,Social,"A1,Social",
bag,borsa,/borsa/,I will bring up my bag.,Porterò su la mia borsa.,/porteɾɔ sʊ la mia borsa./,A1,Social,"A1,Social",
ball,palla,/palla/,Is it blank cartridge or ball?,Si tratta di una cartuccia vuota o di una palla?,/sɪ tratːa dɪ ʊna kartutʃːa vʊɔta o dɪ ʊna palla?/,A1,Social,"A1,Social",
band,banda,/banda/,Such bands are known as schools.,Tali gruppi sono noti come scuole.,/talɪ ɡrupːɪ sono nɔtɪ kome skʊɔle./,A1,Social,"A1,Social",
bar,bar,/bar/,"You are reading for the bar, Mr.","Lei sta leggendo per il bar, signor","/lɛi sta ledʒːɛndo per il bar, siɲor/",A1,Social,"A1,Social",
bear,orso,/orso/,I must bear my witness!,Devo portare la mia testimonianza!,/dɛvo portare la mia testimonjantsa!/,A1,Social,"A1,Social",
beef,manzo,/mandzo/,Give the general composition of beef.,Indicare la composizione generale della carne di manzo.,/indikare la kompozitsione dʒenerale della karne dɪ mandzo./,A1,Social,"A1,Social",
begin,iniziare,/initsjare/,And then we may begin.,E poi possiamo iniziare.,/e pɔi possjamo initsjare./,A1,Social,"A1,Social",
believe,credere,/kredere/,Could he believe his eyes!,Non poteva credere ai suoi occhi!,/non potɛva kredere aj sʊɔi ɔkːɪ!/,A1,Social,"A1,Social",
bell,campana,/kampana/,Be bold to ring the bell.,Abbiate il coraggio di suonare il campanello.,/abːjate il koradʒːo dɪ sʊonare il kampanɛllo./,A1,Social,"A1,Social",
best,migliore,/miʎore/,"You know best, of course.","Lei lo sa bene, naturalmente.","/lɛi lo sa bɛne, natʊralmente./",A1,Social,"A1,Social",
better,meglio,/mɛʎo/,I hope you are better.,Spero che tu stia meglio.,/spero ke tʊ stia mɛʎo./,A1,Social,"A1,Social",
bill,disegno di legge,/dizeɲɲo dɪ ledʒːe/,"What do you mean, Bill?","Cosa vuoi dire, Bill?","/kɔza vʊɔi dire, bil?/",A1,Social,"A1,Social",
bird,uccello,/ʊtʃːɛllo/,"What is that, Sam?--A bird-fancier’s?","Che cos'è, Sam? Un uccellatore?","/ke kozɛ, sam? ʊn ʊtʃːellatore?/",A1,Social,"A1,Social",
birth,nascita,/naʃita/,For what does birth matter?,Che importanza ha la nascita?,/ke importantsa a la naʃita?/,A1,Social,"A1,Social",
black,nero,/nero/,Is it the Black Man?,È l'uomo nero?,/e lwɔmo nero?/,A1,Social,"A1,Social",
blank,vuoto,/vʊɔto/,Is it blank cartridge or ball?,Si tratta di una cartuccia vuota o di una palla?,/sɪ tratːa dɪ ʊna kartutʃːa vʊɔta o dɪ ʊna palla?/,A1,Social,"A1,Social",
blog,blog,/bloɡ/,Do we have a blog?,Abbiamo un blog?,/abːjamo ʊn bloɡ?/,A1,Social,"A1,Social",
blonde,bionda,/bjonda/,"The lady was young, blonde, and dressed in blue.","La signora era giovane, bionda e vestita di blu.","/la siɲora ɛra dʒovane, bjonda e vestita dɪ blu./",A1,Social,"A1,Social",
body,corpo,/kɔrpo/,I shall be a body.,Sarò un corpo.,/saɾɔ ʊn kɔrpo./,A1,Social,"A1,Social",
book,libro,/libro/,The Great Book is finished.,Il Grande Libro è finito.,/il ɡrande libro e finito./,A1,Social,"A1,Social",
born,nato,/nato/,The place he was born.,Il luogo in cui è nato.,/il lʊɔɡo in kuj e nato./,A1,Social,"A1,Social",
boy,ragazzo,/raɡatsːo/,They shall not protect ye--boy!,Non vi proteggeranno... ragazzo!,/non vɪ protedʒːeranno... raɡatsːo!/,A1,Social,"A1,Social",
boyfriend,ragazzo,/raɡatsːo/,Sami has the same name as Layla's boyfriend.,Sami ha lo stesso nome del fidanzato di Layla.,/samɪ a lo stesso nome del fidantsato dɪ laila./,A1,Social,"A1,Social",
brain,cervello,/tʃervɛllo/,Can’t you give me brains?,Non puoi darmi il cervello?,/non pʊɔi darmɪ il tʃervɛllo?/,A1,Social,"A1,Social",
bridge,ponte,/ponte/,The bridge was packed with people.,Il ponte era pieno di gente.,/il ponte ɛra pjɛno dɪ dʒɛnte./,A1,Social,"A1,Social",
brother,fratello,/fratɛllo/,The Brothers are now dead.,I Fratelli sono morti.,/i fratɛllɪ sono mɔrtɪ./,A1,Social,"A1,Social",
brown,marrone,/marɾone/,"Brown--that is, sometimes; blue are lovely.","Marrone, a volte; il blu è bello.","/marɾone, a vɔlte; il blu e bɛllo./",A1,Social,"A1,Social",
burger,hamburger,/amburɡer/,The burger joint is famous in Algiers.,L'hamburgeria è famosa ad Algeri.,/lhambʊrdʒeria e famoza ad aldʒɛrɪ./,A1,Social,"A1,Social",
butter,burro,/burɾo/,Give the general composition of butter.,Indicare la composizione generale del burro.,/indikare la kompozitsione dʒenerale del burɾo./,A1,Social,"A1,Social",
button,pulsante,/pʊlsante/,"Nice seasonin’ for sassages, is trousers’ buttons, ma’am.","È una bella stagione per i sassolini, sono i bottoni dei pantaloni, signora.","/e ʊna bɛlla stadʒone per i sassolinɪ, sono i botːonɪ deɪ pantalonɪ, siɲora./",A1,Social,"A1,Social",
bye,Ciao,/tʃao/,"By-the-bye, I HAVE thought of somebody too.","A proposito, anch'io ho pensato a qualcuno.","/a propɔzito, ankio o pensato a kwalkuno./",A1,Social,"A1,Social",
call,chiamata,/kjamata/,Will you call down Bray?,Vuoi chiamare Bray?,/vʊɔi kjamare brai?/,A1,Social,"A1,Social",
can,può,/pʊɔ/,Can you blo’ a harn?,Puoi fare un'imbracatura?,/pʊɔi fare ʊnimbrakatura?/,A1,Social,"A1,Social",
cap,tappo,/tapːo/,Did you see my cap?,Hai visto il mio cappello?,/aj visto il mio kapːɛllo?/,A1,Social,"A1,Social",
capital,capitale,/kapitale/,The capital was intensely loyal.,La capitale era intensamente fedele.,/la kapitale ɛra intensamente fedele./,A1,Social,"A1,Social",
card,scheda,/skɛda/,Do you prefer reading to cards?,Preferisce la lettura alle carte?,/preferiʃe la letːura alle karte?/,A1,Social,"A1,Social",
cartoon,cartone animato,/kartone animato/,"Tobias was in the living room, watching cartoons.",Tobias era in salotto a guardare i cartoni animati.,/tobias ɛra in salɔtːo a ɡwardare i kartonɪ animatɪ./,A1,Social,"A1,Social",
case,caso,/kazo/,This is not the case.,Non è questo il caso.,/non e kwesto il kazo./,A1,Social,"A1,Social",
cat,gatto,/ɡatːo/,"Say—what is dead cats good for, Huck?","A cosa servono i gatti morti, Huck?","/a kɔza sɛrvono i ɡatːɪ mɔrtɪ, ukː?/",A1,Social,"A1,Social",
catch,cattura,/katːura/,"Can you, the fox, catch him?","Riuscirai tu, la volpe, a catturarlo?","/riʊʃiraːɪ tu, la volpe, a katːʊrarlo?/",A1,Social,"A1,Social",
chair,sedia,/sɛdia/,"Nicholas took a chair, and Mr.",Nicholas prese una sedia e Mr.,/nikolas preze ʊna sɛdia e ɛmmeɛrɾe./,A1,Social,"A1,Social",
change,cambiamento,/kambjamento/,It can make no change.,Non può cambiare nulla.,/non pʊɔ kambjare nulla./,A1,Social,"A1,Social",
character,carattere,/kaɾatːere/,The doctor was a character.,Il dottore era un personaggio.,/il dotːore ɛra ʊn personadʒːo./,A1,Social,"A1,Social",
chart,grafico,/ɡrafiko/,I waited with some impatience till the ship’s place was pricked on the chart.,Aspettai con una certa impazienza che il posto della nave fosse segnato sulla carta.,/aspetːaj kon ʊna tʃɛrta impatsjɛntsa ke il posto della nave fosse seɲato sʊlla karta./,A1,Social,"A1,Social",
check,controllo,/kontrɔllo/,I could not check its pulsations.,Non ho potuto controllare le sue pulsazioni.,/non o potuto kontrollare le sʊe pʊlsatsionɪ./,A1,Social,"A1,Social",
chicken,pollo,/pollo/,"Are these thy Mother Carey’s chickens, Perth?","Sono le galline di Madre Carey, Perth?","/sono le ɡalline dɪ madre (en)keəɹi(it), pɛrt?/",A1,Social,"A1,Social",
child,bambino,/bambino/,"Can you speak French, child?","Sai parlare francese, bambina?","/saj parlare frantʃeze, bambina?/",A1,Social,"A1,Social",
choose,scegliere,/ʃeʎere/,Do you choose for me.,Scegliete voi per me.,/ʃeʎete voi per me./,A1,Social,"A1,Social",
cinema,cinema,/tʃinema/,This is a new cinema.,Questo è un nuovo cinema.,/kwesto ɛ ʊn nʊɔvo tʃinema./,A1,Social,"A1,Social",
classmate,compagno di classe,/kompaɲɲo dɪ klasse/,Who and who are classmates?,Chi e chi sono i compagni di classe?,/kɪ e kɪ sono i kompaɲɲɪ dɪ klasse?/,A1,Social,"A1,Social",
close,chiudere,/kjudere/,It is close at hand.,È a portata di mano.,/e a portata dɪ mano./,A1,Social,"A1,Social",
coach,allenatore,/allenatore/,I have a coach here.,Ho un allenatore qui.,/o ʊn allenatore kwi./,A1,Social,"A1,Social",
code,codice,/kɔditʃe/,I will recite the Monastic Code.,Reciterò il Codice Monastico.,/retʃiteɾɔ il kɔditʃe monastiko./,A1,Social,"A1,Social",
collect,raccogliere,/rakːɔʎere/,He would collect his resources together.,Raccoglieva le sue risorse insieme.,/rakːoʎɛva le sʊe rizorse insɪɛme./,A1,Social,"A1,Social",
collection,collezione,/kolletsione/,I have added to my collection of birds.,Ho arricchito la mia collezione di uccelli.,/o arɾikːito la mia kolletsione dɪ ʊtʃːɛllɪ./,A1,Social,"A1,Social",
company,azienda,/adzjɛnda/,"What company is this, Rosa?","Che azienda è questa, Rosa?","/ke adzjɛnda e kwesta, rɔza?/",A1,Social,"A1,Social",
computer,computer,/kompjuter/,What kind of computer does he use?,Che tipo di computer usa?,/ke tipo dɪ kompjuter uza?/,A1,Social,"A1,Social",
concert,concerto,/kontʃɛrto/,My very best go-to-concert-and-theatre bonnet.,La mia migliore cuffia da concerto e da teatro.,/la mia miʎore kuffia da kontʃɛrto e da teatro./,A1,Social,"A1,Social",
conversation,conversazione,/konversatsione/,Their powers of conversation were considerable.,Le loro capacità di conversazione erano notevoli.,/le lɔro kapatʃita dɪ konversatsione ɛrano notevolɪ./,A1,Social,"A1,Social",
cook,cuoco,/kʊɔko/,We can’t cook anything whatever.,Non possiamo cucinare nulla.,/non possjamo kʊtʃinare nulla./,A1,Social,"A1,Social",
cookie,biscotto,/biskɔtːo/,"At that, all the cookies were gone.","A quel punto, tutti i biscotti erano spariti.","/a kwel punto, tutːɪ i biskɔtːɪ ɛrano sparitɪ./",A1,Social,"A1,Social",
cop,poliziotto,/politsjɔtːo/,Mennad went to call the cops.,Mennad andò a chiamare la polizia.,/mennad andɔ a kjamare la politsia./,A1,Social,"A1,Social",
copy,copia,/kɔpia/,Have you a copy with you?,Ne ha una copia con sé?,/ne a ʊna kɔpia kon se?/,A1,Social,"A1,Social",
cousin,cugino,/kʊdʒino/,Even if we are cousins.,Anche se siamo cugini.,/anke se sjamo kʊdʒinɪ./,A1,Social,"A1,Social",
cow,mucca,/mukːa/,Suppose there was a flayed cow.,Supponiamo che ci sia una mucca scuoiata.,/sʊpːonjamo ke tʃɪ sia ʊna mukːa skʊoiata./,A1,Social,"A1,Social",
credit,credito,/kredito/,"It does her credit, Mat!","Le fa onore, Mat!","/le fa onore, mat!/",A1,Social,"A1,Social",
cry,piangere,/pjandʒere/,I gave a loud cry.,Ho lanciato un forte grido.,/o lantʃato ʊn fɔrte ɡrido./,A1,Social,"A1,Social",
customer,cliente,/kliɛnte/,"You minion, you, are these your customers?","Tu, tirapiedi, tu, questi sono i tuoi clienti?","/tu, tirapjɛdɪ, tu, kwestɪ sono i tʊɔi kliɛntɪ?/",A1,Social,"A1,Social",
cut,taglio,/taʎo/,Who will cut the weed?,Chi taglierà l'erba?,/kɪ taʎeɾa lɛrba?/,A1,Social,"A1,Social",
dad,papà,/papa/,He had some er de dad-fetchedes’ ways I ever see.,Aveva un modo di fare da padre che non ho mai visto.,/aveva ʊn mɔdo dɪ fare da padre ke non o maj visto./,A1,Social,"A1,Social",
daddy,papà,/papa/,"And he stayed three weeks, until Daddy told him he had to get out.","E rimase tre settimane, finché il papà non gli disse che doveva andarsene.","/e rimaze tre setːimane, finke il papa non ʎɪ disse ke dovɛva andarsene./",A1,Social,"A1,Social",
dance,danza,/dantsa/,You had much better dance.,Avresti dovuto ballare molto di più.,/avrestɪ dovuto ballare molto dɪ pju./,A1,Social,"A1,Social",
dancer,ballerina,/ballerina/,His father was a dancer.,Suo padre era un ballerino.,/sʊo padre ɛra ʊn ballerino./,A1,Social,"A1,Social",
date,data,/data/,What date did you have?,Che appuntamento avete avuto?,/ke apːʊntamento avete avuto?/,A1,Social,"A1,Social",
daughter,figlia,/fiʎa/,"It’s HIS daughter, is it?","E' sua figlia, vero?","/e sʊa fiʎa, vero?/",A1,Social,"A1,Social",
day,giorno,/dʒorno/,They were both buried to-day.,Entrambi sono stati sepolti oggi.,/entrambɪ sono statɪ sepoltɪ ɔdʒːɪ./,A1,Social,"A1,Social",
dear,caro,/karo/,"It was the mendicants, dear.","Sono stati i mendicanti, cara.","/sono statɪ i mendikantɪ, kaɾa./",A1,Social,"A1,Social",
decide,decidere,/detʃidere/,The future would decide that.,Il futuro lo deciderà.,/il fʊturo lo detʃideɾa./,A1,Social,"A1,Social",
description,descrizione,/deskritsione/,"By description, ” was the reply.","Per descrizione"", fu la risposta.","/per deskritsione"", fʊ la risposta./",A1,Social,"A1,Social",
detail,dettaglio,/detːaʎo/,The details were few and startling.,I dettagli erano pochi e sorprendenti.,/i detːaʎɪ ɛrano pɔkɪ e sorprendɛntɪ./,A1,Social,"A1,Social",
dialogue,dialogo,/djaloɡo/,The above short dialogue took place as Mr.,Il breve dialogo di cui sopra ha avuto luogo mentre Mr.,/il brɛve djaloɡo dɪ kuj sopra a avuto lʊɔɡo mentre ɛmmeɛrɾe./,A1,Social,"A1,Social",
dictionary,dizionario,/ditsjonario/,What a useful work a Dictionary is!,Che opera utile è un Dizionario!,/ke ɔpera utile e ʊn ditsjonario!/,A1,Social,"A1,Social",
difference,differenza,/differɛntsa/,It would make no difference!,Non farebbe alcuna differenza!,/non farɛbːe alkʊna differɛntsa!/,A1,Social,"A1,Social",
dig,scavare,/skavare/,"Dig, and you will find it.",Scavate e lo troverete.,/skavate e lo troverete./,A1,Social,"A1,Social",
dish,piatto,/pjatːo/,He will to his Egyptian dish again.,Tornerà al suo piatto egiziano.,/torneɾa al sʊo pjatːo edʒitsjano./,A1,Social,"A1,Social",
do,fare,/fare/,"I do, indeed, ’ replied Nicholas.","Lo so, infatti"", rispose Nicholas.","/lo sɔ, infatːɪ"", rispoze nikolas./",A1,Social,"A1,Social",
doctor,medico,/mɛdiko/,Do you know--what’s a-name--Doctors’ Commons?,"Conosci... come si chiama... il ""Doctors' Commons""?","/konoʃɪ... kome sɪ kjama... iːl ""doktɔrs kommons""?/",A1,Social,"A1,Social",
dog,cane,/kane/,Dogs are disgusting and repulsive.,I cani sono disgustosi e ripugnanti.,/i kanɪ sono dizɡʊstɔzɪ e ripʊɲantɪ./,A1,Social,"A1,Social",
doll,bambola,/bambola/,"Yea, will you come, Doll?","Sì, vuoi venire, Bambola?","/siː, vʊɔi venire, bambola?/",A1,Social,"A1,Social",
dollar,dollaro,/dɔllaro/,That dog will cost you ten dollars.,Quel cane vi costerà dieci dollari.,/kwel kane vɪ kosteɾa djɛtʃɪ dɔllarɪ./,A1,Social,"A1,Social",
down,giù,/dʒu/,When does she come down?,Quando scende?,/kwando ʃɛnde?/,A1,Social,"A1,Social",
drama,dramma,/dramma/,The truth—the tragedy—of the drama was no more.,"La verità, la tragedia del dramma non c'era più.","/la verita, la tradʒɛdia del dramma non tʃɛra pju./",A1,Social,"A1,Social",
draw,sorteggio,/sortedʒːo/,"Draw, if you be men.","Disegnate, se siete uomini.","/dizeɲate, se sjete wɔminɪ./",A1,Social,"A1,Social",
driver,autista,/aʊtista/,"I had forgotten the driver, ” said Miss Bartlett, reddening.","Avevo dimenticato l'autista"", disse Miss Bartlett, arrossendo.","/avevo dimentikato laʊtista"", disse miss bartletː, arɾossɛndo./",A1,Social,"A1,Social",
dry,asciutto,/aʃutːo/,This chapter is particularly dry.,Questo capitolo è particolarmente asciutto.,/kwesto kapitolo e partikolarmente aʃutːo./,A1,Social,"A1,Social",
east,est,/est/,I come from the east.,Vengo dall'est.,/veŋɡo dallɛst./,A1,Social,"A1,Social",
elephant,elefante,/elefante/,And that elephant did the same.,E quell'elefante fece lo stesso.,/e kwellelefante fetʃe lo stesso./,A1,Social,"A1,Social",
email,e-mail,/emeil/,Have emails replaced letters in today's world?,Le e-mail hanno sostituito le lettere nel mondo di oggi?,/le emeil anno sostitʊito le lɛtːere nel mondo dɪ ɔdʒːɪ?/,A1,Social,"A1,Social",
end,fine,/fine/,And I saw them end.,E li ho visti finire.,/e lɪ o vistɪ finire./,A1,Social,"A1,Social",
engineer,ingegnere,/indʒeɲɛre/,"So we see him henceforth styling himself ""engineer, geographer, and royal pensioner at Charenton.","Così lo vediamo d'ora in poi definirsi ""ingegnere, geografo e pensionato reale a Charenton"".","/kozi lo vedjamo dora in pɔi definirsɪ ""indʒeɲɛre, dʒeɔɡrafo e pensjonato reale a tʃarenton""./",A1,Social,"A1,Social",
exam,esame,/ezame/,We had a maths exam today.,Oggi abbiamo avuto un esame di matematica.,/ɔdʒːɪ abːjamo avuto ʊn ezame dɪ matematika./,A1,Social,"A1,Social",
example,esempio,/ezɛmpio/,It was a splendid example.,Era uno splendido esempio.,/ɛra uno splɛndido ezɛmpio./,A1,Social,"A1,Social",
excuse,scusa,/skuza/,I will dispense with excuses.,Bando alle scuse.,/bando alle skuze./,A1,Social,"A1,Social",
explain,spiegare,/spjeɡare/,Have the goodness to explain.,Abbiate la bontà di spiegare.,/abːjate la bonta dɪ spjeɡare./,A1,Social,"A1,Social",
extra,extra,/ɛkstra/,Soon the monks were given extra robes.,Presto i monaci ricevettero vesti extra.,/prɛsto i mɔnatʃɪ ritʃevetːero vɛstɪ ɛkstra./,A1,Social,"A1,Social",
face,viso,/vizo/,Say this to my face!,Dillo in faccia!,/dillo in fatʃːa!/,A1,Social,"A1,Social",
fact,fatto,/fatːo/,"Such, nevertheless, was the fact.","Tuttavia, questo era il fatto.","/tʊtːavia, kwesto ɛra il fatːo./",A1,Social,"A1,Social",
fairy,fata,/fata/,Therein no fairy’s arm can transcend it.,Non c'è braccio di fata che possa trascenderlo.,/non tʃe bratʃːo dɪ fata ke pɔssa traʃɛnderlo./,A1,Social,"A1,Social",
family,famiglia,/famiʎa/,Come they of noble family?,Sono di famiglia nobile?,/sono dɪ famiʎa nɔbile?/,A1,Social,"A1,Social",
fan,ventilatore,/ventilatore/,It most give me the fan-tods.,Mi fa venire i brividi.,/mɪ fa venire i brividɪ./,A1,Social,"A1,Social",
farmer,agricoltore,/aɡrikoltore/,The worthy one is a farmer.,Quello degno di nota è un agricoltore.,/kwello deɲɲo dɪ nɔta e ʊn aɡrikoltore./,A1,Social,"A1,Social",
father,padre,/padre/,"Are these limbs, conscript fathers!","Sono arti, padri di leva!","/sono artɪ, padrɪ dɪ lɛva!/",A1,Social,"A1,Social",
favorite,preferito,/preferito/,Coligny’s house was a favorite rendezvous.,La casa di Coligny era uno dei ritrovi preferiti.,/la kaza dɪ koliɲɲɪ ɛra uno deɪ ritrɔvɪ preferitɪ./,A1,Social,"A1,Social",
favourite,preferito,/preferito/,"Ah, you are my favourite pupil still.","Ah, sei ancora il mio allievo preferito.","/a, sɛi ankora il mio alliɛvo preferito./",A1,Social,"A1,Social",
fifth,quinto,/kwinto/,This is the fifth liberation.,Questa è la quinta liberazione.,/kwesta ɛ la kwinta liberatsione./,A1,Social,"A1,Social",
fight,lotta,/lɔtːa/,Shall Ajax fight with Hector?,Aiace deve combattere con Ettore?,/aiatʃe dɛve kombatːere kon ɛtːore?/,A1,Social,"A1,Social",
file,file,/file/,You know what a file is?,Sapete cos'è un file?,/sapete kozɛ ʊn file?/,A1,Social,"A1,Social",
film,film,/film/,Until this film is formed the filter is not in its most efficient condition.,"Finché non si forma questa pellicola, il filtro non è nelle sue condizioni di massima efficienza.","/finke non sɪ forma kwesta pellikola, il filtro non e nelle sʊe konditsionɪ dɪ massima effitʃɛntsa./",A1,Social,"A1,Social",
final,finale,/finale/,He was their final man.,Era il loro ultimo uomo.,/ɛra il lɔro ultimo wɔmo./,A1,Social,"A1,Social",
fire,incendio,/intʃendio/,There was a beautiful fire.,C'era un bellissimo fuoco.,/tʃɛra ʊn bellissimo fʊɔko./,A1,Social,"A1,Social",
first,prima,/prima/,"Kate, do you go first.","Kate, vai tu per prima.","/keɪt̪, vaj tʊ per prima./",A1,Social,"A1,Social",
fish,pesce,/peʃe/,Give the general composition of fish.,Indicare la composizione generale dei pesci.,/indikare la kompozitsione dʒenerale deɪ peʃɪ./,A1,Social,"A1,Social",
flag,bandiera,/bandiɛra/,"We played with flags, ” I said.","Abbiamo giocato con le bandiere"", ho detto.","/abːjamo dʒokato kon le bandiɛre"", o detːo./",A1,Social,"A1,Social",
flat,piatto,/pjatːo/,Flat burglary as ever was committed.,Un furto con scasso mai commesso prima.,/ʊn furto kon skasso maj kommesso prima./,A1,Social,"A1,Social",
floor,pavimento,/pavimento/,What floor do you want?,Che piano vuoi?,/ke pjano vʊɔi?/,A1,Social,"A1,Social",
foot,piede,/pjɛde/,The foot stands were unenclosed.,I supporti per i piedi non erano chiusi.,/i sʊpːɔrtɪ per i pjedɪ non ɛrano kjuzɪ./,A1,Social,"A1,Social",
