English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
retrace,ripercorrere,/riperkɔrɾere/,We must now retrace our way a little.,Dobbiamo ora ripercorrere un po' la nostra strada.,/dobːjamo ora riperkɔrɾere ʊn po la nɔstra strada./,C2,Travel,"C2,Travel",
shambles,baracca e burattini,/baɾakːa e bʊratːinɪ/,"O, ay, as summer flies are in the shambles, That quicken even with blowing.","Oh, sì, come le mosche d'estate sono nei baracconi, che accelerano anche con il soffio.","/oː, siː, kome le moske destate sono nei baɾakːonɪ, ke atʃːɛːlerano anke kon il soffio./",C2,Travel,"C2,Travel",
somersault,capriola,/kapriɔla/,A somersault gone wrong landed Tom in the hospital.,Una capriola sbagliata ha portato Tom in ospedale.,/ʊna kapriɔla zbaʎata a portato tɔm in ospedale./,C2,Travel,"C2,Travel",
suffice,sufficiente,/sʊffitʃɛnte/,But this did not suffice.,Ma questo non è bastato.,/ma kwesto non e bastato./,C2,Travel,"C2,Travel",
swap,swap,/swap/,She wishes she could swap places with him.,Vorrebbe poter fare a cambio con lui.,/vorɾɛbːe potɛr fare a kambio kon lui./,C2,Travel,"C2,Travel",
thrive,prosperare,/prosperare/,"Well, well, We shall thrive now.","Bene, bene, ora dobbiamo prosperare.","/bɛne, bɛne, ora dobːjamo prosperare./",C2,Travel,"C2,Travel",
ventilate,ventilare,/ventilare/,"The ""house side"" of traps always ventilates into the rooms, and hence it is important that they be kept scrupulously clean.","Il ""lato casa"" delle trappole è sempre ventilato nelle stanze e quindi è importante che siano tenute scrupolosamente pulite.","/iːl ""lato kaza"" delle trapːole e sɛmpre ventilato nelle stantse e kwindɪ e importante ke siːano tenute skrʊpolozamente pʊlite./",C2,Travel,"C2,Travel",
carbonize,carbonizzare,/karbonidzːare/,"This heat carbonizes the foreign substance, but has little effect on the animal fibres of the wool.","Questo calore carbonizza la sostanza estranea, ma ha scarso effetto sulle fibre animali della lana.","/kwesto kalore karbonidzːa la sostantsa estranea, ma a skarso effɛtːo sʊlle fibre animalɪ della lana./",C2,Travel,"C2,Travel",
circumnavigate,circumnavigare,/tʃirkʊmnaviɡare/,They wrote the circumnavigate in their notes.,Hanno scritto la circumnavigazione nei loro appunti.,/anno skritːo la tʃirkʊmnaviɡatsione nei lɔro apːuntɪ./,C2,Travel,"C2,Travel",
cocoon,bozzolo,/bɔtsːolo/,I saw a cocoon on the tree.,Ho visto un bozzolo sull'albero.,/o visto ʊn bɔtsːolo sʊllalbero./,C2,Travel,"C2,Travel",
consign,consegnare,/konseɲare/,"It were, my lord, a hard condition for a maid to consign to.","Era, mio signore, una condizione difficile da consegnare a una cameriera.","/ɛra, mio siɲore, ʊna konditsione diffitʃile da konseɲare a ʊna kameriɛra./",C2,Travel,"C2,Travel",
disperse,disperdere,/dispɛrdere/,Therefore we will disperse ourselves.,Perciò ci disperderemo.,/pertʃɔ tʃɪ disperderɛmo./,C2,Travel,"C2,Travel",
ebb,riflusso,/riflusso/,"Do so: to ebb, Hereditary sloth instructs me.","Fallo: per rifluire, l'accidia ereditaria mi istruisce.","/fallo: per riflʊire, latʃːidia ereditaria mɪ istrʊiʃe./",C2,Travel,"C2,Travel",
flit,flit,/flit/,"That wicked lady, who is far from credible, Madame Chantelouve, flits through various chapters.","La malvagia signora, tutt'altro che credibile, Madame Chantelouve, si aggira in vari capitoli.","/la malvadʒa siɲora, tʊtːaltro ke kredibile, (fr)madam(it) tʃantelouve, sɪ adʒːira in varɪ kapitolɪ./",C2,Travel,"C2,Travel",
fluctuate,fluttuare,/flʊtːʊare/,The mind of Constantine might fluctuate between the Pagan and the Christian religions.,La mente di Costantino potrebbe oscillare tra la religione pagana e quella cristiana.,/la mente dɪ kostantino potrɛbːe oʃillare tra la relidʒone paɡana e kwella kristjana./,C2,Travel,"C2,Travel",
frolic,goliardia,/ɡoliardia/,Our next great day-time frolic was at Bristol Ferry.,Il nostro prossimo grande divertimento diurno è stato a Bristol Ferry.,/il nɔstro prɔssimo ɡrande divertimento djurno e stato a bristol fɛrɾɪ./,C2,Travel,"C2,Travel",
gravitate,gravitare,/ɡravitare/,"I do gravitate towards the second option, although I wouldn’t mind the former either.","Io propendo per la seconda opzione, anche se non mi dispiacerebbe nemmeno la prima.","/io propɛndo per la sekonda optsione, anke se non mɪ dispjatʃerɛbːe nemmeno la prima./",C2,Travel,"C2,Travel",
pressurize,pressurizzare,/pressʊridzːare/,This pressurize is common in everyday life.,Questa pressione è comune nella vita di tutti i giorni.,/kwesta pressjone e komune nella vita dɪ tutːɪ i dʒornɪ./,C2,Travel,"C2,Travel",
protrude,sporgere,/spɔrdʒere/,"In this type of break, the bone will actually protrude from the skin.","In questo tipo di frattura, l'osso sporge dalla pelle.","/in kwesto tipo dɪ fratːura, lɔsso spɔrdʒe dalla pɛlle./",C2,Travel,"C2,Travel",
rebound,rimbalzo,/rimbaltso/,"He said: the shores with loud applauses sound, The hollow ships each deafening shout rebound.","Disse: ""Le rive suonano con forti applausi, le navi vuote rimbalzano ad ogni grido assordante"".","/disse: ""le rive swɔːnano kon fɔrtɪ apːlaʊzɪ, le navɪ vʊɔte rimbaltsano ad oɲɲɪ ɡrido assordante""./",C2,Travel,"C2,Travel",
reverberate,riverberare,/riverberare/,A good conversation is like music: it reverberates in our soul.,Una buona conversazione è come la musica: si riverbera nella nostra anima.,/ʊna bʊɔna konversatsione e kome la muzika: sɪ rivɛrbera nella nɔstra anima./,C2,Travel,"C2,Travel",
shamble,baraccone,/baɾakːone/,The ivory Pequod was turned into what seemed a shamble; every sailor a butcher.,Il Pequod d'avorio fu trasformato in quello che sembrava un baraccone; ogni marinaio era un macellaio.,/il pekwod davɔrio fʊ trasformato in kwello ke sembrava ʊn baɾakːone; oɲɲɪ marinaio ɛra ʊn matʃellaio./,C2,Travel,"C2,Travel",
slither,strisciare,/striʃare/,Please put the slither on the table.,"Per favore, mettete la striscia sul tavolo.","/per favore, metːete la striʃa sʊl tavolo./",C2,Travel,"C2,Travel",
squirm,contorcersi,/kontɔrtʃersɪ/,Seeing all the worms wriggling on the corpse made me squirm all over.,Vedere tutti i vermi che si agitano sul cadavere mi ha fatto contorcere tutta.,/vedere tutːɪ i vɛrmɪ ke sɪ adʒitano sʊl kadavere mɪ a fatːo kontɔrtʃere tutːa./,C2,Travel,"C2,Travel",
teem,teem,/tɛem/,"We have seen enough of it, to know that it teems with interest; little more.",Abbiamo visto abbastanza per sapere che pullula di interesse; poco di più.,/abːjamo visto abːastantsa per sapere ke pullʊla dɪ interɛsse; pɔko dɪ pju./,C2,Travel,"C2,Travel",
topple,rovesciarsi,/roveʃarsɪ/,Can King Pasenadi topple or expel from their place the gods of the thirty-three?,Riuscirà il re Pasenadi a rovesciare o a scacciare dal loro posto gli dei dei trentatré?,/riʊʃiɾa il rɛ pazenadɪ a roveʃare o a skatʃːare dal lɔro posto ʎɪ dɛːi deɪ trentatre?/,C2,Travel,"C2,Travel",
totter,totter,/totːɛr/,"Let conquest make them ours: fate shakes their wall, And Troy already totters to her fall.","Che la conquista li faccia nostri: il destino scuote le loro mura, e Troia già si avvia alla caduta.","/ke la konkwista lɪ fatʃːa nɔstrɪ: il destino skʊote le lɔro mura, e trɔia dʒa sɪ avvia alla kaduta./",C2,Travel,"C2,Travel",
