English_Translation,Italian_Term,Italian_IPA,English_Sentence,Italian_Sentence,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
elaborate,elaborare,/elaborare/,See the elaborate researches of M.,Si vedano le elaborate ricerche di M.,/sɪ vedano le elaborate ritʃɛrke dɪ ɛmme./,C2,Food,"C2,Food",
enact,emanare,/emanare/,I did enact Julius Caesar.,Ho messo in scena Giulio Cesare.,/o messo in ʃɛna dʒulio tʃezare./,C2,Food,"C2,Food",
envisage,prevedere,/prevedɛre/,Can you envisage Tom working in a garage?,Riuscite a immaginare Tom che lavora in un'officina?,/riʊʃite a immadʒinare tɔm ke lavɔra in ʊnoffitʃina?/,C2,Food,"C2,Food",
evoke,evocare,/evokare/,As much as you can evoke from your heart and heaven.,Quanto più riuscite a evocare dal vostro cuore e dal vostro cielo.,/kwanto pjʊ riʊʃite a evokare dal vɔstro kʊɔre e dal vɔstro tʃɛlo./,C2,Food,"C2,Food",
exert,esercitare,/ezertʃitare/,They exert their mind when they should.,Esercitano la loro mente quando dovrebbero.,/ezɛrtʃitano la lɔro mente kwando dovrebːero./,C2,Food,"C2,Food",
fiddle,violino,/vjolino/,A French song and a fiddle has no fellow.,Una canzone francese e un violino non hanno compagni.,/ʊna kantsone frantʃeze e ʊn vjolino non anno kompaɲɲɪ./,C2,Food,"C2,Food",
forge,Fucina,/fʊtʃina/,Then you have left the forge?,Allora hai lasciato la fucina?,/allora aj laʃato la fʊtʃina?/,C2,Food,"C2,Food",
formulate,formulare,/formʊlare/,"They formulate a question, thinking, ‘We’ll approach the ascetic Gotama and ask him this question.","Formulano una domanda, pensando: ""Ci avvicineremo all'asceta Gotama e gli porremo questa domanda"".","/fɔrmʊlano ʊna domanda, pensando: ""tʃɪ avvitʃinerɛmo allaʃɛta ɡotama e ʎɪ porɾɛmo kwesta domanda""./",C2,Food,"C2,Food",
generic,generico,/dʒenɛriko/,"In the fishery, they usually go by the generic name of Gay-Headers.","Nella pesca, di solito si chiamano genericamente Gay-Headers.","/nella pɛska, dɪ sɔlito sɪ kjamano dʒenerikamente ɡeɪeadɛrs./",C2,Food,"C2,Food",
grapefruit,pompelmo,/pompɛlmo/,Grapefruit is a hybrid of pomelo and orange.,Il pompelmo è un ibrido di pomelo e arancia.,/il pompɛlmo e ʊn ibrido dɪ pomɛlo e aɾantʃa./,C2,Food,"C2,Food",
impersonate,impersonare,/impersonare/,Please do not try to impersonate others.,Si prega di non cercare di impersonare altri.,/sɪ prɛɡa dɪ non tʃerkare dɪ impersonare altrɪ./,C2,Food,"C2,Food",
induce,indurre,/indurɾe/,Nothing could induce him to stop.,Nulla poteva indurlo a fermarsi.,/nulla potɛva indurlo a fermarsɪ./,C2,Food,"C2,Food",
induct,induzione,/indʊtsione/,I forgot an induct at home today.,Oggi ho dimenticato un indotto a casa.,/ɔdʒːɪ o dimentikato ʊn indotːo a kaza./,C2,Food,"C2,Food",
innovate,innovare,/innovare/,"Tom doesn't innovate, but he does make good movies.","Tom non innova, ma fa buoni film.","/tɔm non innova, ma fa bʊɔnɪ film./",C2,Food,"C2,Food",
loom,telaio,/telaio/,"He was a good power-loom weaver, and a man of perfect integrity.",Era un buon tessitore di telai elettrici e un uomo di perfetta integrità.,/ɛra ʊn bwɔn tessitore dɪ telaj eletːritʃɪ e ʊn wɔmo dɪ perfɛtːa inteɡrita./,C2,Food,"C2,Food",
lust,lussuria,/lʊssuria/,"Being intimate, lust overcomes you.","Nell'intimità, la lussuria vi travolge.","/nellintimita, la lʊssuria vɪ travoldʒe./",C2,Food,"C2,Food",
mining,estrazione mineraria,/estratsione mineraria/,I shall also do a little in the mining way.,Farò anche un po' di strada nel settore minerario.,/faɾɔ anke ʊn po dɪ strada nel setːore minerario./,C2,Food,"C2,Food",
portray,ritratto,/ritratːo/,"Nor, except at the beginning of his career, does he portray a definite hero or heroine.","Né, se non all'inizio della sua carriera, ritrae un eroe o un'eroina precisi.","/ne, se non allinitsio della sʊa karɾiɛra, ritrae ʊn erɔe o ʊneroina pretʃizɪ./",C2,Food,"C2,Food",
processing,elaborazione,/elaboratsione/,The customer is responsible for bank transfer processing fees.,Le spese di elaborazione del bonifico bancario sono a carico del cliente.,/le speze dɪ elaboratsione del bonifiko bankario sono a kariko del kliɛnte./,C2,Food,"C2,Food",
provoke,provocare,/provokare/,"Why, did you not provoke me?","Perché, non mi hai provocato?","/perke, non mɪ aj provokato?/",C2,Food,"C2,Food",
reenact,rievocare,/rievokare/,They wrote the reenact in their notes.,Hanno scritto la ricostruzione nei loro appunti.,/anno skritːo la rikostrʊtsione nei lɔro apːuntɪ./,C2,Food,"C2,Food",
render,rendering,/rendɛriŋɡ/,I then render uppanna as “given”.,"Quindi rendo uppanna come ""dato"".","/kwindɪ rɛndo ʊpːanna kome ""dato""./",C2,Food,"C2,Food",
ruling,sentenza,/sentɛntsa/,This ruling is not found in any Canonical text.,Questa sentenza non si trova in nessun testo canonico.,/kwesta sentɛntsa non sɪ trɔva in nessʊn tɛsto kanɔniko./,C2,Food,"C2,Food",
silhouette,silhouette,/siloʊetːe/,Ziri saw a human-shaped silhouette in the woods.,Ziri vide una sagoma umana nel bosco.,/dzirɪ vide ʊna saɡoma ʊmana nel bɔsko./,C2,Food,"C2,Food",
simulate,simulare,/simʊlare/,"The symptoms produced vary greatly, and may closely simulate those of different diseases.",I sintomi prodotti variano notevolmente e possono simulare da vicino quelli di diverse malattie.,/i sintomɪ prodotːɪ variano notevolmente e pɔssono simʊlare da vitʃino kwellɪ dɪ divɛrse malatːie./,C2,Food,"C2,Food",
snail,lumaca,/lʊmaka/,I had as lief be wooed of a snail.,Mi piacerebbe essere corteggiata da una lumaca.,/mɪ pjatʃerɛbːe ɛssere kortedʒːata da ʊna lʊmaka./,C2,Food,"C2,Food",
sole,suola,/sʊɔla/,Mina if she survive is my sole heir.,"Mina, se sopravvive, è la mia unica erede.","/mina, se sopravvive, e la mia unika erɛde./",C2,Food,"C2,Food",
sprout,germoglio,/dʒermoʎo/,It is just a sprout.,È solo un germoglio.,/e solo ʊn dʒermoʎo./,C2,Food,"C2,Food",
squander,sperperare,/sperperare/,Or a wastrel is born into the family who squanders and fritters away their wealth.,"Oppure in una famiglia nasce un incolto, che sperpera e vanifica le sue ricchezze.","/opːure in ʊna famiʎa naʃe ʊn inkɔlto, ke spɛrpera e vanifika le sʊe rikːetsːe./",C2,Food,"C2,Food",
suds,schiuma,/skjuma/,My clothes are full of suds.,I miei vestiti sono pieni di sudore.,/i mjɛi vestitɪ sono pjɛnɪ dɪ sʊdore./,C2,Food,"C2,Food",
trying,provare,/provare/,Are you trying to hide?,Stai cercando di nasconderti?,/staj tʃerkando dɪ naskondertɪ?/,C2,Food,"C2,Food",
utilise,utilizzare,/ʊtilidzːare/,"The careful housewife will not waste bones, but utilise them for soup.","La casalinga attenta non spreca le ossa, ma le utilizza per la zuppa.","/la kazaliŋɡa atːɛnta non sprɛka le ossa, ma le ʊtilidzːa per la dzupːa./",C2,Food,"C2,Food",
allot,tutti,/tutːɪ/,Let's see how much time they allot you.,Vediamo quanto tempo vi concedono.,/vedjamo kwanto tɛmpo vɪ kontʃedono./,C2,Food,"C2,Food",
computerize,informatizzare,/informatidzːare/,Companies are rapidly trying to computerize their systems.,Le aziende stanno rapidamente cercando di informatizzare i loro sistemi.,/le adzjɛnde stanno rapidamente tʃerkando dɪ informatidzːare i lɔro sistɛmɪ./,C2,Food,"C2,Food",
confabulate,confabulare,/konfabʊlare/,The teacher discussed the confabulate in class.,L'insegnante ha discusso il confabulato in classe.,/linseɲante a diskusso il konfabʊlato in klasse./,C2,Food,"C2,Food",
confection,pasticceria,/pastitʃːeria/,"Confections.--By blending various saccharine products, confections are made.","Confetti.--Mediante la miscelazione di vari prodotti saccariferi, si producono i confetti.","/konfɛtːɪ.mediante la miʃelatsione dɪ varɪ prodotːɪ sakːariferɪ, sɪ produkono i konfɛtːɪ./",C2,Food,"C2,Food",
contrive,escogitare,/eskodʒitare/,You must contrive to send somebody.,Dovete trovare il modo di mandare qualcuno.,/dovete trovare il mɔdo dɪ mandare kwalkuno./,C2,Food,"C2,Food",
decentralize,decentralizzare,/detʃentralidzːare/,We have to decentralize France.,Dobbiamo decentralizzare la Francia.,/dobːjamo detʃentralidzːare la frantʃa./,C2,Food,"C2,Food",
delicatessen,gastronomia,/ɡastronomia/,This delicatessen is common in everyday life.,Questa gastronomia è comune nella vita di tutti i giorni.,/kwesta ɡastronomia e komune nella vita dɪ tutːɪ i dʒornɪ./,C2,Food,"C2,Food",
dissemble,smontare,/zmontare/,"BOY. Think you my uncle did dissemble, grandam?","RAGAZZO. Pensi che mio zio abbia dissimulato, nonna?","/raɡatsːo. pɛnsɪ ke mio dzio abːia dissimʊlato, nɔnna?/",C2,Food,"C2,Food",
engender,generare,/dʒenerare/,"Your stomachs are too young, And abstinence engenders maladies.",I vostri stomaci sono troppo giovani e l'astinenza genera malanni.,/i vɔstrɪ stɔmatʃɪ sono trɔpːo dʒovanɪ e lastinɛntsa dʒɛnera malannɪ./,C2,Food,"C2,Food",
etch,incisione,/intʃizione/,"If you don't wash away the acid quickly, it will etch its way into the metal.","Se non si lava via rapidamente l'acido, questo si insinua nel metallo.","/se non sɪ lava via rapidamente latʃido, kwesto sɪ insinʊa nel metallo./",C2,Food,"C2,Food",
etching,incisione,/intʃizione/,"When the etching is considered complete, the plate is carefully cleaned and tested.","Quando l'incisione è considerata completa, la lastra viene accuratamente pulita e testata.","/kwando lintʃizione e konsiderata komplɛta, la lastra vjɛne akːʊratamente pʊlita e testata./",C2,Food,"C2,Food",
fabricate,fabbricare,/fabːrikare/,They wrote the fabricate in their notes.,Hanno scritto l'invenzione nei loro appunti.,/anno skritːo linventsione nei lɔro apːuntɪ./,C2,Food,"C2,Food",
feign,fingere,/findʒere/,"Now if thou wert a poet, I might have some hope thou didst feign.","Ora, se tu fossi un poeta, potrei avere qualche speranza che tu fingi.","/ora, se tʊ fɔssɪ ʊn poɛta, potrɛi avere kwalke sperantsa ke tʊ findʒɪ./",C2,Food,"C2,Food",
flagging,sbandieramento,/zbandjeramento/,"He spread the mattress on the flagging and said, “Sleep.","Stese il materasso sull'imbandierato e disse: ""Dormi"".","/steze il materasso sʊllimbandjerato e disse: ""dɔrmɪ""./",C2,Food,"C2,Food",
interlude,interludio,/interludio/,"I was one, sir, in this interlude, one Sir Topas, sir, but that’s all one.","Sono stato uno, signore, in questa parentesi, un Sir Topas, signore, ma è tutto uno.","/sono stato uno, siɲore, in kwesta parɛntezɪ, ʊn sir topas, siɲore, ma e tutːo uno./",C2,Food,"C2,Food",
mottled,screziato,/skretsjato/,"That’s very extraordinary, ’ said the mottled-faced man.","È davvero straordinario"", disse l'uomo dal volto screziato.","/e davvero straordinario"", disse lwɔmo dal volto skretsjato./",C2,Food,"C2,Food",
perch,trespolo,/trespolo/,The world is grown so bad That wrens make prey where eagles dare not perch.,Il mondo è cresciuto così male che gli scriccioli fanno preda dove le aquile non osano appollaiarsi.,/il mondo e kreʃuto kozi male ke ʎɪ skritʃːolɪ fanno prɛda dove le akwile non ozano apːollajarsɪ./,C2,Food,"C2,Food",
plume,pennacchio,/pennakːio/,What plume of feathers is he that indited this letter?,Che pennacchio di piume è colui che ha scritto questa lettera?,/ke pennakːio dɪ pjume e koluːi ke a skritːo kwesta lɛtːera?/,C2,Food,"C2,Food",
prise,prise,/prize/,They were unable to prise open the box because it was too rusty.,Non sono riusciti ad aprire la scatola perché era troppo arrugginita.,/non sono riʊʃitɪ ad aprire la skatola perke ɛra trɔpːo arɾʊdʒːinita./,C2,Food,"C2,Food",
prolong,prolungare,/prolʊŋɡare/,"Stay, ” she added, disengaging her hand, “why should we prolong this painful interview?","Resta"", aggiunse, staccando la mano, ""perché dovremmo prolungare questo doloroso colloquio?","/rɛsta"", adʒːunse, stakːando la mano, ""perke dovremmo prolʊŋɡare kwesto dolorozo kollɔkwjo?/",C2,Food,"C2,Food",
repose,riposo,/ripɔzo/,"His countenance, in this repose, was mild and kindly.","Il suo volto, in questo riposo, era mite e gentile.","/il sʊo volto, in kwesto ripɔzo, ɛra mite e dʒentile./",C2,Food,"C2,Food",
ruminate,ruminare,/rʊminare/,"And so conduct me where, from company, I may revolve and ruminate my grief.","E così conducetemi dove, lontano dalla compagnia, io possa girare e ruminare il mio dolore.","/e kozi kondʊtʃetemɪ dove, lontano dalla kompaɲia, io pɔssa dʒirare e rʊminare il mio dolore./",C2,Food,"C2,Food",
sandwiched,incastrato,/inkastrato/,"↩ The Bhaggas were an isolated republican clan, sandwiched between the Vacchas south of the Yamuna and the Kosalans north of the Ganges.","I Bhaga erano un clan repubblicano isolato, incastrato tra i Vacca a sud dello Yamuna e i Kosalan a nord del Gange.","/i baɡa ɛrano ʊn klan repʊbːlikano izolato, inkastrato tra i vakːa a sud dello jamuna e i kozalan a nɔrd del ɡandʒe./",C2,Food,"C2,Food",
substantiate,dimostrare,/dimostrare/,"It is first represented as a single act, recently detected, and which men of character were prepared to substantiate: adulterii etiam crimen accedit.","Viene dapprima rappresentato come un singolo atto, scoperto di recente, e che gli uomini di carattere erano pronti ad avvalorare: adulterii etiam crimen accedit.","/vjɛne dapːrima rapːrezentato kome ʊn siŋɡolo atːo, skopɛrto dɪ retʃɛnte, e ke ʎɪ wɔminɪ dɪ kaɾatːere ɛrano prontɪ ad avvalorare: adʊlterɪːj ɛtjam krimen atʃːedit./",C2,Food,"C2,Food",
sulphur,zolfo,/dzolfo/,"How would you have me manufacture gunpowder on board, without either saltpetre, sulphur, or charcoal?","Come volete che produca la polvere da sparo a bordo, senza salnitro, zolfo o carbone?","/kome volete ke produka la polvere da sparo a bɔrdo, sɛntsa salnitro, dzolfo o karbone?/",C2,Food,"C2,Food",
trifle,sciocchezza,/ʃokːetsːa/,"Hang the trifle, woman; take the honour.","Impiccati la sciocchezza, donna; prenditi l'onore.","/impikːatɪ la ʃokːetsːa, dɔnna; prɛːnditɪ lonore./",C2,Food,"C2,Food",
utilize,utilizzare,/ʊtilidzːare/,Yet we want to utilize as much energy as possible.,Eppure vogliamo utilizzare quanta più energia possibile.,/epːure voʎamo ʊtilidzːare kwanta pjʊ enerdʒia possibile./,C2,Food,"C2,Food",
wallow,sguazzare,/zɡwatsːare/,A pig will wallow in the mud in order to cool down.,Un maiale sguazza nel fango per rinfrescarsi.,/ʊn majale zɡwatsːa nel faŋɡo per rinfreskarsɪ./,C2,Food,"C2,Food",
