English_Translation,Italian_Term,Italian_IPA,English_Sentence,Italian_Sentence,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
applicable,applicabile,/apːlikabile/,"The kind of association applicable to this rule, however, is sexual intercourse.","Il tipo di associazione applicabile a questa regola, tuttavia, è il rapporto sessuale.","/il tipo dɪ assotʃatsione apːlikabile a kwesta rɛɡola, tʊtːavia, e il rapːɔrto sessʊale./",C2,Grammar,"C2,Grammar",
apprehensive,apprensivo,/apːrensivo/,"Is nervous, and was apprehensive of the consequences of agitation.",È nervoso e temeva le conseguenze dell'agitazione.,/e nervozo e temeva le konseɡwɛntse delladʒitatsione./,C2,Grammar,"C2,Grammar",
apt,apt,/apt/,She is young and apt.,È giovane e adatta.,/e dʒovane e adatːa./,C2,Grammar,"C2,Grammar",
apt,apt,/apt/,She is young and apt.,È giovane e adatta.,/e dʒovane e adatːa./,C2,Grammar,"C2,Grammar",
arbitrary,arbitrario,/arbitrario/,The execution of the laws was penal and arbitrary.,L'esecuzione delle leggi era penale e arbitraria.,/lezekʊtsione delle ledʒːɪ ɛra penale e arbitraria./,C2,Grammar,"C2,Grammar",
architectural,architettonico,/arkitetːɔniko/,"You behold around you, it is true, a medley of architectural embellishments.","Intorno a voi, è vero, c'è una miriade di abbellimenti architettonici.","/intorno a voi, e vero, tʃe ʊna miriade dɪ abːellimentɪ arkitetːɔnitʃɪ./",C2,Grammar,"C2,Grammar",
artistically,artisticamente,/artistikamente/,The room is luxuriously and artistically furnished.,La camera è arredata in modo lussuoso e artistico.,/la kamera e arɾedata in mɔdo lʊssʊozo e artistiko./,C2,Grammar,"C2,Grammar",
astray,smarrimento,/zmarɾimento/,"Nay, in that you are astray; ’twere best pound you.","Anzi, in questo ti sei smarrito; sarebbe meglio che tu ti mettessi a canestro.","/antsɪ, in kwesto tɪ sɛi zmarɾito; sarɛbːe mɛʎo ke tʊ tɪ metːɛssɪ a kanɛstro./",C2,Grammar,"C2,Grammar",
atmospheric,atmosferico,/atmosfɛriko/,How is weather connected with atmospheric weight?,In che modo il tempo è collegato al peso atmosferico?,/in ke mɔdo il tɛmpo e kolleɡato al pezo atmosfɛriko?/,C2,Grammar,"C2,Grammar",
authentic,autentico,/aʊtɛntiko/,These events are authentic and famous.,Questi eventi sono autentici e famosi.,/kwestɪ evɛntɪ sono aʊtɛntitʃɪ e famozɪ./,C2,Grammar,"C2,Grammar",
avid,avido,/avido/,Who in the world is not avid?,Chi al mondo non è avido?,/kɪ al mondo non e avido?/,C2,Grammar,"C2,Grammar",
bail,cauzione,/kaʊtsione/,"You will not bail me then, sir?","Allora non mi pagherete la cauzione, signore?","/allora non mɪ paɡerete la kaʊtsione, siɲore?/",C2,Grammar,"C2,Grammar",
baldly,calvo,/kalvo/,"Stated thus baldly, this may seem no more than a trite truism.","Detto così, questo può sembrare solo un banale truismo.","/detːo kozi, kwesto pʊɔ sembrare solo ʊn banale trʊizmo./",C2,Grammar,"C2,Grammar",
battered,maltrattato,/maltratːato/,"After three drinks, he was already battered.",Dopo tre bicchieri era già malconcio.,/dopo tre bikːiɛrɪ ɛra dʒa malkontʃo./,C2,Grammar,"C2,Grammar",
bearded,barbuto,/barbuto/,Dost thou not remember what that great black-bearded fellow told of his begging at the fair in York?,Non ti ricordi cosa raccontava quel grande tipo dalla barba nera che chiedeva l'elemosina alla fiera di York?,/non tɪ rikɔrdɪ kɔza rakːontava kwel ɡrande tipo dalla barba nera ke kjedɛva lelemɔzina alla fjɛra dɪ jɔrk?/,C2,Grammar,"C2,Grammar",
beforehand,in anticipo,/in antitʃipo/,Shouldn’t you have told us beforehand?,Non avresti dovuto dircelo prima?,/non avrestɪ dovuto dirtʃelo prima?/,C2,Grammar,"C2,Grammar",
beguiling,ammaliante,/ammaliante/,"Perhaps these delightful nymphs are the secret emissaries of Dissolution, their feet betraying the horrifying reality beneath the beguiling surface.","Forse queste deliziose ninfe sono le emissarie segrete della Dissoluzione, i loro piedi tradiscono l'orribile realtà che si cela sotto l'incantevole superficie.","/forse kweste delitsjɔze ninfe sono le emissarie seɡrete della dissolʊtsione, i lɔro pjedɪ tradiskono lorɾibile realta ke sɪ tʃɛla sotːo linkantevole sʊperfitʃe./",C2,Grammar,"C2,Grammar",
behavioural,comportamentale,/komportamentale/,They wrote the behavioural in their notes.,Hanno scritto il comportamento nei loro appunti.,/anno skritːo il komportamento nei lɔro apːuntɪ./,C2,Grammar,"C2,Grammar",
believably,credibilmente,/kredibilmente/,He explained the believably during the meeting.,Ha spiegato le ragioni di questa scelta durante l'incontro.,/a spjeɡato le radʒoːnɪ dɪ kwesta ʃelta dʊrante linkontro./,C2,Grammar,"C2,Grammar",
benign,benigno,/beniɲɲo/,"His countenance had resumed its usual benign expression, ere he concluded.","Il suo volto aveva ripreso la consueta espressione benevola, prima di concludere.","/il sʊo volto aveva riprezo la konsʊɛta espressjone benɛvola, prima dɪ konkludere./",C2,Grammar,"C2,Grammar",
benignly,benignamente,/beniɲamente/,"My dear,” said Mr. Turveydrop benignly to his son, “do you know the hour?","Mio caro"", disse il signor Turveydrop con tono benevolo al figlio, ""sai che ora è?","/mio karo"", disse il siɲor tʊrveidrop kon tɔno benɛvolo al fiʎo, ""saj ke ora ɛː?/",C2,Grammar,"C2,Grammar",
blithely,allegramente,/alleɡramente/,Most hackers are aware of these nuances but blithely ignore them.,"La maggior parte degli hacker è consapevole di queste sfumature, ma le ignora allegramente.","/la madʒːor parte deʎɪ aker e konsapevole dɪ kweste sfʊmature, ma le iɲɔra alleɡramente./",C2,Grammar,"C2,Grammar",
brutal,brutale,/brʊtale/,"So brutal are possessions, honor, and popularity.","Così brutali sono i possedimenti, l'onore e la popolarità.","/kozi brʊtalɪ sono i possedimentɪ, lonore e la popolarita./",C2,Grammar,"C2,Grammar",
buffer,tampone,/tampone/,"During the Great Game, Afghanistan was a buffer state.","Durante il Grande Gioco, l'Afghanistan era uno Stato cuscinetto.","/dʊrante il ɡrande dʒɔko, lafɡanistan ɛra uno stato kʊʃinetːo./",C2,Grammar,"C2,Grammar",
bulky,ingombrante,/iŋɡombrante/,"He is a bulky man, and couldn’t get through the window.",È un uomo ingombrante e non riusciva a passare dalla finestra.,/e ʊn wɔmo iŋɡombrante e non riʊʃiva a passare dalla finɛstra./,C2,Grammar,"C2,Grammar",
bureaucratic,burocratico,/bʊrokratiko/,"Thanks to a bureaucratic blunder, we don't have access to the building anymore.","Grazie a un errore burocratico, non abbiamo più accesso all'edificio.","/ɡratsje a ʊn erɾore bʊrokratiko, non abːjamo pjʊ atʃːɛsso alledifitʃo./",C2,Grammar,"C2,Grammar",
bureaucratically,burocraticamente,/bʊrokratikamente/,Please put the bureaucratically on the table.,"Per favore, mettete la burocrazia sul tavolo.","/per favore, metːete la bʊrokratsia sʊl tavolo./",C2,Grammar,"C2,Grammar",
candid,candido,/kandido/,"You are candid, honest, open-hearted, fair-dealing men!","Siete uomini schietti, onesti, aperti, leali!","/sjete wɔminɪ skjetːɪ, onɛstɪ, apɛrtɪ, lealɪ!/",C2,Grammar,"C2,Grammar",
candidly,candidamente,/kandidamente/,"In fact, if I may speak candidly— CECILY.","In effetti, se posso parlare sinceramente... CECILIA.","/in effɛtːɪ, se pɔsso parlare sintʃeramente... tʃetʃilia./",C2,Grammar,"C2,Grammar",
ceaseless,incessante,/intʃessante/,Marbodus says that this stone “ceaseless tears distils.,"Marbodus dice che questa pietra ""distilla lacrime incessanti"".","/marbodʊs ditʃe ke kwesta pjɛtra ""distilla lakrime intʃessantɪ""./",C2,Grammar,"C2,Grammar",
ceaselessly,incessantemente,/intʃessantemente/,"I didn’t know how to reach you. His eyes, seeing nothing, moved ceaselessly about the room.","Non sapevo come raggiungerti. I suoi occhi, non vedendo nulla, si muovevano incessantemente per la stanza.","/non sapevo kome radʒːundʒertɪ. i sʊɔi ɔkːɪ, non vedɛndo nulla, sɪ mʊovevano intʃessantemente per la stantsa./",C2,Grammar,"C2,Grammar",
chaotically,caoticamente,/kaotikamente/,Please put the chaotically on the table.,"Per favore, mettete il caotico sul tavolo.","/per favore, metːete il kaɔtiko sʊl tavolo./",C2,Grammar,"C2,Grammar",
chronic,cronico,/krɔniko/,Do you have any chronic ailments?,Ha qualche disturbo cronico?,/a kwalke disturbo krɔniko?/,C2,Grammar,"C2,Grammar",
civic,civico,/tʃiviko/,The Buddha’s participation is a sign of his support for their civic and democratic process.,La partecipazione del Buddha è un segno del suo sostegno al loro processo civico e democratico.,/la partetʃipatsione del budːa e ʊn seɲɲo del sʊo sosteɲɲo al lɔro protʃɛsso tʃiviko e demokratiko./,C2,Grammar,"C2,Grammar",
clammy,viscido,/viʃido/,"But oh, what a clammy hand his was!",Ma che mano viscida era la sua!,/ma ke mano viʃida ɛra la sua!/,C2,Grammar,"C2,Grammar",
classy,di classe,/dɪ klasse/,Sami needs to be classy.,Sami deve avere classe.,/samɪ dɛve avere klasse./,C2,Grammar,"C2,Grammar",
claustrophobic,claustrofobico,/klaʊstrofɔbiko/,He said that he was claustrophobic.,Ha detto di essere claustrofobico.,/a detːo dɪ ɛssere klaʊstrofɔbiko./,C2,Grammar,"C2,Grammar",
cleanly,pulito,/pʊlito/,"The coil is the far simpler arrangement, more cleanly and less likely to cause trouble.","La bobina è la soluzione più semplice, più pulita e meno soggetta a problemi.","/la bobina e la solʊtsione pjʊ semplitʃe, pjʊ pʊlita e meno sodʒːetːa a problɛmɪ./",C2,Grammar,"C2,Grammar",
cleverness,intelligenza,/intellidʒɛntsa/,"Or he may have originated it altogether, if he had the cleverness.","Oppure potrebbe averla ideata lui stesso, se avesse avuto l'intelligenza di farlo.","/opːure potrɛbːe avɛrla ideata lʊi stesso, se avesse avuto lintellidʒɛntsa dɪ farlo./",C2,Grammar,"C2,Grammar",
climactic,climatico,/klimatiko/,The climactic battle of the Mahabharata takes place on the battlefield of Kurukshetra.,La battaglia culminante del Mahabharata si svolge sul campo di battaglia di Kurukshetra.,/la batːaʎa kʊlminante del maabaɾata sɪ zvoldʒe sʊl kampo dɪ batːaʎa dɪ kʊrʊkʃɛtra./,C2,Grammar,"C2,Grammar",
clinical,clinico,/kliniko/,This is especially useful in cases not presenting characteristic clinical symptoms.,Ciò è particolarmente utile nei casi che non presentano sintomi clinici caratteristici.,/tʃɔ e partikolarmente utile nei kazɪ ke non prezentano sintomɪ klinitʃɪ kaɾatːeristitʃɪ./,C2,Grammar,"C2,Grammar",
cognitive,cognitivo,/koɲitivo/,How do you handle the cognitive load of switching between languages?,Come si gestisce il carico cognitivo del passaggio da una lingua all'altra?,/kome sɪ dʒestiʃe il kariko koɲitivo del passadʒːo da ʊna liŋɡwa allaltra?/,C2,Grammar,"C2,Grammar",
collaborative,collaborativo,/kollaborativo/,Government should be collaborative.,Il governo dovrebbe essere collaborativo.,/il ɡovɛrno dovrɛbːe ɛssere kollaborativo./,C2,Grammar,"C2,Grammar",
collective,collettivo,/kolletːivo/,Are you part of an artist collective?,Fate parte di un collettivo di artisti?,/fate parte dɪ ʊn kolletːivo dɪ artistɪ?/,C2,Grammar,"C2,Grammar",
commercially,commercialmente,/kommertʃalmente/,Commercial value: The wood is not durable and is not used commercially.,Valore commerciale: Il legno non è durevole e non viene utilizzato a livello commerciale.,/valore kommertʃale: il leɲɲo non e dʊrevole e non vjɛne ʊtilidzːato a livɛllo kommertʃale./,C2,Grammar,"C2,Grammar",
comparable,comparabile,/kompaɾabile/,"No guilt, no mischief, no malignity, no misery, can be found comparable to mine.","Nessuna colpa, nessuna malizia, nessuna malignità, nessuna miseria può essere paragonata alla mia.","/nessʊna kolpa, nessʊna malitsia, nessʊna maliɲita, nessʊna mizɛria pʊɔ ɛssere paɾaɡonata alla mia./",C2,Grammar,"C2,Grammar",
compelling,avvincente,/avvintʃɛnte/,He has a compelling voice.,Ha una voce convincente.,/a ʊna votʃe konvintʃɛnte./,C2,Grammar,"C2,Grammar",
complementary,complementare,/komplementare/,Complementary colors are opposite one another on a color wheel.,I colori complementari sono opposti l'uno all'altro sulla ruota dei colori.,/i kolorɪ komplementarɪ sono opːostɪ luno allaltro sʊlla rʊɔta deɪ kolorɪ./,C2,Grammar,"C2,Grammar",
compliant,conforme,/konforme/,"According to custom, the bride should be compliant.","Secondo l'usanza, la sposa dovrebbe essere compiacente.","/sekondo lʊzantsa, la spoza dovrɛbːe ɛssere kompjatʃɛnte./",C2,Grammar,"C2,Grammar",
complimentary,gratuito,/ɡratuːito/,Wonder if he means me?—complimentary!—poor lad!—I could go hang myself.,Chissà se si riferisce a me? Complimenti! Povero ragazzo! Potrei andare a impiccarmi.,/kissa se sɪ riferiʃe a me? komplimentɪ! pɔvero raɡatsːo! potrɛi andare a impikːarmɪ./,C2,Grammar,"C2,Grammar",
conditional,condizionale,/konditsionale/,When the Buddha speaks of future consequences it is conditional.,Quando il Buddha parla di conseguenze future è condizionale.,/kwando il budːa parla dɪ konseɡwɛntse fʊture e konditsionale./,C2,Grammar,"C2,Grammar",
conditionally,condizionatamente,/konditsjonatamente/,"He erects his thought as we say ‘schematically’—in logic terms, ‘problematically,’ conditionally, disjunctively; projecting into the world an opinion still peculiar to himself, as if it were true.","Egli erige il suo pensiero, come diciamo noi, ""schematicamente"" - in termini logici, ""problematicamente"", condizionatamente, disgiuntivamente; proiettando nel mondo un'opinione ancora propria, come se fosse vera.","/eʎɪ eridʒe il sʊo pensiɛro, kome ditʃamo noi, ""skematikamente"" in tɛrminɪ lɔdʒitʃɪ, ""problematikamente"", konditsjonatamente, dizdʒʊntivamente; proietːando nel mondo ʊnopinjone ankora prɔpria, kome se fosse vera./",C2,Grammar,"C2,Grammar",
configuration,configurazione,/konfiɡʊratsione/,We were running out of disk space due to a configuration issue.,Stavamo esaurendo lo spazio su disco a causa di un problema di configurazione.,/stavamo ezaʊrɛndo lo spatsio sʊ disko a kaʊza dɪ ʊn problɛma dɪ konfiɡʊratsione./,C2,Grammar,"C2,Grammar",
congressional,congressuale,/koŋɡressʊale/,"By recent congressional act, these preparations are now made under the supervision of government inspectors.","Con una recente legge del Congresso, questi preparativi vengono ora effettuati sotto la supervisione di ispettori governativi.","/kon ʊna retʃɛnte ledʒːe del koŋɡrɛsso, kwestɪ prepaɾativɪ veŋɡono ora effetːʊatɪ sotːo la sʊpervizione dɪ ispetːorɪ ɡovernativɪ./",C2,Grammar,"C2,Grammar",
conscientious,coscienzioso,/koʃentsjozo/,"Conscientious, she does what her husband says.","Coscienziosa, fa quello che dice il marito.","/koʃentsjɔza, fa kwello ke ditʃe il marito./",C2,Grammar,"C2,Grammar",
conscientiously,coscienziosamente,/koʃentsjozamente/,"I will see them both,” returned the inspector; “I must conscientiously perform my duty.","Li vedrò entrambi"", ha risposto l'ispettore, ""devo compiere coscienziosamente il mio dovere.","/lɪ vedrɔ entrambɪ"", a risposto lispetːore, ""dɛvo kompjere koʃentsjozamente il mio dovere./",C2,Grammar,"C2,Grammar",
consecutive,consecutiva,/konsekʊtiva/,The coach urged his team not to be complacent following their four consecutive wins.,L'allenatore ha esortato la sua squadra a non essere compiacente dopo le quattro vittorie consecutive.,/lallenatore a ezortato la sʊa skwadra a non ɛssere kompjatʃɛnte dopo le kwatːro vitːɔrie konsekʊtive./,C2,Grammar,"C2,Grammar",
constitutional,costituzionale,/kostitʊtsionale/,Paganism was still the constitutional religion of the senate.,Il paganesimo era ancora la religione costituzionale del Senato.,/il paɡaneːzimo ɛra ankora la relidʒone kostitʊtsionale del senato./,C2,Grammar,"C2,Grammar",
contextual,contestuale,/kontestʊale/,The contextual point is that he is siding with the nuns.,Il punto contestuale è che egli si schiera con le suore.,/il punto kontestʊale e ke eʎɪ sɪ skjɛra kon le sʊore./,C2,Grammar,"C2,Grammar",
contextually,contestualmente,/kontestʊalmente/,I recently bought a new contextually online.,Di recente ho acquistato online un nuovo apparecchio contestuale.,/dɪ retʃɛnte o akːwistato on laɪn ʊn nʊɔvo apːarekːio kontestʊale./,C2,Grammar,"C2,Grammar",
conviction,convinzione,/konvintsione/,He was open to conviction.,Era aperto alla condanna.,/ɛra apɛrto alla kondanna./,C2,Grammar,"C2,Grammar",
convoluted,contorto,/kontɔrto/,Yanni's story is long and convoluted.,La storia di Yanni è lunga e contorta.,/la stɔria dɪ jannɪ e luŋɡa e kontɔrta./,C2,Grammar,"C2,Grammar",
coordinate,coordinare,/koordinare/,I do not jumble them; they are coordinates.,"Non li confondo, sono coordinate.","/non lɪ konfondo, sono koordinate./",C2,Grammar,"C2,Grammar",
correlate,correlare,/korɾelare/,We have now to correlate the times in the different biographies.,Dobbiamo ora mettere in relazione i tempi delle diverse biografie.,/dobːjamo ora metːere in relatsione i tɛmpɪ delle divɛrse bjoɡrafie./,C2,Grammar,"C2,Grammar",
cost-effective,efficace dal punto di vista dei costi,/effikatʃe dal punto dɪ vista deɪ kɔstɪ/,Is it cost-effective to move European businesses to Algeria?,È conveniente trasferire le imprese europee in Algeria?,/e konveniɛnte trasferire le impreze eʊropɛe in aldʒeria?/,C2,Grammar,"C2,Grammar",
counterpart,controparte,/kontroparte/,What is the counterpart of ignorance?,Qual è la controparte dell'ignoranza?,/kwal e la kontroparte delliɲorantsa?/,C2,Grammar,"C2,Grammar",
coupled,accoppiato,/akːopːjato/,His discontents are unremovably Coupled to nature.,I suoi malumori sono inamovibilmente legati alla natura.,/i sʊɔi malʊmorɪ sono inamovibilmente leɡatɪ alla natura./,C2,Grammar,"C2,Grammar",
creamy,cremoso,/kremozo/,"When I reached it, it had subsided to a creamy pool.","Quando l'ho raggiunta, si era ridotta a una pozza cremosa.","/kwando lo radʒːunta, sɪ ɛra ridotːa a ʊna potsːa kremoza./",C2,Grammar,"C2,Grammar",
credible,credibile,/kredibile/,"The thought that had flashed into my mind grew real, grew credible.","Il pensiero che mi era balenato nella mente divenne reale, divenne credibile.","/il pensiɛro ke mɪ ɛra balenato nella mente divɛnne reale, divɛnne kredibile./",C2,Grammar,"C2,Grammar",
credibly,credibilmente,/kredibilmente/,Can the president credibly commit to that?,Il Presidente può impegnarsi credibilmente in questo senso?,/il prezidɛnte pʊɔ impeɲarsɪ kredibilmente in kwesto sɛnso?/,C2,Grammar,"C2,Grammar",
crude,grezzo,/ɡretsːo/,All that is conditioned and crude.,Tutto ciò è condizionato e rozzo.,/tutːo tʃɔ e konditsjonato e rɔdzːo./,C2,Grammar,"C2,Grammar",
crudely,crudamente,/krʊdamente/,This crudely is common in everyday life.,Questo è un comportamento comune nella vita di tutti i giorni.,/kwesto ɛ ʊn komportamento komune nella vita dɪ tutːɪ i dʒornɪ./,C2,Grammar,"C2,Grammar",
cult,culto,/kulto/,This is one of the fundamental psychological mechanisms of a cult.,Questo è uno dei meccanismi psicologici fondamentali di una setta.,/kwesto ɛ uno deɪ mekːanizmɪ psikolɔdʒitʃɪ fondamentalɪ dɪ ʊna setːa./,C2,Grammar,"C2,Grammar",
customary,consuetudinario,/konsʊetʊdinario/,"If he appeared to be in his customary state of mind, Mr.","Se sembrava essere nel suo abituale stato d'animo, Mr.","/se sembrava ɛssere nel sʊo abitʊale stato danimo, ɛmmeɛrɾe./",C2,Grammar,"C2,Grammar",
cynical,cinico,/tʃiniko/,"I wish, though, that Cecil had not turned so cynical about women.","Vorrei, però, che Cecil non fosse diventato così cinico nei confronti delle donne.","/vorɾɛi, peɾɔ, ke tʃetʃil non fosse diventato kozi tʃiniko nei konfrontɪ delle dɔnne./",C2,Grammar,"C2,Grammar",
cynically,cinicamente,/tʃinikamente/,"In order to reap a double harvest of gold, Mattioli had cynically betrayed both his master Charles IV. and the King of France.","Per raccogliere un doppio raccolto d'oro, Mattioli aveva cinicamente tradito sia il suo padrone Carlo IV sia il re di Francia.","/per rakːɔʎere ʊn dopːio rakːɔlto dɔro, matːjɔlɪ aveva tʃinikamente tradito sia il sʊo padrone karlo kwaːrto sia il rɛ dɪ frantʃa./",C2,Grammar,"C2,Grammar",
damaging,dannoso,/dannozo/,They give a gift without damaging themselves or others.,Fanno un regalo senza danneggiare se stessi o gli altri.,/fanno ʊn reɡalo sɛntsa dannedʒːare se stessɪ o ʎɪ altrɪ./,C2,Grammar,"C2,Grammar",
damply,umidamente,/ʊmidamente/,"He looked at us over her bowed head, with eyes that blinked damply above his quivering nostrils; his mouth was set as steel.","Ci guardò sopra la sua testa china, con occhi che lampeggiavano umidi sopra le narici tremolanti; la sua bocca era d'acciaio.","/tʃɪ ɡwardɔ sopra la sʊa tɛsta kina, kon ɔkːɪ ke lampedʒːavano umidɪ sopra le naritʃɪ tremolantɪ; la sʊa bokːa ɛra datʃːaio./",C2,Grammar,"C2,Grammar",
daunting,scoraggiante,/skoradʒːante/,This is a daunting task.,È un compito scoraggiante.,/e ʊn kompito skoradʒːante./,C2,Grammar,"C2,Grammar",
dedicated,dedicato,/dedikato/,And how is a mendicant dedicated to wakefulness?,E come si dedica un mendicante alla veglia?,/e kome sɪ dɛdika ʊn mendikante alla vɛʎa?/,C2,Grammar,"C2,Grammar",
