English_Translation,Italian_Term,Italian_IPA,English_Sentence,Italian_Sentence,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
harass,molestare,/molestare/,Do not harass the Realized One or his disciple.,Non molestate il Realizzato o il suo discepolo.,/non molestate il realidzːato o il sʊo diʃɛpolo./,C2,Emotions,"C2,Emotions",
harassment,molestie,/molɛstie/,The Sangha is charging him with harassment.,Il Sangha lo accusa di molestie.,/il saŋɡa lo akːuza dɪ molɛstie./,C2,Emotions,"C2,Emotions",
reassure,rassicurare,/rassikʊrare/,"I pressed her to take wine, and tried to reassure her.",La spinsi a prendere il vino e cercai di rassicurarla.,/la spinsɪ a prɛndere il vino e tʃerkaj dɪ rassikʊrarla./,C2,Emotions,"C2,Emotions",
rediscover,riscoprire,/riskoprire/,Each generation would have to rediscover for itself the truths of the past.,Ogni generazione dovrebbe riscoprire da sola le verità del passato.,/oɲɲɪ dʒeneratsione dovrɛbːe riskoprire da sola le verita del passato./,C2,Emotions,"C2,Emotions",
remorse,rimorso,/rimɔrso/,I hope you don’t have any remorse or regret?,Spero che non abbiate rimorsi o rimpianti?,/spero ke non abːjate rimɔrsɪ o rimpjantɪ?/,C2,Emotions,"C2,Emotions",
repel,respingere,/respindʒere/,Giraffes have pretty strong body odor that repels mosquitos.,Le giraffe hanno un odore corporeo piuttosto forte che respinge le zanzare.,/le dʒiraffe anno ʊn odore korpɔreo pjʊtːɔsto fɔrte ke respindʒe le dzandzare./,C2,Emotions,"C2,Emotions",
resent,risentito,/rizentito/,I have no such injuries to resent.,Non ho ferite di questo tipo da risentire.,/non o ferite dɪ kwesto tipo da rizentire./,C2,Emotions,"C2,Emotions",
ruthlessness,spietatezza,/spjetatetsːa/,"It will teach them to see the world in a truer proportion, discerning eternal beauty beyond and beneath apparent ruthlessness.","Insegnerà loro a vedere il mondo in una proporzione più vera, discernendo la bellezza eterna al di là e al di sotto dell'apparente spietatezza.","/inseɲeɾa lɔro a vedere il mondo in ʊna proportsione pjʊ vera, diʃernɛndo la belletsːa etɛrna al dɪ la e al dɪ sotːo dellapːarɛnte spjetatetsːa./",C2,Emotions,"C2,Emotions",
tedium,tedio,/tedio/,May connote either tedium or a real technical challenge (more usually the former).,Può essere una noia o una vera sfida tecnica (più spesso la prima).,/pʊɔ ɛssere ʊna nɔia o ʊna vera sfida tɛknika (pjʊ spesso la prima)./,C2,Emotions,"C2,Emotions",
transfix,trasfigurare,/trasfiɡʊrare/,Everyone mentioned the transfix at work.,Tutti hanno parlato del Transfix al lavoro.,/tutːɪ anno parlato del transfiks al lavɔro./,C2,Emotions,"C2,Emotions",
unsettle,sconvolgere,/skonvoldʒere/,"Let not my sense unsettle, Lest I should drown, or stab, or hang myself.","Non lasciate che i miei sensi si turbino, per non annegare, o pugnalare, o impiccarsi.","/non laʃate ke i mjɛi sɛnsɪ sɪ turbino, per non anneɡare, o pʊɲalare, o impikːarsɪ./",C2,Emotions,"C2,Emotions",
unsettling,inquietante,/inkwjetante/,That doll is really unsettling.,Quella bambola è davvero inquietante.,/kwella bambola e davvero inkwjetante./,C2,Emotions,"C2,Emotions",
venerate,venerare,/venerare/,Who is it good to venerate properly?,Chi è bene venerare correttamente?,/kɪ e bɛne venerare korɾetːamente?/,C2,Emotions,"C2,Emotions",
veneration,venerazione,/veneratsione/,I hold it--I have always held it--in veneration.,"Lo tengo, l'ho sempre tenuto, in venerazione.","/lo teŋɡo, lo sɛmpre tenuto, in veneratsione./",C2,Emotions,"C2,Emotions",
abhor,aborrire,/aborɾire/,"Abhor it, fear it, do not enter it.","Aborrirlo, temerlo, non entrarci.","/aborɾirlo, temɛrlo, non entrartʃɪ./",C2,Emotions,"C2,Emotions",
angst,angoscia,/anɡɔʃa/,Teenage angst is a part of life.,L'angoscia adolescenziale fa parte della vita.,/lanɡɔʃa adoleʃentsjale fa parte della vita./,C2,Emotions,"C2,Emotions",
apprehend,arrestare,/arɾestare/,"Condemned villain, I do apprehend thee.","Condannato furfante, ti arresto.","/kondannato fʊrfante, tɪ arɾɛsto./",C2,Emotions,"C2,Emotions",
ardor,ardore,/ardore/,The same considerations might have tempered the ardor of Totila.,Le stesse considerazioni avrebbero potuto temperare l'ardore di Totila.,/le stesse konsideratsionɪ avrebːero potuto temperare lardore dɪ tɔtila./,C2,Emotions,"C2,Emotions",
attrition,logoramento,/loɡoramento/,The humanity that secretly evaporates when the prose poet notes the attrition of two souls is shed upon his landscapes with their sonorous silences.,L'umanità che segretamente evapora quando il poeta in prosa nota il logorio di due anime si riversa sui suoi paesaggi con i loro silenzi sonori.,/lʊmanita ke seɡretamente evapora kwando il poɛta in prɔza nɔta il loɡorio dɪ due anime sɪ rivɛrsa sʊi sʊɔi paezadʒːɪ kon i lɔro silɛntsɪ sonorɪ./,C2,Emotions,"C2,Emotions",
belligerence,belligeranza,/bellidʒerantsa/,She researched the belligerence for her project.,Ha fatto ricerche sulla belligeranza per il suo progetto.,/a fatːo ritʃɛrke sʊlla bellidʒerantsa per il sʊo prodʒɛtːo./,C2,Emotions,"C2,Emotions",
besiege,assedio,/assɛdio/,"If to besiege our navies they prepare, Or Troy once more must be the seat of war?","Se si preparano ad assediare le nostre marine, o se Troia deve tornare ad essere la sede della guerra?","/se sɪ prepaɾano ad assedjare le nɔstre marine, o se trɔia dɛve tornare ad ɛssere la sɛde della ɡwɛrɾa?/",C2,Emotions,"C2,Emotions",
consternation,sgomento,/zɡomento/,Who can describe their horror and consternation on beholding me?,Chi può descrivere il loro orrore e la loro costernazione nel vedermi?,/kɪ pʊɔ deskrivere il lɔro orɾore e la lɔro kosternatsione nel vedɛrmɪ?/,C2,Emotions,"C2,Emotions",
enthuse,entusiasmare,/entʊzjazmare/,She researched the enthuse for her project.,Ha ricercato l'entusiasmo per il suo progetto.,/a ritʃerkato lentʊzjazmo per il sʊo prodʒɛtːo./,C2,Emotions,"C2,Emotions",
euphoria,euforia,/eʊforia/,"After the war, the entire country went through a period of euphoria.","Dopo la guerra, l'intero Paese attraversò un periodo di euforia.","/dopo la ɡwɛrɾa, lintɛro paeze atːraversɔ ʊn periodo dɪ eʊforia./",C2,Emotions,"C2,Emotions",
ingratiate,ingraziarsi,/iŋɡratsjarsɪ/,"He was a sycophant, always trying to ingratiate himself with the wealthy.","Era un sicofante, che cercava sempre di ingraziarsi i ricchi.","/ɛra ʊn sikofante, ke tʃerkava sɛmpre dɪ iŋɡratsjarsɪ i rikːɪ./",C2,Emotions,"C2,Emotions",
malice,malizia,/malitsia/,What malice was between you?,Quale malizia c'era tra voi?,/kwale malitsia tʃɛra tra voi?/,C2,Emotions,"C2,Emotions",
nostalgia,nostalgia,/nostaldʒia/,"He fretted, seized with nostalgia that flight only could cure.","Si agitava, preso da una nostalgia che solo il volo poteva curare.","/sɪ adʒitava, prezo da ʊna nostaldʒia ke solo il volo potɛva kʊrare./",C2,Emotions,"C2,Emotions",
prurience,prurienza,/prʊriɛntsa/,We talked about the prurience last night.,Ieri sera abbiamo parlato della prurigine.,/jɛrɪ sera abːjamo parlato della prʊridʒine./,C2,Emotions,"C2,Emotions",
revulsion,repulsione,/repʊlsjone/,I had a violent revulsion of feeling.,Ho provato una violenta repulsione per i sentimenti.,/o provato ʊna vjolɛnta repʊlsjone per i sentimentɪ./,C2,Emotions,"C2,Emotions",
stultify,ottundere,/otːundere/,Please put the stultify on the table.,"Per favore, mettete la stultificazione sul tavolo.","/per favore, metːete la stʊltifikatsione sʊl tavolo./",C2,Emotions,"C2,Emotions",
timidity,timidezza,/timidetsːa/,A mendicant with these five qualities is overcome by timidity.,Un mendicante con queste cinque qualità è sopraffatto dalla timidezza.,/ʊn mendikante kon kweste tʃinkwe kwalita e sopraffatːo dalla timidetsːa./,C2,Emotions,"C2,Emotions",
unnerve,innervosire,/innervozire/,"Far hence be Bacchus’ gifts; (the chief rejoin’d;) Inflaming wine, pernicious to mankind, Unnerves the limbs, and dulls the noble mind.","Lontano da qui i doni di Bacco (il capo si è ripetuto); il vino infiammante, pernicioso per il genere umano, snatura le membra e ottunde la mente nobile.","/lontano da kwi i donɪ dɪ bakːo (il kapo sɪ e ripetuto); il vino infjammante, pernitʃozo per il dʒɛnere ʊmano, znatura le mɛmbra e otːunde la mente nɔbile./",C2,Emotions,"C2,Emotions",
