English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
gnaw,rosicchiare,/rozikːjare/,The Volsces have much corn; take these rats thither To gnaw their garners.,I Volsci hanno molto grano; portateci questi topi per rosicchiare i loro raccolti.,/i vɔlʃɪ anno molto ɡrano; portatetʃɪ kwestɪ tɔpɪ per rozikːjare i lɔro rakːɔltɪ./,C2,Activities,"C2,Activities",
implementation,implementazione,/implementatsione/,Typically he would argue for a more just and fair implementation of existing norms.,"In genere, egli si schiera a favore di un'applicazione più giusta ed equa delle norme esistenti.","/in dʒɛnere, eʎɪ sɪ skjɛra a favore dɪ ʊnapːlikatsione pjʊ dʒusta ed ekwa delle nɔrme ezistɛntɪ./",C2,Activities,"C2,Activities",
incision,incisione,/intʃizione/,"Why, then incision Would let her out in saucers.","Perché, allora l'incisione la farebbe uscire in piattini.","/perke, allora lintʃizione la farɛbːe ʊʃire in pjatːinɪ./",C2,Activities,"C2,Activities",
integration,integrazione,/inteɡratsione/,Our integration with Europe has failed.,La nostra integrazione con l'Europa è fallita.,/la nɔstra inteɡratsione kon leʊrɔpa e fallita./,C2,Activities,"C2,Activities",
intensify,intensificare,/intensifikare/,The doctors want to intensify the treatments.,I medici vogliono intensificare i trattamenti.,/i mɛditʃɪ voʎono intensifikare i tratːamentɪ./,C2,Activities,"C2,Activities",
kidnap,rapimento,/rapimento/,Do you suppose Fedallah wants to kidnap Captain Ahab?,Credi che Fedallah voglia rapire il capitano Achab?,/krɛdɪ ke fedalla voʎa rapire il kapitano atʃab?/,C2,Activities,"C2,Activities",
malfunction,malfunzionamento,/malfʊntsjonamento/,She had a wardrobe malfunction.,Ha avuto un guasto al guardaroba.,/a avuto ʊn ɡwasto al ɡwardarɔba./,C2,Activities,"C2,Activities",
manipulation,manipolazione,/manipolatsione/,Both are more rapid than the above manipulation.,Entrambe sono più rapide della manipolazione di cui sopra.,/entrambe sono pjʊ rapide della manipolatsione dɪ kuj sopra./,C2,Activities,"C2,Activities",
marvel,meraviglia,/meraviʎa/,I marvel where Troilus is.,Mi chiedo dove sia Troilo.,/mɪ kjedo dove sia trɔilo./,C2,Activities,"C2,Activities",
misplace,smarrimento,/zmarɾimento/,Do you hear how he misplaces?,Sentite come sbaglia la collocazione?,/sentite kome zbaʎa la kollokatsione?/,C2,Activities,"C2,Activities",
neutralization,neutralizzazione,/neʊtralidzːatsione/,"The water thus obtained contains the glycerine, and after neutralization is concentrated.","L'acqua così ottenuta contiene la glicerina e, dopo la neutralizzazione, viene concentrata.","/lakːwa kozi otːenuta kontjɛne la ɡlitʃerina eː, dopo la neʊtralidzːatsione, vjɛne kontʃentrata./",C2,Activities,"C2,Activities",
persecution,persecuzione,/persekʊtsione/,What more could bigotry and persecution desire?,Cosa possono desiderare di più il bigottismo e la persecuzione?,/kɔza pɔssono deziderare dɪ pjʊ il biɡotːizmo e la persekʊtsione?/,C2,Activities,"C2,Activities",
privatization,privatizzazione,/privatidzːatsione/,I forgot a privatization at home today.,Oggi ho dimenticato una privatizzazione a casa.,/ɔdʒːɪ o dimentikato ʊna privatidzːatsione a kaza./,C2,Activities,"C2,Activities",
reap,raccogliere,/rakːɔʎere/,What kind of result do they reap?,Che tipo di risultato raccolgono?,/ke tipo dɪ rizʊltato rakːolɡono?/,C2,Activities,"C2,Activities",
reassurance,rassicurazione,/rassikʊratsione/,"Sir,” returned the young man, with a reassurance of manner, “make your mind easy on this score.","Signore"", rispose il giovane, con tono rassicurante, ""si tranquillizzi su questo punto.","/siɲore"", rispoze il dʒovane, kon tɔno rassikʊrante, ""sɪ trankwillidzːɪ sʊ kwesto punto./",C2,Activities,"C2,Activities",
rebellion,ribellione,/ribellione/,That rebellion Had met ill luck?,Che la ribellione abbia incontrato sfortuna?,/ke la ribellione abːia inkontrato sfortuna?/,C2,Activities,"C2,Activities",
recharge,ricarica,/rikarika/,It will take four minutes to recharge the battery.,Per ricaricare la batteria sono necessari quattro minuti.,/per rikarikare la batːeria sono netʃessarɪ kwatːro minutɪ./,C2,Activities,"C2,Activities",
recount,riconteggio,/rikontedʒːo/,"Recount, I do beseech thee: come, sit by me.","Racconta, ti prego: vieni, siediti accanto a me.","/rakːonta, tɪ prɛɡo: vjɛnɪ, sjeditɪ akːanto a me./",C2,Activities,"C2,Activities",
recruitment,reclutamento,/reklʊtamento/,The teacher discussed the recruitment in class.,L'insegnante ha discusso il reclutamento in classe.,/linseɲante a diskusso il reklʊtamento in klasse./,C2,Activities,"C2,Activities",
referendum,referendum,/referɛndʊm/,Dominic Grieve has tabled a motion for a second referendum.,Dominic Grieve ha presentato una mozione per un secondo referendum.,/dominik ɡriɛve a prezentato ʊna motsione per ʊn sekondo referɛndʊm./,C2,Activities,"C2,Activities",
rehabilitation,riabilitazione,/riabilitatsione/,The purpose of rehabilitation is purity.,Lo scopo della riabilitazione è la purezza.,/lo skɔpo della riabilitatsione e la pʊretsːa./,C2,Activities,"C2,Activities",
removal,rimozione,/rimotsione/,The reason of this sudden removal was soon evident.,Il motivo di questo allontanamento improvviso fu presto evidente.,/il motivo dɪ kwesto allontanamento improvvizo fʊ prɛsto evidɛnte./,C2,Activities,"C2,Activities",
rustle,fruscio,/frʊʃiːo/,It’s not easy to make it rustle or crackle with a stick or stone.,Non è facile farlo frusciare o scoppiettare con un bastone o una pietra.,/non e fatʃile farlo frʊʃare o skopːjetːare kon ʊn bastone o ʊna pjɛtra./,C2,Activities,"C2,Activities",
scrutiny,esame,/ezame/,"A closer scrutiny, however, satisfied me that it was intended for a kid.","Un esame più attento, tuttavia, mi ha fatto capire che era destinato a un bambino.","/ʊn ezame pjʊ atːɛnto, tʊtːavia, mɪ a fatːo kapire ke ɛra destinato a ʊn bambino./",C2,Activities,"C2,Activities",
socialization,socializzazione,/sotʃalidzːatsione/,I forgot a socialization at home today.,Oggi ho dimenticato una socializzazione a casa.,/ɔdʒːɪ o dimentikato ʊna sotʃalidzːatsione a kaza./,C2,Activities,"C2,Activities",
stabilise,stabilizzare,/stabilidzːare/,The country's economy needed to stabilise so tourism could return to normal.,L'economia del Paese doveva stabilizzarsi per consentire al turismo di tornare alla normalità.,/lekonomia del paeze dovɛva stabilidzːarsɪ per konsentire al tʊrizmo dɪ tornare alla normalita./,C2,Activities,"C2,Activities",
stun,stordimento,/stordimento/,Israeli police is using stun grenades inside the al-Aqsa Mosque itself.,La polizia israeliana sta usando granate stordenti all'interno della Moschea di al-Aqsa.,/la politsia izraeliana sta ʊzando ɡranate stordɛntɪ allintɛrno della moskɛa dɪ alaksa./,C2,Activities,"C2,Activities",
substitution,sostituzione,/sostitʊtsione/,The castration is a substitution for coitus.,La castrazione è una sostituzione del coito.,/la kastratsione e ʊna sostitʊtsione del kɔito./,C2,Activities,"C2,Activities",
transaction,transazione,/transatsione/,So I make four pounds—in a lump—by the transaction!,Così guadagno quattro sterline - in un sol colpo - con la transazione!,/kozi ɡwadaɲɲo kwatːro sterline in ʊn sɔl kolpo kon la transatsione!/,C2,Activities,"C2,Activities",
unplug,scollegare,/skolleɡare/,Did you unplug all the appliances?,Avete scollegato tutti gli elettrodomestici?,/avete skolleɡato tutːɪ ʎɪ eletːrodomɛstitʃɪ?/,C2,Activities,"C2,Activities",
untangle,districare,/distrikare/,"I ask you this, Gotama: who can untangle this tangle?","Ti chiedo questo, Gotama: chi può districare questo groviglio?","/tɪ kjedo kwesto, ɡotama: kɪ pʊɔ distrikare kwesto ɡroviʎo?/",C2,Activities,"C2,Activities",
unveil,svelare,/zvelare/,"***** People of Orphalese, beauty is life when life unveils her holy face.","***** Popolo di Orphalese, la bellezza è la vita quando la vita svela il suo volto sacro.","/asteriskoasteriskoasterisko pɔpolo dɪ orfaleze, la belletsːa e la vita kwando la vita zvɛla il sʊo volto sakro./",C2,Activities,"C2,Activities",
verdict,verdetto,/verdetːo/,And suppose the verdict is against me?,E se il verdetto fosse contro di me?,/e se il verdetːo fosse kontro dɪ me?/,C2,Activities,"C2,Activities",
violation,violazione,/vjolatsione/,"Besides, it is a violation of our agreement.","Inoltre, è una violazione del nostro accordo.","/inoltre, e ʊna vjolatsione del nɔstro akːɔrdo./",C2,Activities,"C2,Activities",
warfare,guerra,/ɡwɛrɾa/,What naval warfare could be compared with this?,Quale guerra navale può essere paragonata a questa?,/kwale ɡwɛrɾa navale pʊɔ ɛssere paɾaɡonata a kwesta?/,C2,Activities,"C2,Activities",
acrobatics,acrobazie,/akrobatsie/,"Capoeira is a Brazilian martial art which combines elements of dance, acrobatics and music.","La Capoeira è un'arte marziale brasiliana che combina elementi di danza, acrobazia e musica.","/la kapoeira e ʊnarte martsjale braziliana ke kombina elementɪ dɪ dantsa, akrobatsia e muzika./",C2,Activities,"C2,Activities",
affectation,affettazione,/affetːatsione/,Affectation of candour is common enough; one meets with it everywhere.,L'affettazione del candore è abbastanza comune; la si incontra ovunque.,/laffetːatsione del kandore e abːastantsa komune; la sɪ inkontra ovunkwe./,C2,Activities,"C2,Activities",
artifice,artificio,/artifitʃo/,These are not its only artifices.,Questi non sono i suoi unici artifici.,/kwestɪ non sono i sʊɔi unitʃɪ artifitʃɪ./,C2,Activities,"C2,Activities",
assimilate,assimilare,/assimilare/,You must assimilate into new surroundings.,Dovete assimilare un nuovo ambiente.,/dovete assimilare ʊn nʊɔvo ambiɛnte./,C2,Activities,"C2,Activities",
blitz,blitz,/blitts/,"The police are having a blitz on drink driving, hooliganism and hoon driving this weekend.","La polizia sta conducendo un blitz contro la guida in stato di ebbrezza, il teppismo e la guida in stato di ebbrezza questo fine settimana.","/la politsia sta kondʊtʃɛndo ʊn blitts kontro la ɡwida in stato dɪ ebːretsːa, il tepːizmo e la ɡwida in stato dɪ ebːretsːa kwesto fine setːimana./",C2,Activities,"C2,Activities",
brouhaha,brouhaha,/broʊaa/,We talked about the brouhaha last night.,Ieri sera abbiamo parlato di questa polemica.,/jɛrɪ sera abːjamo parlato dɪ kwesta polɛmika./,C2,Activities,"C2,Activities",
buffoonery,buffoneria,/bʊffoneria/,They wrote the buffoonery in their notes.,Hanno scritto la buffonata nei loro appunti.,/anno skritːo la bʊffonata nei lɔro apːuntɪ./,C2,Activities,"C2,Activities",
calamity,calamità,/kalamita/,Why should calamity be full of words?,Perché la calamità dovrebbe essere piena di parole?,/perke la kalamita dovrɛbːe ɛssere pjɛna dɪ paɾɔle?/,C2,Activities,"C2,Activities",
cinematography,cinematografia,/tʃinematoɡrafia/,Cinematography is a magical world.,La cinematografia è un mondo magico.,/la tʃinematoɡrafia e ʊn mondo madʒiko./,C2,Activities,"C2,Activities",
circumnavigation,circumnavigazione,/tʃirkʊmnaviɡatsione/,There is much in that sound to inspire proud feelings; but whereto does all that circumnavigation conduct?,C'è molto in quel suono per ispirare sentimenti orgogliosi; ma a cosa porta tutta questa circumnavigazione?,/tʃe molto in kwel sʊɔno per ispirare sentimentɪ orɡoʎɔzɪ; ma a kɔza pɔrta tutːa kwesta tʃirkʊmnaviɡatsione?/,C2,Activities,"C2,Activities",
collide,scontrarsi,/skontrarsɪ/,"I heard the weapon collide resonantly, as if it had hit some hard substance.","Ho sentito la collisione dell'arma risuonare, come se avesse colpito una sostanza dura.","/o sentito la kollizione dellarma rizʊonare, kome se avesse kolpito ʊna sostantsa dura./",C2,Activities,"C2,Activities",
deaden,morire,/morire/,This deadens them to the passing of sound or makes them sound-proof.,"In questo modo, si ottiene un'attenuazione del passaggio del suono o un'insonorizzazione.","/in kwesto mɔdo, sɪ otːjɛne ʊnatːenʊatsione del passadʒːo del sʊɔno o ʊninsonoridzːatsione./",C2,Activities,"C2,Activities",
demystify,demistificare,/demistifikare/,This demystify is common in everyday life.,Questa demistificazione è comune nella vita di tutti i giorni.,/kwesta demistifikatsione e komune nella vita dɪ tutːɪ i dʒornɪ./,C2,Activities,"C2,Activities",
dispersal,dispersione,/dispersjone/,And what is the principle that leads to dispersal?,E qual è il principio che porta alla dispersione?,/e kwal e il printʃipio ke pɔrta alla dispersjone?/,C2,Activities,"C2,Activities",
drudgery,fatica,/fatika/,Drudgery would have been nothing--Smike was well used to that.,Il lavoro faticoso non sarebbe stato nulla: Smike ci era abituato.,/il lavɔro fatikozo non sarɛbːe stato nulla: zmike tʃɪ ɛra abitʊato./,C2,Activities,"C2,Activities",
echolocation,ecolocalizzazione,/ekolokalidzːatsione/,"Many people who are blind do use a form of echolocation, and what Daniel Kish does, he takes that ability and hones it.",Molte persone non vedenti utilizzano una forma di ecolocalizzazione e Daniel Kish prende questa capacità e la affina.,/molte persone non vedɛntɪ ʊtilidzːano ʊna forma dɪ ekolokalidzːatsione e danjel kiʃ prɛnde kwesta kapatʃita e la affina./,C2,Activities,"C2,Activities",
ecotourism,ecoturismo,/ekotʊrizmo/,Ecotourism is more and more popular.,L'ecoturismo è sempre più popolare.,/lekotʊrizmo e sɛmpre pjʊ popolare./,C2,Activities,"C2,Activities",
encumber,ingombrare,/iŋɡombrare/,I will encumber you no more.,Non vi ingombrerò più.,/non vɪ iŋɡombreɾɔ pju./,C2,Activities,"C2,Activities",
epoxy,epossidico,/epossidiko/,"After bonding, more ductile epoxy is used to waterproof the bond.","Dopo l'incollaggio, si utilizza una resina epossidica più duttile per impermeabilizzare il legame.","/dopo linkolladʒːo, sɪ ʊtilidzːa ʊna rɛzina epossidika pjʊ dutːile per impermeabilidzːare il leɡame./",C2,Activities,"C2,Activities",
happenstance,caso fortuito,/kazo fɔrtuito/,There is the simple happenstance of whether greed is present at that time or not.,C'è il semplice caso che l'avidità sia presente o meno in quel momento.,/tʃe il semplitʃe kazo ke lavidita sia prezɛnte o meno in kwel momento./,C2,Activities,"C2,Activities",
hypnotherapy,ipnoterapia,/ipnoterapia/,She researched the hypnotherapy for her project.,Ha fatto ricerche sull'ipnoterapia per il suo progetto.,/a fatːo ritʃɛrke sʊllipnoterapia per il sʊo prodʒɛtːo./,C2,Activities,"C2,Activities",
incise,incidere,/intʃidere/,They wrote the incise in their notes.,Hanno scritto l'inciso nei loro appunti.,/anno skritːo lintʃizo nei lɔro apːuntɪ./,C2,Activities,"C2,Activities",
intersperse,intercalare,/interkalare/,I forgot an intersperse at home today.,Oggi ho dimenticato un intercalare a casa.,/ɔdʒːɪ o dimentikato ʊn interkalare a kaza./,C2,Activities,"C2,Activities",
interweave,intreccio,/intretʃːo/,"If you give me good threads, even if they are thin, I will know how to interweave them.","Se mi date dei buoni fili, anche se sottili, saprò come intrecciarli.","/se mɪ date deɪ bʊɔnɪ filɪ, anke se sotːilɪ, saprɔ kome intretʃːarlɪ./",C2,Activities,"C2,Activities",
maelstrom,vortice,/vɔrtitʃe/,The maelstrom of passions is not what we need now.,Il vortice delle passioni non è ciò di cui abbiamo bisogno ora.,/il vɔrtitʃe delle passjonɪ non e tʃɔ dɪ kuj abːjamo bizoɲɲo ora./,C2,Activities,"C2,Activities",
materialization,materializzazione,/materialidzːatsione/,I recently bought a new materialization online.,Di recente ho acquistato online una nuova materializzazione.,/dɪ retʃɛnte o akːwistato on laɪn ʊna nʊɔva materialidzːatsione./,C2,Activities,"C2,Activities",
metalled,metallizzato,/metallidzːato/,We talked about the metalled last night.,Ieri sera abbiamo parlato del metallo.,/jɛrɪ sera abːjamo parlato del metallo./,C2,Activities,"C2,Activities",
misdemeanor,reato,/reato/,[The above is a manly and handsome acknowledgment of past misdemeanors.,[Quanto sopra è una virile e bella ammissione di misfatti passati.,/[kwanto sopra e ʊna virile e bɛlla ammissjone dɪ misfatːɪ passatɪ./,C2,Activities,"C2,Activities",
philanthropy,filantropia,/filantropia/,"CHAPTER IV Telescopic Philanthropy We were to pass the night, Mr.","CAPITOLO IV Filantropia telescopica Dovevamo passare la notte, Mr.","/kapitolo kwaːrto filantropia teleskɔpika dovevamo passare la nɔtːe, ɛmmeɛrɾe./",C2,Activities,"C2,Activities",
protrusion,sporgenza,/spordʒɛntsa/,What is that protrusion?,Cos'è questa sporgenza?,/kozɛ kwesta spordʒɛntsa?/,C2,Activities,"C2,Activities",
reconciliation,riconciliazione,/rikontʃiliatsione/,Let’s do a legal procedure of reconciliation against him.,Facciamo una procedura legale di riconciliazione contro di lui.,/fatʃːamo ʊna protʃedura leɡale dɪ rikontʃiliatsione kontro dɪ lui./,C2,Activities,"C2,Activities",
resuscitation,rianimazione,/rianimatsione/,He gave her mouth-to-mouth resuscitation.,Le ha praticato la rianimazione bocca a bocca.,/le a pratikato la rianimatsione bokːa a bokːa./,C2,Activities,"C2,Activities",
self-aggrandizement,autocelebrazione,/aʊtotʃelebratsione/,Narcissists may engage in excessive self-promotion and self-aggrandizement.,I narcisisti possono impegnarsi in un'eccessiva autopromozione e autocelebrazione.,/i nartʃizistɪ pɔssono impeɲarsɪ in ʊnetʃːessiva aʊtopromotsione e aʊtotʃelebratsione./,C2,Activities,"C2,Activities",
shimmer,luccichio,/lʊtʃːikio/,The shimmer of the city lights was mesmerizing.,Il luccichio delle luci della città era ipnotico.,/il lʊtʃːikio delle lutʃɪ della tʃitːa ɛra ipnɔtiko./,C2,Activities,"C2,Activities",
stabilize,stabilizzare,/stabilidzːare/,"They settle on that thought, stabilize it, and develop it.","Si stabiliscono su quel pensiero, lo stabilizzano e lo sviluppano.","/sɪ stabiliskono sʊ kwel pensiɛro, lo stabilidzːano e lo zvilupːano./",C2,Activities,"C2,Activities",
unravel,dipanare,/dipanare/,I will spin her such a thread as she shall not easily unravel!,Le tesserò un filo che non potrà essere sciolto facilmente!,/le tesseɾɔ ʊn filo ke non potra ɛssere ʃɔlto fatʃilmente!/,C2,Activities,"C2,Activities",
vandalize,vandalizzare,/vandalidzːare/,We talked about the vandalize last night.,Abbiamo parlato del vandalismo ieri sera.,/abːjamo parlato del vandalizmo jɛrɪ sera./,C2,Activities,"C2,Activities",
vortex,vortice,/vɔrtitʃe/,It's better to be a shallow stream than a deep vortex.,È meglio essere un ruscello poco profondo che un vortice profondo.,/e mɛʎo ɛssere ʊn rʊʃɛllo pɔko profondo ke ʊn vɔrtitʃe profondo./,C2,Activities,"C2,Activities",
whir,frusta,/frusta/,"Finally, the whir of the shells and the whistling of the bullets are over,"" wrote French infantryman Alfred Roumiguieres.","Finalmente il sibilo delle granate e il fischio dei proiettili sono finiti"", scrive il fante francese Alfred Roumiguieres.","/finalmente il sibilo delle ɡranate e il fiskio deɪ proiɛtːilɪ sono finitɪ"", skrive il fante frantʃeze alfred roʊmiɡwiɛres./",C2,Activities,"C2,Activities",
