English_Translation,Italian_Term,Italian_IPA,English_Sentence,Italian_Sentence,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
embark,imbarcarsi,/imbarkarsɪ/,"The sea that calls all things unto her calls me, and I must embark.","Il mare che chiama a sé tutte le cose mi chiama, e io devo imbarcarmi.","/il mare ke kjama a se tutːe le kɔze mɪ kjama, e io dɛvo imbarkarmɪ./",C2,Professional,"C2,Professional",
empower,potenziamento,/potentsjamento/,One of the Buddha’s first acts is to empower his students.,Uno dei primi atti del Buddha è quello di potenziare i suoi studenti.,/uno deɪ primɪ atːɪ del budːa e kwello dɪ potentsjare i sʊɔi stʊdɛntɪ./,C2,Professional,"C2,Professional",
endeavour,impegno,/impeɲɲo/,"You must endeavour, sir, to change it.","Dovete sforzarvi, signore, di cambiarlo.","/dovete sfortsarvɪ, siɲore, dɪ kambjarlo./",C2,Professional,"C2,Professional",
enrol,iscriversi,/iskriversɪ/,She had to do a test before she could enrol on the course.,Ha dovuto fare un test prima di potersi iscrivere al corso.,/a dovuto fare ʊn tɛst prima dɪ potersɪ iskrivere al korso./,C2,Professional,"C2,Professional",
expedite,accelerare,/atʃːelerare/,"Mademoiselle, mademoiselle, some one is coming,” cried Colbert, to expedite the young girl’s departure.","Mademoiselle, mademoiselle, sta arrivando qualcuno"", gridò Colbert, per accelerare la partenza della ragazza.","/mademoizɛlle, mademoizɛlle, sta arɾivando kwalkuno"", ɡridɔ kolbert, per atʃːelerare la partɛntsa della raɡatsːa./",C2,Professional,"C2,Professional",
faction,fazione,/fatsione/,Their idleness was exercised by faction and controversy.,Il loro ozio era esercitato da fazioni e controversie.,/il lɔro ɔtsio ɛra ezertʃitato da fatsionɪ e kontrovɛrsie./,C2,Professional,"C2,Professional",
genome,genoma,/dʒenɔma/,Scientists have sequenced the wheat genome.,Gli scienziati hanno sequenziato il genoma del grano.,/ʎɪ ʃentsjatɪ anno sekwentsjato il dʒenɔma del ɡrano./,C2,Professional,"C2,Professional",
governance,governance,/ɡovernantʃe/,There were two major forms of governance.,Esistevano due forme principali di governance.,/ezistevano due forme printʃipalɪ dɪ ɡovernantʃe./,C2,Professional,"C2,Professional",
handling,manipolazione,/manipolatsione/,"The fifth, ‘Who has been handling my fork?","Il quinto: ""Chi ha maneggiato la mia forchetta?","/il kwinto: ""kɪ a manedʒːato la mia forketːa?/",C2,Professional,"C2,Professional",
hibernate,ibernare,/ibernare/,I just want to hibernate.,Voglio solo andare in letargo.,/voʎo solo andare in letarɡo./,C2,Professional,"C2,Professional",
hierarchy,gerarchia,/dʒerarkia/,The monks were gradually adopted as a part of the ecclesiastical hierarchy.,I monaci furono gradualmente adottati come parte della gerarchia ecclesiastica.,/i mɔnatʃɪ fʊrono ɡradʊalmente adotːatɪ kome parte della dʒerarkia ekːlezjastika./,C2,Professional,"C2,Professional",
homeland,patria,/patria/,The workers have no homeland.,I lavoratori non hanno una patria.,/i lavoratorɪ non anno ʊna patria./,C2,Professional,"C2,Professional",
impede,ostacolare,/ostakolare/,These are the five things that impede longevity.,Queste sono le cinque cose che impediscono la longevità.,/kweste sono le tʃinkwe kɔze ke impediskono la londʒevita./,C2,Professional,"C2,Professional",
incarcerate,incarcerare,/inkartʃerare/,"It is immoral, unethical and unacceptable to incarcerate people for the purpose of generating profit.","È immorale, non etico e inaccettabile incarcerare le persone allo scopo di generare profitto.","/e immorale, non ɛtiko e inatʃːetːabile inkartʃerare le persone allo skɔpo dɪ dʒenerare profitːo./",C2,Professional,"C2,Professional",
inhibit,inibire,/inibire/,"Yet education is the only factor that can inhibit prejudice, be it between ethnicities or genders.","Eppure l'istruzione è l'unico fattore che può inibire il pregiudizio, sia esso tra etnie o tra generi.","/epːure listrʊtsione e luniko fatːore ke pʊɔ inibire il predʒʊditsio, sia esso tra etnie o tra dʒɛnerɪ./",C2,Professional,"C2,Professional",
intervene,intervenire,/intervenire/,Maybe the village elders will intervene to reconcile them.,Forse gli anziani del villaggio interverranno per riconciliarli.,/forse ʎɪ antsjanɪ del villadʒːo interverɾanno per rikontʃiliarlɪ./,C2,Professional,"C2,Professional",
jurisdiction,giurisdizione,/dʒʊrizditsione/,In the act of peace they were exempted from its jurisdiction.,Nell'atto di pace sono stati esentati dalla sua giurisdizione.,/nellatːo dɪ patʃe sono statɪ ezentatɪ dalla sʊa dʒʊrizditsione./,C2,Professional,"C2,Professional",
militia,milizia,/militsia/,The organization of the citizen militia against these disorders was becoming urgent.,L'organizzazione della milizia cittadina contro questi disordini stava diventando urgente.,/lorɡanidzːatsione della militsia tʃitːadina kontro kwestɪ dizordinɪ stava diventando ʊrdʒɛnte./,C2,Professional,"C2,Professional",
mingle,mescolarsi,/meskolarsɪ/,To mingle friendship far is mingling bloods.,Mischiare l'amicizia lontano è mischiare i sangue.,/miskjare lamitʃitsia lontano e miskjare i saŋɡwe./,C2,Professional,"C2,Professional",
mob,folla,/fɔlla/,He saw the mob reeling in drunkenness.,Vide la folla in preda all'ubriachezza.,/vide la fɔlla in prɛda allʊbriaketsːa./,C2,Professional,"C2,Professional",
neutralize,neutralizzare,/neʊtralidzːare/,Should any free fatty acids be present neutralize them with standard alkali.,"Se sono presenti acidi grassi liberi, neutralizzarli con alcali standard.","/se sono prezɛntɪ atʃidɪ ɡrassɪ liberɪ, neʊtralidzːarlɪ kon alkalɪ standard./",C2,Professional,"C2,Professional",
nominate,nominare,/nominare/,Can you nominate in order now the degrees of the lie?,Può nominare ora in ordine i gradi della menzogna?,/pʊɔ nominare ora in ɔrdine i ɡradɪ della mentsoɲɲa?/,C2,Professional,"C2,Professional",
oblige,obbligare,/obːliɡare/,"To oblige me, you will, ’ resumed Mr.","Per farmi un piacere, lo farete"", riprese Mr.","/per farmɪ ʊn pjatʃere, lo farete"", ripreze ɛmmeɛrɾe./",C2,Professional,"C2,Professional",
oversee,sorvegliare,/sorveʎare/,Stakeholders are discussing formation of a committee that would oversee the drafting of a constitution.,Le parti interessate stanno discutendo la formazione di un comitato che supervisionerebbe la stesura di una costituzione.,/le partɪ interessate stanno diskʊtɛndo la formatsione dɪ ʊn komitato ke sʊpervizionerɛbːe la stezura dɪ ʊna kostitʊtsione./,C2,Professional,"C2,Professional",
persecute,perseguitare,/perseɡwitare/,That it was unworthy of an emperor to persecute the worshippers of Christ and the citizens of Rome.,Che era indegno di un imperatore perseguitare gli adoratori di Cristo e i cittadini di Roma.,/ke ɛra indeɲɲo dɪ ʊn imperatore perseɡwitare ʎɪ adoratorɪ dɪ kristo e i tʃitːadinɪ dɪ roma./,C2,Professional,"C2,Professional",
preside,presiedere,/prezjedere/,Hannah Brown will preside; and all are invited to attend.,Presiederà Hannah Brown; tutti sono invitati a partecipare.,/prezjedeɾa hanna braːwn; tutːɪ sono invitatɪ a partetʃipare./,C2,Professional,"C2,Professional",
presume,presumere,/prezumere/,"And they’ll be bridesmaids, I presume?","E saranno damigelle d'onore, presumo?","/e saɾanno damidʒɛlle donore, prezumo?/",C2,Professional,"C2,Professional",
proceeding,procedere,/protʃedere/,Did he take no legal proceedings?,Non ha intrapreso alcuna azione legale?,/non a intraprezo alkʊna atsione leɡale?/,C2,Professional,"C2,Professional",
prosecution,azione penale,/atsione penale/,Counsel for the prosecution said: “Take the witness.,"L'avvocato dell'accusa ha detto: ""Prendete il testimone.","/lavvokato dellakːuza a detːo: ""prendete il testimɔne./",C2,Professional,"C2,Professional",
raid,incursione,/inkʊrsjɔne/,Bandits who raid villages’ is a term for the six exterior sense fields.,"Banditi che saccheggiano i villaggi"" è un termine che indica i sei campi di senso esterno.","/banditɪ ke sakːɛdʒːano i villadʒːɪ"" e ʊn tɛrmine ke indika i sɛi kampɪ dɪ sɛnso estɛrno./",C2,Professional,"C2,Professional",
relinquish,rinunciare,/rinʊntʃare/,It is little to relinquish.,C'è poco da rinunciare.,/tʃe pɔko da rinʊntʃare./,C2,Professional,"C2,Professional",
rotate,ruotare,/rʊotare/,The top had certainly ceased to rotate.,La cima aveva certamente smesso di ruotare.,/la tʃima aveva tʃertamente zmesso dɪ rʊotare./,C2,Professional,"C2,Professional",
sprawl,sprawl,/sprawl/,They sprawl like they’ve been drinking mead!,Si muovono come se avessero bevuto idromele!,/sɪ mʊɔvono kome se avessero bevuto idromɛle!/,C2,Professional,"C2,Professional",
stoke,stufa,/stufa/,"Wait, ’ said he, ‘I will just stoke up the fire a little for you.","Aspettate"", disse, ""vi accenderò un po' il fuoco"".","/aspetːate"", disse, ""vɪ atʃːendeɾɔ ʊn po il fʊɔko""./",C2,Professional,"C2,Professional",
suburbia,periferia,/periferia/,Living in suburbia was not a boring life for me because I read and watched science fiction a lot.,"Vivere in periferia non era una vita noiosa per me, perché leggevo e guardavo molto la fantascienza.","/vivere in periferia non ɛra ʊna vita noiɔza per me, perke ledʒːɛvo e ɡwardavo molto la fantaʃɛntsa./",C2,Professional,"C2,Professional",
succession,successione,/sʊtʃːessjone/,And that succession be determined.,E tale successione sarà determinata.,/e tale sʊtʃːessjone saɾa determinata./,C2,Professional,"C2,Professional",
terminate,terminare,/terminare/,Shall we terminate our conference for the night?,Vogliamo terminare la nostra conferenza per questa notte?,/voʎamo terminare la nɔstra konferɛntsa per kwesta nɔtːe?/,C2,Professional,"C2,Professional",
terrain,terreno,/terɾeno/,"Their missile strikes had a limited impact, mostly creating craters in open terrain.","I loro attacchi missilistici hanno avuto un impatto limitato, creando per lo più crateri sul terreno aperto.","/i lɔro atːakːɪ missilistitʃɪ anno avuto ʊn impatːo limitato, kreando per lo pjʊ kratɛrɪ sʊl terɾeno apɛrto./",C2,Professional,"C2,Professional",
undermine,minare,/minare/,Man setting down before you will undermine you and blow you up.,L'uomo che si pone di fronte a voi vi insidierà e vi farà saltare in aria.,/lwɔmo ke sɪ pone dɪ fronte a voi vɪ insidieɾa e vɪ faɾa saltare in aria./,C2,Professional,"C2,Professional",
vegetation,vegetazione,/vedʒetatsione/,This also explains why a warm rain will start vegetation quickly.,Questo spiega anche perché una pioggia calda fa partire rapidamente la vegetazione.,/kwesto spjeɡa anke perke ʊna pjɔdʒːa kalda fa partire rapidamente la vedʒetatsione./,C2,Professional,"C2,Professional",
verify,verificare,/verifikare/,I will verify as much in his beard.,Lo verificherò nella sua barba.,/lo verifikeɾɔ nella sʊa barba./,C2,Professional,"C2,Professional",
waterfront,lungomare,/lʊŋɡomare/,The Edinburgh Waterfront project could be about to change all that.,Il progetto Edinburgh Waterfront potrebbe cambiare tutto questo.,/il prodʒɛtːo edinbʊrɡ watɛrfront potrɛbːe kambjare tutːo kwesto./,C2,Professional,"C2,Professional",
woo,corteggiamento,/kortedʒːamento/,Then will two at once woo one.,Allora due in una volta corteggeranno uno.,/allora due in ʊna vɔlta kortedʒːeranno uno./,C2,Professional,"C2,Professional",
banish,bandire,/bandire/,He is A banish’d traitor.,È un traditore bandito.,/e ʊn traditore bandito./,C2,Professional,"C2,Professional",
brink,orlo del baratro,/orlo del baɾatro/,I have no strength to pluck thee to the brink.,Non ho la forza di spingerti sull'orlo del baratro.,/non o la fɔrtsa dɪ spindʒertɪ sʊllorlo del baɾatro./,C2,Professional,"C2,Professional",
brood,covata,/kovata/,"Why, what a brood of traitors have we here!",Che nidiata di traditori abbiamo qui!,/ke nidjata dɪ traditorɪ abːjamo kwi!/,C2,Professional,"C2,Professional",
cosset,cosset,/kɔsset/,Everyone mentioned the cosset at work.,Tutti hanno menzionato il cosset al lavoro.,/tutːɪ anno mentsjonato il kɔsset al lavɔro./,C2,Professional,"C2,Professional",
fete,festa,/fɛsta/,"That day being Christmas Day, Ned Land seemed to regret sorely the non-celebration of “Christmas,” the family fete of which Protestants are so fond.","Essendo quel giorno il giorno di Natale, Ned Land sembrava rimpiangere fortemente la mancata celebrazione del ""Natale"", la festa di famiglia a cui i protestanti sono tanto affezionati.","/essɛndo kwel dʒorno il dʒorno dɪ natale, nɛd land sembrava rimpjandʒere fortemente la mankata tʃelebratsione del ""natale"", la fɛsta dɪ famiʎa a kuj i protestantɪ sono tanto affetsionatɪ./",C2,Professional,"C2,Professional",
minefield,campo minato,/kampo minato/,"His id is a minefield of hair-trigger rage, and his ego is snowflake-fragile.",Il suo id è un campo minato di rabbia e il suo ego è fragile come un fiocco di neve.,/il sʊo iː di e ʊn kampo minato dɪ rabːia e il sʊo ɛɡo e fradʒile kome ʊn fjɔkːo dɪ nɛve./,C2,Professional,"C2,Professional",
mull,mull,/mul/,This gives the subconscious mind a chance to mull over the original problem.,In questo modo la mente subconscia ha la possibilità di riflettere sul problema originario.,/in kwesto mɔdo la mente sʊbkɔnʃa a la possibilita dɪ rifletːere sʊl problɛma oridʒinario./,C2,Professional,"C2,Professional",
ordain,ordinare,/ordinare/,But I didn’t ask you to ordain me.,Ma non vi ho chiesto di ordinarmi.,/ma non vɪ o kjɛsto dɪ ordinarmɪ./,C2,Professional,"C2,Professional",
patronize,patrocinare,/patrotʃinare/,"Say that he wants to patronize me, ” pursued Mr.","Dica che vuole farmi da cliente"", ha proseguito Mr.","/dika ke vʊɔle farmɪ da kliɛnte"", a prozeɡwito ɛmmeɛrɾe./",C2,Professional,"C2,Professional",
posterity,posterità,/posterita/,He’d make an end of thy posterity.,Farebbe la fine della tua posterità.,/farɛbːe la fine della tʊa posterita./,C2,Professional,"C2,Professional",
posturing,postura,/postura/,"Never were such distortions as Mr. Tupman’s frame underwent in his efforts to appear easy and graceful--never was such ingenious posturing, as his fancy-dressed friends exhibited.","Non c'erano mai state distorsioni simili a quelle che la struttura del signor Tupman subiva nel tentativo di apparire facile e aggraziata; non c'era mai stata una postura così ingegnosa, come quella esibita dai suoi amici vestiti in modo stravagante.","/non tʃɛrano maj state distorsjonɪ similɪ a kwelle ke la strʊtːura del siɲor tupman sʊbiva nel tentativo dɪ apːarire fatʃile e aɡːratsjata; non tʃɛra maj stata ʊna postura kozi indʒeɲoza, kome kwella ezibita daj sʊɔi amitʃɪ vestitɪ in mɔdo stravaɡante./",C2,Professional,"C2,Professional",
pyre,pira,/pira/,"A great funeral-pyre is built, and his body is burnt.",Viene costruita una grande pira funeraria e il suo corpo viene bruciato.,/vjɛne kostrʊita ʊna ɡrande pira fʊneraria e il sʊo kɔrpo vjɛne brʊtʃato./,C2,Professional,"C2,Professional",
ravish,ravvivare,/ravvivare/,"If she remain, Whom they have ravish’d must by me be slain.","Se rimane, colei che hanno rapito deve essere uccisa da me.","/se rimane, kolɛi ke anno rapito dɛve ɛssere ʊtʃːiza da me./",C2,Professional,"C2,Professional",
relegate,relegare,/releɡare/,The same people trying to ban trans people are also trying to relegate women back into subservient positions as uncompensated homemakers.,Le stesse persone che cercano di vietare i trans stanno anche cercando di relegare le donne in posizioni di sottomissione come casalinghe non retribuite.,/le stesse persone ke tʃɛrkano dɪ vjetare i trans stanno anke tʃerkando dɪ releɡare le dɔnne in pozitsionɪ dɪ sotːomissjone kome kazaliŋɡe non retribʊite./,C2,Professional,"C2,Professional",
shoal,secca,/sekːa/,"Bath being full, the company, and the sixpences for tea, poured in, in shoals.","Essendo il bagno pieno, la compagnia e le monete per il tè si riversarono in massa.","/essɛndo il baɲɲo pjɛno, la kompaɲia e le monete per il tɛ sɪ riversarono in massa./",C2,Professional,"C2,Professional",
solicit,sollecitare,/solletʃitare/,We do not solicit donations in locations where we have not received written confirmation of compliance.,Non sollecitiamo donazioni in luoghi in cui non abbiamo ricevuto conferma scritta della conformità.,/non solletʃitjamo donatsionɪ in lʊɔɡɪ in kuj non abːjamo ritʃevuto konferma skritːa della konformita./,C2,Professional,"C2,Professional",
solitude,solitudine,/solitudine/,| The “joy of solitude” is ekārāmataṁ .,"| La ""gioia della solitudine"" è ekārāmataṁ .","/la ""dʒɔia della solitudine"" e e kapːa aːmakron ɛrɾe aːmakron ɛmme a tɪ a letːeːraunoeːkwatːrouno ./",C2,Professional,"C2,Professional",
splinter,scheggia,/skedʒːa/,Now at that time the Buddha’s foot had been cut by a wooden splinter.,In quel momento il piede del Buddha era stato tagliato da una scheggia di legno.,/in kwel momento il pjɛde del budːa ɛra stato taʎato da ʊna skedʒːa dɪ leɲɲo./,C2,Professional,"C2,Professional",
surrealism,surrealismo,/sʊrɾealizmo/,Surrealism is a bullfrog's antlers.,Il surrealismo è le corna di una rana.,/il sʊrɾealizmo e le kɔrna dɪ ʊna rana./,C2,Professional,"C2,Professional",
thicket,boschetto,/bosketːo/,The thicket is beset; he cannot ’scape.,Il boschetto è assediato; non può sfuggire.,/il bosketːo e assedjato; non pʊɔ sfʊdʒːire./,C2,Professional,"C2,Professional",
vicinity,vicinanza,/vitʃinantsa/,"If the monastery is unenclosed, then in the vicinity.","Se il monastero non è recintato, allora nelle vicinanze.","/se il monastɛro non e retʃintato, allora nelle vitʃinantse./",C2,Professional,"C2,Professional",
