English_Translation,Italian_Term,Italian_IPA,English_Sentence,Italian_Sentence,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
pathway,percorso,/perkorso/,Then there is the broad pathway of the sea!,Poi c'è l'ampio sentiero del mare!,/pɔi tʃe lampio sentiɛro del mare!/,C2,Shopping,"C2,Shopping",
pendulum,pendolo,/pɛndolo/,The vibration of the pendulum was at right angles to my length.,La vibrazione del pendolo era perpendicolare alla mia lunghezza.,/la vibratsione del pɛndolo ɛra perpendikolare alla mia lʊŋɡetsːa./,C2,Shopping,"C2,Shopping",
pinnacle,pinnacolo,/pinnakolo/,Is Islam the pinnacle of rationality?,L'Islam è l'apice della razionalità?,/lizlam e lapitʃe della ratsjonalita?/,C2,Shopping,"C2,Shopping",
plaque,placca,/plakːa/,"The plaque said ""Welcome to Itu!","La targa diceva: ""Benvenuti a Itu!","/la tarɡa ditʃeva: ""benvenutɪ a itʊ!/",C2,Shopping,"C2,Shopping",
plaster,intonaco,/intɔnako/,A fresco was found under a layer of plaster.,Sotto uno strato di intonaco è stato trovato un affresco.,/sotːo uno strato dɪ intɔnako e stato trovato ʊn affresko./,C2,Shopping,"C2,Shopping",
plumbing,idraulica,/idraʊlika/,Poor plumbing is often the cause of contaminated food.,La carenza di impianti idraulici è spesso la causa di alimenti contaminati.,/la karɛntsa dɪ impjantɪ idraʊlitʃɪ e spesso la kaʊza dɪ alimentɪ kontaminatɪ./,C2,Shopping,"C2,Shopping",
plummet,precipitare,/pretʃipitare/,Ignorance itself is a plummet o’er me.,L'ignoranza stessa mi fa precipitare.,/liɲorantsa stessa mɪ fa pretʃipitare./,C2,Shopping,"C2,Shopping",
proceeds,proventi,/provɛntɪ/,Sānuvādo means he proceeds with an accusation.,Sānuvādo significa che procede con un'accusa.,/sanʊvado siɲifika ke protʃede kon ʊnakːuza./,C2,Shopping,"C2,Shopping",
prop,puntello,/pʊntɛllo/,And this is the corollary of the 1st [prop.,E questo è il corollario della prima [prop.,/e kwesto ɛ il korollario della prima [prop./,C2,Shopping,"C2,Shopping",
quirk,stranezza,/stranetsːa/,My car has developed a few quirks over the years.,La mia auto ha sviluppato alcune stranezze nel corso degli anni.,/la mia aʊto a zvilʊpːato alkʊne stranetsːe nel korso deʎɪ annɪ./,C2,Shopping,"C2,Shopping",
radiator,radiatore,/radjatore/,Did you get the radiator fixed?,Il radiatore è stato riparato?,/il radjatore e stato ripaɾato?/,C2,Shopping,"C2,Shopping",
rarity,rarità,/rarita/,"But the rarity of it is, —which is indeed almost beyond credit, — SEBASTIAN.","Ma la sua rarità è, in effetti, quasi al di là del merito, - SEBASTIAN.","/ma la sʊa rarita ɛː, in effɛtːɪ, kwazɪ al dɪ la del mɛrito, sebastjan./",C2,Shopping,"C2,Shopping",
recess,recesso,/retʃɛsso/,"The extensive enclosure was irregular in form, having many capacious recesses.","L'ampio recinto aveva una forma irregolare, con molte nicchie capienti.","/lampio retʃinto aveva ʊna forma irɾeɡolare, kon molte nikːje kapjɛntɪ./",C2,Shopping,"C2,Shopping",
repertory,repertorio,/repertɔrio/,But his command of the concert repertory and the required technique is astonishing.,Ma la sua padronanza del repertorio concertistico e della tecnica richiesta è sorprendente.,/ma la sʊa padronantsa del repertɔrio kontʃertistiko e della tɛknika rikjɛsta e sorprendɛnte./,C2,Shopping,"C2,Shopping",
rifle,fucile,/fʊtʃile/,The rifle was not heavy.,Il fucile non era pesante.,/il fʊtʃile non ɛra pezante./,C2,Shopping,"C2,Shopping",
rumble,rombo,/rombo/,"I should know that, by the way it rumbles in the chimney.","Dovrei saperlo, dal modo in cui rimbomba nel camino.","/dovrɛi sapɛrlo, dal mɔdo in kuj rimbomba nel kamino./",C2,Shopping,"C2,Shopping",
sacrifice,sacrificio,/sakrifitʃo/,Nor do I criticize all sacrifices.,Non critico nemmeno tutti i sacrifici.,/non kritiko nemmeno tutːɪ i sakrifitʃɪ./,C2,Shopping,"C2,Shopping",
saloon,salone,/salone/,Twice I went to the saloon.,Due volte sono andato al saloon.,/due vɔlte sono andato al salɔon./,C2,Shopping,"C2,Shopping",
salvage,recupero,/rekupero/,He was trying to salvage any pride that he had.,Stava cercando di recuperare l'orgoglio che aveva.,/stava tʃerkando dɪ rekʊperare lorɡoʎo ke aveva./,C2,Shopping,"C2,Shopping",
salve,pomata,/pomata/,I allow you to make foot salve.,Vi permetto di fare l'impacco per i piedi.,/vɪ permetːo dɪ fare limpakːo per i pjedɪ./,C2,Shopping,"C2,Shopping",
sauna,sauna,/saʊna/,The saunas didn’t have doors.,Le saune non avevano porte.,/le saʊne non avevano pɔrte./,C2,Shopping,"C2,Shopping",
settee,divano,/divano/,Have forty winks on the settee.,Fare quaranta occhiolini sul divano.,/fare kwaɾanta okːjolinɪ sʊl divano./,C2,Shopping,"C2,Shopping",
setup,impostazione,/impostatsione/,↩ This is a setup intended to satirize Mahāvīra’s claims to omniscience.,Si tratta di una montatura volta a satireggiare le pretese di onniscienza del Mahāvīra.,/sɪ tratːa dɪ ʊna montatura vɔlta a satiredʒːare le preteze dɪ onniʃɛntsa del maavira./,C2,Shopping,"C2,Shopping",
sketchbook,quaderno di schizzi,/kwadɛrno dɪ skitsːɪ/,The artist has many sketchbooks.,L'artista ha molti quaderni di schizzi.,/lartista a moltɪ kwadɛrnɪ dɪ skitsːɪ./,C2,Shopping,"C2,Shopping",
spine,spina dorsale,/spina dorsale/,"Sarah has something the matter with her spine, poor girl.","Sarah ha un problema alla colonna vertebrale, povera ragazza.","/saɾa a ʊn problɛma alla kolonna vertebrale, pɔvera raɡatsːa./",C2,Shopping,"C2,Shopping",
spotlight,riflettore,/rifletːore/,We will put up spotlights.,Metteremo dei riflettori.,/metːerɛmo deɪ rifletːorɪ./,C2,Shopping,"C2,Shopping",
strap,cinturino,/tʃintʊrino/,They did not have a shoulder strap.,Non avevano la tracolla.,/non avevano la trakɔlla./,C2,Shopping,"C2,Shopping",
subsidy,sovvenzione,/sovventsione/,"Here’s the Lord Saye, which sold the towns in France; he that made us pay one-and-twenty fifteens, and one shilling to the pound, the last subsidy.","Ecco il Lord Saye che ha venduto le città in Francia; colui che ci ha fatto pagare uno e venti cinquanta centesimi e uno scellino alla libbra, l'ultimo sussidio.","/ɛkːo il lɔrd saje ke a venduto le tʃitːa in frantʃa; koluːi ke tʃɪ a fatːo paɡare uno e vɛntɪ tʃinkwanta tʃentɛzimɪ e uno ʃellino alla libːra, lultimo sʊssidio./",C2,Shopping,"C2,Shopping",
timber,legname,/leɲame/,They were placed on a pile of grass or timber.,Venivano collocati su un mucchio di erba o di legname.,/venivano kollokatɪ sʊ ʊn mukːio dɪ ɛrba o dɪ leɲame./,C2,Shopping,"C2,Shopping",
trampoline,trampolino,/trampolino/,Holly is jumping on the trampoline.,Holly sta saltando sul trampolino.,/ɔllɪ sta saltando sʊl trampolino./,C2,Shopping,"C2,Shopping",
transit,transito,/transito/,My baggage was lost in transit.,Il mio bagaglio è stato smarrito durante il trasporto.,/il mio baɡaʎo e stato zmarɾito dʊrante il traspɔrto./,C2,Shopping,"C2,Shopping",
transparency,trasparenza,/trasparɛntsa/,"That is: shadow, light, lustre [reflected light] and transparency.","Ovvero: ombra, luce, lucentezza [luce riflessa] e trasparenza.","/ovvero: ombra, lutʃe, lʊtʃentetsːa [lutʃe riflessa] e trasparɛntsa./",C2,Shopping,"C2,Shopping",
turnout,affluenza,/afflʊɛntsa/,A turnout then for a picnic was indeed an event.,L'affluenza per un picnic è stata davvero un evento.,/lafflʊɛntsa per ʊn piknik e stata davvero ʊn evɛnto./,C2,Shopping,"C2,Shopping",
utensil,utensile,/ʊtensile/,Why must dishes and utensils in which foods are placed be thoroughly cleaned?,Perché le stoviglie e gli utensili in cui si mettono gli alimenti devono essere puliti a fondo?,/perke le stoviʎe e ʎɪ ʊtensilɪ in kuj sɪ metːono ʎɪ alimentɪ devono ɛssere pʊlitɪ a fondo?/,C2,Shopping,"C2,Shopping",
vacuum,vuoto,/vʊɔto/,Under each carriage is a vacuum chamber (Fig.,Sotto ogni carrello è presente una camera a vuoto (Fig.,/sotːo oɲɲɪ karɾɛllo e prezɛnte ʊna kamera a vʊɔto (fiɡ./,C2,Shopping,"C2,Shopping",
verandah,veranda,/veranda/,"When the kids had gone to bed, I’d sit in the evening under the shelter of a simple wooden verandah.","Quando i bambini andavano a letto, la sera mi sedevo al riparo di una semplice veranda di legno.","/kwando i bambinɪ andavano a lɛtːo, la sera mɪ sedɛvo al riparo dɪ ʊna semplitʃe veranda dɪ leɲɲo./",C2,Shopping,"C2,Shopping",
warehouse,magazzino,/maɡadzːino/,Murdstone and Grinby’s warehouse was at the waterside.,Il magazzino di Murdstone e Grinby si trovava in riva al mare.,/il maɡadzːino dɪ mʊrdstone e ɡrinbɪ sɪ trovava in riva al mare./,C2,Shopping,"C2,Shopping",
wares,merci,/mɛrtʃɪ/,Has he any unbraided wares?,Ha merce non intrecciata?,/a mɛrtʃe non intretʃːata?/,C2,Shopping,"C2,Shopping",
washtub,lavatoio,/lavatojo/,This washtub is common in everyday life.,Questo lavatoio è comune nella vita di tutti i giorni.,/kwesto lavatojo e komune nella vita dɪ tutːɪ i dʒornɪ./,C2,Shopping,"C2,Shopping",
wayside,strada,/strada/,"Before I reported it here, five to twenty sentences went by the wayside!","Prima di segnalarlo qui, da cinque a venti frasi sono passate in secondo piano!","/prima dɪ seɲalarlo kwi, da tʃinkwe a vɛntɪ frazɪ sono passate in sekondo pjano!/",C2,Shopping,"C2,Shopping",
wrench,chiave inglese,/kjave iŋɡleze/,"That stupid high heel turned, and gave me a sad wrench.",Quello stupido tacco alto si girò e mi diede una triste strizzata.,/kwello stupido takːo alto sɪ dʒiɾɔ e mɪ djede ʊna triste stritsːata./,C2,Shopping,"C2,Shopping",
adornment,ornamento,/ornamento/,Lack of adornment and decoration are a roadblock for beauty.,La mancanza di ornamenti e decorazioni è un ostacolo alla bellezza.,/la mankantsa dɪ ornamentɪ e dekoratsionɪ e ʊn ostakolo alla belletsːa./,C2,Shopping,"C2,Shopping",
allotment,assegnazione,/asseɲatsione/,A good method for investing is a monthly allotment.,Un buon metodo di investimento è la ripartizione mensile.,/ʊn bwɔn mɛtodo dɪ investimento e la ripartitsione mensile./,C2,Shopping,"C2,Shopping",
annex,allegato,/alleɡato/,Russia's decision to annex some Ukrainian territories is irreversible.,La decisione della Russia di annettere alcuni territori ucraini è irreversibile.,/la detʃizione della russia dɪ annetːere alkʊnɪ terɾitorɪ ʊkraɪnɪ e irɾeversibile./,C2,Shopping,"C2,Shopping",
antidote,antidoto,/antidoto/,"Trust not the physician; His antidotes are poison, and he slays More than you rob.","Non fidatevi del medico; i suoi antidoti sono veleno, e uccide più di quanto rubi.","/non fidatevɪ del mɛdiko; i sʊɔi antidotɪ sono veleno, e ʊtʃːide pjʊ dɪ kwanto rubɪ./",C2,Shopping,"C2,Shopping",
brim,tesa,/teza/,The cup is bitter to the brim.,Il calice è amaro fino all'orlo.,/il kalitʃe e amaro fino allorlo./,C2,Shopping,"C2,Shopping",
clinch,clinica,/klinika/,Little Flask was one of the wrought ones; made to clinch tight and last long.,"La piccola fiaschetta era una di quelle in ferro, fatta per stringere bene e durare a lungo.","/la pikːola fjasketːa ɛra ʊna dɪ kwelle in fɛrɾo, fatːa per strindʒere bɛne e dʊrare a luŋɡo./",C2,Shopping,"C2,Shopping",
cloister,chiostro,/kjɔstro/,"As for Melanthius, they took him through the cloister into the inner court.","Per quanto riguarda Melanthius, lo portarono attraverso il chiostro nella corte interna.","/per kwanto riɡwarda melantjʊs, lo portarono atːravɛrso il kjɔstro nella korte intɛrna./",C2,Shopping,"C2,Shopping",
coax,coassiale,/koassjale/,I don't want to coax you out with kind words.,Non voglio convincerti con parole gentili.,/non voʎo konvintʃertɪ kon paɾɔle dʒentilɪ./,C2,Shopping,"C2,Shopping",
collider,collisore,/kollizore/,The collider has massive detectors that fill cathedral-sized rooms at intervals along the ring.,Il collisore è dotato di enormi rivelatori che riempiono sale grandi come cattedrali a intervalli lungo l'anello.,/il kollizore e dotato dɪ enormɪ rivelatorɪ ke riempiono sale ɡrandɪ kome katːedralɪ a intervallɪ luŋɡo lanɛllo./,C2,Shopping,"C2,Shopping",
commode,commodo,/kɔmmodo/,I recently bought a new commode online.,Di recente ho acquistato online una nuova toilette.,/dɪ retʃɛnte o akːwistato on laɪn ʊna nʊɔva twaletː./,C2,Shopping,"C2,Shopping",
conduit,guaina,/ɡwaɪna/,What is the conduit to rebirth?,Qual è il canale della rinascita?,/kwal e il kanale della rinaʃita?/,C2,Shopping,"C2,Shopping",
consignment,spedizione,/speditsione/,"In this store, we take items on consignment.",In questo negozio accettiamo articoli in conto vendita.,/in kwesto neɡɔtsio atʃːetːjamo artikolɪ in konto vendita./,C2,Shopping,"C2,Shopping",
contraption,marchingegno,/markindʒeɲɲo/,"Why, I wouldn't know what this contraption is supposed to do.","Perché, non saprei cosa dovrebbe fare questo aggeggio.","/perke, non saprɛi kɔza dovrɛbːe fare kwesto adʒːedʒːo./",C2,Shopping,"C2,Shopping",
corpus,corpus,/kɔrpʊs/,We must have a habeas-corpus.,Dobbiamo avere un habeas-corpus.,/dobːjamo avere ʊn habeaskɔrpʊs./,C2,Shopping,"C2,Shopping",
dole,dole,/dɔle/,"Now, my masters, happy man be his dole, say I.","Ora, signori miei, che l'uomo sia felice, dico io.","/ora, siɲorɪ mjɛi, ke lwɔmo sia felitʃe, diko io./",C2,Shopping,"C2,Shopping",
edifice,edificio,/edifitʃo/,The simplest type of central building is a circular edifice.,Il tipo più semplice di edificio centrale è quello circolare.,/il tipo pjʊ semplitʃe dɪ edifitʃo tʃentrale e kwello tʃirkolare./,C2,Shopping,"C2,Shopping",
electrode,elettrodo,/elɛtːrodo/,The positive electrode is called the cathode.,L'elettrodo positivo è chiamato catodo.,/lelɛtːrodo pozitivo e kjamato katodo./,C2,Shopping,"C2,Shopping",
emolument,emolumento,/emolʊmento/,Have you posts of profitable pecuniary emolument?,Avete posti di lavoro con un proficuo guadagno pecuniario?,/avete postɪ dɪ lavɔro kon ʊn profikʊo ɡwadaɲɲo pekʊnjario?/,C2,Shopping,"C2,Shopping",
facsimile,facsimile,/faksimile/,A facsimile of this is given in Vol.,Un facsimile di questo è riportato nel Vol.,/ʊn faksimile dɪ kwesto ɛ riportato nel vɔl./,C2,Shopping,"C2,Shopping",
forfeiture,decadenza,/dekadɛntsa/,I am sure the Duke Will never grant this forfeiture to hold.,Sono certo che il Duca non concederà mai questa rinuncia.,/sono tʃɛrto ke il duka non kontʃedeɾa maj kwesta rinuntʃa./,C2,Shopping,"C2,Shopping",
