English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
amateur,amatoriale,/amatoriale/,Has he been doing the Amateur Cadger?,Ha fatto l'Amateur Cadger?,/a fatːo lamateur kaddʒɛr?/,C2,Social,"C2,Social",
amend,modificare,/modifikare/,"Do you amend it, then.",Allora lo modifichi.,/allora lo modifikɪ./,C2,Social,"C2,Social",
amendment,modifica,/modifika/,What hope is there of his majesty’s amendment?,Che speranza c'è di un emendamento di Sua Maestà?,/ke sperantsa tʃe dɪ ʊn emendamento dɪ sʊa maesta?/,C2,Social,"C2,Social",
anthropologist,antropologo,/antropɔloɡo/,Tassadit Yacine is an Algerian anthropologist.,Tassadit Yacine è un antropologo algerino.,/tassadit jatʃine e ʊn antropɔloɡo aldʒerino./,C2,Social,"C2,Social",
apprentice,apprendista,/apːrendista/,The apprentices were the queerest little people.,Gli apprendisti erano le persone più strane.,/ʎɪ apːrendistɪ ɛrano le persone pjʊ strane./,C2,Social,"C2,Social",
array,array,/arɾai/,Yet in battle array they were admirable.,"Eppure, in assetto di battaglia, erano ammirevoli.","/epːure, in assɛtːo dɪ batːaʎa, ɛrano ammirevolɪ./",C2,Social,"C2,Social",
assassination,assassinio,/assassinio/,There have been assassinations at all hours.,Ci sono stati assassinii a tutte le ore.,/tʃɪ sono statɪ assassinɪːj a tutːe le ore./,C2,Social,"C2,Social",
assertion,affermazione,/affermatsione/,"The last assertion, of course, was true.","L'ultima affermazione, ovviamente, era vera.","/lultima affermatsione, ovviamente, ɛra vera./",C2,Social,"C2,Social",
banner,bandiera,/bandiɛra/,This is his ‘banner’s crest’.,"Questo è lo stemma del suo ""vessillo"".","/kwesto ɛ lo stɛmma del suo ""vessillo""./",C2,Social,"C2,Social",
bass,basso,/basso/,The mean is drowned with your unruly bass.,La media è affogata dal tuo basso indisciplinato.,/la mɛdia e affoɡata dal tʊo basso indiʃiplinato./,C2,Social,"C2,Social",
batter,pastella,/pastɛlla/,The tyrant has not batter’d at their peace?,Il tiranno non ha colpito la loro pace?,/il tiranno non a kolpito la lɔro patʃe?/,C2,Social,"C2,Social",
benchmark,parametro di riferimento,/paɾametro dɪ riferimento/,She thinks that happiness and health should be the benchmarks for success.,Pensa che la felicità e la salute debbano essere i parametri di riferimento per il successo.,/pɛnsa ke la felitʃita e la salute debːano ɛssere i paɾametrɪ dɪ riferimento per il sʊtʃːɛsso./,C2,Social,"C2,Social",
beneficiary,beneficiario,/benefitʃario/,The beneficiary of the insurance is her spouse.,Il beneficiario dell'assicurazione è il coniuge.,/il benefitʃario dellassikʊratsione e il koniʊdʒe./,C2,Social,"C2,Social",
brainwash,lavaggio del cervello,/lavadʒːo del tʃervɛllo/,I forgot a brainwash at home today.,Oggi ho dimenticato a casa un lavaggio del cervello.,/ɔdʒːɪ o dimentikato a kaza ʊn lavadʒːo del tʃervɛllo./,C2,Social,"C2,Social",
buffoon,buffone,/bʊffone/,"Zelensky may well be a buffoon, but he is hardly fascist.","Zelensky sarà anche un buffone, ma non è certo un fascista.","/dzelenskɪ saɾa anke ʊn bʊffone, ma non e tʃɛrto ʊn faʃista./",C2,Social,"C2,Social",
capitalist,capitalista,/kapitalista/,China is a capitalist country.,La Cina è un paese capitalista.,/la tʃina e ʊn paeze kapitalista./,C2,Social,"C2,Social",
carpenter,falegname,/faleɲame/,"Build there, carpenter; the air is sweet.","Costruisci lì, falegname; l'aria è dolce.","/kostrʊiʃɪ li, faleɲame; laria e doltʃe./",C2,Social,"C2,Social",
carrier,vettore,/vetːore/,The vessels are water carriers.,Le imbarcazioni sono portatrici d'acqua.,/le imbarkatsionɪ sono portatritʃɪ dakːwa./,C2,Social,"C2,Social",
casualty,incidente,/intʃidɛnte/,Ziri may have been a casualty to the hurricane.,Ziri potrebbe essere stato vittima dell'uragano.,/dzirɪ potrɛbːe ɛssere stato vitːima dellʊraɡano./,C2,Social,"C2,Social",
catalogue,catalogo,/kataloɡo/,"It would be a hopeless, endless task to catalogue all these things.",Sarebbe un compito senza speranza e senza fine catalogare tutte queste cose.,/sarɛbːe ʊn kompito sɛntsa sperantsa e sɛntsa fine kataloɡare tutːe kweste kɔze./,C2,Social,"C2,Social",
characterise,caratterizzare,/kaɾatːeridzːare/,"Paracelsus characterises himself aptly, when he writes under his portrait: “None shall be another’s slave, who for himself can remain alone.","Paracelso si caratterizza in modo appropriato, quando scrive sotto il suo ritratto: ""Nessuno sarà schiavo di un altro, che per se stesso possa rimanere solo.","/paɾatʃɛlso sɪ kaɾatːeridzːa in mɔdo apːropriato, kwando skrive sotːo il sʊo ritratːo: ""nessʊno saɾa skjavo dɪ ʊn altro, ke per se stesso pɔssa rimanɛre solo./",C2,Social,"C2,Social",
characterization,caratterizzazione,/kaɾatːeridzːatsione/,This is one of the earliest characterizations of the Huguenot faith.,Questa è una delle prime caratterizzazioni della fede ugonotta.,/kwesta ɛ ʊna delle prime kaɾatːeridzːatsionɪ della fede ʊɡonɔtːa./,C2,Social,"C2,Social",
charter,carta,/karta/,"Bless me, child, you will have to charter an omnibus to carry them about.","Benedetta, bambina, dovrai noleggiare un omnibus per portarli in giro.","/benedetːa, bambina, dovraːɪ noledʒːare ʊn ɔmnibʊs per portarlɪ in dʒiro./",C2,Social,"C2,Social",
circulation,circolazione,/tʃirkolatsione/,"You should be out, whipping up the circulation like Mr.",Dovresti essere in giro a far girare la circolazione come Mr.,/dovrestɪ ɛssere in dʒiro a far dʒirare la tʃirkolatsione kome ɛmmeɛrɾe./,C2,Social,"C2,Social",
citation,citazione,/tʃitatsione/,Make sure you include proper citations for all sources.,Assicuratevi di includere le citazioni corrette per tutte le fonti.,/assikʊratevɪ dɪ inkludere le tʃitatsionɪ korɾɛtːe per tutːe le fontɪ./,C2,Social,"C2,Social",
civilian,civile,/tʃivile/,It had strangely puzzled the civilians of the middle age.,Aveva stranamente lasciato perplessi i civili del Medioevo.,/aveva stranamente laʃato perplɛssɪ i tʃivilɪ del medjoɛvo./,C2,Social,"C2,Social",
climax,climax,/klimaks/,"Having come to the climax, Mr.","Giunto al culmine, Mr.","/dʒunto al kulmine, ɛmmeɛrɾe./",C2,Social,"C2,Social",
clutter,disordine,/dizordine/,There's too much clutter in the house now that we have two kids.,C'è troppo disordine in casa ora che abbiamo due bambini.,/tʃe trɔpːo dizordine in kaza ora ke abːjamo due bambinɪ./,C2,Social,"C2,Social",
collaborator,collaboratore,/kollaboratore/,We are collaborators in creation.,Siamo collaboratori nella creazione.,/sjamo kollaboratorɪ nella kreatsione./,C2,Social,"C2,Social",
collision,collisione,/kollizione/,Any moment a collision might have occurred which would have been fatal to us.,Da un momento all'altro si sarebbe potuta verificare una collisione che ci sarebbe stata fatale.,/da ʊn momento allaltro sɪ sarɛbːe potuta verifikare ʊna kollizione ke tʃɪ sarɛbːe stata fatale./,C2,Social,"C2,Social",
commendation,encomio,/enkomio/,"You were ever good at sudden commendations, Bishop of Winchester.","Siete sempre stato bravo a fare elogi improvvisi, Vescovo di Winchester.","/sjete sɛmpre stato bravo a fare elɔdʒɪ improvvizɪ, veskovo dɪ wintʃester./",C2,Social,"C2,Social",
commentary,commento,/kommento/,"Commentary has appattaṁ, “not attained” (i.e.","Il commento riporta appattaṁ, ""non raggiunta"" (cioè","/il kommento ripɔrta a pi pi a tɪ tɪ a letːeːraunoeːkwatːrouno, ""non radʒːunta"" (tʃoɛ/",C2,Social,"C2,Social",
commentator,commentatore,/kommentatore/,"This strange contradiction puzzles the commentators, who think, and the translators, who can write.","Questa strana contraddizione lascia perplessi i commentatori, che pensano, e i traduttori, che sanno scrivere.","/kwesta strana kontradːitsione laʃa perplɛssɪ i kommentatorɪ, ke pensano, e i tradʊtːorɪ, ke sanno skrivere./",C2,Social,"C2,Social",
commissioner,commissario,/kommissario/,Who are the late commissioners?,Chi sono i commissari in ritardo?,/kɪ sono i kommissarɪ in ritardo?/,C2,Social,"C2,Social",
communist,comunista,/komʊnista/,Tom was once a communist.,Tom un tempo era comunista.,/tɔm ʊn tɛmpo ɛra komʊnista./,C2,Social,"C2,Social",
compromised,compromesso,/kompromesso/,"Lady Dedlock, here is a family name compromised.","Lady Dedlock, ecco un nome di famiglia compromesso.","/lɛːdɪ dedlokː, ɛkːo ʊn nome dɪ famiʎa kompromesso./",C2,Social,"C2,Social",
con,con,/kon/,"The presumption of Gildo and his various train of Barbarians is celebrated by Claudian, Cons.","La presunzione di Gildo e del suo vario stuolo di barbari è celebrata da Claudiano, Cons.","/la prezʊntsione dɪ dʒildo e del sʊo vario stʊɔlo dɪ barbarɪ e tʃelebrata da klaʊdjano, kɔns./",C2,Social,"C2,Social",
concerto,concerto,/kontʃɛrto/,This is a beautiful concerto.,Questo è un bellissimo concerto.,/kwesto ɛ ʊn bellissimo kontʃɛrto./,C2,Social,"C2,Social",
concur,concordare,/konkordare/,"What he says, I quite concur in.",Sono d'accordo con quello che dice.,/sono dakːɔrdo kon kwello ke ditʃe./,C2,Social,"C2,Social",
confer,conferire,/konferire/,And shall then confer estates.,E poi conferirà le proprietà.,/e pɔi konferiɾa le proprieta./,C2,Social,"C2,Social",
confide,confidarsi,/konfidarsɪ/,And you shall not confide in vain: begone!,E non confiderai invano: vattene!,/e non konfideraːɪ invano: vatːene!/,C2,Social,"C2,Social",
conformity,conformità,/konformita/,"Jane of Naples, and Mary of Scotland, have a singular conformity.",Jane di Napoli e Maria di Scozia hanno una singolare conformità.,/(en)dʒeɪn(it) dɪ napolɪ e mariːa dɪ skɔtsia anno ʊna siŋɡolare konformita./,C2,Social,"C2,Social",
confrontation,confronto,/konfronto/,Hackers tend to be especially poor at confrontation and negotiation.,Gli hacker tendono a non essere particolarmente abili nel confronto e nella negoziazione.,/ʎɪ aker tendono a non ɛssere partikolarmente abilɪ nel konfronto e nella neɡotsjatsione./,C2,Social,"C2,Social",
connoisseur,conoscitore,/konoʃitore/,Gustavo is a connoisseur of classic movies.,Gustavo è un intenditore di film classici.,/ɡʊstavo e ʊn intenditore dɪ film klassitʃɪ./,C2,Social,"C2,Social",
consultation,consultazione,/konsʊltatsione/,"We shall have a consultation, of course.","Avremo una consultazione, naturalmente.","/avrɛmo ʊna konsʊltatsione, natʊralmente./",C2,Social,"C2,Social",
contemplate,contemplare,/kontemplare/,You can contemplate your beauty at another time.,Potrete contemplare la vostra bellezza in un altro momento.,/potrete kontemplare la vɔstra belletsːa in ʊn altro momento./,C2,Social,"C2,Social",
contender,contendente,/kontendɛnte/,I could have been a contender.,Avrei potuto essere un concorrente.,/avrɛi potuto ɛssere ʊn konkorɾɛnte./,C2,Social,"C2,Social",
contention,contesa,/konteza/,"Twas a contention in public, which may, without contradiction, suffer the report.","È stata una contesa in pubblico, che può, senza contraddizioni, subire il resoconto.","/e stata ʊna konteza in pubːliko, ke pʊɔ, sɛntsa kontradːitsionɪ, sʊbire il rezokonto./",C2,Social,"C2,Social",
contested,contestato,/kontestato/,* Note: This point has been contested; but Mr.,"* Nota: questo punto è stato contestato, ma il Sig.","/asterisko nɔta: kwesto punto e stato kontestato, ma il siɡ./",C2,Social,"C2,Social",
continuity,continuità,/kontinʊita/,There seems to be through it all some thread of continuity....,Sembra esserci in tutto un filo di continuità....,/sembra ɛssertʃɪ in tutːo ʊn filo dɪ kontinʊita..../,C2,Social,"C2,Social",
contractor,appaltatore,/apːaltatore/,Sami was a government contractor with six kids.,Sami era un appaltatore governativo con sei figli.,/samɪ ɛra ʊn apːaltatore ɡovernativo kon sɛi fiʎɪ./,C2,Social,"C2,Social",
contributor,collaboratore,/kollaboratore/,Voltaire was one of its largest contributors.--T.,Voltaire fu uno dei suoi maggiori collaboratori.--T.,/voltaɪre fʊ uno deɪ sʊɔi madʒːorɪ kollaboratorɪ.tɪ./,C2,Social,"C2,Social",
convict,detenuto,/detenuto/,What would he say to the returned convict?,Cosa direbbe al detenuto tornato?,/kɔza dirɛbːe al detenuto tornato?/,C2,Social,"C2,Social",
coordination,coordinamento,/koordinamento/,She researched the coordination for her project.,Ha ricercato il coordinamento per il suo progetto.,/a ritʃerkato il koordinamento per il sʊo prodʒɛtːo./,C2,Social,"C2,Social",
coordinator,coordinatore,/koordinatore/,Sami wanted to be a training coordinator.,Sami voleva diventare coordinatore della formazione.,/samɪ volɛva diventare koordinatore della formatsione./,C2,Social,"C2,Social",
correlation,correlazione,/korɾelatsione/,Edmundo found the correlation between the signal and what the aliens were doing.,Edmundo ha trovato la correlazione tra il segnale e ciò che gli alieni stavano facendo.,/edmundo a trovato la korɾelatsione tra il seɲale e tʃɔ ke ʎɪ aliɛnɪ stavano fatʃɛndo./,C2,Social,"C2,Social",
councillor,consigliere,/konsiʎɛre/,A councillor in this parish council was removed from the meeting by an intrusive clerk.,Un consigliere di questo consiglio parrocchiale è stato allontanato dalla riunione da un impiegato invadente.,/ʊn konsiʎɛre dɪ kwesto konsiʎo parɾokːjale e stato allontanato dalla riʊnjone da ʊn impjeɡato invadɛnte./,C2,Social,"C2,Social",
counselling,consulenza,/konsʊlɛntsa/,Tom and Mary decided to go to marriage counselling.,Tom e Mary decidono di rivolgersi a un consulente matrimoniale.,/tɔm e mɛːɾɪ detʃidono dɪ rivoldʒersɪ a ʊn konsʊlɛnte matrimonjale./,C2,Social,"C2,Social",
counsellor,consulente,/konsʊlɛnte/,Ducas was not a privy-counsellor.,Ducas non era un consigliere privato.,/dukas non ɛra ʊn konsiʎɛre privato./,C2,Social,"C2,Social",
counter,contatore,/kontatore/,I cannot do’t without counters.,Non posso fare a meno dei contatori.,/non pɔsso fare a meno deɪ kontatorɪ./,C2,Social,"C2,Social",
credential,credenziale,/kredentsjale/,This professor has impressive credentials.,Questo professore ha credenziali impressionanti.,/kwesto professore a kredentsjalɪ impressjonantɪ./,C2,Social,"C2,Social",
creep,strisciante,/striʃante/,Now will he creep into sedges.,Ora si insinuerà nelle carici.,/ora sɪ insinʊeɾa nelle karitʃɪ./,C2,Social,"C2,Social",
criteria,criteri,/kritɛrɪ/,↩ Again the criteria that only those who are known may be trusted.,Ancora una volta il criterio secondo cui ci si può fidare solo di chi si conosce.,/ankora ʊna vɔlta il kritɛrio sekondo kuj tʃɪ sɪ pʊɔ fidare solo dɪ kɪ sɪ konoʃe./,C2,Social,"C2,Social",
critique,critica,/kritika/,↩ This is another veiled critique of the Vedic tradition.,Si tratta di un'altra velata critica alla tradizione vedica.,/sɪ tratːa dɪ ʊnaltra velata kritika alla traditsione vɛdika./,C2,Social,"C2,Social",
crumb,briciola,/britʃola/,"Crumbs, dust, and waste-paper were all over the house.","Briciole, polvere e cartacce erano ovunque in casa.","/britʃole, polvere e kartatʃːe ɛrano ovunkwe in kaza./",C2,Social,"C2,Social",
cutting,taglio,/taʎo/,How is there an offense for cutting?,Come può esserci un'offesa per il taglio?,/kome pʊɔ ɛssertʃɪ ʊnoffeza per il taʎo?/,C2,Social,"C2,Social",
cynic,cinico,/tʃiniko/,"But for that, do I turn cynic?",Ma per questo divento cinico?,/ma per kwesto divɛnto tʃiniko?/,C2,Social,"C2,Social",
debut,debutto,/debutːo/,The actress made her debut when she was eight.,L'attrice ha debuttato all'età di otto anni.,/latːritʃe a debʊtːato alleta dɪ ɔtːo annɪ./,C2,Social,"C2,Social",
deceit,inganno,/iŋɡanno/,That the tongues of men are full of deceits?,Che le lingue degli uomini sono piene di inganni?,/ke le liŋɡwe deʎɪ wɔminɪ sono pjɛne dɪ iŋɡannɪ?/,C2,Social,"C2,Social",
demo,demo,/demo/,The big demo is tomorrow.,La grande dimostrazione è domani.,/la ɡrande dimostratsione e domanɪ./,C2,Social,"C2,Social",
demon,demone,/demone/,Khara is found for a number of demons in Sanskrit.,Khara si trova per un certo numero di demoni in sanscrito.,/kaɾa sɪ trɔva per ʊn tʃɛrto numero dɪ demonɪ in sanskrito./,C2,Social,"C2,Social",
denial,negazione,/neɡatsione/,"Denial to me is vain, ” replied Mr.","Negare per me è vano"", ha risposto Mr.","/neɡare per me e vano"", a risposto ɛmmeɛrɾe./",C2,Social,"C2,Social",
depiction,rappresentazione,/rapːrezentatsione/,Less inexplicable is the text’s occasional flirtation with a literal depiction of Māra’s armies.,Meno inspiegabile è l'occasionale flirt del testo con una rappresentazione letterale degli eserciti di Māra.,/meno inspjeɡabile e lokːazionale flirt del tɛsto kon ʊna rapːrezentatsione letːerale deʎɪ ezɛrtʃitɪ dɪ maɾa./,C2,Social,"C2,Social",
descent,discesa,/diʃeza/,This is called the noble descent.,Si tratta della cosiddetta discendenza nobile.,/sɪ tratːa della kozidːetːa diʃendɛntsa nɔbile./,C2,Social,"C2,Social",
detection,rilevamento,/rilevamento/,"I lay myself open to detection, I know.","Mi espongo a essere scoperto, lo so.","/mɪ espoŋɡo a ɛssere skopɛrto, lo sɔ./",C2,Social,"C2,Social",
devotee,devoto,/devɔto/,"Later, the Purāṇas would depict an Upamanyu as a devotee of Śiva.","In seguito, i Purāṇas raffigureranno un Upamanyu come un devoto di Śiva.","/in seːɡwito, i pi u ɛrɾe aːmakron letːeːraunoeːkwatːrosɛtːe a ɛsse raffiɡʊreranno ʊn ʊpamanjʊ kome ʊn devɔto dɪ siva./",C2,Social,"C2,Social",
diagnose,diagnosticare,/djaɲostikare/,This diagnose is common in everyday life.,Questa diagnosi è comune nella vita di tutti i giorni.,/kwesta djaɲozɪ e komune nella vita dɪ tutːɪ i dʒornɪ./,C2,Social,"C2,Social",
dictate,dettare,/detːare/,"I will write anything, here and now, that you will dictate.","Scriverò qualsiasi cosa, qui e ora, che mi detterete.","/skriveɾɔ kwalsiazɪ kɔza, kwi e ora, ke mɪ detːerete./",C2,Social,"C2,Social",
differentiate,differenziare,/differentsjare/,The diminutive ending -ka is perhaps meant to differentiate him from the smith Cunda.,La desinenza diminutiva -ka ha forse lo scopo di differenziarlo dal fabbro Cunda.,/la dezinɛntsa diminʊtiva ka a forse lo skɔpo dɪ differentsjarlo dal fabːro kunda./,C2,Social,"C2,Social",
directory,elenco,/elɛnko/,You can find her phone number in the directory.,Il suo numero di telefono si trova nell'elenco.,/il sʊo numero dɪ telɛfono sɪ trɔva nellelɛnko./,C2,Social,"C2,Social",
disclose,rivelare,/rivelare/,Will you disclose the whole?,Rivelerà il tutto?,/riveleɾa il tutːo?/,C2,Social,"C2,Social",
disclosure,divulgazione,/divʊlɡatsione/,"Oh, that I should listen to this cold-blooded disclosure!","Oh, se dovessi ascoltare questa rivelazione a sangue freddo!","/oː, se dovɛssɪ askoltare kwesta rivelatsione a saŋɡwe fredːo!/",C2,Social,"C2,Social",
discourse,discorso,/diskorso/,The Middle Discourses are completed.,I Discorsi di mezzo sono terminati.,/i diskorsɪ dɪ mɛdzːo sono terminatɪ./,C2,Social,"C2,Social",
disdain,disprezzo,/disprɛtsːo/,Disdain is the one thing.,Il disprezzo è l'unica cosa.,/il disprɛtsːo e lunika kɔza./,C2,Social,"C2,Social",
dismissal,licenziamento,/litʃentsjamento/,"Uyyojanika is the causative form, literally “make-go-away-ish”, i.e. “dismissal”.","Uyyojanika è la forma causativa, letteralmente ""fare-viaggiare"", cioè ""licenziare"".","/wjjojanika e la forma kaʊzativa, letːeralmente ""farevjadʒːare"", tʃoɛ ""litʃentsjare""./",C2,Social,"C2,Social",
documentation,documentazione,/dokʊmentatsione/,"Node:doc, Next:documentation, Previous:do protocol, Up:= D = doc /dok/ n. Common spoken and written shorthand for `documentation'.","Node:doc, Next:documentation, Previous:do protocol, Up:= D = doc /dok/ n. Stenografia comune parlata e scritta per ""documentazione"".","/nɔde:dok, nekst:dokʊmentatjon, prevjɔʊs:do protokol, (en)ʌp(it):ʊɡwale d̪iː ʊɡwale dok barɾa dok barɾa ɛnne. stenoɡrafia komune parlata e skritːa per ""dokʊmentatsione""./",C2,Social,"C2,Social",
donor,donatore,/donatore/,The Sangha has many donors and supporters.,Il Sangha ha molti donatori e sostenitori.,/il saŋɡa a moltɪ donatorɪ e sostenitorɪ./,C2,Social,"C2,Social",
dramatist,drammaturgo,/drammaturɡo/,Shakespeare is recognized to be the greatest dramatist.,Shakespeare è riconosciuto come il più grande drammaturgo.,/(en)ʃeɪkspiə(it) e rikonoʃuto kome il pjʊ ɡrande drammaturɡo./,C2,Social,"C2,Social",
duo,duo,/duo/,Tom and Mary are a musical duo.,Tom e Mary sono un duo musicale.,/tɔm e mɛːɾɪ sono ʊn duo mʊzikale./,C2,Social,"C2,Social",
eccentric,eccentrico,/etʃːɛntriko/,He is a very eccentric person.,È una persona molto eccentrica.,/e ʊna persona molto etʃːɛntrika./,C2,Social,"C2,Social",
echo,eco,/ɛko/,But the echoes must have disguised the voice.,Ma l'eco deve aver mascherato la voce.,/ma lɛko dɛve avɛr maskerato la votʃe./,C2,Social,"C2,Social",
eclectic,eclettico,/eklɛtːiko/,My English-speaking monastic community at Wat Pa Nanachat was somewhat more eclectic.,La mia comunità monastica di lingua inglese al Wat Pa Nanachat era un po' più eclettica.,/la mia komʊnita monastika dɪ liŋɡwa iŋɡleze al wat pa nanatʃat ɛra ʊn po pjʊ eklɛtːika./,C2,Social,"C2,Social",
elaboration,elaborazione,/elaboratsione/,MN 44 The Shorter Elaboration Cūḷavedallasutta So I have heard.,MN 44 L'elaborazione più breve Cūḷavedallasutta Così ho sentito dire.,/ɛmmeɛnne kʊaɾaːntakwatːro lelaboratsione pjʊ brɛve tʃi ʊːmakron letːeːraunoeːtresɛtːe a vu e d̪iː a ɛlle ɛlle a ɛsse u tɪ tɪ a kozi o sentito dire./,C2,Social,"C2,Social",
elevation,elevazione,/elevatsione/,"The elevation, drawn on the same sheet (see page 47 Fig.","L'alzato, disegnato sullo stesso foglio (vedi pag. 47 Fig.","/laltsato, dizeɲato sʊllo stesso fɔʎo (vedɪ paɡ. kʊaɾaːntasɛtːe fiɡ./",C2,Social,"C2,Social",
elitist,elitario,/elitario/,"The words ""elitist"" and ""elitism"" are often used by anti-intellectuals.","Le parole ""elitario"" ed ""elitarismo"" sono spesso usate dagli anti-intellettuali.","/le paɾɔle ""elitario"" ɛd ""elitarizmo"" sono spesso ʊzate daʎɪ antiintelletːʊalɪ./",C2,Social,"C2,Social",
endorsement,approvazione,/apːrovatsione/,"It is an acknowledgment of the king’s powers, not an endorsement of them.","Si tratta di un riconoscimento dei poteri del re, non di una loro approvazione.","/sɪ tratːa dɪ ʊn rikonoʃimento deɪ potɛrɪ del rɛ, non dɪ ʊna lɔro apːrovatsione./",C2,Social,"C2,Social",
engross,coinvolgere,/koinvoldʒere/,"But self, though it would intrude, could not engross her.","Ma l'io, anche se si intrometteva, non riusciva a coinvolgerla.","/ma lio, anke se sɪ intrometːɛva, non riʊʃiva a koinvoldʒerla./",C2,Social,"C2,Social",
estimation,stima,/stima/,This is the estimation in which you hold me!,Questa è la stima che avete di me!,/kwesta ɛ la stima ke avete dɪ me!/,C2,Social,"C2,Social",
ewe,pecora,/pɛkora/,Or is your gold and silver ewes and rams?,O il vostro oro e argento sono pecore e montoni?,/o il vɔstro ɔro e ardʒɛnto sono pɛkore e montonɪ?/,C2,Social,"C2,Social",
exhibitionist,esibizionista,/ezibitsjonista/,An exhibitionist would be the ideal partner for a voyeur.,Un esibizionista sarebbe il partner ideale per un voyeur.,/ʊn ezibitsjonista sarɛbːe il partner ideale per ʊn vojeur./,C2,Social,"C2,Social",
exodus,esodo,/ɛzodo/,There was a mass exodus of Malian Tuaregs to Algeria.,C'è stato un esodo di massa di Tuareg maliani verso l'Algeria.,/tʃe stato ʊn ɛzodo dɪ massa dɪ tʊareɡ malianɪ vɛrso laldʒeria./,C2,Social,"C2,Social",
extremist,estremista,/estremista/,"It’s when a bad mendicant has wrong view, he’s attached to an extremist view.","È quando un cattivo mendicante ha una visione sbagliata, è attaccato a una visione estremista.","/e kwando ʊn katːivo mendikante a ʊna vizione zbaʎata, e atːakːato a ʊna vizione estremista./",C2,Social,"C2,Social",
fanatic,fanatico,/fanatiko/,"A deep, settled, fanatic delirium was in his eyes.","Nei suoi occhi si leggeva un delirio profondo, sedimentato, fanatico.","/nei sʊɔi ɔkːɪ sɪ ledʒːɛva ʊn delirio profondo, sedimentato, fanatiko./",C2,Social,"C2,Social",
farce,farsa,/farsa/,Sami's marriage has been a farce.,Il matrimonio di Sami è stato una farsa.,/il matrimɔnio dɪ samɪ e stato ʊna farsa./,C2,Social,"C2,Social",
feminist,femminista,/femminista/,"In modern times, it has become a key text in developing feminist perspectives on early Buddhism as history, and on modern Buddhism as potential.","In tempi moderni, è diventato un testo chiave per lo sviluppo di prospettive femministe sul buddismo delle origini come storia e sul buddismo moderno come potenziale.","/in tɛmpɪ modɛrnɪ, e diventato ʊn tɛsto kjave per lo zvilupːo dɪ prospetːive femministe sʊl bʊdːizmo delle oridʒinɪ kome stɔria e sʊl bʊdːizmo modɛrno kome potentsjale./",C2,Social,"C2,Social",
fiddler,violinista,/vjolinista/,"Why, the degenerate fellow might as well have been a fiddler!",Quel degenerato avrebbe potuto essere anche un violinista!,/kwel dedʒenerato avrɛbːe potuto ɛssere anke ʊn vjolinista!/,C2,Social,"C2,Social",
