English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
burgeoning,nascente,/naʃɛnte/,"They are taught for the amplification, burgeoning, and transformation of psychic power.","Vengono insegnati per amplificare, far crescere e trasformare il potere psichico.","/veŋɡono inseɲatɪ per amplifikare, far kreʃere e trasformare il potere psikiko./",C2,Time & Quantity,"C2,Time & Quantity",
economize,risparmiare,/risparmjare/,"You see I am obliged to economize, in case your prosperity should cease.","Vedete, sono costretto a fare economia, nel caso in cui la vostra prosperità dovesse cessare.","/vedete, sono kostretːo a fare ekonomia, nel kazo in kuj la vɔstra prosperita dovɛsse tʃessare./",C2,Time & Quantity,"C2,Time & Quantity",
ephemera,ephemera,/efemɛra/,"Marissa is interested in continuing to explore additional Latinx collectives whose work involves community building, social art history, and the creation of ephemera.","Marissa è interessata a continuare a esplorare altri collettivi Latinx il cui lavoro coinvolge la costruzione di comunità, la storia dell'arte sociale e la creazione di ephemera.","/marissa e interessata a kontinʊare a esplorare altrɪ kolletːivɪ latinks il kuj lavɔro koinvoldʒe la kostrʊtsione dɪ komʊnita, la stɔria dellarte sotʃale e la kreatsione dɪ efemɛra./",C2,Time & Quantity,"C2,Time & Quantity",
hitch,gancio,/ɡantʃo/,The chief hitch was upon the fourth demand.,L'intoppo principale riguardava la quarta richiesta.,/lintɔpːo printʃipale riɡwardava la kwarta rikjɛsta./,C2,Time & Quantity,"C2,Time & Quantity",
mesh,maglia,/maʎa/,Take care that it chokes nobody in the meshes.,Fate attenzione che non soffochi nessuno nelle maglie.,/fate atːentsione ke non sɔffokɪ nessʊno nelle maʎe./,C2,Time & Quantity,"C2,Time & Quantity",
myriad,miriade,/miriade/,The fire from these myriads of diamonds was blinding.,Il fuoco di queste miriadi di diamanti era accecante.,/il fʊɔko dɪ kweste miriadɪ dɪ djamantɪ ɛra atʃːekante./,C2,Time & Quantity,"C2,Time & Quantity",
ore,minerale,/minerale/,Where do you find tungsten ore?,Dove si trova il minerale di tungsteno?,/dove sɪ trɔva il minerale dɪ tʊŋɡstɛno?/,C2,Time & Quantity,"C2,Time & Quantity",
proliferation,proliferazione,/proliferatsione/,"Proliferation is a disease, a boil, a dart.","La proliferazione è una malattia, un bubbone, un dardo.","/la proliferatsione e ʊna malatːia, ʊn bʊbːone, ʊn dardo./",C2,Time & Quantity,"C2,Time & Quantity",
smattering,infarinatura,/infarinatura/,I have a smattering of English.,Ho un'infarinatura di inglese.,/o ʊninfarinatura dɪ iŋɡleze./,C2,Time & Quantity,"C2,Time & Quantity",
subsist,sussistere,/sʊssistere/,"He represented, however, that the misfortune was unavoidable, since without doing so, they could by no means subsist.","Tuttavia, egli rappresentò che la disgrazia era inevitabile, poiché senza di essa non avrebbero potuto in alcun modo sussistere.","/tʊtːavia, eʎɪ rapːrezentɔ ke la dizɡratsia ɛra inevitabile, poike sɛntsa dɪ essa non avrebːero potuto in alkʊn mɔdo sʊssistere./",C2,Time & Quantity,"C2,Time & Quantity",
wane,calare,/kalare/,Passions wax and wane: why would a sage waste away on that account?,Le passioni vanno e vengono: perché un saggio dovrebbe sprecarsi per questo motivo?,/le passjonɪ vanno e veŋɡono: perke ʊn sadʒːo dovrɛbːe sprekarsɪ per kwesto motivo?/,C2,Time & Quantity,"C2,Time & Quantity",
