English_Translation,Italian_Term,Italian_IPA,English_Sentence,Italian_Sentence,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
additional,aggiuntivo,/adʒːʊntivo/,The additional permutation series is finished.,La serie di permutazioni aggiuntive è terminata.,/la sɛrie dɪ permʊtatsionɪ adʒːʊntive e terminata./,A2,Grammar,"A2,Grammar",
adjective,aggettivo,/adʒːetːivo/,"You have to put an adjective after ""不够.","Bisogna mettere un aggettivo dopo ""不够"".","/bizoɲɲa metːere ʊn adʒːetːivo dopo ""tʃɪnezeletːeːra tʃɪnezeletːeːra""./",A2,Social,"A2,Social",
adjust,regolare,/reɡolare/,"Occasionally, it will adjust details in a more Buddhist light.","Occasionalmente, regolerà i dettagli in una luce più buddista.","/okːazionalmente, reɡoleɾa i detːaʎɪ in ʊna lutʃe pjʊ bʊdːista./",A2,Social,"A2,Social",
admire,ammirare,/ammirare/,I can admire her without envy.,Posso ammirarla senza invidia.,/pɔsso ammirarla sɛntsa invidia./,A2,Emotions,"A2,Emotions",
admit,ammettere,/ammetːere/,Admit those were the very words.,Ammettete che sono state proprio queste le parole.,/ammetːete ke sono state prɔprio kweste le paɾɔle./,A2,Professional,"A2,Professional",
advanced,avanzato,/avantsato/,"He advanced on the platform, not seeming to see me.","Avanzò sulla pedana, senza accorgersi di me.","/avantsɔ sʊlla pedana, sɛntsa akːɔrdʒersɪ dɪ me./",A2,Grammar,"A2,Grammar",
advantage,vantaggio,/vantadʒːo/,They have at least that advantage.,Hanno almeno questo vantaggio.,/anno almeno kwesto vantadʒːo./,A2,Time & Quantity,"A2,Time & Quantity",
adventure,avventura,/avventura/,It is a wild adventure we are on.,È un'avventura selvaggia quella che stiamo vivendo.,/e ʊnavventura selvadʒːa kwella ke stjamo vivɛndo./,A2,Professional,"A2,Professional",
advertise,pubblicizzare,/pʊbːlitʃidzːare/,"One store advertises, 'No boilers are being used; lifts running electrically.","Un negozio pubblicizza: ""Non vengono utilizzate caldaie; gli ascensori funzionano elettricamente"".","/ʊn neɡɔtsio pʊbːlitʃidzːa: ""non veŋɡono ʊtilidzːate kaldaje; ʎɪ aʃensorɪ fʊntsjɔnano eletːrikamente""./",A2,Social,"A2,Social",
advertisement,pubblicità,/pʊbːlitʃita/,"I shall put him in the advertisement, this time.",Questa volta lo inserirò nell'annuncio.,/kwesta vɔlta lo inseriɾɔ nellannuntʃo./,A2,Social,"A2,Social",
advertising,pubblicità,/pʊbːlitʃita/,There is an advertising balloon flying above the department store.,Sopra il grande magazzino vola un pallone pubblicitario.,/sopra il ɡrande maɡadzːino vola ʊn pallone pʊbːlitʃitario./,A2,Social,"A2,Social",
advise,consigliare,/konsiʎare/,He advises that this be done.,Egli consiglia di farlo.,/eʎɪ konsiʎa dɪ farlo./,A2,Social,"A2,Social",
affair,relazione,/relatsione/,Would you manage our affairs?,Vorrebbe gestire i nostri affari?,/vorɾɛbːe dʒestire i nɔstrɪ affarɪ?/,A2,Grammar,"A2,Grammar",
affect,affliggere,/afflidʒːere/,It does not affect the meaning.,Non influisce sul significato.,/non inflʊiʃe sʊl siɲifikato./,A2,Health,"A2,Health",
against,contro,/kontro/,It is against my heart.,È contro il mio cuore.,/e kontro il mio kʊɔre./,A2,,A2,
aged,invecchiato,/invekːjato/,How is’t with aged Gaunt?,Come va con l'anziano Gaunt?,/kome va kon lantsjano ɡaʊnt?/,A2,Grammar,"A2,Grammar",
agency,agenzia,/adʒentsia/,No agency on the part of the bhikkhunī is mentioned.,Non viene menzionato alcun intervento da parte del bhikkhunī.,/non vjɛne mentsjonato alkʊn intervɛnto da parte del bikːunɪ./,A2,Professional,"A2,Professional",
agent,agente,/adʒɛnte/,He is not an insurance agent.,Non è un agente assicurativo.,/non e ʊn adʒɛnte assikʊrativo./,A2,Social,"A2,Social",
ah,ah,/a/,"Ah, I can trust you!","Ah, posso fidarmi di te!","/a, pɔsso fidarmɪ dɪ te!/",A2,,A2,
ahead,avanti,/avantɪ/,How much are they ahead?,Quanto sono avanti?,/kwanto sono avantɪ?/,A2,Grammar,"A2,Grammar",
airline,linea aerea,/linea aɛːrea/,No-frills airlines have a bad reputation.,Le compagnie aeree senza fronzoli hanno una cattiva reputazione.,/le kompaɲie aɛree sɛntsa frontsolɪ anno ʊna katːiva repʊtatsione./,A2,Shopping,"A2,Shopping",
aisle,corridoio,/korɾidojo/,The procession up the aisle was beautiful.,La processione lungo la navata è stata bellissima.,/la protʃessjone luŋɡo la navata e stata bellissima./,A2,Shopping,"A2,Shopping",
alarm,allarme,/allarme/,Paris was in the greatest alarm.,Parigi era in grande allarme.,/paridʒɪ ɛra in ɡrande allarme./,A2,Social,"A2,Social",
alarm,allarme,/allarme/,Paris was in the greatest alarm.,Parigi era in grande allarme.,/paridʒɪ ɛra in ɡrande allarme./,A2,Social,"A2,Social",
alive,vivo,/vivo/,But he is still alive.,Ma è ancora vivo.,/ma e ankora vivo./,A2,Grammar,"A2,Grammar",
allow,consentire,/konsentire/,I do not allow it.,Non lo permetto.,/non lo permetːo./,A2,Professional,"A2,Professional",
alright,bene,/bɛne/,"Alright, ” he said, and he gave her some medicine.","Va bene"", disse, e le diede una medicina.","/va bɛne"", disse, e le djede ʊna meditʃina./",A2,Grammar,"A2,Grammar",
alternative,alternativo,/alternativo/,"He knows the alternative, ” said Mr.","Conosce l'alternativa"", ha detto Mr.","/konoʃe lalternativa"", a detːo ɛmmeɛrɾe./",A2,Grammar,"A2,Grammar",
although,anche se,/anke se/,Although I had sent Mr.,Sebbene avessi inviato al Sig.,/sebːɛne avessɪ inviato al siɡ./,A2,,A2,
ambition,ambizione,/ambitsione/,Brahmins have wealth as their ambition.,I bramini hanno come ambizione la ricchezza.,/i braminɪ anno kome ambitsione la rikːetsːa./,A2,Emotions,"A2,Emotions",
among,tra,/tra/,It was among the varieties.,Era tra le varietà.,/ɛra tra le varieta./,A2,,A2,
amount,importo,/impɔrto/,What is the gross amount?,Qual è l'importo lordo?,/kwal e limpɔrto lordo?/,A2,Grammar,"A2,Grammar",
amused,divertito,/divertito/,Cecil wondered why Lucy had been amused.,Cecil si chiese perché Lucy si fosse divertita.,/tʃetʃil sɪ kjɛze perke lusɪ sɪ fosse divertita./,A2,Grammar,"A2,Grammar",
amusement,divertimento,/divertimento/,What are the public amusements?,Quali sono i divertimenti pubblici?,/kwalɪ sono i divertimentɪ pubːlitʃɪ?/,A2,Emotions,"A2,Emotions",
ancestor,antenato,/antenato/,This gives a total of 14 ancestors.,Il totale è di 14 antenati.,/il totale e dɪ kwatːorditʃɪ antenatɪ./,A2,Social,"A2,Social",
ancient,antico,/antiko/,"How are you, my ancient?","Come stai, mio antico?","/kome staj, mio antiko?/",A2,Social,"A2,Social",
angel,angelo,/andʒelo/,"Wasn't an angel, was it?","Non era un angelo, vero?","/non ɛra ʊn andʒelo, vero?/",A2,Social,"A2,Social",
angrily,con rabbia,/kon rabːia/,"The crown, ” I said angrily.","La corona"", dissi con rabbia.","/la korona"", dissɪ kon rabːia./",A2,Grammar,"A2,Grammar",
ankle,caviglia,/kaviʎa/,"He was taken on board, and instantly manacled at the wrists and ankles.",Fu preso a bordo e subito ammanettato ai polsi e alle caviglie.,/fʊ prezo a bɔrdo e subito ammanetːato aj polsɪ e alle kaviʎe./,A2,Health,"A2,Health",
anniversary,anniversario,/anniversario/,"Is it a birthday, anniversary, or anything?","È un compleanno, un anniversario o altro?","/e ʊn kompleanno, ʊn anniversario o altro?/",A2,Time & Quantity,"A2,Time & Quantity",
annoy,fastidioso,/fastidjozo/,"Not to annoy the other monks, he was sitting at a distance.","Per non infastidire gli altri monaci, era seduto a distanza.","/per non infastidire ʎɪ altrɪ mɔnatʃɪ, ɛra seduto a distantsa./",A2,Emotions,"A2,Emotions",
annoying,fastidioso,/fastidjozo/,"Tom and Mary are both very annoying, aren't they?","Tom e Mary sono entrambi molto fastidiosi, vero?","/tɔm e mɛːɾɪ sono entrambɪ molto fastidjɔzɪ, vero?/",A2,Grammar,"A2,Grammar",
anxious,ansioso,/ansjozo/,"Being content, they’re not anxious.","Essendo soddisfatti, non sono ansiosi.","/essɛndo sodːisfatːɪ, non sono ansjɔzɪ./",A2,Grammar,"A2,Grammar",
any,qualsiasi,/kwalsiazɪ/,Has she a father--mother--any brothers--sisters?,"Ha un padre, una madre, fratelli e sorelle?","/a ʊn padre, ʊna madre, fratɛllɪ e sorɛlle?/",A2,Grammar,"A2,Grammar",
anymore,più,/pju/,Venerable Ajjuka is not a monastic anymore.,Il venerabile Ajjuka non è più un monaco.,/il venerabile adʒdʒuka non e pjʊ ʊn mɔnako./,A2,Grammar,"A2,Grammar",
anyway,comunque,/komunkwe/,"But anyway, you should go.","Ma in ogni caso, dovresti andare.","/ma in oɲɲɪ kazo, dovrestɪ andare./",A2,Grammar,"A2,Grammar",
anywhere,ovunque,/ovunkwe/,A girl can get on anywhere.,Una ragazza può salire ovunque.,/ʊna raɡatsːa pʊɔ salire ovunkwe./,A2,Grammar,"A2,Grammar",
apart,a parte,/a parte/,The Sangha abolishes this may-stay-apart-from-the-three-robes area.,Il Sangha abolisce quest'area di permesso di non allontanarsi dalle tre vesti.,/il saŋɡa aboliʃe kwestarea dɪ permesso dɪ non allontanarsɪ dalle tre vɛstɪ./,A2,Grammar,"A2,Grammar",
apologize,chiedere scusa,/kjɛdere skuza/,I must apologize for my interference.,Devo scusarmi per la mia interferenza.,/dɛvo skʊzarmɪ per la mia interferɛntsa./,A2,Social,"A2,Social",
app,app,/apː/,Did you download this app?,Avete scaricato questa applicazione?,/avete skarikato kwesta apːlikatsione?/,A2,,A2,
apparently,apparentemente,/apːarentemente/,Madya is apparently a catchall.,Madya è apparentemente un nome di richiamo.,/madja e apːarentemente ʊn nome dɪ rikjamo./,A2,Grammar,"A2,Grammar",
appear,apparire,/apːarire/,How miraculous did this appear!,Come è apparso miracoloso!,/kome e apːarso mirakolozo!/,A2,Food,"A2,Food",
appearance,aspetto,/aspɛtːo/,His appearance; is it known?,Il suo aspetto è noto?,/il sʊo aspɛtːo e nɔto?/,A2,Grammar,"A2,Grammar",
apply,applicare,/apːlikare/,Why can’t this apply to Sarakāni?,Perché questo non può valere per Sarakāni?,/perke kwesto non pʊɔ valere per saɾakanɪ?/,A2,Food,"A2,Food",
appointment,appuntamento,/apːʊntamento/,And will he get this appointment?,E otterrà questa nomina?,/e otːerɾa kwesta nɔmina?/,A2,Social,"A2,Social",
appreciate,apprezzare,/apːretsːare/,"I can appreciate drollery--ha, ha, ha!","Posso apprezzare l'umorismo... ah, ah, ah!","/pɔsso apːretsːare lʊmorizmo... a, a, a!/",A2,Emotions,"A2,Emotions",
appropriate,appropriato,/apːropriato/,What is appropriate depends on context.,Ciò che è appropriato dipende dal contesto.,/tʃɔ ke e apːropriato dipɛnde dal kontɛsto./,A2,Grammar,"A2,Grammar",
architect,architetto,/arkitetːo/,The merit of Anthemius as an architect is loudly praised by Procopius (de Edif.,I meriti di Anthemius come architetto sono fortemente elogiati da Procopio (de Edif.,/i mɛritɪ dɪ antemjʊs kome arkitetːo sono fortemente elodʒatɪ da prokopio (de edif./,A2,Social,"A2,Social",
architecture,architettura,/arkitetːura/,With such triumphs of aerial architecture did Mrs.,"Con questi trionfi dell'architettura aerea, Mrs.","/kon kwestɪ trionfɪ dellarkitetːura aɛːrea, ɛmmeɛrɾeɛsse./",A2,Grammar,"A2,Grammar",
argue,argomentare,/arɡomentare/,And how does one argue with people?,E come si fa a discutere con le persone?,/e kome sɪ fa a diskutere kon le persone?/,A2,Social,"A2,Social",
argument,argomento,/arɡomento/,Have you heard the argument?,Avete sentito l'argomento?,/avete sentito larɡomento?/,A2,Social,"A2,Social",
armchair,poltrona,/poltrona/,An armchair is in the bedroom.,Una poltrona si trova nella camera da letto.,/ʊna poltrona sɪ trɔva nella kamera da lɛtːo./,A2,Shopping,"A2,Shopping",
armed,armato,/armato/,"This they did, and armed themselves.",Lo fecero e si armarono.,/lo fɛtʃero e sɪ armarono./,A2,Grammar,"A2,Grammar",
army,esercito,/ezɛrtʃito/,The French army had entered Toledo.,L'esercito francese era entrato a Toledo.,/lezɛrtʃito frantʃeze ɛra entrato a toledo./,A2,Professional,"A2,Professional",
arrange,organizzare,/orɡanidzːare/,"We shall easily arrange that matter, I hope.",Spero che riusciremo a risolvere facilmente la questione.,/spero ke riʊʃirɛmo a rizolvere fatʃilmente la kwestjone./,A2,Food,"A2,Food",
arrangement,disposizione,/dispozitsione/,"It’s only a temporary arrangement, you know.","È solo una sistemazione temporanea, sapete.","/e solo ʊna sistematsione temporanea, sapete./",A2,Social,"A2,Social",
artificial,artificiale,/artifitʃale/,The cylinder was artificial—hollow—with an end that screwed out!,"Il cilindro era artificiale, cavo, con un'estremità che si avvitava!","/il tʃilindro ɛra artifitʃale, kavo, kon ʊnestremita ke sɪ avvitava!/",A2,Grammar,"A2,Grammar",
asleep,addormentato,/adːormentato/,He must have been asleep.,Doveva essere addormentato.,/dovɛva ɛssere adːormentato./,A2,Grammar,"A2,Grammar",
assistant,assistente,/assistɛnte/,"You have advertised for an able assistant, sir?","Ha fatto un annuncio per un assistente capace, signore?","/a fatːo ʊn annuntʃo per ʊn assistɛnte kapatʃe, siɲore?/",A2,Social,"A2,Social",
association,associazione,/assotʃatsione/,The associations with me would be disagreeable.,Le associazioni con me sarebbero sgradevoli.,/le assotʃatsionɪ kon me sarebːero zɡradevolɪ./,A2,Social,"A2,Social",
astronaut,astronauta,/astronaʊta/,It takes many years of training to become an astronaut.,Ci vogliono molti anni di addestramento per diventare astronauti.,/tʃɪ voʎono moltɪ annɪ dɪ adːestramento per diventare astronaʊtɪ./,A2,Social,"A2,Social",
athlete,atleta,/atlɛta/,The craving for sugar by growing children and athletes is natural.,Il desiderio di zuccheri da parte dei bambini in crescita e degli atleti è naturale.,/il dezidɛrio dɪ dzukːeɾɪ da parte deɪ bambinɪ in kreʃita e deʎɪ atlɛtɪ e natʊrale./,A2,Social,"A2,Social",
atom,atomo,/atomo/,What was not stolen was smashed into atoms.,Ciò che non è stato rubato è stato frantumato in atomi.,/tʃɔ ke non e stato rʊbato e stato frantʊmato in atomɪ./,A2,,A2,
attack,attacco,/atːakːo/,But he did not attack.,Ma non ha attaccato.,/ma non a atːakːato./,A2,Social,"A2,Social",
attempt,tentativo,/tentativo/,This she might not attempt.,Non è detto che non ci provi.,/non e detːo ke non tʃɪ prɔvɪ./,A2,Food,"A2,Food",
attend,partecipare,/partetʃipare/,I must attend on Caesar.,Devo andare da Cesare.,/dɛvo andare da tʃezare./,A2,Professional,"A2,Professional",
attention,attenzione,/atːentsione/,"We are all attention, Aged One.","Siamo tutti attenti, Aged One.","/sjamo tutːɪ atːɛntɪ, adʒed wan./",A2,Grammar,"A2,Grammar",
attitude,atteggiamento,/atːedʒːamento/,Further I would describe attitudes and movements.,Inoltre descriverei atteggiamenti e movimenti.,/inoltre deskriverɛi atːedʒːamentɪ e movimentɪ./,A2,Social,"A2,Social",
attractive,attraente,/atːraɛnte/,"She is attractive, good-looking, lovely, of surpassing beauty.","È attraente, di bell'aspetto, bella, di una bellezza straordinaria.","/e atːraɛnte, dɪ bellaspetːo, bɛlla, dɪ ʊna belletsːa straordinaria./",A2,Grammar,"A2,Grammar",
audience,pubblico,/pubːliko/,Why would this not be the original audience?,Perché non dovrebbe essere il pubblico originale?,/perke non dovrɛbːe ɛssere il pubːliko oridʒinale?/,A2,Social,"A2,Social",
audio,audio,/aʊdio/,This was the best audio I've ever heard!,Questo è stato il miglior audio che abbia mai sentito!,/kwesto ɛ stato il miʎor aʊdio ke abːia maj sentito!/,A2,Social,"A2,Social",
author,autore,/aʊtore/,The actual author was Beza.,L'autore effettivo è Beza.,/laʊtore effetːivo e bɛtsa./,A2,Social,"A2,Social",
automatic,automatico,/aʊtomatiko/,I thought the unscrewing might be automatic.,Ho pensato che lo svitamento potesse essere automatico.,/o pensato ke lo zvitamento potesse ɛssere aʊtomatiko./,A2,Grammar,"A2,Grammar",
automatically,automaticamente,/aʊtomatikamente/,The speed of the wheel may be automatically regulated by a deflecting nozzle (Fig.,La velocità della ruota può essere regolata automaticamente da un ugello deflettore (Fig.,/la velotʃita della rʊɔta pʊɔ ɛssere reɡolata aʊtomatikamente da ʊn ʊdʒɛllo defletːore (fiɡ./,A2,Grammar,"A2,Grammar",
available,disponibile,/disponibile/,The Abhidhānappadīpikāṭīkā is available online at tipitaka.org.,L'Abhidhānappadīpikāṭīkā è disponibile online su tipitaka.org.,/ɛlle a bi akːa i d̪iː akːa aːmakron ɛnne a pi pi a d̪iː iːmakron pi i kapːa aːmakron letːeːraunoeːsɛjd̪iː iːmakron kapːa aːmakron e disponibile on laɪn sʊ tipitaka.ɔrɡ./,A2,Grammar,"A2,Grammar",
average,media,/mɛdia/,The average congregation must have been small.,La congregazione media doveva essere piccola.,/la koŋɡreɡatsione mɛdia dovɛva ɛssere pikːola./,A2,Social,"A2,Social",
avoid,evitare,/evitare/,She must avoid censuring Cecil.,Deve evitare di censurare Cecil.,/dɛve evitare dɪ tʃensʊrare tʃetʃil./,A2,Food,"A2,Food",
award,premio,/prɛmio/,What did Tom get the award for?,Per cosa è stato premiato Tom?,/per kɔza e stato premjato tɔm?/,A2,Social,"A2,Social",
awful,terribile,/terɾibile/,It would be so awful!,Sarebbe così terribile!,/sarɛbːe kozi terɾibile!/,A2,Grammar,"A2,Grammar",
background,sfondo,/sfondo/,The Arthapada gives a different background.,L'Arthapada fornisce un contesto diverso.,/lartapada forniʃe ʊn kontɛsto divɛrso./,A2,Grammar,"A2,Grammar",
badly,male,/male/,You have been badly hurt.,Siete stati gravemente feriti.,/sjete statɪ ɡravemente feritɪ./,A2,Grammar,"A2,Grammar",
badminton,badminton,/badminton/,Mary said she saw Tom playing badminton with John.,Mary dice di aver visto Tom giocare a badminton con John.,/mɛːɾɪ ditʃe dɪ avɛr visto tɔm dʒokare a badminton kon dʒɔn./,A2,Activities,"A2,Activities",
bake,infornare,/infornare/,"Grandmother, Grandmother,"" said he, ""your wood is most gone; take this of mine and bake more cakes.","Nonna, nonna"", disse, ""la tua legna è quasi finita; prendi questa mia e fai altre torte.","/nɔnna, nɔnna"", disse, ""la tʊa leɲɲa e kwazɪ finita; prɛndɪ kwesta mia e faːi altre tɔrte./",A2,Food,"A2,Food",
balcony,balcone,/balkone/,Ziri was standing on the balcony.,Ziri era in piedi sul balcone.,/dzirɪ ɛra in pjedɪ sʊl balkone./,A2,Shopping,"A2,Shopping",
balloon,palloncino,/pallontʃino/,How the Balloon Was Launched Chapter XVIII.,Come fu lanciata la mongolfiera Capitolo XVIII.,/kome fʊ lantʃata la moŋɡolfiɛra kapitolo ditʃotːɛzimo./,A2,Shopping,"A2,Shopping",
banking,bancario,/bankario/,"Her father had not been seen, since he quitted the banking-house towards four o’clock.",Suo padre non era stato visto da quando aveva lasciato la banca verso le quattro.,/sʊo padre non ɛra stato visto da kwando aveva laʃato la banka vɛrso le kwatːro./,A2,Travel,"A2,Travel",
barbecue,barbecue,/(fr)baʁbəky(it)/,I wanted to buy that barbecue.,Volevo comprare quel barbecue.,/volɛvo komprare kwel (fr)baʁbəky(it)./,A2,Food,"A2,Food",
barber,barbiere,/barbiɛre/,"Are you competent to a good shave, barber?","È competente per una buona rasatura, barbiere?","/e kompetɛnte per ʊna bʊɔna razatura, barbiɛre?/",A2,Social,"A2,Social",
bargain,contrattazione,/kontratːatsione/,You may drive an easy bargain.,Potreste fare un affare facile.,/potrɛste fare ʊn affare fatʃile./,A2,Social,"A2,Social",
base,base,/baze/,What are the three bases?,Quali sono le tre basi?,/kwalɪ sono le tre bazɪ?/,A2,Social,"A2,Social",
based,basato,/bazato/,On what is it based?,Su cosa si basa?,/sʊ kɔza sɪ baza?/,A2,Food,"A2,Food",
basic,di base,/dɪ baze/,The basic series is finished.,La serie di base è terminata.,/la sɛrie dɪ baze e terminata./,A2,Social,"A2,Social",
basically,fondamentalmente,/fondamentalmente/,I suddenly realized that I basically knew nothing about him.,All'improvviso mi resi conto che in fondo non sapevo nulla di lui.,/allimprovvizo mɪ rezɪ konto ke in fondo non sapevo nulla dɪ lui./,A2,Grammar,"A2,Grammar",
basket,cestino,/tʃestino/,"Look, here is a basket.","Guarda, qui c'è un cestino.","/ɡwarda, kwi tʃe ʊn tʃestino./",A2,Time & Quantity,"A2,Time & Quantity",
batch,lotto,/lɔtːo/,Go and see him when he has a good batch.,Andate a trovarlo quando ha una buona partita.,/andate a trovarlo kwando a ʊna bʊɔna partita./,A2,Time & Quantity,"A2,Time & Quantity",
battery,batteria,/batːeria/,The free end of each goes to a battery terminal.,L'estremità libera di ciascuno di essi va a un terminale della batteria.,/lestremita libera dɪ tʃaskuno dɪ ɛssɪ va a ʊn terminale della batːeria./,A2,Shopping,"A2,Shopping",
bay,baia,/baia/,You see that enclosed bay?,Vedete quella baia chiusa?,/vedete kwella baia kjuza?/,A2,Grammar,"A2,Grammar",
bear,orso,/orso/,I must bear my witness!,Devo portare la mia testimonianza!,/dɛvo portare la mia testimonjantsa!/,A2,Social,"A2,Social",
beat,battere,/batːere/,I will beat thee into handsomeness.,Ti farò diventare bello.,/tɪ faɾɔ diventare bɛllo./,A2,Social,"A2,Social",
beauty,bellezza,/belletsːa/,It was your Ladyship’s beauty.,Era la bellezza di Vostra Signoria.,/ɛra la belletsːa dɪ vɔstra siɲoria./,A2,Social,"A2,Social",
been,stato,/stato/,"I have been thinking, Mr.","Stavo pensando, signor","/stavo pensando, siɲor/",A2,Professional,"A2,Professional",
beg,inizio,/initsio/,Beg when that is spent?,Chiedere quando viene speso?,/kjɛdere kwando vjɛne spezo?/,A2,Social,"A2,Social",
beginner,principiante,/printʃipiante/,Where are the vile beginners of this fray?,Dove sono i vili principianti di questa mischia?,/dove sono i vilɪ printʃipjantɪ dɪ kwesta miskia?/,A2,Social,"A2,Social",
behave,comportarsi,/komportarsɪ/,How shall I behave here?,Come mi devo comportare qui?,/kome mɪ dɛvo komportare kwi?/,A2,Professional,"A2,Professional",
behavior,comportamento,/komportamento/,My behavior should be different.,Il mio comportamento dovrebbe essere diverso.,/il mio komportamento dovrɛbːe ɛssere divɛrso./,A2,Health,"A2,Health",
behaviour,comportamento,/komportamento/,I never could judge behaviour.,Non sono mai riuscito a giudicare il comportamento.,/non sono maj riʊʃito a dʒʊdikare il komportamento./,A2,Health,"A2,Health",
being,essere,/ɛssere/,May these beings be killed!,Che questi esseri siano uccisi!,/ke kwestɪ ɛsserɪ siːano ʊtʃːizɪ!/,A2,Professional,"A2,Professional",
belly,pancia,/pantʃa/,"Be it concluded, No barricado for a belly.","Sia concluso, nessun barricado per una pancia.","/sia konkluzo, nessʊn barɾikado per ʊna pantʃa./",A2,Professional,"A2,Professional",
belong,appartenere,/apːartenɛre/,To whom could it belong?,A chi potrebbe appartenere?,/a kɪ potrɛbːe apːartenɛre?/,A2,Travel,"A2,Travel",
belt,cintura,/tʃintura/,He should give him a belt.,Dovrebbe dargli una cintura.,/dovrɛbːe darʎɪ ʊna tʃintura./,A2,Food,"A2,Food",
bench,panchina,/pankina/,I allow benches made of straw.,Sono ammesse panchine di paglia.,/sono ammesse pankine dɪ paʎa./,A2,Shopping,"A2,Shopping",
bend,curva,/kurva/,Why do you bend such solemn brows on me?,Perché mi guardate con tanta solennità?,/perke mɪ ɡwardate kon tanta solennita?/,A2,Shopping,"A2,Shopping",
benefit,beneficio,/benefitʃo/,This is the first benefit.,Questo è il primo beneficio.,/kwesto ɛ il primo benefitʃo./,A2,Social,"A2,Social",
besides,oltre a,/oltre aː/,Besides--excuse me--I don't know that.,E poi - scusatemi - non lo so.,/e pɔi skʊzatemɪ non lo sɔ./,A2,Grammar,"A2,Grammar",
beyond,oltre,/oltre/,We can’t go beyond bakers.,Non possiamo andare oltre i panettieri.,/non possjamo andare oltre i panetːiɛrɪ./,A2,Grammar,"A2,Grammar",
