English_Translation,Italian_Term,Italian_IPA,English_Sentence,Italian_Sentence,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
castle,castello,/kastɛllo/,"What, will not this castle yield?","Che c'è, questo castello non cede?","/ke tʃɛː, kwesto kastɛllo non tʃede?/",A2,Shopping,"A2,Shopping",
cheque,assegno,/asseɲɲo/,"Shall I draw a cheque, or will you?",Faccio io un assegno o lo fai tu?,/fatʃːo io ʊn asseɲɲo o lo faːi tu?/,A2,Shopping,"A2,Shopping",
chest,petto,/pɛtːo/,On the cart was a great square chest.,Sul carrello c'era una grande cassa quadrata.,/sʊl karɾɛllo tʃɛra ʊna ɡrande kassa kwadrata./,A2,Shopping,"A2,Shopping",
cigarette,sigaretta,/siɡaretːa/,Have a cigarette or a cigar.,Fumate una sigaretta o un sigaro.,/fʊmate ʊna siɡaretːa o ʊn siɡaro./,A2,Shopping,"A2,Shopping",
clothing,abbigliamento,/abːiʎamento/,"Her cargo was coal, furniture, pottery, woolen clothing, and a load of corn.","Il suo carico era costituito da carbone, mobili, ceramiche, indumenti di lana e un carico di mais.","/il sʊo kariko ɛra kostitʊito da karbone, mɔbilɪ, tʃeramike, indʊmentɪ dɪ lana e ʊn kariko dɪ majs./",A2,Shopping,"A2,Shopping",
comb,pettine,/pɛtːine/,Shall I have a cox-comb of frieze?,Prendo un pettine di fregio?,/prɛndo ʊn pɛtːine dɪ fredʒo?/,A2,Shopping,"A2,Shopping",
community,comunità,/komʊnita/,You should lead this community.,Dovreste essere voi a guidare questa comunità.,/dovreste ɛssere voi a ɡwidare kwesta komʊnita./,A2,Shopping,"A2,Shopping",
container,contenitore,/kontenitore/,There was no container for the wiping sticks.,Non c'era un contenitore per i bastoncini pulenti.,/non tʃɛra ʊn kontenitore per i bastontʃinɪ pʊlɛntɪ./,A2,Shopping,"A2,Shopping",
convenience,convenienza,/konvenjɛntsa/,"Now, Puṇṇa, go at your convenience.","Ora, Puṇṇa, vai a tuo piacimento.","/ora, pi u letːeːraunoeːkwatːrosɛtːe letːeːraunoeːkwatːrosɛtːe a, vaj a tʊo pjatʃimento./",A2,Shopping,"A2,Shopping",
cooker,fornello,/fornɛllo/,Pressure cookers are a true convenience.,Le pentole a pressione sono una vera comodità.,/le pentole a pressjone sono ʊna vera komodita./,A2,Shopping,"A2,Shopping",
cupboard,armadio,/armadio/,"Out of a cupboard, ” said I.","Da un armadio"", dissi.","/da ʊn armadio"", dissɪ./",A2,Shopping,"A2,Shopping",
diamond,diamante,/djamante/,And who has a mind like diamond?,E chi ha una mente come il diamante?,/e kɪ a ʊna mente kome il djamante?/,A2,Shopping,"A2,Shopping",
drill,trapano,/trapano/,A sailor takes a fancy to wear shark-bone ear-rings: the carpenter drills his ears.,Un marinaio si diverte a indossare orecchini con ossa di squalo: il falegname gli trapana le orecchie.,/ʊn marinaio sɪ divɛrte a indossare orekːinɪ kon ossa dɪ skwalo: il faleɲame ʎɪ trapana le orekːje./,A2,Shopping,"A2,Shopping",
drugstore,farmacia,/farmatʃiːa/,I found out what your ‘drugstores’ were.,"Ho scoperto quali sono le vostre ""farmacie"".","/o skopɛrto kwalɪ sono le vɔstre ""farmatʃie""./",A2,Shopping,"A2,Shopping",
earring,orecchino,/orekːino/,My earrings have tassels hanging from them.,I miei orecchini hanno delle nappe che pendono da essi.,/i mjɛi orekːinɪ anno delle napːe ke pendono da ɛssɪ./,A2,Shopping,"A2,Shopping",
elevator,ascensore,/aʃensore/,What change takes place when new wheat is stored in an elevator?,Quale cambiamento avviene quando il grano nuovo viene immagazzinato in un ascensore?,/kwale kambjamento avviɛne kwando il ɡrano nʊɔvo vjɛne immaɡatsːinato in ʊn aʃensore?/,A2,Shopping,"A2,Shopping",
emergency,emergenza,/emerdʒɛntsa/,For emergency stops full atmospheric pressure is used.,Per gli arresti di emergenza si utilizza la piena pressione atmosferica.,/per ʎɪ arɾɛstɪ dɪ emerdʒɛntsa sɪ ʊtilidzːa la pjɛna pressjone atmosfɛrika./,A2,Shopping,"A2,Shopping",
engine,motore,/motore/,"In short, the first steam-engine was a turbine.","In breve, il primo motore a vapore era una turbina.","/in brɛve, il primo motore a vapore ɛra ʊna tʊrbina./",A2,Shopping,"A2,Shopping",
entrance,ingresso,/iŋɡrɛsso/,The entrance cannot be easy?,L'ingresso non può essere facile?,/liŋɡrɛsso non pʊɔ ɛssere fatʃile?/,A2,Shopping,"A2,Shopping",
envelope,busta,/busta/,The envelope itself was likewise full.,Anche la busta era piena.,/anke la busta ɛra pjɛna./,A2,Shopping,"A2,Shopping",
equipment,attrezzature,/atːretsːature/,"| “Prerequiste” is parikkhāra, the “equipment” or “requirement”.","| Prerequiste"" è parikkhāra, ""equipaggiamento"" o ""requisito"".","/prerekwiste"" e parikːaɾa, ""ekwipadʒːamento"" ɔː ""rekwizito""./",A2,Shopping,"A2,Shopping",
escape,fuga,/fuɡa/,Then why should HE escape?,Allora perché LUI dovrebbe fuggire?,/allora perke ɛlleʊːiː dovrɛbːe fʊdʒːire?/,A2,Shopping,"A2,Shopping",
fee,tassa,/tassa/,And what would be your fee?,E quale sarebbe il suo compenso?,/e kwale sarɛbːe il sʊo kompɛnso?/,A2,Shopping,"A2,Shopping",
fork,forcella,/fortʃɛlla/,I must find the fatal bifurcation or fork.,Devo trovare la biforcazione o il bivio fatale.,/dɛvo trovare la biforkatsione o il bivio fatale./,A2,Shopping,"A2,Shopping",
fortune,fortuna,/fortuna/,Would that make his fortune?,Questo farebbe la sua fortuna?,/kwesto farɛbːe la sʊa fortuna?/,A2,Shopping,"A2,Shopping",
fridge,frigorifero,/friɡorifero/,Tom said that Mary told him he could eat anything in the fridge.,Tom ha detto che Mary gli ha detto che poteva mangiare tutto quello che c'era nel frigorifero.,/tɔm a detːo ke mɛːɾɪ ʎɪ a detːo ke potɛva mandʒare tutːo kwello ke tʃɛra nel friɡorifero./,A2,Shopping,"A2,Shopping",
furniture,mobili,/mɔbilɪ/,The furniture was rained on.,I mobili sono stati investiti dalla pioggia.,/i mɔbilɪ sono statɪ investitɪ dalla pjɔdʒːa./,A2,Shopping,"A2,Shopping",
gallery,galleria,/ɡalleria/,We will withdraw into the gallery.,Ci ritiriamo nella galleria.,/tʃɪ ritiriamo nella ɡalleria./,A2,Shopping,"A2,Shopping",
garage,garage,/ɡaraʒ/,I do not rent out my garages to them.,Non affitto loro i miei garage.,/non affitːo lɔro i mjɛi ɡaraʒ./,A2,Shopping,"A2,Shopping",
gas,gas,/ɡas/,The gas-lamps were lighted; Mrs.,Le lampade a gas erano accese; Mrs.,/le lampade a ɡas ɛrano atʃːeze; ɛmmeɛrɾeɛsse./,A2,Shopping,"A2,Shopping",
gate,cancello,/kantʃɛllo/,Which gate did you come to?,A quale cancello siete arrivati?,/a kwale kantʃɛllo sjete arɾivatɪ?/,A2,Shopping,"A2,Shopping",
gather,riunirsi,/riʊnirsɪ/,Everyone should gather in one place.,Tutti dovrebbero riunirsi in un unico luogo.,/tutːɪ dovrebːero riʊnirsɪ in ʊn uniko lʊɔɡo./,A2,Shopping,"A2,Shopping",
globe,globo,/ɡlɔbo/,What is the great globe itself but a Loose-Fish?,Che cos'è il grande globo se non un pesce sciolto?,/ke kozɛ il ɡrande ɡlɔbo se non ʊn peʃe ʃɔlto?/,A2,Shopping,"A2,Shopping",
glove,guanto,/ɡwanto/,"Sir, know you this glove?","Signore, conosce questo guanto?","/siɲore, konoʃe kwesto ɡwanto?/",A2,Shopping,"A2,Shopping",
grocery,drogheria,/droɡeria/,Want to come with me to the grocery store?,Vuoi venire con me al supermercato?,/vʊɔi venire kon me al sʊpermerkato?/,A2,Shopping,"A2,Shopping",
handbag,borsetta,/borsetːa/,Have you ever seen Tom with a handbag?,Avete mai visto Tom con una borsa?,/avete maj visto tɔm kon ʊna borsa?/,A2,Shopping,"A2,Shopping",
handle,maniglia,/maniʎa/,"It’s only a handle, ’ said Mrs.","È solo una maniglia"", ha detto la signora.","/e solo ʊna maniʎa"", a detːo la siɲora./",A2,Shopping,"A2,Shopping",
headphone,cuffie,/kuffje/,Edmundo had his headphones in.,Edmundo aveva le cuffie.,/edmundo aveva le kuffje./,A2,Shopping,"A2,Shopping",
heating,riscaldamento,/riskaldamento/,The monks made him sweat by heating him.,I monaci lo facevano sudare riscaldandolo.,/i mɔnatʃɪ lo fatʃevano sʊdare riskaldandolo./,A2,Shopping,"A2,Shopping",
highway,autostrada,/aʊtostrada/,Gallows and knock are too powerful on the highway.,Gallows e knock sono troppo potenti in autostrada.,/ɡallows e knɔkː sono trɔpːo potɛntɪ in aʊtostrada./,A2,Shopping,"A2,Shopping",
horror,orrore,/orɾore/,My horror may be conceived.,Il mio orrore può essere concepito.,/il mio orɾore pʊɔ ɛssere kontʃepito./,A2,Shopping,"A2,Shopping",
jewellery,gioielli,/dʒoiɛllɪ/,"People complained and criticized them, “How can nuns wear jewellery?","La gente si lamentava e le criticava: ""Come possono le suore indossare gioielli?","/la dʒɛnte sɪ lamentava e le kritikava: ""kome pɔssono le sʊore indossare dʒoiɛllɪ?/",A2,Shopping,"A2,Shopping",
junk,spazzatura,/spatsːatura/,This computer is a piece of junk.,Questo computer è un rottame.,/kwesto kompjuter e ʊn rotːame./,A2,Shopping,"A2,Shopping",
kit,kit,/kit/,"More pity that the eagles should be mewed, Whiles kites and buzzards prey at liberty.","Più che altro è un peccato che le aquile debbano miagolare, mentre nibbi e poiane predano in libertà.","/pjʊ ke altro e ʊn pekːato ke le akwile debːano mjaɡolare, mentre nibːɪ e poiane predano in liberta./",A2,Shopping,"A2,Shopping",
lab,laboratorio,/laboratɔrio/,Ziri has a black Lab.,Ziri ha un Lab nero.,/dzirɪ a ʊn lab nero./,A2,Shopping,"A2,Shopping",
lamp,lampada,/lampada/,These are the four lamps.,Queste sono le quattro lampade.,/kweste sono le kwatːro lampade./,A2,Shopping,"A2,Shopping",
lane,corsia,/korsia/,"You know Krook, the Chancellor, across the lane.","Conoscete Krook, il Cancelliere, dall'altra parte della strada.","/konoʃete krɔok, il kantʃelliɛre, dallaltra parte della strada./",A2,Shopping,"A2,Shopping",
laptop,portatile,/portatile/,My laptop doesn't have an optical disk drive.,Il mio portatile non ha un'unità disco ottico.,/il mio portatile non a ʊnʊnita disko ɔtːiko./,A2,Shopping,"A2,Shopping",
lift,ascensore,/aʃensore/,She gave such a business-like lift to her veil.,Ha sollevato il suo velo in modo così professionale.,/a sollevato il sʊo velo in mɔdo kozi professjonale./,A2,Shopping,"A2,Shopping",
lorry,camion,/kamjon/,"I must see Lorry, ” the Doctor repeated, turning her another way.","Devo vedere Lorry"", ripeté il Dottore, girandola da un'altra parte.","/dɛvo vedere lɔrɾɪ"", ripete il dotːore, dʒirandola da ʊnaltra parte./",A2,Shopping,"A2,Shopping",
make-up,trucco,/trukːo/,"The Buddha said to him, “Great king, why have you come so early in the morning, with your make-up still on?","Il Buddha gli disse: ""Grande re, perché sei venuto così presto al mattino, con il trucco ancora addosso?","/il budːa ʎɪ disse: ""ɡrande rɛ, perke sɛi venuto kozi prɛsto al matːino, kon il trukːo ankora adːɔsso?/",A2,Shopping,"A2,Shopping",
mall,centro commerciale,/tʃɛntro kommertʃale/,"Are they like to take dust, like Mistress Mall’s picture?","Sono come la polvere, come la foto di Mistress Mall?","/sono kome la polvere, kome la fɔto dɪ mistress mal?/",A2,Shopping,"A2,Shopping",
max,massimo,/massimo/,Max looked into the mirror all the time he was talking.,Max si è guardato allo specchio per tutto il tempo in cui ha parlato.,/maks sɪ e ɡwardato allo spɛkːio per tutːo il tɛmpo in kuj a parlato./,A2,Shopping,"A2,Shopping",
mosque,moschea,/moskɛa/,He didn't go to the mosque.,Non è andato in moschea.,/non e andato in moskɛa./,A2,Shopping,"A2,Shopping",
motorcycle,motocicletta,/mototʃikletːa/,Mennad was involved in a motorcycle accident.,Mennad è stato coinvolto in un incidente in moto.,/mennad e stato koinvɔlto in ʊn intʃidɛnte in mɔto./,A2,Shopping,"A2,Shopping",
motorway,autostrada,/aʊtostrada/,A lorry has jackknifed on the motorway.,Un camion si è ribaltato in autostrada.,/ʊn kamjon sɪ e ribaltato in aʊtostrada./,A2,Shopping,"A2,Shopping",
napkin,tovagliolo,/tovaʎɔlo/,"Not a napkin should he carry on his arm, but a buckler.","Non deve portare un tovagliolo sul braccio, ma un fibbione.","/non dɛve portare ʊn tovaʎɔlo sʊl bratʃːo, ma ʊn fibːjone./",A2,Shopping,"A2,Shopping",
network,rete,/rete/,Don’t you have any networks?,Non avete una rete?,/non avete ʊna rete?/,A2,Shopping,"A2,Shopping",
oven,forno,/forno/,I was knocked headlong across the floor against the oven handle and stunned.,Fui sbattuto a capofitto sul pavimento contro la maniglia del forno e rimasi stordito.,/fʊi zbatːuto a kapofitːo sʊl pavimento kontro la maniʎa del forno e rimazɪ stordito./,A2,Shopping,"A2,Shopping",
path,percorso,/perkorso/,What is the spiritual path?,Che cos'è il cammino spirituale?,/ke kozɛ il kammino spiritʊale?/,A2,Shopping,"A2,Shopping",
physics,fisica,/fizika/,Carlos had extraordinary skills in physics and mathematics.,Carlos aveva straordinarie capacità in fisica e matematica.,/karlos aveva straordinarie kapatʃita in fizika e matematika./,A2,Shopping,"A2,Shopping",
playground,parco giochi,/parko dʒɔkɪ/,But as the noise in the playground would have disturbed Mr.,Ma poiché il rumore del parco giochi avrebbe disturbato Mr.,/ma poike il rʊmore del parko dʒɔkɪ avrɛbːe distʊrbato ɛmmeɛrɾe./,A2,Shopping,"A2,Shopping",
prison,prigione,/pridʒone/,What prison is he in?,In quale prigione si trova?,/in kwale pridʒone sɪ trɔva?/,A2,Shopping,"A2,Shopping",
pub,pub,/paːb/,This is one of my favourite pubs.,Questo è uno dei miei pub preferiti.,/kwesto ɛ uno deɪ mjɛi paːb preferitɪ./,A2,Shopping,"A2,Shopping",
pull,tirare,/tirare/,"I shall pull through, my dear!","Ce la farò, mia cara!","/tʃe la faɾɔ, mia kaɾa!/",A2,Shopping,"A2,Shopping",
race,gara,/ɡaɾa/,It was a close race.,È stata una gara combattuta.,/e stata ʊna ɡaɾa kombatːuta./,A2,Shopping,"A2,Shopping",
railway,ferrovia,/ferɾovia/,Of course it was the railway!,Naturalmente si trattava della ferrovia!,/natʊralmente sɪ tratːava della ferɾovia!/,A2,Shopping,"A2,Shopping",
raincoat,impermeabile,/impermeabile/,Where did he buy that raincoat?,Dove ha comprato quell'impermeabile?,/dove a komprato kwellimpermeabile?/,A2,Shopping,"A2,Shopping",
recording,registrazione,/redʒistratsione/,We have had no incidents worth recording.,Non abbiamo avuto incidenti degni di nota.,/non abːjamo avuto intʃidɛntɪ deɲɲɪ dɪ nɔta./,A2,Shopping,"A2,Shopping",
refrigerator,frigorifero,/friɡorifero/,It is then cooled and placed in the refrigerator.,Viene quindi raffreddato e posto in frigorifero.,/vjɛne kwindɪ raffredːato e posto in friɡorifero./,A2,Shopping,"A2,Shopping",
rent,affitto,/affitːo/,"He was in arrears with his rent, it seems.",Sembra che fosse in arretrato con l'affitto.,/sembra ke fosse in arɾetrato kon laffitːo./,A2,Shopping,"A2,Shopping",
rope,corda,/kɔrda/,See the old villain bound with ropes.,Vedere il vecchio cattivo legato con le corde.,/vedere il vɛkːio katːivo leɡato kon le kɔrde./,A2,Shopping,"A2,Shopping",
route,percorso,/perkorso/,"Rouse yourself, then, have courage and continue your route.","Alzatevi, allora, abbiate coraggio e continuate il vostro percorso.","/altsatevɪ, allora, abːjate koradʒːo e kontinʊate il vɔstro perkorso./",A2,Shopping,"A2,Shopping",
ruin,rovina,/rovina/,They will ruin your happiness.,Rovineranno la vostra felicità.,/rovineranno la vɔstra felitʃita./,A2,Shopping,"A2,Shopping",
sail,vela,/vela/,"Will you hoist sail, sir?","Vuole issare le vele, signore?","/vʊɔle issare le vele, siɲore?/",A2,Shopping,"A2,Shopping",
salary,stipendio,/stipendio/,"And for salary, ’ said Mr.","E per lo stipendio"", ha detto Mr.","/e per lo stipendio"", a detːo ɛmmeɛrɾe./",A2,Shopping,"A2,Shopping",
scarf,sciarpa,/ʃarpa/,A scarf was particularly noticed.,"In particolare, è stata notata una sciarpa.","/in partikolare, e stata notata ʊna ʃarpa./",A2,Shopping,"A2,Shopping",
scenery,scenario,/ʃenario/,We will go to see the scenery.,Andremo a vedere il paesaggio.,/andrɛmo a vedere il paezadʒːo./,A2,Shopping,"A2,Shopping",
scissors,forbici,/fɔrbitʃɪ/,The action is that of a pair of scissors (Fig.,L'azione è quella di un paio di forbici (Fig.,/latsione e kwella dɪ ʊn paio dɪ fɔrbitʃɪ (fiɡ./,A2,Shopping,"A2,Shopping",
screen,schermo,/skermo/,"The screen still goes, as before.","Lo schermo continua ad andare, come prima.","/lo skermo kontinʊa ad andare, kome prima./",A2,Shopping,"A2,Shopping",
shampoo,shampoo,/ʃaːmpo/,This shampoo is supposedly for dandruff.,Questo shampoo è indicato per la forfora.,/kwesto ʃaːmpo e indikato per la forfora./,A2,Shopping,"A2,Shopping",
shock,shock,/ʃɔkː/,"What, then, was the shock which Mrs.","Qual è stato, dunque, lo shock che Mrs.","/kwal e stato, dunkwe, lo ʃɔkː ke ɛmmeɛrɾeɛsse./",A2,Shopping,"A2,Shopping",
shop,negozio,/neɡɔtsio/,The shop was close and hot.,Il negozio era vicino e caldo.,/il neɡɔtsio ɛra vitʃino e kaldo./,A2,Shopping,"A2,Shopping",
shore,riva,/riva/,What is the far shore?,Che cos'è la riva lontana?,/ke kozɛ la riva lontana?/,A2,Shopping,"A2,Shopping",
sink,lavello,/lavɛllo/,Have you a mind to sink?,Avete intenzione di affondare?,/avete intentsione dɪ affondare?/,A2,Shopping,"A2,Shopping",
skate,pattino,/patːino/,"The turbot, John-dory, skate and sole, which were very dear, were reserved for the rich.","Il rombo, il merluzzo, la razza e la sogliola, che erano molto cari, erano riservati ai ricchi.","/il rombo, il merlutsːo, la ratsːa e la sɔʎola, ke ɛrano molto karɪ, ɛrano rizervatɪ aj rikːɪ./",A2,Shopping,"A2,Shopping",
ski,sci,/ʃi/,For this exploit the ragamuffin is lauding him to the skies!,Per questo exploit lo straccione lo loda fino al cielo!,/per kwesto eksplɔit lo stratʃːone lo lɔda fino al tʃɛlo!/,A2,Shopping,"A2,Shopping",
soap,sapone,/sapone/,"What is meant by ""lime soap""?","Cosa si intende per ""sapone di calce""?","/kɔza sɪ intɛnde per ""sapone dɪ kaltʃe""?/",A2,Shopping,"A2,Shopping",
spaceship,astronave,/astronave/,Our Earth is a big spaceship.,La nostra Terra è una grande astronave.,/la nɔstra tɛrɾa e ʊna ɡrande astronave./,A2,Shopping,"A2,Shopping",
spill,fuoriuscita,/fʊoriʊʃita/,"O, the blood is spill’d Of my dear kinsman!","Oh, il sangue versato del mio caro parente!","/oː, il saŋɡwe versato del mio karo parɛnte!/",A2,Shopping,"A2,Shopping",
stadium,stadio,/stadio/,"For the sake of economy, I have calculated by the smallest stadium.","Per motivi di economia, ho calcolato per lo stadio più piccolo.","/per motivɪ dɪ ekonomia, o kalkolato per lo stadio pjʊ pikːolo./",A2,Shopping,"A2,Shopping",
stair,scala,/skala/,"Shall I go down stairs, sir?","Devo scendere le scale, signore?","/dɛvo ʃɛndere le skale, siɲore?/",A2,Shopping,"A2,Shopping",
statue,statua,/statʊa/,Give him a statue with his ancestors.,Dategli una statua con i suoi antenati.,/dateʎɪ ʊna statʊa kon i sʊɔi antenatɪ./,A2,Shopping,"A2,Shopping",
steal,rubare,/rʊbare/,How could you steal the dyers’ cloth?,Come hai potuto rubare la stoffa dei tintori?,/kome aj potuto rʊbare la stɔffa deɪ tintorɪ?/,A2,Shopping,"A2,Shopping",
stove,stufa,/stufa/,They were warmed with open fireplaces or stoves.,Venivano riscaldati con caminetti o stufe aperte.,/venivano riskaldatɪ kon kaminetːɪ o stufe apɛrte./,A2,Shopping,"A2,Shopping",
suitcase,valigia,/validʒa/,The suitcases were ready for loading.,Le valigie erano pronte per essere caricate.,/le validʒe ɛrano pronte per ɛssere karikate./,A2,Shopping,"A2,Shopping",
sunglasses,occhiali da sole,/okːjalɪ da sole/,Why are you wearing sunglasses at night?,Perché indossi gli occhiali da sole di notte?,/perke indɔssɪ ʎɪ okːjalɪ da sole dɪ nɔtːe?/,A2,Shopping,"A2,Shopping",
swimsuit,costume da bagno,/kostume da baɲɲo/,Sami's girlfriend had her swimsuit on.,La ragazza di Sami aveva il costume da bagno.,/la raɡatsːa dɪ samɪ aveva il kostume da baɲɲo./,A2,Shopping,"A2,Shopping",
tablet,tavoletta,/tavoletːa/,As well might those tablets stand in the cave of Elephanta as here.,Le tavolette potrebbero trovarsi sia nella grotta di Elephanta che qui.,/le tavoletːe potrebːero trovarsɪ sia nella ɡrɔtːa dɪ elefanta ke kwi./,A2,Shopping,"A2,Shopping",
tape,nastro adesivo,/nastro adezivo/,Sami's confession was caught on tape.,La confessione di Sami è stata registrata.,/la konfessjone dɪ samɪ e stata redʒistrata./,A2,Shopping,"A2,Shopping",
tights,collant,/kollant/,"With tights of white chamois and silk hose, you can defy cold.","Con i collant di camoscio bianco e il tubo di seta, si può sfidare il freddo.","/kon i kollant dɪ kamɔʃo bjanko e il tubo dɪ seta, sɪ pʊɔ sfidare il fredːo./",A2,Shopping,"A2,Shopping",
toe,punta,/punta/,"He is all the mother’s, from the top to toe.","È tutto della madre, dalla testa ai piedi.","/e tutːo della madre, dalla tɛsta aj pjedɪ./",A2,Shopping,"A2,Shopping",
toothbrush,spazzolino da denti,/spatsːolino da dɛntɪ/,Did you pack your toothbrush?,Hai messo in valigia lo spazzolino da denti?,/aj messo in validʒa lo spatsːolino da dɛntɪ?/,A2,Shopping,"A2,Shopping",
tram,tram,/tram/,"As she might not go on the electric tram, she went to Alinari’s shop.","Non potendo salire sul tram elettrico, andò al negozio di Alinari.","/non potɛndo salire sʊl tram elɛtːriko, andɔ al neɡɔtsio dɪ alinarɪ./",A2,Shopping,"A2,Shopping",
transport,trasporto,/traspɔrto/,Transport him would be better!,Trasportarlo sarebbe meglio!,/trasportarlo sarɛbːe mɛʎo!/,A2,Shopping,"A2,Shopping",
treasure,tesoro,/tezɔro/,"What those treasures were, Mrs.","Quali fossero questi tesori, Mrs.","/kwalɪ fɔssero kwestɪ tezorɪ, ɛmmeɛrɾeɛsse./",A2,Shopping,"A2,Shopping",
van,furgone,/fʊrɡone/,The vanes are made of brass.,Le palette sono in ottone.,/le paletːe sono in otːone./,A2,Shopping,"A2,Shopping",
