English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
affair,relazione,/relatsione/,Would you manage our affairs?,Vorrebbe gestire i nostri affari?,/vorɾɛbːe dʒestire i nɔstrɪ affarɪ?/,A2,Grammar,"A2,Grammar",
aged,invecchiato,/invekːjato/,How is’t with aged Gaunt?,Come va con l'anziano Gaunt?,/kome va kon lantsjano ɡaʊnt?/,A2,Grammar,"A2,Grammar",
ahead,avanti,/avantɪ/,How much are they ahead?,Quanto sono avanti?,/kwanto sono avantɪ?/,A2,Grammar,"A2,Grammar",
alive,vivo,/vivo/,But he is still alive.,Ma è ancora vivo.,/ma e ankora vivo./,A2,Grammar,"A2,Grammar",
alright,bene,/bɛne/,"Alright, ” he said, and he gave her some medicine.","Va bene"", disse, e le diede una medicina.","/va bɛne"", disse, e le djede ʊna meditʃina./",A2,Grammar,"A2,Grammar",
alternative,alternativo,/alternativo/,"He knows the alternative, ” said Mr.","Conosce l'alternativa"", ha detto Mr.","/konoʃe lalternativa"", a detːo ɛmmeɛrɾe./",A2,Grammar,"A2,Grammar",
amount,importo,/impɔrto/,What is the gross amount?,Qual è l'importo lordo?,/kwal e limpɔrto lordo?/,A2,Grammar,"A2,Grammar",
amused,divertito,/divertito/,Cecil wondered why Lucy had been amused.,Cecil si chiese perché Lucy si fosse divertita.,/tʃetʃil sɪ kjɛze perke lusɪ sɪ fosse divertita./,A2,Grammar,"A2,Grammar",
angrily,con rabbia,/kon rabːia/,"The crown, ” I said angrily.","La corona"", dissi con rabbia.","/la korona"", dissɪ kon rabːia./",A2,Grammar,"A2,Grammar",
annoying,fastidioso,/fastidjozo/,"Tom and Mary are both very annoying, aren't they?","Tom e Mary sono entrambi molto fastidiosi, vero?","/tɔm e mɛːɾɪ sono entrambɪ molto fastidjɔzɪ, vero?/",A2,Grammar,"A2,Grammar",
anxious,ansioso,/ansjozo/,"Being content, they’re not anxious.","Essendo soddisfatti, non sono ansiosi.","/essɛndo sodːisfatːɪ, non sono ansjɔzɪ./",A2,Grammar,"A2,Grammar",
any,qualsiasi,/kwalsiazɪ/,Has she a father--mother--any brothers--sisters?,"Ha un padre, una madre, fratelli e sorelle?","/a ʊn padre, ʊna madre, fratɛllɪ e sorɛlle?/",A2,Grammar,"A2,Grammar",
anymore,più,/pju/,Venerable Ajjuka is not a monastic anymore.,Il venerabile Ajjuka non è più un monaco.,/il venerabile adʒdʒuka non e pjʊ ʊn mɔnako./,A2,Grammar,"A2,Grammar",
anyway,comunque,/komunkwe/,"But anyway, you should go.","Ma in ogni caso, dovresti andare.","/ma in oɲɲɪ kazo, dovrestɪ andare./",A2,Grammar,"A2,Grammar",
anywhere,ovunque,/ovunkwe/,A girl can get on anywhere.,Una ragazza può salire ovunque.,/ʊna raɡatsːa pʊɔ salire ovunkwe./,A2,Grammar,"A2,Grammar",
apart,a parte,/a parte/,The Sangha abolishes this may-stay-apart-from-the-three-robes area.,Il Sangha abolisce quest'area di permesso di non allontanarsi dalle tre vesti.,/il saŋɡa aboliʃe kwestarea dɪ permesso dɪ non allontanarsɪ dalle tre vɛstɪ./,A2,Grammar,"A2,Grammar",
apparently,apparentemente,/apːarentemente/,Madya is apparently a catchall.,Madya è apparentemente un nome di richiamo.,/madja e apːarentemente ʊn nome dɪ rikjamo./,A2,Grammar,"A2,Grammar",
appearance,aspetto,/aspɛtːo/,His appearance; is it known?,Il suo aspetto è noto?,/il sʊo aspɛtːo e nɔto?/,A2,Grammar,"A2,Grammar",
appropriate,appropriato,/apːropriato/,What is appropriate depends on context.,Ciò che è appropriato dipende dal contesto.,/tʃɔ ke e apːropriato dipɛnde dal kontɛsto./,A2,Grammar,"A2,Grammar",
architecture,architettura,/arkitetːura/,With such triumphs of aerial architecture did Mrs.,"Con questi trionfi dell'architettura aerea, Mrs.","/kon kwestɪ trionfɪ dellarkitetːura aɛːrea, ɛmmeɛrɾeɛsse./",A2,Grammar,"A2,Grammar",
armed,armato,/armato/,"This they did, and armed themselves.",Lo fecero e si armarono.,/lo fɛtʃero e sɪ armarono./,A2,Grammar,"A2,Grammar",
artificial,artificiale,/artifitʃale/,The cylinder was artificial—hollow—with an end that screwed out!,"Il cilindro era artificiale, cavo, con un'estremità che si avvitava!","/il tʃilindro ɛra artifitʃale, kavo, kon ʊnestremita ke sɪ avvitava!/",A2,Grammar,"A2,Grammar",
asleep,addormentato,/adːormentato/,He must have been asleep.,Doveva essere addormentato.,/dovɛva ɛssere adːormentato./,A2,Grammar,"A2,Grammar",
attention,attenzione,/atːentsione/,"We are all attention, Aged One.","Siamo tutti attenti, Aged One.","/sjamo tutːɪ atːɛntɪ, adʒed wan./",A2,Grammar,"A2,Grammar",
attractive,attraente,/atːraɛnte/,"She is attractive, good-looking, lovely, of surpassing beauty.","È attraente, di bell'aspetto, bella, di una bellezza straordinaria.","/e atːraɛnte, dɪ bellaspetːo, bɛlla, dɪ ʊna belletsːa straordinaria./",A2,Grammar,"A2,Grammar",
automatic,automatico,/aʊtomatiko/,I thought the unscrewing might be automatic.,Ho pensato che lo svitamento potesse essere automatico.,/o pensato ke lo zvitamento potesse ɛssere aʊtomatiko./,A2,Grammar,"A2,Grammar",
automatically,automaticamente,/aʊtomatikamente/,The speed of the wheel may be automatically regulated by a deflecting nozzle (Fig.,La velocità della ruota può essere regolata automaticamente da un ugello deflettore (Fig.,/la velotʃita della rʊɔta pʊɔ ɛssere reɡolata aʊtomatikamente da ʊn ʊdʒɛllo defletːore (fiɡ./,A2,Grammar,"A2,Grammar",
available,disponibile,/disponibile/,The Abhidhānappadīpikāṭīkā is available online at tipitaka.org.,L'Abhidhānappadīpikāṭīkā è disponibile online su tipitaka.org.,/ɛlle a bi akːa i d̪iː akːa aːmakron ɛnne a pi pi a d̪iː iːmakron pi i kapːa aːmakron letːeːraunoeːsɛjd̪iː iːmakron kapːa aːmakron e disponibile on laɪn sʊ tipitaka.ɔrɡ./,A2,Grammar,"A2,Grammar",
awful,terribile,/terɾibile/,It would be so awful!,Sarebbe così terribile!,/sarɛbːe kozi terɾibile!/,A2,Grammar,"A2,Grammar",
background,sfondo,/sfondo/,The Arthapada gives a different background.,L'Arthapada fornisce un contesto diverso.,/lartapada forniʃe ʊn kontɛsto divɛrso./,A2,Grammar,"A2,Grammar",
badly,male,/male/,You have been badly hurt.,Siete stati gravemente feriti.,/sjete statɪ ɡravemente feritɪ./,A2,Grammar,"A2,Grammar",
basically,fondamentalmente,/fondamentalmente/,I suddenly realized that I basically knew nothing about him.,All'improvviso mi resi conto che in fondo non sapevo nulla di lui.,/allimprovvizo mɪ rezɪ konto ke in fondo non sapevo nulla dɪ lui./,A2,Grammar,"A2,Grammar",
bay,baia,/baia/,You see that enclosed bay?,Vedete quella baia chiusa?,/vedete kwella baia kjuza?/,A2,Grammar,"A2,Grammar",
besides,oltre a,/oltre aː/,Besides--excuse me--I don't know that.,E poi - scusatemi - non lo so.,/e pɔi skʊzatemɪ non lo sɔ./,A2,Grammar,"A2,Grammar",
beyond,oltre,/oltre/,We can’t go beyond bakers.,Non possiamo andare oltre i panettieri.,/non possjamo andare oltre i panetːiɛrɪ./,A2,Grammar,"A2,Grammar",
biology,biologia,/bjolodʒia/,The biology on this globe is carbon-based.,La biologia su questo globo è basata sul carbonio.,/la bjolodʒia sʊ kwesto ɡlɔbo e bazata sʊl karbɔnio./,A2,Grammar,"A2,Grammar",
blanket,coperta,/kopɛrta/,"Now don't be a wet-blanket, Teddy.","Ora non fare la coperta bagnata, Teddy.","/ora non fare la kopɛrta baɲata, tɛdːɪ./",A2,Grammar,"A2,Grammar",
boiled,bollito,/bollito/,Beans eaten boiled; the husks given to cattle.,I fagioli vengono consumati bolliti; le bucce vengono date al bestiame.,/i fadʒɔlɪ veŋɡono konsʊmatɪ bollitɪ; le butʃːe veŋɡono date al bestjame./,A2,Grammar,"A2,Grammar",
bonus,bonus,/bonʊs/,Damiano will get a bonus for that.,Damiano riceverà un bonus per questo.,/damjano ritʃeveɾa ʊn bonʊs per kwesto./,A2,Grammar,"A2,Grammar",
boss,capo,/kapo/,He said he would show who was Huck Finn’s boss.,Disse che avrebbe mostrato chi era il capo di Huck Finn.,/disse ke avrɛbːe mostrato kɪ ɛra il kapo dɪ ukː finn./,A2,Grammar,"A2,Grammar",
bother,fastidio,/fastidio/,How he would bother the commissioners!,Come avrebbe infastidito i commissari!,/kome avrɛbːe infastidito i kommissarɪ!/,A2,Grammar,"A2,Grammar",
brainstorm,brainstorming,/braɪnstɔrmiŋɡ/,I have a brainstorm teacher.,Ho un insegnante di brainstorming.,/o ʊn inseɲante dɪ braɪnstɔrmiŋɡ./,A2,Grammar,"A2,Grammar",
brilliant,brillante,/brillante/,The effect was dazzling and brilliant.,L'effetto è stato abbagliante e brillante.,/leffɛtːo e stato abːaʎante e brillante./,A2,Grammar,"A2,Grammar",
bus,autobus,/aːʊtobʊs/,"We came back to town quietly, taking a ’bus to Hyde Park Corner.","Tornammo in città con calma, prendendo un autobus per Hyde Park Corner.","/tornammo in tʃitːa kon kalma, prendɛndo ʊn aːʊtobʊs per ide park kɔrner./",A2,Grammar,"A2,Grammar",
bus,autobus,/aːʊtobʊs/,"We came back to town quietly, taking a ’bus to Hyde Park Corner.","Tornammo in città con calma, prendendo un autobus per Hyde Park Corner.","/tornammo in tʃitːa kon kalma, prendɛndo ʊn aːʊtobʊs per ide park kɔrner./",A2,Grammar,"A2,Grammar",
certain,certo,/tʃɛrto/,Crummles is certain to succeed.,Crummles è certo di avere successo.,/krummles e tʃɛrto dɪ avere sʊtʃːɛsso./,A2,Grammar,"A2,Grammar",
certainly,certamente,/tʃertamente/,I shall certainly persuade Mr.,Convincerò sicuramente il Sig.,/konvintʃeɾɔ sikʊramente il siɡ./,A2,Grammar,"A2,Grammar",
chance,possibilità,/possibilita/,She must take her chance.,Deve cogliere l'occasione.,/dɛve kɔʎere lokːazione./,A2,Grammar,"A2,Grammar",
chemical,chimico,/kimiko/,What chemical changes does it produce?,Quali cambiamenti chimici produce?,/kwalɪ kambjamentɪ kimitʃɪ produtʃe?/,A2,Grammar,"A2,Grammar",
choice,scelta,/ʃelta/,… You should say: ‘Choices.,"... Dovresti dire: ""Scelte"".","/... dovrestɪ dire: ""ʃelte""./",A2,Grammar,"A2,Grammar",
clear,chiaro,/kjaro/,I shall clear them away.,Li eliminerò.,/lɪ elimineɾɔ./,A2,Grammar,"A2,Grammar",
clearly,chiaramente,/kjaɾamente/,"Clearly, sir, it is purified.","Chiaramente, signore, è purificato.","/kjaɾamente, siɲore, e pʊrifikato./",A2,Grammar,"A2,Grammar",
coast,costa,/kɔsta/,"Mariner, say what coast is this?","Mariner, che costa è questa?","/marinɛr, ke kɔsta e kwesta?/",A2,Grammar,"A2,Grammar",
colorful,colorato,/kolorato/,Such feats have a long and colorful history in India.,Tali imprese hanno una storia lunga e colorata in India.,/talɪ impreze anno ʊna stɔria luŋɡa e kolorata in india./,A2,Grammar,"A2,Grammar",
comfortable,confortevole,/konfortevole/,Let’s be a comfortable couple.,Diventiamo una coppia confortevole.,/diventjamo ʊna kɔpːia konfortevole./,A2,Grammar,"A2,Grammar",
completely,completamente,/kompletamente/,Puṇṇa has become completely quenched.,Il Puṇṇa si è completamente spento.,/il pi u letːeːraunoeːkwatːrosɛtːe letːeːraunoeːkwatːrosɛtːe a sɪ e kompletamente spɛnto./,A2,Grammar,"A2,Grammar",
concern,preoccupazione,/preokːʊpatsione/,It does concern you near.,Vi riguarda da vicino.,/vɪ riɡwarda da vitʃino./,A2,Grammar,"A2,Grammar",
confident,fiducioso,/fidʊtʃozo/,"Be confident to speak, Northumberland.","Siate sicuri di parlare, Northumberland.","/sjate sikurɪ dɪ parlare, nortʊmbɛrland./",A2,Grammar,"A2,Grammar",
connected,collegato,/kolleɡato/,The chapter connected with Campā is finished.,Il capitolo relativo a Campā è terminato.,/il kapitolo relativo a kampa e terminato./,A2,Grammar,"A2,Grammar",
continent,continente,/kontinɛnte/,The sea has its large rivers like the continents.,Il mare ha i suoi grandi fiumi come i continenti.,/il mare a i sʊɔi ɡrandɪ fjumɪ kome i kontinɛntɪ./,A2,Grammar,"A2,Grammar",
convenient,conveniente,/konveniɛnte/,"Your hat, however, is the most convenient.","Il cappello, tuttavia, è il più comodo.","/il kapːɛllo, tʊtːavia, e il pjʊ kɔmodo./",A2,Grammar,"A2,Grammar",
correctly,correttamente,/korɾetːamente/,It has been correctly memorized by that mendicant.,È stato memorizzato correttamente da quel mendicante.,/e stato memoridzːato korɾetːamente da kwel mendikante./,A2,Grammar,"A2,Grammar",
creative,creativo,/kreativo/,Perhaps Sāriputta was demonstrating his talent for creative rephrasing and synthesis.,Forse Sāriputta stava dimostrando il suo talento per la riformulazione e la sintesi creativa.,/forse sariputːa stava dimostrando il sʊo talɛnto per la riformʊlatsione e la sintezɪ kreativa./,A2,Grammar,"A2,Grammar",
creativity,creatività,/kreativita/,Following the rules was a constraint on my creativity.,Seguire le regole era un vincolo alla mia creatività.,/seɡwire le rɛɡole ɛra ʊn vinkolo alla mia kreativita./,A2,Grammar,"A2,Grammar",
crowded,affollato,/affollato/,They were crowded in proportion to their scarcity.,Erano affollati in proporzione alla loro scarsità.,/ɛrano affollatɪ in proportsione alla lɔro skarsita./,A2,Grammar,"A2,Grammar",
curly,riccio,/ritʃːo/,"Then for Hrothgar a war-horse was decked with a bridle, Curly-maned courser.","Poi per Hrothgar fu addobbato un cavallo da guerra con le briglie, un cavallo a pelo corto.","/pɔi per rotɡar fʊ adːobːato ʊn kavallo da ɡwɛrɾa kon le briʎe, ʊn kavallo a pelo korto./",A2,Grammar,"A2,Grammar",
custom,personalizzato,/personalidzːato/,"In accordance with custom, "" says M.","Secondo la consuetudine"", dice M.","/sekondo la konsʊetudine"", ditʃe ɛmme./",A2,Grammar,"A2,Grammar",
data,dati,/datɪ/,[Footnote: A few more recent data may be given here to facilitate comparison.,"[Nota: per facilitare il confronto, si riportano alcuni dati più recenti.","/[nɔta: per fatʃilitare il konfronto, sɪ ripɔrtano alkʊnɪ datɪ pjʊ retʃɛntɪ./",A2,Grammar,"A2,Grammar",
decision,decisione,/detʃizione/,And how is there majority decision?,E come si fa a decidere a maggioranza?,/e kome sɪ fa a detʃidere a madʒːorantsa?/,A2,Grammar,"A2,Grammar",
deeply,profondamente,/profondamente/,It is too deeply branded.,È un marchio troppo profondo.,/e ʊn markio trɔpːo profondo./,A2,Grammar,"A2,Grammar",
definitely,definitivamente,/definitivamente/,"I know, ” he said definitely.","Lo so"", ha detto con decisione.","/lo sɔ"", a detːo kon detʃizione./",A2,Grammar,"A2,Grammar",
department,reparto,/reparto/,Geniality has invaded each department and profession.,La genialità ha invaso ogni reparto e professione.,/la dʒenjalita a invazo oɲɲɪ reparto e professjone./,A2,Grammar,"A2,Grammar",
department,reparto,/reparto/,Geniality has invaded each department and profession.,La genialità ha invaso ogni reparto e professione.,/la dʒenjalita a invazo oɲɲɪ reparto e professjone./,A2,Grammar,"A2,Grammar",
differently,diversamente,/diversamente/,"The commentary, however, sees most of this quite differently.","Il commento, tuttavia, vede la maggior parte di questo aspetto in modo molto diverso.","/il kommento, tʊtːavia, vede la madʒːor parte dɪ kwesto aspɛtːo in mɔdo molto divɛrso./",A2,Grammar,"A2,Grammar",
difficulty,difficoltà,/diffikolta/,That would be no difficulty.,Non sarebbe difficile.,/non sarɛbːe diffitʃile./,A2,Grammar,"A2,Grammar",
digital,digitale,/didʒitale/,Creation Process Primary source was the digital Mahāsaṅgīti edition of the Pali Tipiṭaka.,Processo di creazione La fonte primaria è stata l'edizione digitale Mahāsaṅgīti del Pali Tipiṭaka.,/protʃɛsso dɪ kreatsione la fonte primaria e stata leditsione didʒitale ɛmme a akːa aːmakron ɛsse a letːeːraunoeːkwatːrotʃinkwe dʒi iːmakron tɪ i del palɪ tɪ i pi i letːeːraunoeːsɛjd̪iː a kapːa a./,A2,Grammar,"A2,Grammar",
digital,digitale,/didʒitale/,Creation Process Primary source was the digital Mahāsaṅgīti edition of the Pali Tipiṭaka.,Processo di creazione La fonte primaria è stata l'edizione digitale Mahāsaṅgīti del Pali Tipiṭaka.,/protʃɛsso dɪ kreatsione la fonte primaria e stata leditsione didʒitale ɛmme a akːa aːmakron ɛsse a letːeːraunoeːkwatːrotʃinkwe dʒi iːmakron tɪ i del palɪ tɪ i pi i letːeːraunoeːsɛjd̪iː a kapːa a./,A2,Grammar,"A2,Grammar",
disappointed,deluso,/deluzo/,His designs were disappointed by death.,I suoi progetti sono stati delusi dalla morte.,/i sʊɔi prodʒɛtːɪ sono statɪ deluzɪ dalla mɔrte./,A2,Grammar,"A2,Grammar",
disappointing,deludente,/delʊdɛnte/,"↩ After Sakka’s disappointing response, Moggallāna is trying to say something nice.","Dopo la deludente risposta di Sakka, Moggallāna cerca di dire qualcosa di carino.","/dopo la delʊdɛnte risposta dɪ sakːa, moɡːallana tʃerka dɪ dire kwalkɔza dɪ karino./",A2,Grammar,"A2,Grammar",
dishonest,disonesto,/dizonɛsto/,"But know, whatever fate I am to try, By no dishonest wound shall Hector die.","Ma sappiate che, qualunque sia la sorte che mi attende, per nessuna ferita disonesta morirà Ettore.","/ma sapːjate ke, kwalunkwe sia la sɔrte ke mɪ atːɛnde, per nessʊna ferita dizonɛsta moriɾa ɛtːore./",A2,Grammar,"A2,Grammar",
dislike,antipatia,/antipatia/,It is an idiom expressing dislike.,È un idioma che esprime antipatia.,/e ʊn idjɔma ke esprime antipatia./,A2,Grammar,"A2,Grammar",
divorced,divorziato,/divortsjato/,"He became anxious … “Were they divorced, monk?","Si preoccupò... ""Erano divorziati, monaco?","/sɪ preokːʊpɔ... ""ɛrano divortsjatɪ, mɔnako?/",A2,Grammar,"A2,Grammar",
dizzy,vertigine,/vertidʒine/,"His head was dizzy, and he staggered to and fro like a drunken man.",Gli girava la testa e barcollava come un ubriaco.,/ʎɪ dʒirava la tɛsta e barkollava kome ʊn ʊbriako./,A2,Grammar,"A2,Grammar",
doubt,dubbio,/dubːio/,You may sleep without doubt.,Potete dormire senza dubbio.,/potete dormire sɛntsa dubːio./,A2,Grammar,"A2,Grammar",
downtown,centro città,/tʃɛntro tʃitːa/,Oh yes; I saw them downtown and follered them.,"Oh sì, li ho visti in centro e li ho seguiti.","/oː siː, lɪ o vistɪ in tʃɛntro e lɪ o seɡwitɪ./",A2,Grammar,"A2,Grammar",
earth,terra,/tɛrɾa/,What on earth do you mean?,Che cosa mai vuoi dire?,/ke kɔza maj vʊɔi dire?/,A2,Grammar,"A2,Grammar",
easily,facilmente,/fatʃilmente/,They are more easily tended.,Sono più facili da curare.,/sono pjʊ fatʃilɪ da kʊrare./,A2,Grammar,"A2,Grammar",
education,educazione,/edʊkatsione/,"My education was neglected, yet I was passionately fond of reading.","La mia istruzione era trascurata, eppure mi appassionava la lettura.","/la mia istrʊtsione ɛra traskʊrata, epːure mɪ apːassjonava la letːura./",A2,Grammar,"A2,Grammar",
educational,educativo,/edʊkativo/,This Association is subsidized by the Bund for its educational work.,Questa Associazione è sovvenzionata dal Bund per il suo lavoro educativo.,/kwesta assotʃatsione e sovventsjonata dal bund per il sʊo lavɔro edʊkativo./,A2,Grammar,"A2,Grammar",
elderly,anziani,/antsjanɪ/,"She was old, elderly and senior.","Era anziana, anziana e anziana.","/ɛra antsjana, antsjana e antsjana./",A2,Grammar,"A2,Grammar",
electric,elettrico,/elɛtːriko/,This compound method is adapted more especially for electric traction.,Questo metodo di mescola è adatto soprattutto alla trazione elettrica.,/kwesto mɛtodo dɪ meskola e adatːo sopratːutːo alla tratsione elɛtːrika./,A2,Grammar,"A2,Grammar",
electrical,elettrico,/elɛtːriko/,That brightness is of an essentially electrical nature.,La luminosità è di natura essenzialmente elettrica.,/la lʊminozita e dɪ natura essentsjalmente elɛtːrika./,A2,Grammar,"A2,Grammar",
electronic,elettronica,/eletːrɔnika/,This singer's genre of music is electronic.,Il genere musicale di questo cantante è l'elettronica.,/il dʒɛnere mʊzikale dɪ kwesto kantante e leletːrɔnika./,A2,Grammar,"A2,Grammar",
elsewhere,altrove,/altrove/,There is a world elsewhere.,C'è un mondo altrove.,/tʃe ʊn mondo altrove./,A2,Grammar,"A2,Grammar",
embarrassing,imbarazzante,/imbaɾatsːante/,"I couldn't, it was so embarrassing for me.","Non potevo, era così imbarazzante per me.","/non potɛvo, ɛra kozi imbaɾatsːante per me./",A2,Grammar,"A2,Grammar",
empty,vuoto,/vʊɔto/,He’d see an empty village.,Vedrebbe un villaggio vuoto.,/vedrɛbːe ʊn villadʒːo vʊɔto./,A2,Grammar,"A2,Grammar",
endangered,in pericolo,/in perikolo/,But Sudinna of Kalanda has produced a cancer and endangered it.,Ma Sudinna di Kalanda ha prodotto un cancro e lo ha messo in pericolo.,/ma sʊdinna dɪ kalanda a prodotːo ʊn kankro e lo a messo in perikolo./,A2,Grammar,"A2,Grammar",
energetic,energetico,/enerdʒɛtiko/,"Being an energetic individual, Mr.","Essendo un individuo energico, Mr.","/essɛndo ʊn individʊo enɛrdʒiko, ɛmmeɛrɾe./",A2,Grammar,"A2,Grammar",
enormous,enorme,/enorme/,Some gasometers have an enormous capacity.,Alcuni gasometri hanno una capacità enorme.,/alkʊnɪ ɡazɔmetrɪ anno ʊna kapatʃita enorme./,A2,Grammar,"A2,Grammar",
especially,soprattutto,/sopratːutːo/,The sammāpāsa is especially obscure.,Il sammāpāsa è particolarmente oscuro.,/il sammapaza e partikolarmente oskuro./,A2,Grammar,"A2,Grammar",
exact,esatto,/ezatːo/,Is that the exact substance?,È questa la sostanza esatta?,/e kwesta la sostantsa ezatːa?/,A2,Grammar,"A2,Grammar",
exactly,esattamente,/ezatːamente/,What shall we do exactly?,Cosa dobbiamo fare esattamente?,/kɔza dobːjamo fare ezatːamente?/,A2,Grammar,"A2,Grammar",
experience,esperienza,/esperiɛntsa/,I have had experience since.,Da allora ho fatto esperienza.,/da allora o fatːo esperiɛntsa./,A2,Grammar,"A2,Grammar",
experiment,esperimento,/esperimento/,How the experiment is performed.,Come viene eseguito l'esperimento.,/kome vjɛne ezeɡwito lesperimento./,A2,Grammar,"A2,Grammar",
extreme,estremo,/estrɛmo/,All exists’: this is one extreme.,"Tutto esiste"": questo è un estremo.","/tutːo eziste"": kwesto ɛ ʊn estrɛmo./",A2,Grammar,"A2,Grammar",
extremely,estremamente,/estremamente/,The twigs are extremely coarse.,I rametti sono estremamente grossolani.,/i rametːɪ sono estremamente ɡrossolanɪ./,A2,Grammar,"A2,Grammar",
fairly,equamente,/ekwamente/,Would I were fairly out on’t!,Vorrei essere abbastanza fuori!,/vorɾɛi ɛssere abːastantsa fʊorɪ!/,A2,Grammar,"A2,Grammar",
fascinating,affascinante,/affaʃinante/,What a fascinating child it is!,Che bambino affascinante!,/ke bambino affaʃinante!/,A2,Grammar,"A2,Grammar",
favor,favore,/favore/,Would you favor me by explaining?,Mi faresti il favore di spiegarmi?,/mɪ farɛstɪ il favore dɪ spjeɡarmɪ?/,A2,Grammar,"A2,Grammar",
finally,finalmente,/finalmente/,Where would it finally take me?,Dove mi avrebbe portato alla fine?,/dove mɪ avrɛbːe portato alla fine?/,A2,Grammar,"A2,Grammar",
firstly,in primo luogo,/in primo lʊɔɡo/,"Firstly, a mendicant is irritable and acrimonious.","In primo luogo, un mendicante è irritabile e acrimonioso.","/in primo lʊɔɡo, ʊn mendikante e irɾitabile e akrimonjozo./",A2,Grammar,"A2,Grammar",
fit,in forma,/in forma/,"Indeed, he is not fit.","In effetti, non è in forma.","/in effɛtːɪ, non e in forma./",A2,Grammar,"A2,Grammar",
flying,volare,/volare/,Flying hussars have been galloping into Chertsey.,Gli ussari volanti hanno galoppato a Chertsey.,/ʎɪ ʊssarɪ volantɪ anno ɡalopːato a kɛrtseɪ./,A2,Grammar,"A2,Grammar",
fog,nebbia,/nebːia/,Could see nothing in fog.,Non si vedeva nulla nella nebbia.,/non sɪ vedɛva nulla nella nebːia./,A2,Grammar,"A2,Grammar",
forever,per sempre,/per sɛmpre/,Here they are eliminated forever.,Qui sono stati eliminati per sempre.,/kwi sono statɪ eliminatɪ per sɛmpre./,A2,Grammar,"A2,Grammar",
formal,formale,/formale/,"Are you so formal, sir?","È così formale, signore?","/e kozi formale, siɲore?/",A2,Grammar,"A2,Grammar",
fortunately,fortunatamente,/fortʊnatamente/,Fortunately I had money with me.,Per fortuna avevo dei soldi con me.,/per fortuna avevo deɪ sɔldɪ kon me./,A2,Grammar,"A2,Grammar",
fresh,fresco,/fresko/,The luce is the fresh fish.,La luce è il pesce fresco.,/la lutʃe e il peʃe fresko./,A2,Grammar,"A2,Grammar",
fried,fritto,/fritːo/,"They had a famous fried-egg feast that night, and another on Friday morning.",Quella sera hanno fatto un famoso banchetto a base di uova fritte e un altro il venerdì mattina.,/kwella sera anno fatːo ʊn famozo banketːo a baze dɪ wɔva fritːe e ʊn altro il venerdi matːina./,A2,Grammar,"A2,Grammar",
frightened,spaventato,/spaventato/,Why should I be frightened!,Perché dovrei avere paura!,/perke dovrɛi avere paʊra!/,A2,Grammar,"A2,Grammar",
frightening,spaventoso,/spaventozo/,"That’s how they’re frightening, I say.","È così che fanno paura, dico io.","/e kozi ke fanno paʊra, diko io./",A2,Grammar,"A2,Grammar",
fully,completamente,/kompletamente/,Puṇṇa has become fully quenched.,Il Puṇṇa si è completamente spento.,/il pi u letːeːraunoeːkwatːrosɛtːe letːeːraunoeːkwatːrosɛtːe a sɪ e kompletamente spɛnto./,A2,Grammar,"A2,Grammar",
