English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
appointment,appuntamento,/apːʊntamento/,And will he get this appointment?,E otterrà questa nomina?,/e otːerɾa kwesta nɔmina?/,A2,Social,"A2,Social",
architect,architetto,/arkitetːo/,The merit of Anthemius as an architect is loudly praised by Procopius (de Edif.,I meriti di Anthemius come architetto sono fortemente elogiati da Procopio (de Edif.,/i mɛritɪ dɪ antemjʊs kome arkitetːo sono fortemente elodʒatɪ da prokopio (de edif./,A2,Social,"A2,Social",
argue,argomentare,/arɡomentare/,And how does one argue with people?,E come si fa a discutere con le persone?,/e kome sɪ fa a diskutere kon le persone?/,A2,Social,"A2,Social",
argument,argomento,/arɡomento/,Have you heard the argument?,Avete sentito l'argomento?,/avete sentito larɡomento?/,A2,Social,"A2,Social",
arrangement,disposizione,/dispozitsione/,"It’s only a temporary arrangement, you know.","È solo una sistemazione temporanea, sapete.","/e solo ʊna sistematsione temporanea, sapete./",A2,Social,"A2,Social",
assistant,assistente,/assistɛnte/,"You have advertised for an able assistant, sir?","Ha fatto un annuncio per un assistente capace, signore?","/a fatːo ʊn annuntʃo per ʊn assistɛnte kapatʃe, siɲore?/",A2,Social,"A2,Social",
association,associazione,/assotʃatsione/,The associations with me would be disagreeable.,Le associazioni con me sarebbero sgradevoli.,/le assotʃatsionɪ kon me sarebːero zɡradevolɪ./,A2,Social,"A2,Social",
astronaut,astronauta,/astronaʊta/,It takes many years of training to become an astronaut.,Ci vogliono molti anni di addestramento per diventare astronauti.,/tʃɪ voʎono moltɪ annɪ dɪ adːestramento per diventare astronaʊtɪ./,A2,Social,"A2,Social",
athlete,atleta,/atlɛta/,The craving for sugar by growing children and athletes is natural.,Il desiderio di zuccheri da parte dei bambini in crescita e degli atleti è naturale.,/il dezidɛrio dɪ dzukːeɾɪ da parte deɪ bambinɪ in kreʃita e deʎɪ atlɛtɪ e natʊrale./,A2,Social,"A2,Social",
attack,attacco,/atːakːo/,But he did not attack.,Ma non ha attaccato.,/ma non a atːakːato./,A2,Social,"A2,Social",
attitude,atteggiamento,/atːedʒːamento/,Further I would describe attitudes and movements.,Inoltre descriverei atteggiamenti e movimenti.,/inoltre deskriverɛi atːedʒːamentɪ e movimentɪ./,A2,Social,"A2,Social",
audience,pubblico,/pubːliko/,Why would this not be the original audience?,Perché non dovrebbe essere il pubblico originale?,/perke non dovrɛbːe ɛssere il pubːliko oridʒinale?/,A2,Social,"A2,Social",
audio,audio,/aʊdio/,This was the best audio I've ever heard!,Questo è stato il miglior audio che abbia mai sentito!,/kwesto ɛ stato il miʎor aʊdio ke abːia maj sentito!/,A2,Social,"A2,Social",
author,autore,/aʊtore/,The actual author was Beza.,L'autore effettivo è Beza.,/laʊtore effetːivo e bɛtsa./,A2,Social,"A2,Social",
average,media,/mɛdia/,The average congregation must have been small.,La congregazione media doveva essere piccola.,/la koŋɡreɡatsione mɛdia dovɛva ɛssere pikːola./,A2,Social,"A2,Social",
award,premio,/prɛmio/,What did Tom get the award for?,Per cosa è stato premiato Tom?,/per kɔza e stato premjato tɔm?/,A2,Social,"A2,Social",
barber,barbiere,/barbiɛre/,"Are you competent to a good shave, barber?","È competente per una buona rasatura, barbiere?","/e kompetɛnte per ʊna bʊɔna razatura, barbiɛre?/",A2,Social,"A2,Social",
bargain,contrattazione,/kontratːatsione/,You may drive an easy bargain.,Potreste fare un affare facile.,/potrɛste fare ʊn affare fatʃile./,A2,Social,"A2,Social",
base,base,/baze/,What are the three bases?,Quali sono le tre basi?,/kwalɪ sono le tre bazɪ?/,A2,Social,"A2,Social",
basic,di base,/dɪ baze/,The basic series is finished.,La serie di base è terminata.,/la sɛrie dɪ baze e terminata./,A2,Social,"A2,Social",
bear,orso,/orso/,I must bear my witness!,Devo portare la mia testimonianza!,/dɛvo portare la mia testimonjantsa!/,A2,Social,"A2,Social",
beat,battere,/batːere/,I will beat thee into handsomeness.,Ti farò diventare bello.,/tɪ faɾɔ diventare bɛllo./,A2,Social,"A2,Social",
beauty,bellezza,/belletsːa/,It was your Ladyship’s beauty.,Era la bellezza di Vostra Signoria.,/ɛra la belletsːa dɪ vɔstra siɲoria./,A2,Social,"A2,Social",
beg,inizio,/initsio/,Beg when that is spent?,Chiedere quando viene speso?,/kjɛdere kwando vjɛne spezo?/,A2,Social,"A2,Social",
beginner,principiante,/printʃipiante/,Where are the vile beginners of this fray?,Dove sono i vili principianti di questa mischia?,/dove sono i vilɪ printʃipjantɪ dɪ kwesta miskia?/,A2,Social,"A2,Social",
benefit,beneficio,/benefitʃo/,This is the first benefit.,Questo è il primo beneficio.,/kwesto ɛ il primo benefitʃo./,A2,Social,"A2,Social",
bin,bidone,/bidone/,Osama bin Laden was dropped off a ship.,Osama bin Laden è stato fatto scendere da una nave.,/ozama bin laden e stato fatːo ʃɛndere da ʊna nave./,A2,Social,"A2,Social",
bit,bit,/bit/,This is a bit open.,Questo è un po' aperto.,/kwesto ɛ ʊn po apɛrto./,A2,Social,"A2,Social",
bite,morso,/mɔrso/,I’ll make Jip bite you!,Farò in modo che Jip ti morda!,/faɾɔ in mɔdo ke dʒip tɪ mɔrda!/,A2,Social,"A2,Social",
blame,colpa,/kolpa/,Who is’t can blame him?,Chi può biasimarlo?,/kɪ pʊɔ bjazimarlo?/,A2,Social,"A2,Social",
blood,sangue,/saŋɡwe/,The blood is the life!,Il sangue è la vita!,/il saŋɡwe e la vita!/,A2,Social,"A2,Social",
brand,marchio,/markio/,"He brands the praefect with the name: he had probably assumed the purple, (Chronograph.",Marca il prefetto con il nome: probabilmente aveva assunto la porpora (Chronograph.,/marka il prefɛtːo kon il nome: probabilmente aveva assunto la porpora (kronɔɡraf./,A2,Social,"A2,Social",
brave,coraggioso,/koradʒːozo/,Is’t not a brave man?,Non è un uomo coraggioso?,/non e ʊn wɔmo koradʒːozo?/,A2,Social,"A2,Social",
bride,sposa,/spoza/,"In the other were the bride, Mr.","Nell'altra c'erano la sposa, Mr.","/nellaltra tʃɛrano la spoza, ɛmmeɛrɾe./",A2,Social,"A2,Social",
bush,cespuglio,/tʃespuʎo/,"Why should I hint, and beat about the bush?",Perché dovrei alludere e menare il can per l'aia?,/perke dovrɛi alludere e menare il kan per laia?/,A2,Social,"A2,Social",
businessman,uomo d'affari,/wɔmo daffarɪ/,David was a rich businessman.,David era un ricco uomo d'affari.,/david ɛra ʊn rikːo wɔmo daffarɪ./,A2,Social,"A2,Social",
businesswoman,donna d'affari,/dɔnna daffarɪ/,Mary is an outstanding businesswoman.,Mary è una donna d'affari eccezionale.,/mɛːɾɪ e ʊna dɔnna daffarɪ etʃːetsionale./,A2,Social,"A2,Social",
calendar,calendario,/kalendario/,"And it was he, without doubt, who scratched a calendar on this stone.","Ed è stato lui, senza dubbio, a graffiare un calendario su questa pietra.","/ed e stato lui, sɛntsa dubːio, a ɡraffjare ʊn kalendario sʊ kwesta pjɛtra./",A2,Social,"A2,Social",
capital,capitale,/kapitale/,The capital was intensely loyal.,La capitale era intensamente fedele.,/la kapitale ɛra intensamente fedele./,A2,Social,"A2,Social",
captain,capitano,/kapitano/,The captain we know of.,Il capitano che conosciamo.,/il kapitano ke konoʃamo./,A2,Social,"A2,Social",
cash,contanti,/kontantɪ/,So now we know where you get your cash!,Ora sappiamo dove prendete i soldi!,/ora sapːjamo dove prendete i sɔldɪ!/,A2,Social,"A2,Social",
cause,causa,/kaʊza/,I can--I can--guess the cause.,Posso... posso... indovinare la causa.,/pɔsso... pɔsso... indovinare la kaʊza./,A2,Social,"A2,Social",
celebrity,celebrità,/tʃelebrita/,Tom is a minor celebrity in Boston.,Tom è una piccola celebrità a Boston.,/tɔm e ʊna pikːola tʃelebrita a bɔston./,A2,Social,"A2,Social",
center,centro,/tʃɛntro/,"The milk in its center, when iced, is a most delicious luxury.","Il latte al centro, se ghiacciato, è un lusso delizioso.","/il latːe al tʃɛntro, se ɡjatʃːato, e ʊn lusso delitsjozo./",A2,Social,"A2,Social",
chain,catena,/katena/,It is a ponderous chain!,E' una catena pesante!,/e ʊna katena pezante!/,A2,Social,"A2,Social",
chairman,presidente,/prezidɛnte/,The CHAIRMAN was quite sure the hon.,Il PRESIDENTE era certo che l'onorevole,/il prezidɛnte ɛra tʃɛrto ke lonorevole/,A2,Social,"A2,Social",
challenge,sfida,/sfida/,I challenge the city to do it!,Sfido la città a farlo!,/sfido la tʃitːa a farlo!/,A2,Social,"A2,Social",
chapter,capitolo,/kapitolo/,This chapter is particularly dry.,Questo capitolo è particolarmente asciutto.,/kwesto kapitolo e partikolarmente aʃutːo./,A2,Social,"A2,Social",
chat,chat,/(en)tʃat(it)/,You might even chat with a goblin.,Potreste anche chiacchierare con un goblin.,/potrɛste anke kjakːjerare kon ʊn ɡoblin./,A2,Social,"A2,Social",
cheek,guancia,/ɡwantʃa/,Is leaning cheek to cheek?,Si appoggia alla guancia?,/sɪ apːɔdʒːa alla ɡwantʃa?/,A2,Social,"A2,Social",
cheer,tifo,/tifo/,"Be of good cheer, youth.","Siate felici, giovani.","/sjate felitʃɪ, dʒovanɪ./",A2,Social,"A2,Social",
chef,cuoco,/kʊɔko/,Janos was a pastry chef.,Janos era un pasticcere.,/dʒanos ɛra ʊn pastitʃːere./,A2,Social,"A2,Social",
chemistry,chimica,/kimika/,"(For extended direction for milk testing see Snyder's ""Dairy Chemistry.","(Per un'indicazione più approfondita sull'analisi del latte, si veda ""Dairy Chemistry"" di Snyder.","/(per ʊnindikatsione pjʊ apːrofondita sʊllanalizɪ del latːe, sɪ veda ""daɪrɪ kemistrɪ"" dɪ znidɛr./",A2,Social,"A2,Social",
chin,mento,/mento/,"He had his chin in his hand, thinking.","Aveva il mento nella mano, pensando.","/aveva il mento nella mano, pensando./",A2,Social,"A2,Social",
citizen,cittadino,/tʃitːadino/,"Yes, I know you, Citizen Doctor.","Sì, la conosco, cittadino dottore.","/siː, la konosko, tʃitːadino dotːore./",A2,Social,"A2,Social",
claim,reclamo,/reklamo/,"I wanted to make a claim, sir.","Volevo fare una richiesta di risarcimento, signore.","/volɛvo fare ʊna rikjɛsta dɪ rizartʃimento, siɲore./",A2,Social,"A2,Social",
classic,classico,/klassiko/,"It is of the purest classic origin, (Horat.",È di origine classica purissima (Horat.,/e dɪ oridʒine klassika pʊrissima (ɔrat./,A2,Social,"A2,Social",
classical,classico,/klassiko/,"The classical reader may compare Plutarch, Opp.","Il lettore classico può confrontare Plutarco, Opp.","/il letːore klassiko pʊɔ konfrontare plʊtarko, ɔpː./",A2,Social,"A2,Social",
classical,classico,/klassiko/,"The classical reader may compare Plutarch, Opp.","Il lettore classico può confrontare Plutarco, Opp.","/il letːore klassiko pʊɔ konfrontare plʊtarko, ɔpː./",A2,Social,"A2,Social",
cleaner,pulitore,/pʊlitore/,You shouldn’t use tooth cleaners that are too short.,Non si devono usare detergenti per denti troppo corti.,/non sɪ devono ʊzare deterdʒɛntɪ per dɛntɪ trɔpːo kortɪ./,A2,Social,"A2,Social",
clerk,impiegato,/impjeɡato/,Even these clerks were laughing.,Anche i commessi ridevano.,/anke i kommessɪ ridevano./,A2,Social,"A2,Social",
click,clicca,/klikːa/,There was a solemn pause--a shout--a flapping of wings--a faint click.,"Ci fu una pausa solenne, un grido, un battito d'ali, un leggero clic.","/tʃɪ fʊ ʊna paʊza solɛnne, ʊn ɡrido, ʊn batːito dalɪ, ʊn ledʒːɛro klik./",A2,Social,"A2,Social",
clone,clone,/klone/,Ziri was a clone of Walid.,Ziri era un clone di Walid.,/dzirɪ ɛra ʊn klone dɪ walid./,A2,Social,"A2,Social",
clown,pagliaccio,/paʎatʃːo/,It is meat and drink to me to see a clown.,Per me vedere un clown è carne e bevande.,/per me vedere ʊn klaːwn e karne e bevande./,A2,Social,"A2,Social",
clue,indizio,/iŋdiːtsjo/,I had got the clue.,Avevo ricevuto l'indizio.,/avevo ritʃevuto liŋdiːtsjo./,A2,Social,"A2,Social",
cola,cola,/kola/,Mennad wanted to drink a cola.,Mennad voleva bere una cola.,/mennad volɛva bere ʊna kola./,A2,Social,"A2,Social",
colleague,collega,/kollɛɡa/,This professor was very unlike his colleague.,Questo professore era molto diverso dal suo collega.,/kwesto professore ɛra molto divɛrso dal sʊo kollɛɡa./,A2,Social,"A2,Social",
column,colonna,/kolonna/,Such was the disposition of the three principal columns.,Questa era la disposizione delle tre colonne principali.,/kwesta ɛra la dispozitsione delle tre kolonne printʃipalɪ./,A2,Social,"A2,Social",
comedy,commedia,/kommɛdia/,The whole scene was an unutterable mixture of comedy and pathos.,L'intera scena era un'impronunciabile miscela di comicità e pathos.,/lintɛra ʃɛna ɛra ʊnimpronʊntʃabile miʃɛla dɪ komitʃita e patos./,A2,Social,"A2,Social",
comic,fumetto,/fʊmetːo/,"That’h Jack the Giant Killer—piethe of comic infant bithnith, ’ said Sleary.","È Jack l'assassino gigante, la pietas del fumetto infantile"", disse Sleary.","/e dʒɛːk lassassino dʒiɡante, la pjetas del fʊmetːo infantile"", disse zlearɪ./",A2,Social,"A2,Social",
comment,commento,/kommento/,See comment to the actual rule below.,Si veda il commento alla norma attuale qui di seguito.,/sɪ veda il kommento alla nɔrma atːʊale kwi dɪ seːɡwito./,A2,Social,"A2,Social",
commitment,impegno,/impeɲɲo/,Lack of commitment and reviewing are roadblocks for good qualities.,La mancanza di impegno e di revisione sono ostacoli per le buone qualità.,/la mankantsa dɪ impeɲɲo e dɪ revizione sono ostakolɪ per le bʊɔne kwalita./,A2,Social,"A2,Social",
communication,comunicazione,/komʊnikatsione/,"Still, no communication was made to Stephen.","Tuttavia, non è stata fatta alcuna comunicazione a Stephen.","/tʊtːavia, non e stata fatːa alkʊna komʊnikatsione a stefen./",A2,Social,"A2,Social",
comparative,comparativo,/kompaɾativo/,Comparative studies lose value when the underlying texts have already been reconciled.,Gli studi comparativi perdono valore quando i testi sottostanti sono già stati riconciliati.,/ʎɪ studɪ kompaɾativɪ perdono valore kwando i tɛstɪ sotːostantɪ sono dʒa statɪ rikontʃiliatɪ./,A2,Social,"A2,Social",
competition,concorso,/konkorso/,"Competition allowed, stimulus would be given.","La concorrenza è ammessa, lo stimolo è dato.","/la konkorɾɛntsa e ammessa, lo stimolo e dato./",A2,Social,"A2,Social",
complain,lamentarsi,/lamentarsɪ/,Of what do you complain?,Di cosa ti lamenti?,/dɪ kɔza tɪ lamentɪ?/,A2,Social,"A2,Social",
complaint,reclamo,/reklamo/,He had no complaint to offer about that.,Non aveva alcuna lamentela da fare al riguardo.,/non aveva alkʊna lamentɛla da fare al riɡwardo./,A2,Social,"A2,Social",
composer,compositore,/kompozitore/,He is a famous composer.,È un famoso compositore.,/e ʊn famozo kompozitore./,A2,Social,"A2,Social",
condition,condizione,/konditsione/,The condition is laid down.,La condizione è stabilita.,/la konditsione e stabilita./,A2,Social,"A2,Social",
conference,conferenza,/konferɛntsa/,The conference was a long one.,La conferenza è stata lunga.,/la konferɛntsa e stata luŋɡa./,A2,Social,"A2,Social",
consider,considerare,/konsiderare/,I will consider my child!,Considererò mio figlio!,/konsidereɾɔ mio fiʎo!/,A2,Social,"A2,Social",
contact,contatto,/kontatːo/,… You should say: ‘Contact.,"... Si dovrebbe dire: ""Contatto.","/... sɪ dovrɛbːe dire: ""kontatːo./",A2,Social,"A2,Social",
context,contesto,/kontɛsto/,What is appropriate depends on context.,Ciò che è appropriato dipende dal contesto.,/tʃɔ ke e apːropriato dipɛnde dal kontɛsto./,A2,Social,"A2,Social",
contrast,contrasto,/kontrasto/,"Alas, how great was the contrast between us!","Ahimè, quanto era grande il contrasto tra noi!","/aimɛ, kwanto ɛra ɡrande il kontrasto tra noi!/",A2,Social,"A2,Social",
control,controllo,/kontrɔllo/,She could not control her mirth.,Non riuscì a controllare la sua allegria.,/non riʊʃi a kontrollare la sʊa alleɡria./,A2,Social,"A2,Social",
count,conteggio,/kontedʒːo/,You should count the monks.,Dovresti contare i monaci.,/dovrestɪ kontare i mɔnatʃɪ./,A2,Social,"A2,Social",
court,tribunale,/tribʊnale/,Are we at Freeman’s Court?,Siamo a Freeman's Court?,/sjamo a freemans koʊrt?/,A2,Social,"A2,Social",
crazy,pazzo,/patsːo/,Who said I was crazy about him?,Chi ha detto che sono pazza di lui?,/kɪ a detːo ke sono patsːa dɪ lui?/,A2,Social,"A2,Social",
creature,creatura,/kreatura/,Creatures are thoughts of God.,Le creature sono pensieri di Dio.,/le kreature sono pensiɛrɪ dɪ dio./,A2,Social,"A2,Social",
credit,credito,/kredito/,"It does her credit, Mat!","Le fa onore, Mat!","/le fa onore, mat!/",A2,Social,"A2,Social",
criminal,criminale,/kriminale/,This criminal has not full man-brain.,Questo criminale non ha un cervello umano completo.,/kwesto kriminale non a ʊn tʃervɛllo ʊmano komplɛto./,A2,Social,"A2,Social",
criticize,criticare,/kritikare/,Nor do I criticize all sacrifices.,Non critico nemmeno tutti i sacrifici.,/non kritiko nemmeno tutːɪ i sakrifitʃɪ./,A2,Social,"A2,Social",
crown,corona,/korona/,Harry the Fifth is crown’d.,Harry Quinto viene incoronato.,/hɛːrɾɪ kwinto vjɛne inkoronato./,A2,Social,"A2,Social",
curse,maledizione,/maleditsione/,The curse has passed away!,La maledizione è passata!,/la maleditsione e passata!/,A2,Social,"A2,Social",
daily,giornaliero,/dʒornaliɛro/,"Though it has not yet finally disappeared, it is dwindling daily.","Anche se non è ancora scomparsa definitivamente, si sta riducendo ogni giorno.","/anke se non e ankora skomparsa definitivamente, sɪ sta ridʊtʃɛndo oɲɲɪ dʒorno./",A2,Social,"A2,Social",
deal,accordo,/akːɔrdo/,You should deal with that first.,Dovresti occuparti prima di tutto di questo.,/dovrestɪ okːʊpartɪ prima dɪ tutːo dɪ kwesto./,A2,Social,"A2,Social",
death,morte,/mɔrte/,Without was the “Red Death.,"Senza la ""Morte Rossa"".","/sɛntsa la ""mɔrte rossa""./",A2,Social,"A2,Social",
debate,dibattito,/dibatːito/,Hatthaka the Sakyan was beaten in debate.,Hatthaka il Sakyan fu sconfitto in un dibattito.,/hatːaka il sakjan fʊ skonfitːo in ʊn dibatːito./,A2,Social,"A2,Social",
degree,grado,/ɡrado/,And what is thy degree?,E qual è il tuo grado?,/e kwal e il tʊo ɡrado?/,A2,Social,"A2,Social",
dentist,dentista,/dentista/,The dentist said I had pulpitis.,Il dentista ha detto che avevo la pulpite.,/il dentista a detːo ke avevo la pulpite./,A2,Social,"A2,Social",
depend,dipendere,/dipɛndere/,You may depend upon me.,Potete contare su di me.,/potete kontare sʊ dɪ me./,A2,Social,"A2,Social",
designer,designer,/dezaɪner/,"Among software designers, comes from C's and LISP's 0-based indexing of arrays.","Tra i progettisti di software, deriva dall'indicizzazione degli array basata su 0 di C e LISP.","/tra i prodʒetːistɪ dɪ sɔft̪wer, deriva dallinditʃidzːatsione deʎɪ arɾai bazata sʊ dzɛɾo dɪ tʃi e lisp./",A2,Social,"A2,Social",
detective,detective,/detɛktiv/,"One of those omniscient and awe-inspiring marvels, a detective, came up from St.","Una di queste meraviglie onniscienti e stupefacenti, un detective, arrivò da St.","/ʊna dɪ kweste meraviʎe onniʃɛntɪ e stʊpefatʃɛntɪ, ʊn detɛktiv, arɾivɔ da ɛssetɪ./",A2,Social,"A2,Social",
device,dispositivo,/dispozitivo/,What says Andronicus to this device?,Cosa dice Andronico di questo dispositivo?,/kɔza ditʃe andrɔniko dɪ kwesto dispozitivo?/,A2,Social,"A2,Social",
diary,diario,/djario/,He is now reading his wife’s typescript of my diary.,Sta leggendo il dattiloscritto di sua moglie del mio diario.,/sta ledʒːɛndo il datːiloskritːo dɪ sʊa moʎe del mio djario./,A2,Social,"A2,Social",
direction,direzione,/diretsione/,This is the first direction.,Questa è la prima direzione.,/kwesta ɛ la prima diretsione./,A2,Social,"A2,Social",
director,direttore,/diretːore/,The man bending over her is her director.,L'uomo che si china su di lei è il suo regista.,/lwɔmo ke sɪ kina sʊ dɪ lɛi e il sʊo redʒista./,A2,Social,"A2,Social",
disagree,in disaccordo,/in dizakːɔrdo/,Did it disagree with her?,Non era d'accordo con lei?,/non ɛra dakːɔrdo kon lɛi?/,A2,Social,"A2,Social",
disco,discoteca,/diskotɛka/,You absolutely may not go to the disco.,Non potete assolutamente andare in discoteca.,/non potete assolʊtamente andare in diskotɛka./,A2,Social,"A2,Social",
discovery,scoperta,/skopɛrta/,This is the new discovery.,Questa è la nuova scoperta.,/kwesta ɛ la nʊɔva skopɛrta./,A2,Social,"A2,Social",
discussion,discussione,/diskʊssjone/,Another point has had some discussion.,Un altro punto è stato oggetto di discussione.,/ʊn altro punto e stato odʒːɛtːo dɪ diskʊssjone./,A2,Social,"A2,Social",
display,display,/displei/,The Huguenot army made a brave display.,L'esercito ugonotto fece un'esibizione coraggiosa.,/lezɛrtʃito ʊɡonɔtːo fetʃe ʊnezibitsione koradʒːɔza./,A2,Social,"A2,Social",
document,documento,/dokʊmento/,See the documents in F.,Si vedano i documenti in F.,/sɪ vedano i dokʊmentɪ in ɛffe./,A2,Social,"A2,Social",
double,doppio,/dopːio/,I'll be a double-distilled saint.,Sarò un santo a doppia distillazione.,/saɾɔ ʊn santo a dopːia distillatsione./,A2,Social,"A2,Social",
drawer,cassetto,/kassetːo/,"Look in the drawer there, ” he said, pointing at the desk.","Guarda nel cassetto lì"", disse indicando la scrivania.","/ɡwarda nel kassetːo li"", disse indikando la skrivania./",A2,Social,"A2,Social",
drawing,disegno,/dizeɲɲo/,The time is drawing near.,Il momento si avvicina.,/il momento sɪ avvitʃina./,A2,Social,"A2,Social",
editor,editore,/editore/,Editors been killed that way.,Gli editori sono stati uccisi in questo modo.,/ʎɪ editorɪ sono statɪ ʊtʃːizɪ in kwesto mɔdo./,A2,Social,"A2,Social",
effect,effetto,/effɛtːo/,The effect was dazzling and brilliant.,L'effetto è stato abbagliante e brillante.,/leffɛtːo e stato abːaʎante e brillante./,A2,Social,"A2,Social",
employee,dipendente,/dipendɛnte/,The employee did not follow the procedure.,Il dipendente non ha seguito la procedura.,/il dipendɛnte non a seɡwito la protʃedura./,A2,Social,"A2,Social",
employer,datore di lavoro,/datore dɪ lavɔro/,"That is his employer, gentlemen.","È il suo datore di lavoro, signori.","/e il sʊo datore dɪ lavɔro, siɲorɪ./",A2,Social,"A2,Social",
ending,fine,/fine/,Youth is ending day and night.,La gioventù sta finendo giorno e notte.,/la dʒoventu sta finɛndo dʒorno e nɔtːe./,A2,Social,"A2,Social",
episode,episodio,/epizɔdjo/,The implications of this episode are complex.,Le implicazioni di questo episodio sono complesse.,/le implikatsionɪ dɪ kwesto epizɔdjo sono komplɛsse./,A2,Social,"A2,Social",
error,errore,/erɾore/,"Hume, however, is in error, p.","Hume, tuttavia, è in errore, pag.","/ume, tʊtːavia, e in erɾore, paɡ./",A2,Social,"A2,Social",
escalator,scala mobile,/skala mɔbile/,The down escalator is up. Oppose down.,La scala mobile in discesa è in salita. Opporsi alla discesa.,/la skala mɔbile in diʃeza e in salita. opːɔrsɪ alla diʃeza./,A2,Social,"A2,Social",
essay,saggio,/sadʒːo/,"(See Hume’s Essay, and Malthus on population, i.","(Si veda il Saggio di Hume, e Malthus sulla popolazione, i.","/(sɪ veda il sadʒːo dɪ ume, e maltʊs sʊlla popolatsione, i./",A2,Social,"A2,Social",
evidence,prove,/prɔve/,"Such is the evidence of Jerom, (tom.",Questa è la testimonianza di Gerolamo (tom.,/kwesta ɛ la testimonjantsa dɪ dʒerɔlamo (tɔm./,A2,Social,"A2,Social",
except,tranne,/tranne/,Yet I would except Vindonissa.,"Tuttavia, non vorrei che Vindonissa.","/tʊtːavia, non vorɾɛi ke vindonissa./",A2,Social,"A2,Social",
exchange,scambio,/skambio/,Carries out an exchange to get: asks for.,Effettua uno scambio per ottenere: chiede.,/effetːʊa uno skambio per otːenere: kjede./,A2,Social,"A2,Social",
