English_Translation,Italian_Term,Italian_IPA,English_Sentence,Italian_Sentence,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
thirty,trenta,ˈtrɛn.ta,,,,,,Counting,
thirty-one,trentuno,trenˈtu.no,,,,,,Counting,
thirty-two,trentadue,tren.taˈdu.e,,,,,,Counting,
thirty-three,trentatré,tren.taˈtrɛ,,,,,,Counting,
thirty-four,trentaquattro,tren.taˈkwat.tro,,,,,,Counting,
thirty-five,trentacinque,tren.taˈtʃiŋ.kwe,,,,,,Counting,
thirty-six,trentasei,tren.taˈsɛi,,,,,,Counting,
thirty-seven,trentasette,tren.taˈsɛt.te,,,,,,Counting,
thirty-eight,trentotto,trenˈtɔt.to,,,,,,Counting,
thirty-nine,trentanove,tren.taˈnɔ.ve,,,,,,Counting,
forty,quaranta,kwaˈran.ta,,,,,,Counting,
forty-one,quarantuno,kwa.ranˈtu.no,,,,,,Counting,
forty-two,quarantadue,kwa.ran.taˈdu.e,,,,,,Counting,
forty-three,quarantatré,kwa.ran.taˈtrɛ,,,,,,Counting,
forty-four,quarantaquattro,kwa.ran.taˈkwat.tro,,,,,,Counting,
forty-five,quarantacinque,kwa.ran.taˈtʃiŋ.kwe,,,,,,Counting,
forty-six,quarantasei,kwa.ran.taˈsɛi,,,,,,Counting,
forty-seven,quarantasette,kwa.ran.taˈsɛt.te,,,,,,Counting,
forty-eight,quarantotto,kwa.ranˈtɔt.to,,,,,,Counting,
forty-nine,quarantanove,kwa.ran.taˈnɔ.ve,,,,,,Counting,
fifty,cinquanta,tʃiŋˈkwan.ta,,,,,,Counting,
fifty-one,cinquantuno,tʃiŋ.kwanˈtu.no,,,,,,Counting,
fifty-two,cinquantadue,tʃiŋ.kwan.taˈdu.e,,,,,,Counting,
fifty-three,cinquantatré,tʃiŋ.kwan.taˈtrɛ,,,,,,Counting,
fifty-four,cinquantaquattro,tʃiŋ.kwan.taˈkwat.tro,,,,,,Counting,
fifty-five,cinquantacinque,tʃiŋ.kwan.taˈtʃiŋ.kwe,,,,,,Counting,
fifty-six,cinquantasei,tʃiŋ.kwan.taˈsɛi,,,,,,Counting,
fifty-seven,cinquantasette,tʃiŋ.kwan.taˈsɛt.te,,,,,,Counting,
fifty-eight,cinquantotto,tʃiŋ.kwanˈtɔt.to,,,,,,Counting,
fifty-nine,cinquantanove,tʃiŋ.kwan.taˈnɔ.ve,,,,,,Counting,
sixty,sessanta,sesˈsan.ta,,,,,,Counting,
sixty-one,sessantuno,ses.sanˈtu.no,,,,,,Counting,
sixty-two,sessantadue,ses.san.taˈdu.e,,,,,,Counting,
sixty-three,sessantatré,ses.san.taˈtrɛ,,,,,,Counting,
sixty-four,sessantaquattro,ses.san.taˈkwat.tro,,,,,,Counting,
sixty-five,sessantacinque,ses.san.taˈtʃiŋ.kwe,,,,,,Counting,
sixty-six,sessantasei,ses.san.taˈsɛi,,,,,,Counting,
sixty-seven,sessantasette,ses.san.taˈsɛt.te,,,,,,Counting,
sixty-eight,sessantotto,ses.sanˈtɔt.to,,,,,,Counting,
sixty-nine,sessantanove,ses.san.taˈnɔ.ve,,,,,,Counting,
seventy,settanta,setˈtan.ta,,,,,,Counting,
seventy-one,settantuno,set.tanˈtu.no,,,,,,Counting,
seventy-two,settantadue,set.tan.taˈdu.e,,,,,,Counting,
seventy-three,settantatré,set.tan.taˈtrɛ,,,,,,Counting,
seventy-four,settantaquattro,set.tan.taˈkwat.tro,,,,,,Counting,
seventy-five,settantacinque,set.tan.taˈtʃiŋ.kwe,,,,,,Counting,
seventy-six,settantasei,set.tan.taˈsɛi,,,,,,Counting,
seventy-seven,settantasette,set.tan.taˈsɛt.te,,,,,,Counting,
seventy-eight,settantotto,set.tanˈtɔt.to,,,,,,Counting,
seventy-nine,settantanove,set.tan.taˈnɔ.ve,,,,,,Counting,
eighty,ottanta,otˈtan.ta,,,,,,Counting,
eighty-one,ottantuno,ot.tanˈtu.no,,,,,,Counting,
eighty-two,ottantadue,ot.tan.taˈdu.e,,,,,,Counting,
eighty-three,ottantatré,ot.tan.taˈtrɛ,,,,,,Counting,
eighty-four,ottantaquattro,ot.tan.taˈkwat.tro,,,,,,Counting,
eighty-five,ottantacinque,ot.tan.taˈtʃiŋ.kwe,,,,,,Counting,
eighty-six,ottantasei,ot.tan.taˈsɛi,,,,,,Counting,
eighty-seven,ottantasette,ot.tan.taˈsɛt.te,,,,,,Counting,
eighty-eight,ottantotto,ot.tanˈtɔt.to,,,,,,Counting,
eighty-nine,ottantanove,ot.tan.taˈnɔ.ve,,,,,,Counting,
ninety,novanta,noˈvan.ta,,,,,,Counting,
ninety-one,novantuno,no.vanˈtu.no,,,,,,Counting,
ninety-two,novantadue,no.van.taˈdu.e,,,,,,Counting,
ninety-three,novantatré,no.van.taˈtrɛ,,,,,,Counting,
ninety-four,novantaquattro,no.van.taˈkwat.tro,,,,,,Counting,
ninety-five,novantacinque,no.van.taˈtʃiŋ.kwe,,,,,,Counting,
ninety-six,novantasei,no.van.taˈsɛi,,,,,,Counting,
ninety-seven,novantasette,no.van.taˈsɛt.te,,,,,,Counting,
ninety-eight,novantotto,no.vanˈtɔt.to,,,,,,Counting,
ninety-nine,novantanove,no.van.taˈnɔ.ve,,,,,,Counting,
one hundred,cento,ˈtʃɛn.to,,,,,,Counting,
thousand,mille,ˈmil.le,,,,,,Counting,
million,milione,miˈljoːne,,,,,,Counting,
billion,miliardo,miˈljaːrdo,,,,,,Counting,
trillion,trilione,triˈljoːne,,,,,,Counting,
first,,,,,,,,Counting,
second,,,,,,,,Counting,
third,,,,,,,,Counting,
fourth,,,,,,,,Counting,
fifth,,,,,,,,Counting,
sixth,,,,,,,,Counting,
seventh,,,,,,,,Counting,
eighth,,,,,,,,Counting,
ninth,,,,,,,,Counting,
tenth,,,,,,,,Counting,
eleventh,,,,,,,,Counting,
twelfth,,,,,,,,Counting,
thirteenth,,,,,,,,Counting,
fourteenth,,,,,,,,Counting,
fifteenth,,,,,,,,Counting,
sixteenth,,,,,,,,Counting,
seventeenth,,,,,,,,Counting,
eighteenth,,,,,,,,Counting,
nineteenth,,,,,,,,Counting,
twentieth,,,,,,,,Counting,
twenty-first,,,,,,,,Counting,
twenty-second,,,,,,,,Counting,
twenty-third,,,,,,,,Counting,
twenty-fourth,,,,,,,,Counting,
twenty-fifth,,,,,,,,Counting,
twenty-sixth,,,,,,,,Counting,
twenty-seventh,,,,,,,,Counting,
twenty-eighth,,,,,,,,Counting,
twenty-ninth,,,,,,,,Counting,
thirtieth,,,,,,,,Counting,
thirty-first,,,,,,,,Counting,
thirty-second,,,,,,,,Counting,
thirty-third,,,,,,,,Counting,
thirty-fourth,,,,,,,,Counting,
thirty-fifth,,,,,,,,Counting,
thirty-sixth,,,,,,,,Counting,
thirty-seventh,,,,,,,,Counting,
thirty-eighth,,,,,,,,Counting,
thirty-ninth,,,,,,,,Counting,
fortieth,,,,,,,,Counting,
forty-first,,,,,,,,Counting,
forty-second,,,,,,,,Counting,
forty-third,,,,,,,,Counting,
forty-fourth,,,,,,,,Counting,
forty-fifth,,,,,,,,Counting,
forty-sixth,,,,,,,,Counting,
forty-seventh,,,,,,,,Counting,
forty-eighth,,,,,,,,Counting,
forty-ninth,,,,,,,,Counting,
fiftieth,,,,,,,,Counting,
fifty-first,,,,,,,,Counting,
fifty-second,,,,,,,,Counting,
fifty-third,,,,,,,,Counting,
fifty-fourth,,,,,,,,Counting,
fifty-fifth,,,,,,,,Counting,
fifty-sixth,,,,,,,,Counting,
fifty-seventh,,,,,,,,Counting,
fifty-eighth,,,,,,,,Counting,
fifty-ninth,,,,,,,,Counting,
sixtieth,,,,,,,,Counting,
sixty-first,,,,,,,,Counting,
sixty-second,,,,,,,,Counting,
sixty-third,,,,,,,,Counting,
sixty-fourth,,,,,,,,Counting,
sixty-fifth,,,,,,,,Counting,
sixty-sixth,,,,,,,,Counting,
sixty-seventh,,,,,,,,Counting,
sixty-eighth,,,,,,,,Counting,
sixty-ninth,,,,,,,,Counting,
seventieth,,,,,,,,Counting,
seventy-first,,,,,,,,Counting,
seventy-second,,,,,,,,Counting,
seventy-third,,,,,,,,Counting,
seventy-fourth,,,,,,,,Counting,
seventy-fifth,,,,,,,,Counting,
seventy-sixth,,,,,,,,Counting,
seventy-seventh,,,,,,,,Counting,
seventy-eighth,,,,,,,,Counting,
seventy-ninth,,,,,,,,Counting,
eightieth,,,,,,,,Counting,
eighty-first,,,,,,,,Counting,
eighty-second,,,,,,,,Counting,
eighty-third,,,,,,,,Counting,
eighty-fourth,,,,,,,,Counting,
eighty-fifth,,,,,,,,Counting,
eighty-sixth,,,,,,,,Counting,
eighty-seventh,,,,,,,,Counting,
eighty-eighth,,,,,,,,Counting,
eighty-ninth,,,,,,,,Counting,
ninetieth,,,,,,,,Counting,
ninety-first,,,,,,,,Counting,
ninety-second,,,,,,,,Counting,
ninety-third,,,,,,,,Counting,
ninety-fourth,,,,,,,,Counting,
ninety-fifth,,,,,,,,Counting,
ninety-sixth,,,,,,,,Counting,
ninety-seventh,,,,,,,,Counting,
ninety-eighth,,,,,,,,Counting,
ninety-ninth,,,,,,,,Counting,
one hundredth,,,,,,,,Counting,
one thousandth,,,,,,,,Counting,
one millionth,,,,,,,,Counting,
one billionth,,,,,,,,Counting,
one trillionth,,,,,,,,Counting,
half,,,,,,,,Counting,
quarter,,,,,,,,Counting,
dozen,,,,,,,,Counting,
score,,,,,,,,Counting,
a couple of,,,,,,,,Counting,
a few,,,,,,,,Counting,
several,,,,,,,,Counting,
many,,,,,,,,Counting,
a lot of,,,,,,,,Counting,
lots of,,,,,,,,Counting,
most,,,,,,,,Counting,
all,,,,,,,,Counting,
none,,,,,,,,Counting,
some,,,,,,,,Counting,
firstly,,,,,,,,Counting,
secondly,,,,,,,,Counting,
thirdly,,,,,,,,Counting,
finally,,,,,,,,Counting,
lastly,,,,,,,,Counting,
