English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
deficit,deficit,/dɛfitʃit/,"If there's a deficit, we'll make it up.","Se c'è un deficit, lo recupereremo.","/se tʃe ʊn dɛfitʃit, lo rekʊpererɛmo./",B2,Time & Quantity,"B2,Time & Quantity",
dose,dose,/dɔze/,I have drunk a dose of medicine today.,Oggi ho bevuto una dose di medicina.,/ɔdʒːɪ o bevuto ʊna dɔze dɪ meditʃina./,B2,Time & Quantity,"B2,Time & Quantity",
drought,siccità,/sitʃːita/,They will withstand drought better than seedlings.,Resistono alla siccità meglio delle piantine.,/rezistono alla sitʃːita mɛʎo delle pjantine./,B2,Time & Quantity,"B2,Time & Quantity",
duration,durata,/dʊrata/,"After a short duration, the permission was most graciously conceded.","Dopo una breve durata, il permesso è stato gentilmente concesso.","/dopo ʊna brɛve dʊrata, il permesso e stato dʒentilmente kontʃɛsso./",B2,Time & Quantity,"B2,Time & Quantity",
evolution,evoluzione,/evolʊtsione/,But it’s well I never made that evolution of matrimony.,Ma è bene che io non abbia mai fatto quell'evoluzione del matrimonio.,/ma e bɛne ke io non abːia maj fatːo kwellevolʊtsione del matrimɔnio./,B2,Time & Quantity,"B2,Time & Quantity",
fraction,frazione,/fratsione/,The other weights are fractions of a gm.,Gli altri pesi sono frazioni di gm.,/ʎɪ altrɪ pezɪ sono fratsionɪ dɪ dʒiɛmme./,B2,Time & Quantity,"B2,Time & Quantity",
grand,grande,/ɡrande/,It’s a grand thing to be mad!,È una cosa grandiosa essere arrabbiati!,/e ʊna kɔza ɡrandjɔza ɛssere arɾabːjatɪ!/,B2,Time & Quantity,"B2,Time & Quantity",
gross,lordo,/lordo/,What is the gross amount?,Qual è l'importo lordo?,/kwal e limpɔrto lordo?/,B2,Time & Quantity,"B2,Time & Quantity",
heap,mucchio,/mukːio/,I’d give heaps to know who it is.,Darei molto per sapere chi è.,/darɛi molto per sapere kɪ ɛː./,B2,Time & Quantity,"B2,Time & Quantity",
immortality,immortalità,/immortalita/,Else there is no immortality for man.,Altrimenti non c'è immortalità per l'uomo.,/altrimentɪ non tʃe immortalita per lwɔmo./,B2,Time & Quantity,"B2,Time & Quantity",
inhabit,abitare,/abitare/,"What a place is this that you inhabit, my son!","Che luogo è questo che tu abiti, figlio mio!","/ke lʊɔɡo e kwesto ke tʊ abitɪ, fiʎo mio!/",B2,Time & Quantity,"B2,Time & Quantity",
interruption,interruzione,/interɾʊtsione/,I again begged his pardon for being betrayed into interruptions.,Gli chiesi nuovamente scusa per essere stato tradito dalle interruzioni.,/ʎɪ kjɛzɪ nʊovamente skuza per ɛssere stato tradito dalle interɾʊtsionɪ./,B2,Time & Quantity,"B2,Time & Quantity",
irrational,irrazionale,/irɾatsionale/,Irrational application of mind is very harmful.,L'applicazione irrazionale della mente è molto dannosa.,/lapːlikatsione irɾatsionale della mente e molto dannoza./,B2,Time & Quantity,"B2,Time & Quantity",
leash,guinzaglio,/ɡwintsaʎo/,Suppose a dog on a leash was tethered to a strong post or pillar.,Supponiamo che un cane al guinzaglio sia legato a un palo o a un pilastro robusto.,/sʊpːonjamo ke ʊn kane al ɡwintsaʎo sia leɡato a ʊn palo o a ʊn pilastro robusto./,B2,Time & Quantity,"B2,Time & Quantity",
lengthen,allungare,/allʊŋɡare/,"As Janet curtsied, hoping I was well, I observed my aunt’s visage lengthen very much.","Mentre Janet si inchinava, sperando che stessi bene, osservai il viso di mia zia allungarsi molto.","/mentre dʒanet sɪ inkinava, sperando ke stessɪ bɛne, osservaj il vizo dɪ mia dzia allʊŋɡarsɪ molto./",B2,Time & Quantity,"B2,Time & Quantity",
lifetime,durata della vita,/dʊrata della vita/,Are lifetime tonics mixed with ordinary food allowable or unallowable?,I tonici a vita mescolati con i normali alimenti sono ammissibili o non ammissibili?,/i tɔnitʃɪ a vita meskolatɪ kon i normalɪ alimentɪ sono ammissibilɪ o non ammissibilɪ?/,B2,Time & Quantity,"B2,Time & Quantity",
micrometer,micrometro,/mikrɔmetro/,We talked about the micrometer last night.,Ieri sera abbiamo parlato del micrometro.,/jɛrɪ sera abːjamo parlato del mikrɔmetro./,B2,Time & Quantity,"B2,Time & Quantity",
millimeter,millimetro,/millimetro/,Only a few millimeters are involved in that.,Si tratta di pochi millimetri.,/sɪ tratːa dɪ pɔkɪ millimetrɪ./,B2,Time & Quantity,"B2,Time & Quantity",
nought,zero,/dzɛro/,This hand was made to handle nought but gold.,Questa mano è stata creata per maneggiare nient'altro che oro.,/kwesta mano e stata kreata per manedʒːare njɛntaːltro ke ɔro./,B2,Time & Quantity,"B2,Time & Quantity",
ounce,oncia,/ontʃa/,The dose as a purgative is from one half to one ounce.,La dose come purgante va da mezzo a un grammo.,/la dɔze kome pʊrɡante va da mɛdzːo a ʊn ɡrammo./,B2,Time & Quantity,"B2,Time & Quantity",
outing,gita,/dʒita/,Matthew only has family outings on Thursday.,Matthew ha un'uscita con la famiglia solo il giovedì.,/matːew a ʊnʊʃita kon la famiʎa solo il dʒovedi./,B2,Time & Quantity,"B2,Time & Quantity",
outlive,sopravvivere,/sopravvivere/,You shall outlive the lady whom you serve.,Sopravviverete alla signora che servite.,/sopravviverete alla siɲora ke servite./,B2,Time & Quantity,"B2,Time & Quantity",
overtime,straordinario,/straordinario/,Are you willing to work overtime?,Siete disposti a fare gli straordinari?,/sjete dispostɪ a fare ʎɪ straordinarɪ?/,B2,Time & Quantity,"B2,Time & Quantity",
peak,picco,/pikːo/,Do you see that Mount Vulture’s Peak?,Vedete il monte Vulture's Peak?,/vedete il monte vultʊres pɛak?/,B2,Time & Quantity,"B2,Time & Quantity",
pint,pinta,/pinta/,Come to the pint at once.,Venite subito alla pinta.,/venite subito alla pinta./,B2,Time & Quantity,"B2,Time & Quantity",
postpone,rinviare,/rinviare/,Or how could she postpone the journey without exciting suspicion?,O come poteva rimandare il viaggio senza destare sospetti?,/o kome potɛva rimandare il vjadʒːo sɛntsa destare sospɛtːɪ?/,B2,Time & Quantity,"B2,Time & Quantity",
presidency,presidenza,/prezidɛntsa/,You can’t offer him the Presidency of the Council; that is reserved for Poodle.,Non potete offrirgli la presidenza del Consiglio; quella è riservata a Barboncino.,/non potete offrirʎɪ la prezidɛntsa del konsiʎo; kwella e rizervata a barbontʃino./,B2,Time & Quantity,"B2,Time & Quantity",
prime,primo,/primo/,He was older now; a man in the prime of life.,"Ora era più vecchio, un uomo nel fiore degli anni.","/ora ɛra pjʊ vɛkːio, ʊn wɔmo nel fjore deʎɪ annɪ./",B2,Time & Quantity,"B2,Time & Quantity",
prime,primo,/primo/,He was older now; a man in the prime of life.,"Ora era più vecchio, un uomo nel fiore degli anni.","/ora ɛra pjʊ vɛkːio, ʊn wɔmo nel fjore deʎɪ annɪ./",B2,Time & Quantity,"B2,Time & Quantity",
radium,radio,/radio/,It was Marie Curie who discovered radium.,Fu Marie Curie a scoprire il radio.,/fʊ marie kurie a skoprire il radio./,B2,Time & Quantity,"B2,Time & Quantity",
real,reale,/reale/,The real issue was Spain.,Il vero problema era la Spagna.,/il vero problɛma ɛra la spaɲɲa./,B2,Time & Quantity,"B2,Time & Quantity",
sector,settore,/setːore/,Algeria already has a good industrial sector.,L'Algeria ha già un buon settore industriale.,/laldʒeria a dʒa ʊn bwɔn setːore indʊstriale./,B2,Time & Quantity,"B2,Time & Quantity",
span,campata,/kampata/,I know now the span of my life.,Ora conosco l'arco della mia vita.,/ora konosko larko della mia vita./,B2,Time & Quantity,"B2,Time & Quantity",
splatter,splatter,/splatːɛr/,There were blood splatters on the ground.,C'erano schizzi di sangue a terra.,/tʃɛrano skitsːɪ dɪ saŋɡwe a tɛrɾa./,B2,Time & Quantity,"B2,Time & Quantity",
spray,spruzzo,/sprutsːo/,How to spray: Thoroughness is the essential principle in all spraying.,Come spruzzare: L'accuratezza è il principio essenziale di ogni irrorazione.,/kome sprʊtsːare: lakːʊratetsːa e il printʃipio essentsjale dɪ oɲɲɪ irɾoratsione./,B2,Time & Quantity,"B2,Time & Quantity",
stride,passo,/passo/,"Each of them was extremely fast, with an extremely mighty stride.","Ognuno di loro era estremamente veloce, con una falcata estremamente possente.","/oɲuno dɪ lɔro ɛra estremamente velotʃe, kon ʊna falkata estremamente possɛnte./",B2,Time & Quantity,"B2,Time & Quantity",
teaspoon,cucchiaino,/kʊkːiaino/,How many teaspoons of salt do I put in?,Quanti cucchiaini di sale devo mettere?,/kwantɪ kʊkːiainɪ dɪ sale dɛvo metːere?/,B2,Time & Quantity,"B2,Time & Quantity",
times,tempi,/tɛmpɪ/,These are the four times.,Questi sono i quattro tempi.,/kwestɪ sono i kwatːro tɛmpɪ./,B2,Time & Quantity,"B2,Time & Quantity",
ton,ton,/tɔn/,The weight is 3 tons.,Il peso è di 3 tonnellate.,/il pezo e dɪ tre tonnellate./,B2,Time & Quantity,"B2,Time & Quantity",
trillion,trilione,/trilione/,I wish Tatoeba had 10 trillion example sentences.,Vorrei che Tatoeba avesse 10 trilioni di frasi di esempio.,/vorɾɛi ke tatoeba avesse djɛtʃɪ trilionɪ dɪ frazɪ dɪ ezɛmpio./,B2,Time & Quantity,"B2,Time & Quantity",
tub,vasca,/vaska/,A tub had caught all—ha!,Una vasca aveva catturato tutti-ha!,/ʊna vaska aveva katːʊrato tutːia!/,B2,Time & Quantity,"B2,Time & Quantity",
unity,unità,/ʊnita/,"Well, is all a unity?","Ebbene, è tutto un'unità?","/ebːɛne, e tutːo ʊnʊnita?/",B2,Time & Quantity,"B2,Time & Quantity",
wartime,tempo di guerra,/tɛmpo dɪ ɡwɛrɾa/,Have you been telling him your wartime stories again?,Gli hai raccontato di nuovo le tue storie di guerra?,/ʎɪ aj rakːontato dɪ nʊɔvo le tʊe stɔrie dɪ ɡwɛrɾa?/,B2,Time & Quantity,"B2,Time & Quantity",
wed,matrimonio,/matrimɔnio/,"Nor ne’er wed woman, if you be not she.","Né sposare mai una donna, se non sei lei.","/ne spozare maj ʊna dɔnna, se non sɛi lɛi./",B2,Time & Quantity,"B2,Time & Quantity",
