English_Translation,Italian_Term,Italian_IPA,English_Sentence,Italian_Sentence,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
confine,confinare,/konfinare/,"No, it must be sought within the confines of domestic bliss.","No, deve essere ricercato all'interno dei confini della beatitudine domestica.","/nɔ, dɛve ɛssere ritʃerkato allintɛrno deɪ konfinɪ della beatitudine domɛstika./",B2,Professional,"B2,Professional",
cooperate,collaborare,/kollaborare/,"If you want us to help you, cooperate.","Se volete che vi aiutiamo, collaborate.","/se volete ke vɪ ajʊtjamo, kollaborate./",B2,Professional,"B2,Professional",
corporation,società,/sotʃeta/,The Corporation of Goldsmiths is spoken of as existing in the first dynasty of the French kings.,Si parla della corporazione degli orafi come esistente nella prima dinastia dei re francesi.,/sɪ parla della korporatsione deʎɪ ɔrafɪ kome ezistɛnte nella prima dinastia deɪ rɛ frantʃezɪ./,B2,Professional,"B2,Professional",
crew,equipaggio,/ekwipadʒːo/,Had the crew seen me disappear?,L'equipaggio mi aveva visto sparire?,/lekwipadʒːo mɪ aveva visto sparire?/,B2,Professional,"B2,Professional",
cubism,cubismo,/kʊbizmo/,We talked about the cubism last night.,Ieri sera abbiamo parlato del cubismo.,/jɛrɪ sera abːjamo parlato del kʊbizmo./,B2,Professional,"B2,Professional",
de,de,/de/,"Stand up now, and say—How-de-do.","Alzatevi ora e dite: ""Come si fa"".","/altsatevɪ ora e dite: ""kome sɪ fa""./",B2,Professional,"B2,Professional",
deceive,ingannare,/iŋɡannare/,"Do you deceive and entrap him, Estella?","Lo inganni e lo intrappoli, Estella?","/lo iŋɡannɪ e lo intrapːolɪ, estɛlla?/",B2,Professional,"B2,Professional",
descend,scendere,/ʃɛndere/,It must descend upon me too.,Deve scendere anche su di me.,/dɛve ʃɛndere anke sʊ dɪ me./,B2,Professional,"B2,Professional",
detachment,distacco,/distakːo/,The great detachment comes suddenly for people so bound.,Il grande distacco arriva all'improvviso per le persone così legate.,/il ɡrande distakːo arɾiva allimprovvizo per le persone kozi leɡate./,B2,Professional,"B2,Professional",
dignify,dignitoso,/diɲitozo/,We are quick to snap at her ankles when she locks the larder door: a proceeding which we dignify by the name of pessimism.,Ci affrettiamo a scuotere le caviglie quando chiude a chiave la porta della dispensa: un'azione che chiamiamo con il nome di pessimismo.,/tʃɪ affretːjamo a skʊɔtere le kaviʎe kwando kjude a kjave la pɔrta della dispɛnsa: ʊnatsione ke kjamjamo kon il nome dɪ pessimizmo./,B2,Professional,"B2,Professional",
discharge,scarico,/skariko/,We will discharge our duty.,Noi compiremo il nostro dovere.,/noi kompirɛmo il nɔstro dovere./,B2,Professional,"B2,Professional",
disgrace,disgrazia,/dizɡratsia/,I shan’t disgrace it when the time comes.,Non lo disonorerò quando sarà il momento.,/non lo dizonoreɾɔ kwando saɾa il momento./,B2,Professional,"B2,Professional",
dismiss,licenziamento,/litʃentsjamento/,Will you dismiss the people?,Volete licenziare il popolo?,/volete litʃentsjare il pɔpolo?/,B2,Professional,"B2,Professional",
displace,spostare,/spostare/,"It is under these conditions that it overturns houses, breaks iron gates, displaces twenty-four pounders.","È in queste condizioni che rovescia le case, rompe i cancelli di ferro, sposta i proiettili da ventiquattro libbre.","/e in kweste konditsionɪ ke rovɛʃa le kaze, rompe i kantʃɛllɪ dɪ fɛrɾo, spɔsta i proiɛtːilɪ da ventikwatːro libːre./",B2,Professional,"B2,Professional",
divert,deviare,/devjare/,"This attempt to divert the conversation was too puerile, and Mrs.",Questo tentativo di sviare la conversazione era troppo puerile e Mrs.,/kwesto tentativo dɪ zviare la konversatsione ɛra trɔpːo pʊerile e ɛmmeɛrɾeɛsse./,B2,Professional,"B2,Professional",
divorce,divorzio,/divɔrtsio/,Divorces were prohibited by manners rather than by laws.,I divorzi erano vietati dalle buone maniere più che dalle leggi.,/i divɔrtsɪ ɛrano vjetatɪ dalle bʊɔne maniɛre pjʊ ke dalle ledʒːɪ./,B2,Professional,"B2,Professional",
dominate,dominare,/dominare/,"But it is the fourth noble truth, the path, that dominates the Majjhima.","Ma è la quarta nobile verità, il sentiero, a dominare il Majjhima.","/ma e la kwarta nɔbile verita, il sentiɛro, a dominare il madʒdʒima./",B2,Professional,"B2,Professional",
downsize,ridimensionamento,/ridimensjonamento/,You should downsize the house.,Dovreste ridimensionare la casa.,/dovreste ridimensjonare la kaza./,B2,Professional,"B2,Professional",
endeavor,sforzo,/sfɔrtso/,Endeavor “These two endeavors are challenging in the world.,"Impegno ""Questi due impegni sono una sfida per il mondo.","/impeɲɲo ""kwestɪ due impeɲɲɪ sono ʊna sfida per il mondo./",B2,Professional,"B2,Professional",
endorse,approvare,/apːrovare/,"The Buddha said to him, “Ānanda, do you endorse Sāriputta?","Il Buddha gli disse: ""Ānanda, tu appoggi Sāriputta?","/il budːa ʎɪ disse: ""ananda, tʊ apːɔdʒːɪ sariputːa?/",B2,Professional,"B2,Professional",
enforce,applicazione,/apːlikatsione/,"Cleopatra, know We will extenuate rather than enforce.","Cleopatra, sappiate che noi attenueremo piuttosto che far rispettare.","/kleopatra, sapːjate ke noi atːenʊerɛmo pjʊtːɔsto ke far rispetːare./",B2,Professional,"B2,Professional",
enroll,iscriversi,/iskriversɪ/,"Allow me to have the honor, Professor Hardwigg, to enroll you as an honorary member?","Mi permette di avere l'onore, professor Hardwigg, di iscriverla come membro onorario?","/mɪ permetːe dɪ avere lonore, professor hardwiɡː, dɪ iskriverla kome mɛmbro onorario?/",B2,Professional,"B2,Professional",
enterprise,impresa,/impreza/,I wish your enterprise today may thrive.,Auguro alla vostra impresa di prosperare oggi.,/aʊɡʊro alla vɔstra impreza dɪ prosperare ɔdʒːɪ./,B2,Professional,"B2,Professional",
entitle,titolo,/titolo/,For my past life could scarcely entitle me to marry.,Perché la mia vita passata difficilmente mi autorizzava a sposarmi.,/perke la mia vita passata diffitʃilmente mɪ aʊtoridzːava a spozarmɪ./,B2,Professional,"B2,Professional",
exaggerate,esagerare,/ezadʒerare/,"These are, it is true, the complaints of faction; but even faction exaggerates, rather than invents.","Queste sono, è vero, le lamentele della fazione; ma anche la fazione esagera, piuttosto che inventare.","/kweste sono, e vero, le lamentɛle della fatsione; ma anke la fatsione ezadʒera, pjʊtːɔsto ke inventare./",B2,Professional,"B2,Professional",
exclude,escludere,/eskludere/,The acquittal therefore did not exclude the possibility of a repetition of the charge.,L'assoluzione non ha quindi escluso la possibilità di una reiterazione dell'accusa.,/lassolʊtsione non a kwindɪ eskluzo la possibilita dɪ ʊna reiteratsione dellakːuza./,B2,Professional,"B2,Professional",
failed,fallito,/fallito/,I made the attempt and failed.,Ho fatto il tentativo e ho fallito.,/o fatːo il tentativo e o fallito./,B2,Professional,"B2,Professional",
gambling,gioco d'azzardo,/dʒɔko dadzːardo/,These are the six drawbacks of habitually gambling.,Questi sono i sei inconvenienti del gioco d'azzardo abituale.,/kwestɪ sono i sɛi inkonvenjɛntɪ del dʒɔko dadzːardo abitʊale./,B2,Professional,"B2,Professional",
ghetto,ghetto,/ɡetːo/,"In ghettos, police are powerless.",Nei ghetti la polizia è impotente.,/nei ɡetːɪ la politsia e impotɛnte./,B2,Professional,"B2,Professional",
impose,imporre,/impɔrɾe/,The monks didn’t know which penalty to impose.,I monaci non sapevano quale pena imporre.,/i mɔnatʃɪ non sapevano kwale pena impɔrɾe./,B2,Professional,"B2,Professional",
imprison,carcere,/kartʃere/,"Was’t not enough, ye valiant warriors, say, Nine years imprison’d in those towers ye lay?","Non vi sono bastati, voi valorosi guerrieri, nove anni di prigionia in quelle torri?","/non vɪ sono bastatɪ, voi valorɔzɪ ɡwerɾiɛrɪ, nɔve annɪ dɪ pridʒonia in kwelle torɾɪ?/",B2,Professional,"B2,Professional",
infect,infetto,/infɛtːo/,Why do you infect yourself with them?,Perché ti infetti con loro?,/perke tɪ infɛtːɪ kon lɔro?/,B2,Professional,"B2,Professional",
infringe,infrangere,/infrandʒere/,"And Jove, for your love would infringe an oath.","E Giove, per il tuo amore, violerebbe un giuramento.","/e dʒove, per il tʊo amore, vjolerɛbːe ʊn dʒʊramento./",B2,Professional,"B2,Professional",
install,installare,/installare/,"Levied an army, weening to redeem And have install’d me in the diadem.",Ha allevato un esercito che si appresta a riscattare e mi ha insediato nel diadema.,/a allevato ʊn ezɛrtʃito ke sɪ apːrɛsta a riskatːare e mɪ a insedjato nel djadɛma./,B2,Professional,"B2,Professional",
integrate,integrare,/inteɡrare/,↩ This discourse is “great” because it integrates multiple distinct teaching frameworks within the six sense fields.,"Questo discorso è ""grande"" perché integra più quadri didattici distinti all'interno dei sei campi di senso.","/kwesto diskorso ɛː ""ɡrande"" perke inteɡra pjʊ kwadrɪ didatːitʃɪ distintɪ allintɛrno deɪ sɛi kampɪ dɪ sɛnso./",B2,Professional,"B2,Professional",
interfere,interferire,/interferire/,"This is business, and transports interfere with it.","Si tratta di affari, e i trasporti interferiscono con essi.","/sɪ tratːa dɪ affarɪ, e i traspɔrtɪ interferiskono kon ɛssɪ./",B2,Professional,"B2,Professional",
intrude,intromettersi,/intromettersɪ/,I will intrude no longer.,Non mi intrometterò più.,/non mɪ intrometːeɾɔ pju./,B2,Professional,"B2,Professional",
jeopardize,compromettere,/komprometːere/,I know that I jeopardize your good opinion.,So di mettere a rischio la sua buona opinione.,/sɔ dɪ metːere a riskio la sʊa bʊɔna opinjone./,B2,Professional,"B2,Professional",
jury,giuria,/dʒʊria/,"Now, gentlemen of the jury, ” says Mr.","Ora, signori della giuria"", dice Mr.","/ora, siɲorɪ della dʒʊria"", ditʃe ɛmmeɛrɾe./",B2,Professional,"B2,Professional",
kindergarten,scuola materna,/skʊɔla matɛrna/,Tom was a kindergarten teacher.,Tom era un insegnante di scuola materna.,/tɔm ɛra ʊn inseɲante dɪ skʊɔla matɛrna./,B2,Professional,"B2,Professional",
labour,lavoro,/lavɔro/,That labour may you save.,Che il lavoro possa essere risparmiato.,/ke il lavɔro pɔssa ɛssere risparmjato./,B2,Professional,"B2,Professional",
lawn,prato,/prato/,When I reached the lawn my worst fears were realised.,"Quando ho raggiunto il prato, le mie peggiori paure si sono realizzate.","/kwando o radʒːunto il prato, le mie pedʒːorɪ paʊre sɪ sono realidzːate./",B2,Professional,"B2,Professional",
legislate,legiferare,/ledʒiferare/,"The Java Language Specification legislates not only the capitalization of identifiers, but where nouns, adjectives, and verbs should be in method, class, interface, and variable names (section 6.8).","Le specifiche del linguaggio Java stabiliscono non solo la capitalizzazione degli identificatori, ma anche la posizione di nomi, aggettivi e verbi nei nomi di metodi, classi, interfacce e variabili (sezione 6.8).","/le spetʃifike del liŋɡwadʒːo dʒava stabiliskono non solo la kapitalidzːatsione deʎɪ identifikatorɪ, ma anke la pozitsione dɪ nɔmɪ, adʒːetːivɪ e vɛrbɪ nei nɔmɪ dɪ mɛtodɪ, klassɪ, interfatʃːe e variabilɪ (setsione sɛj.ɔtːo)./",B2,Professional,"B2,Professional",
legislature,legislatura,/ledʒizlatura/,The legislature has enacted far-reaching laws.,La legislatura ha emanato leggi di ampia portata.,/la ledʒizlatura a emanato ledʒːɪ dɪ ampia portata./,B2,Professional,"B2,Professional",
manipulate,manipolare,/manipolare/,Thinner paint is easier to refine and manipulate.,La vernice più sottile è più facile da perfezionare e manipolare.,/la vernitʃe pjʊ sotːile e pjʊ fatʃile da perfetsjonare e manipolare./,B2,Professional,"B2,Professional",
midst,a metà strada,/a meta strada/,In the midst of which they went to supper.,Nel frattempo si recarono a cena.,/nel fratːɛmpo sɪ rekarono a tʃena./,B2,Professional,"B2,Professional",
migration,migrazione,/miɡratsione/,The narrative of the last migration of Severinus to Naples is likewise an authentic piece.,Anche la narrazione dell'ultima migrazione di Severino a Napoli è un pezzo autentico.,/anke la narɾatsione dellultima miɡratsione dɪ severino a napolɪ e ʊn pɛtsːo aʊtɛntiko./,B2,Professional,"B2,Professional",
mistreat,maltrattare,/maltratːare/,I forgot a mistreat at home today.,Oggi ho dimenticato a casa un maltolto.,/ɔdʒːɪ o dimentikato a kaza ʊn maltolto./,B2,Professional,"B2,Professional",
moonlight,chiaro di luna,/kjaro dɪ luna/,The sun; it is not moonlight now.,Il sole; non è più il chiaro di luna.,/il sole; non e pjʊ il kjaro dɪ luna./,B2,Professional,"B2,Professional",
navy,marina,/marina/,"Captain Swosser of the Royal Navy, who was Mrs.","Il Capitano Swosser della Royal Navy, che era la signora","/il kapitano swossɛr della rojal navɪ, ke ɛra la siɲora/",B2,Professional,"B2,Professional",
nobility,nobiltà,/nobilta/,"The nobility, of course, ’ said Mr.","La nobiltà, naturalmente"", ha detto Mr.","/la nobilta, natʊralmente"", a detːo ɛmmeɛrɾe./",B2,Professional,"B2,Professional",
obey,obbedire,/obːedire/,I shall obey his will.,Obbedirò alla sua volontà.,/obːediɾɔ alla sʊa volonta./,B2,Professional,"B2,Professional",
offence,reato,/reato/,What has given you offence?,Che cosa l'ha offesa?,/ke kɔza la offeza?/,B2,Professional,"B2,Professional",
offend,offendere,/offɛndere/,I will not stay to offend you.,Non resterò per offendervi.,/non resteɾɔ per offɛndervɪ./,B2,Professional,"B2,Professional",
offense,offesa,/offeza/,These are the two offenses.,Questi sono i due reati.,/kwestɪ sono i due reatɪ./,B2,Professional,"B2,Professional",
outrage,oltraggio,/oltradʒːo/,The scene of the two outrages will naturally be supposed identical.,La scena dei due oltraggi sarà naturalmente ritenuta identica.,/la ʃɛna deɪ due oltradʒːɪ saɾa natʊralmente ritenuta idɛntika./,B2,Professional,"B2,Professional",
outskirts,periferia,/periferia/,My house is situated in the outskirts.,La mia casa si trova in periferia.,/la mia kaza sɪ trɔva in periferia./,B2,Professional,"B2,Professional",
overlook,trascurare,/traskʊrare/,I hope he will overlook it.,Spero che lo trascuri.,/spero ke lo traskurɪ./,B2,Professional,"B2,Professional",
overthrow,rovesciare,/roveʃare/,We are like to have the overthrow again.,Stiamo per avere di nuovo il rovesciamento.,/stjamo per avere dɪ nʊɔvo il roveʃamento./,B2,Professional,"B2,Professional",
overturn,ribaltare,/ribaltare/,"O God, I fear all will be overturn’d.","O Dio, temo che tutto sarà rovesciato.","/o dio, temo ke tutːo saɾa roveʃato./",B2,Professional,"B2,Professional",
parade,parata,/paɾata/,"Just like parade it had been a minute before—then stumble, bang, swish!","Proprio come se fosse stata una parata un minuto prima - poi inciampo, bang, swish!","/prɔprio kome se fosse stata ʊna paɾata ʊn minuto prima pɔi intʃampo, baŋɡ, swiʃ!/",B2,Professional,"B2,Professional",
parliament,Parlamento,/parlamento/,I wonder you don't go into Parliament.,Mi meraviglio che non entri in Parlamento.,/mɪ meraviʎo ke non entrɪ in parlamento./,B2,Professional,"B2,Professional",
penalize,penalizzare,/penalidzːare/,Sanctions are a tool to deter and penalize countries for their war crimes.,Le sanzioni sono uno strumento di dissuasione e di penalizzazione dei Paesi per i loro crimini di guerra.,/le santsionɪ sono uno strʊmento dɪ dissʊazione e dɪ penalidzːatsione deɪ paezɪ per i lɔro kriminɪ dɪ ɡwɛrɾa./,B2,Professional,"B2,Professional",
penetrate,penetrare,/penetrare/,"If you can penetrate her with your fingering, so.","Se riuscite a penetrarla con le dita, allora sì.","/se riʊʃite a penetrarla kon le dita, allora siː./",B2,Professional,"B2,Professional",
personnel,personale,/personale/,There will be a surplus of personnel.,Ci sarà un'eccedenza di personale.,/tʃɪ saɾa ʊnetʃːedɛntsa dɪ personale./,B2,Professional,"B2,Professional",
polity,politica,/politika/,"Doctrine, save when it involved polity, has been ignored.","La dottrina, tranne quando riguardava la politica, è stata ignorata.","/la dotːrina, tranne kwando riɡwardava la politika, e stata iɲorata./",B2,Professional,"B2,Professional",
pose,posa,/pɔza/,Then I shall pose you quickly.,Allora vi poserò rapidamente.,/allora vɪ pozeɾɔ rapidamente./,B2,Professional,"B2,Professional",
precede,precedere,/pretʃedere/,The motive is chief: actions precede from mind.,Il motivo è principale: le azioni sono precedute dalla mente.,/il motivo e printʃipale: le atsionɪ sono pretʃedute dalla mente./,B2,Professional,"B2,Professional",
privilege,privilegio,/privilɛdʒo/,And have you nuns no farther privileges?,E voi suore non avete altri privilegi?,/e voi sʊore non avete altrɪ privilɛdʒɪ?/,B2,Professional,"B2,Professional",
proposed,proposto,/proposto/,He has never proposed again.,Non si è mai più dichiarato.,/non sɪ e maj pjʊ dikjaɾato./,B2,Professional,"B2,Professional",
prosecute,perseguire,/perseɡwire/,Why should not I then prosecute my right?,Perché allora non dovrei perseguire il mio diritto?,/perke allora non dovrɛi perseɡwire il mio diritːo?/,B2,Professional,"B2,Professional",
province,provincia,/provintʃa/,We have kissed away Kingdoms and provinces.,Abbiamo baciato via regni e province.,/abːjamo batʃato via reɲɲɪ e provintʃe./,B2,Professional,"B2,Professional",
rally,rally,/rallɪ/,"The jingling piano at last is silent, and the Harmonic friends rally round their pillows.",Il pianoforte tintinnante finalmente tace e gli amici armonici si riuniscono intorno ai loro cuscini.,/il pjanofɔrte tintinnante finalmente tatʃe e ʎɪ amitʃɪ armɔnitʃɪ sɪ riʊniskono intorno aj lɔro kʊʃinɪ./,B2,Professional,"B2,Professional",
rape,stupro,/stupro/,"That you are both deciphered, that’s the news, For villains marked with rape.","Che siete entrambi decifrati, questa è la notizia, Per i cattivi segnati con lo stupro.","/ke sjete entrambɪ detʃifratɪ, kwesta ɛ la notitsia, per i katːivɪ seɲatɪ kon lo stupro./",B2,Professional,"B2,Professional",
recession,recessione,/retʃessjone/,The economy is in recession.,L'economia è in recessione.,/lekonomia e in retʃessjone./,B2,Professional,"B2,Professional",
regulate,regolare,/reɡolare/,"It’s a way I have got. When I travel, I always chose to regulate my own supper.","È un modo che ho acquisito. Quando viaggio, scelgo sempre di regolare la mia cena.","/e ʊn mɔdo ke o akːwizito. kwando vjadʒːo, ʃɛlɡo sɛmpre dɪ reɡolare la mia tʃena./",B2,Professional,"B2,Professional",
rejoin,ricongiungersi,/rikondʒundʒersɪ/,"I should think not, ” rejoins Mr.","Penso di no"", ribatte Mr.","/pɛnso dɪ nɔ"", ribatːe ɛmmeɛrɾe./",B2,Professional,"B2,Professional",
relieve,alleviare,/allevjare/,What authority surfeits on would relieve us.,Ciò di cui l'autorità si nutre ci solleverebbe.,/tʃɔ dɪ kuj laʊtorita sɪ nutre tʃɪ solleverɛbːe./,B2,Professional,"B2,Professional",
reorganize,riorganizzare,/riorɡanidzːare/,"As the date didn't work for the section chief, it was necessary to completely reorganize the drinking party.","Poiché l'appuntamento non funzionava per il capo sezione, è stato necessario riorganizzare completamente il gruppo di bevitori.","/poike lapːʊntamento non fʊntsjonava per il kapo setsione, e stato netʃessario riorɡanidzːare kompletamente il ɡrupːo dɪ bevitorɪ./",B2,Professional,"B2,Professional",
repertoire,repertorio,/repertɔrio/,Tom is in his repertoire.,Tom è nel suo repertorio.,/tɔm e nel sʊo repertɔrio./,B2,Professional,"B2,Professional",
repress,reprimere,/reprimere/,"I looked in my turn, and could not repress a gesture of disgust.",Guardai a mia volta e non riuscii a reprimere un gesto di disgusto.,/ɡwardaj a mia vɔlta e non rɪʊʃiːj a reprimere ʊn dʒɛsto dɪ dizɡusto./,B2,Professional,"B2,Professional",
resign,dimettersi,/dimettersɪ/,Are you contented to resign the crown?,Siete contenti di rinunciare alla corona?,/sjete kontɛntɪ dɪ rinʊntʃare alla korona?/,B2,Professional,"B2,Professional",
revival,rinascita,/rinaʃita/,The first indication of revival was afforded by a partial descent of the iris.,Il primo segnale di risveglio è stato dato da una parziale discesa dell'iride.,/il primo seɲale dɪ rizveʎo e stato dato da ʊna partsjale diʃeza delliride./,B2,Professional,"B2,Professional",
revolutionize,rivoluzionare,/rivolʊtsjonare/,In the future the motor car will revolutionize our modes of life to an extent comparable to the changes effected by the advent of the steam-engine.,In futuro l'automobile rivoluzionerà i nostri modi di vita in misura paragonabile ai cambiamenti apportati dall'avvento della macchina a vapore.,/in fʊturo laʊtomɔbile rivolʊtsjoneɾa i nɔstrɪ mɔdɪ dɪ vita in mizura paɾaɡonabile aj kambjamentɪ apːortatɪ dallavvɛnto della makːina a vapore./,B2,Professional,"B2,Professional",
seminar,seminario,/seminario/,Tom is organising a seminar.,Tom sta organizzando un seminario.,/tɔm sta orɡanidzːando ʊn seminario./,B2,Professional,"B2,Professional",
sliver,scheggia,/skedʒːa/,"It was a dim, sliver-like rim, alone, as it rushed down the unfathomable ocean.","Era un bordo fioco, simile a una scheggia, solo, mentre si precipitava nell'oceano insondabile.","/ɛra ʊn bɔrdo fjɔko, simile a ʊna skedʒːa, solo, mentre sɪ pretʃipitava nellotʃɛano insondabile./",B2,Professional,"B2,Professional",
socialize,socializzare,/sotʃalidzːare/,"Says: “Venerables, you should socialize.","Dice: ""Venerabili, dovreste socializzare.","/ditʃe: ""venerabilɪ, dovreste sotʃalidzːare./",B2,Professional,"B2,Professional",
