English_Translation,Italian_Term,Italian_IPA,English_Sentence,Italian_Sentence,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
beautify,abbellire,/abːellire/,↩ “Boxers” renders mallamuṭṭhikā and “city slickers who beautify their bodies” is for gāmamoddavā .,"""Pugili"" rende mallamuṭṭhikā e ""abitanti della città che abbelliscono il loro corpo"" è per gāmamoddavā .","/""pudʒilɪ"" rɛnde ɛmme a ɛlle ɛlle a ɛmme u letːeːraunoeːsɛjd̪iː letːeːraunoeːsɛjd̪iː akːa i kapːa aːmakron eː ""abitantɪ della tʃitːa ke abːelliskono il lɔro kɔrpo"" e per ɡamamodːava ./",B2,Food,"B2,Food",
bolt,bullone,/bʊllone/,I could see the bolt shot.,Ho potuto vedere il colpo di bullone.,/o potuto vedere il kolpo dɪ bʊllone./,B2,Food,"B2,Food",
bun,panino,/panino/,Would you like to eat a bun for lunch?,Volete mangiare un panino per pranzo?,/volete mandʒare ʊn panino per praŋdzo?/,B2,Food,"B2,Food",
cast,getto,/dʒɛtːo/,But do not be cast down.,Ma non abbattetevi.,/ma non abːatːetevɪ./,B2,Food,"B2,Food",
catering,ristorazione,/ristoratsione/,We talked about the catering last night.,Ieri sera abbiamo parlato del catering.,/jɛrɪ sera abːjamo parlato del katɛriŋɡ./,B2,Food,"B2,Food",
cherry,ciliegia,/tʃiliɛdʒa/,Tis as like you As cherry is to cherry.,È simile a te come la ciliegia alla ciliegia.,/e simile a te kome la tʃiliɛdʒa alla tʃiliɛdʒa./,B2,Food,"B2,Food",
chew,masticare,/mastikare/,Chew thoroughly that it may do you good.,Masticate accuratamente perché vi faccia bene.,/mastikate akːʊratamente perke vɪ fatʃːa bɛne./,B2,Food,"B2,Food",
chop,braciola,/bratʃola/,"Come on, you whoreson chops.","Andiamo, puttanaio.","/andjamo, pʊtːanaio./",B2,Food,"B2,Food",
clam,vongola,/voŋɡola/,I have nothing but clams on the brain.,Non ho altro che vongole nel cervello.,/non o altro ke voŋɡole nel tʃervɛllo./,B2,Food,"B2,Food",
clarify,chiarire,/kjarire/,May Venerable Sāriputta himself please clarify the meaning of this.,Lo stesso Venerabile Sāriputta può chiarire il significato di questa frase.,/lo stesso venerabile sariputːa pʊɔ kjarire il siɲifikato dɪ kwesta fraze./,B2,Food,"B2,Food",
clog,zoccolo,/dzɔkːolo/,"Had I a sword, And these house-clogs away— ARCITE.","Se avessi una spada, e questi zoccoli di casa fossero lontani... ARCITE.","/se avessɪ ʊna spada, e kwestɪ dzɔkːolɪ dɪ kaza fɔssero lontanɪ... artʃite./",B2,Food,"B2,Food",
cocktail,cocktail,/kɔktɛl/,"No, thanks, ” said Miss Baker to the four cocktails just in from the pantry.","No, grazie"", disse Miss Baker ai quattro cocktail appena arrivati dalla dispensa.","/nɔ, ɡratsje"", disse miss bakɛr aj kwatːro kɔktɛl apːena arɾivatɪ dalla dispɛnsa./",B2,Food,"B2,Food",
cocoa,cacao,/kakao/,This fat is sold as cocoa butter.,Questo grasso viene venduto come burro di cacao.,/kwesto ɡrasso vjɛne venduto kome burɾo dɪ kakao./,B2,Food,"B2,Food",
coconut,noce di cocco,/notʃe dɪ kɔkːo/,"In order to get the coconut milk, you must first crack the coconut open.","Per ottenere il latte di cocco, è necessario aprire la noce di cocco.","/per otːenere il latːe dɪ kɔkːo, e netʃessario aprire la notʃe dɪ kɔkːo./",B2,Food,"B2,Food",
compile,compilare,/kompilare/,This compiler doesn't even have enough marbles to compile hello world.,Questo compilatore non ha nemmeno abbastanza biglie per compilare hello world.,/kwesto kompilatore non a nemmeno abːastantsa biʎe per kompilare ɛllo wɔrld./,B2,Food,"B2,Food",
comprise,comprendere,/komprɛndere/,"Nor do heroes, saints, demigods, and prophets alone comprise the whole roll of our order.","Né gli eroi, i santi, i semidei e i profeti costituiscono da soli l'intero albo del nostro ordine.","/ne ʎɪ erɔi, i santɪ, i semideɪ e i profɛtɪ kostitʊiskono da sɔlɪ lintɛro albo del nɔstro ɔrdine./",B2,Food,"B2,Food",
conceive,concepire,/kontʃepire/,"Why, Winkle, I should conceive.","Perché, Winkle, dovrei immaginarlo.","/perke, wiŋkle, dovrɛi immadʒinarlo./",B2,Food,"B2,Food",
contaminate,contaminare,/kontaminare/,"And that this body, consecrate to thee, By ruffian lust should be contaminate?","E che questo corpo, a te consacrato, sia contaminato da una lussuria da straccioni?","/e ke kwesto kɔrpo, a te konsakrato, sia kontaminato da ʊna lʊssuria da stratʃːonɪ?/",B2,Food,"B2,Food",
coral,corallo,/korallo/,Of his bones are coral made.,Le sue ossa sono fatte di corallo.,/le sʊe ossa sono fatːe dɪ korallo./,B2,Food,"B2,Food",
deck,ponte,/ponte/,"Away now!—the deck is thine, sir!","Via, ora! Il ponte è tuo, signore!","/via, ora! il ponte e tuo, siɲore!/",B2,Food,"B2,Food",
delicacy,delicatezza,/delikatetsːa/,"Such delicacy as that, I never saw!",Una tale delicatezza non l'ho mai vista!,/ʊna tale delikatetsːa non lo maj vista!/,B2,Food,"B2,Food",
demolish,demolire,/demolire/,"Saying, “Yes, sir, ” they went to demolish it.","Rispondendo ""Sì, signore"", andarono a demolirlo.","/rispondɛndo ""siː, siɲore"", andarono a demolirlo./",B2,Food,"B2,Food",
detect,rilevare,/rilevare/,I could detect the strain in the Professor’s patient voice.,Potevo percepire la tensione nella voce paziente del professore.,/potɛvo pertʃepire la tensjone nella votʃe patsiɛnte del professore./,B2,Food,"B2,Food",
developing,in via di sviluppo,/in via dɪ zvilupːo/,And I—I thought I was developing.,E io pensavo di essere in via di sviluppo.,/e io pensavo dɪ ɛssere in via dɪ zvilupːo./,B2,Food,"B2,Food",
drain,scarico,/skariko/,I’ve been thinking about the drains.,Ho pensato agli scarichi.,/o pensato aʎɪ skarikɪ./,B2,Food,"B2,Food",
drinkable,potabile,/potabile/,Is tapwater drinkable in Australia?,L'acqua del rubinetto è potabile in Australia?,/lakːwa del rʊbinetːo e potabile in aʊstralia?/,B2,Food,"B2,Food",
duplicate,duplicato,/dʊplikato/,"Nothing, ” replied the woman; “it was a pawnbroker’s duplicate.","Niente"", rispose la donna, ""era un duplicato del banco dei pegni.","/njɛnte"", rispoze la dɔnna, ""ɛra ʊn dʊplikato del banko deɪ peɲɲɪ./",B2,Food,"B2,Food",
enhance,migliorare,/miʎorare/,Did they enhance their cybersecurity protocols?,Hanno migliorato i loro protocolli di sicurezza informatica?,/anno miʎorato i lɔro protokɔllɪ dɪ sikʊretsːa informatika?/,B2,Food,"B2,Food",
equip,equipaggiamento,/ekwipadʒːamento/,They equip them to see the truth of the teachings.,Li mettono in grado di vedere la verità degli insegnamenti.,/lɪ metːono in ɡrado dɪ vedere la verita deʎɪ inseɲamentɪ./,B2,Food,"B2,Food",
erect,eretto,/erɛtːo/,An erect annual with pink flowers; can be used as fodder.,Annuale eretta con fiori rosa; può essere utilizzata come foraggio.,/annʊale erɛtːa kon fjorɪ rɔza; pʊɔ ɛssere ʊtilidzːata kome foradʒːo./,B2,Food,"B2,Food",
evolve,evolversi,/evolversɪ/,I did not evolve with my time.,Non mi sono evoluto con il mio tempo.,/non mɪ sono evoluto kon il mio tɛmpo./,B2,Food,"B2,Food",
exceed,superare,/sʊperare/,The whole circuit of its walls did not exceed twenty-five yards.,L'intero circuito delle sue mura non superava i venticinque metri.,/lintɛro tʃirkuːɪto delle sʊe mura non sʊperava i ventitʃinkwe mɛtrɪ./,B2,Food,"B2,Food",
execute,eseguire,/ezeɡwire/,"Work thou the way, and that shall execute.","Lavorate sulla via, e questa sarà eseguita.","/lavorate sʊlla via, e kwesta saɾa ezeɡwita./",B2,Food,"B2,Food",
exhaust,scarico,/skariko/,"The valve seats, and the inlet and exhaust pipes, are seen in section.",Le sedi delle valvole e i condotti di aspirazione e scarico sono visibili in sezione.,/le sedɪ delle valvole e i kondotːɪ dɪ aspiratsione e skariko sono vizibilɪ in setsione./,B2,Food,"B2,Food",
exhausting,estenuante,/estenʊante/,How can I live happily without exhausting myself?,Come posso vivere felicemente senza esaurirmi?,/kome pɔsso vivere felitʃemente sɛntsa ezaʊrirmɪ?/,B2,Food,"B2,Food",
exploit,sfruttare,/sfrʊtːare/,It was not an exploit.,Non si trattava di un exploit.,/non sɪ tratːava dɪ ʊn eksplɔit./,B2,Food,"B2,Food",
facilitate,facilitare,/fatʃilitare/,"The state of his army might facilitate the treaty, and hasten his retreat.",Lo stato del suo esercito potrebbe facilitare il trattato e affrettare la sua ritirata.,/lo stato del sʊo ezɛrtʃito potrɛbːe fatʃilitare il tratːato e affretːare la sʊa ritirata./,B2,Food,"B2,Food",
fiber,fibra,/fibra/,"There is approximately the same starch content, but more fat, protein, and fiber.","Il contenuto di amido è all'incirca lo stesso, ma la quantità di grassi, proteine e fibre è maggiore.","/il kontenuto dɪ amido e allintʃirka lo stesso, ma la kwantita dɪ ɡrassɪ, proteine e fibre e madʒːore./",B2,Food,"B2,Food",
flip,capovolgere,/kapovoldʒere/,Did I say we had flip?,Ho detto che abbiamo il flip?,/o detːo ke abːjamo il flip?/,B2,Food,"B2,Food",
foresee,prevedere,/prevedɛre/,But I did not foresee; and crime is to foresee and do.,Ma non ho previsto; e il crimine è prevedere e fare.,/ma non o previsto; e il krimine e prevedɛre e fare./,B2,Food,"B2,Food",
found,trovato,/trovato/,"He must be found, Sam.","Bisogna trovarlo, Sam.","/bizoɲɲa trovarlo, sam./",B2,Food,"B2,Food",
fulfil,adempiere,/adeːmpjere/,So call it: but it does fulfil my vow.,Così si chiama: ma soddisfa il mio voto.,/kozi sɪ kjama: ma sodːisfa il mio voto./,B2,Food,"B2,Food",
fulfill,adempiere,/adeːmpjere/,I will fulfill my duty.,Compirò il mio dovere.,/kompiɾɔ il mio dovere./,B2,Food,"B2,Food",
gorge,gola,/ɡola/,Ironbridge Gorge is a Unesco world heritage site.,La Gola di Ironbridge è un patrimonio mondiale dell'Unesco.,/la ɡola dɪ ironbriddʒe e ʊn patrimɔnio mondjale dellʊnesko./,B2,Food,"B2,Food",
growing,in crescita,/in kreʃita/,"Not growing old, how could they die?","Non invecchiando, come potrebbero morire?","/non invekːjando, kome potrebːero morire?/",B2,Food,"B2,Food",
gulp,gulp,/ɡulp/,He gave a nervous gulp.,Ha emesso un rantolo nervoso.,/a emesso ʊn rantolo nervozo./,B2,Food,"B2,Food",
gum,gomma,/ɡomma/,What I like is chewing-gum.,Mi piace il chewing-gum.,/mɪ pjatʃe il tʃuɪŋ ɡam./,B2,Food,"B2,Food",
harrow,erpice,/ɛrpitʃe/,I have got some of you under the harrow.,Ho messo alcuni di voi sotto l'erpice.,/o messo alkʊnɪ dɪ voi sotːo lɛrpitʃe./,B2,Food,"B2,Food",
hatching,schiusa,/skjuza/,"Number eight is ""hachi"" in Japanese, as it reminds one of ""hatching from an egg.","Il numero otto è ""hachi"" in giapponese, perché ricorda la ""schiusa di un uovo"".","/il numero ɔtːo ɛː ""hakɪ"" in dʒapːoneze, perke rikɔrda la ""skjuza dɪ ʊn wɔvo""./",B2,Food,"B2,Food",
hay,fieno,/fjɛno/,And when the smell of hay was in the air!,E quando l'odore del fieno era nell'aria!,/e kwando lodore del fjɛno ɛra nellaria!/,B2,Food,"B2,Food",
herb,erba,/ɛrba/,It was the herb-doctor in person.,Era l'erborista in persona.,/ɛra lerborista in persona./,B2,Food,"B2,Food",
hook,gancio,/ɡantʃo/,"Hold hook and line, say I.","Tenere l'amo e la lenza, dico io.","/tenere lamo e la lɛntsa, diko io./",B2,Food,"B2,Food",
illustrate,illustrare,/illʊstrare/,These demonstrations are to illustrate the eye.,Queste dimostrazioni servono a illustrare l'occhio.,/kweste dimostratsionɪ sɛrvono a illʊstrare lɔkːio./,B2,Food,"B2,Food",
impressed,impressionato,/impressjonato/,He was modestly impressed by Mr.,È rimasto modestamente impressionato da Mr.,/e rimasto modestamente impressjonato da ɛmmeɛrɾe./,B2,Food,"B2,Food",
incur,incorrere,/inkɔrɾere/,"If anyone who gave their consent criticizes the resolution, they incur an offense entailing confession.","Se chi ha dato il consenso critica la risoluzione, incorre in un'offesa che comporta la confessione.","/se kɪ a dato il konsɛnso kritika la rizolʊtsione, inkɔrɾe in ʊnoffeza ke kompɔrta la konfessjone./",B2,Food,"B2,Food",
indulge,assecondare,/assekondare/,"And don’t indulge in self-mortification, which is painful, ignoble, and pointless.","E non indulgete nell'automortificazione, che è dolorosa, ignobile e inutile.","/e non indʊldʒete nellaʊtomortifikatsione, ke e doloroza, iɲɔbile e inutile./",B2,Food,"B2,Food",
inflate,gonfiare,/ɡonfjare/,"If I had anything by means of which I could inflate the lungs,” said d’Avrigny, looking around him, “perhaps I might prevent suffocation.","Se avessi qualcosa con cui gonfiare i polmoni"", disse d'Avrigny guardandosi intorno, ""forse potrei evitare il soffocamento.","/se avessɪ kwalkɔza kon kuj ɡonfjare i polmonɪ"", disse davriɲɲɪ ɡwardandozɪ intorno, ""forse potrɛi evitare il soffokamento./",B2,Food,"B2,Food",
inherit,ereditare,/ereditare/,"This, or else nothing, will inherit her.","Questo, o niente, la erediterà.","/kwesto, o njɛnte, la erediteɾa./",B2,Food,"B2,Food",
interpret,interpretare,/interpretare/,Will you interpret for us?,Puoi fare da interprete per noi?,/pʊɔi fare da intɛrprete per noi?/,B2,Food,"B2,Food",
invoke,invocare,/invokare/,The Buddha said this: “I invoke a paean of praise!,"Il Buddha disse questo: ""Invoco un inno di lode!","/il budːa disse kwesto: ""invɔko ʊn inno dɪ lɔde!/",B2,Food,"B2,Food",
italicize,corsivo,/korsivo/,Everyone mentioned the italicize at work.,Tutti hanno parlato del corsivo al lavoro.,/tutːɪ anno parlato del korsivo al lavɔro./,B2,Food,"B2,Food",
jaw,mascella,/maʃɛlla/,His jaw is like that of a lion.,La sua mascella è come quella di un leone.,/la sʊa maʃɛlla e kome kwella dɪ ʊn leone./,B2,Food,"B2,Food",
kerosene,cherosene,/kerozɛne/,Kerosene emulsion is useful as a treatment for scale insects.,L'emulsione di cherosene è utile come trattamento per le cocciniglie.,/lemʊlsjone dɪ kerozɛne e utile kome tratːamento per le kotʃːiniʎe./,B2,Food,"B2,Food",
knot,nodo,/nɔdo/,A knot you are of damned bloodsuckers.,Siete un nodo di dannati succhiasangue.,/sjete ʊn nɔdo dɪ dannatɪ sʊkːjazaŋɡwe./,B2,Food,"B2,Food",
lap,giro,/dʒiro/,"Lady, shall I lie in your lap?","Signora, posso sdraiarmi sulle sue ginocchia?","/siɲora, pɔsso zdrajarmɪ sʊlle sʊe dʒinokːia?/",B2,Food,"B2,Food",
leek,porro,/pɔrɾo/,"By this leek, I will most horribly revenge.","Con questo porro, mi vendicherò in modo orribile.","/kon kwesto pɔrɾo, mɪ vendikeɾɔ in mɔdo orɾibile./",B2,Food,"B2,Food",
lick,leccare,/lekːare/,Finally Tom said: “I can lick you!,"Alla fine Tom disse: ""Posso leccarti!","/alla fine tɔm disse: ""pɔsso lekːartɪ!/",B2,Food,"B2,Food",
lighting,illuminazione,/illʊminatsione/,"Go ahead, ” I replied, lighting a cigarette.","Vai pure"", risposi, accendendo una sigaretta.","/vaj pure"", rispɔzɪ, atʃːendɛndo ʊna siɡaretːa./",B2,Food,"B2,Food",
making,realizzazione,/realidzːatsione/,I have been making believe.,Ho fatto finta di niente.,/o fatːo finta dɪ njɛnte./,B2,Food,"B2,Food",
mango,mango,/maŋɡo/,These are the four mangoes.,Questi sono i quattro manghi.,/kwestɪ sono i kwatːro maŋɡɪ./,B2,Food,"B2,Food",
manufacture,fabbricazione,/fabːrikatsione/,The manufacture of glow-lamps is now an important industry.,La produzione di lampade a incandescenza è oggi un'industria importante.,/la prodʊtsione dɪ lampade a inkandeʃɛntsa e ɔdʒːɪ ʊnindustria importante./,B2,Food,"B2,Food",
manufacturing,produzione,/prodʊtsione/,The great industry of the city was silk manufacturing.,La grande industria della città era la produzione di seta.,/la ɡrande industria della tʃitːa ɛra la prodʊtsione dɪ seta./,B2,Food,"B2,Food",
mint,menta,/menta/,"Open the whisky, Tom, ” she ordered, “and I’ll make you a mint julep.","Apri il whisky, Tom"", ordinò, ""e io ti preparo un mint julep.","/aprɪ il wiskɪ, tɔm"", ordinɔ, ""e io tɪ preparo ʊn mint dʒulep./",B2,Food,"B2,Food",
mold,stampo,/stampo/,Is mold in the dishwasher bad?,La muffa nella lavastoviglie è dannosa?,/la muffa nella lavastoviʎe e dannoza?/,B2,Food,"B2,Food",
motivated,motivato,/motivato/,"I was motivated by compassion, sir.","Sono stato spinto dalla compassione, signore.","/sono stato spinto dalla kompassjone, siɲore./",B2,Food,"B2,Food",
moving,in movimento,/in movimento/,That is what prevents our moving.,È questo che ci impedisce di muoverci.,/e kwesto ke tʃɪ impediʃe dɪ mʊovertʃɪ./,B2,Food,"B2,Food",
mutton,montone,/montone/,And I can cut the mutton to’t.,E posso tagliare il montone.,/e pɔsso taʎare il montone./,B2,Food,"B2,Food",
nourish,nutrire,/nʊtrire/,Eagerness to listen and ask questions nourishes wisdom.,La disponibilità ad ascoltare e a porre domande alimenta la saggezza.,/la disponibilita ad askoltare e a pɔrɾe domande alimenta la sadʒːetsːa./,B2,Food,"B2,Food",
nourishment,nutrimento,/nʊtrimento/,"Have you given him any nourishment, Bedwin?","Gli hai dato da mangiare, Bedwin?","/ʎɪ aj dato da mandʒare, bedwin?/",B2,Food,"B2,Food",
nursing,infermieristica,/infermjeristika/,"But while they were nursing him, he died.","Ma mentre lo stavano curando, morì.","/ma mentre lo stavano kʊrando, mori./",B2,Food,"B2,Food",
olive,oliva,/oliva/,What physiological property does olive oil have?,Quali proprietà fisiologiche ha l'olio d'oliva?,/kwalɪ proprieta fiziolodʒike a lɔlio doliva?/,B2,Food,"B2,Food",
originate,originare,/oridʒinare/,What is liable to originate?,Che cosa può avere origine?,/ke kɔza pʊɔ avere oridʒine?/,B2,Food,"B2,Food",
ornament,ornamento,/ornamento/,The world is still deceiv’d with ornament.,Il mondo è ancora ingannato dall'ornamento.,/il mondo e ankora iŋɡannato dallornamento./,B2,Food,"B2,Food",
outdo,superare,/sʊperare/,Everybody is trying to outdo everybody else.,Tutti cercano di superare gli altri.,/tutːɪ tʃɛrkano dɪ sʊperare ʎɪ altrɪ./,B2,Food,"B2,Food",
outgrow,crescere,/kreʃere/,Ziri repots his ivy whenever it outgrows the pot it is in.,Ziri rinvasa la sua edera ogni volta che supera il vaso in cui si trova.,/dzirɪ rinvaza la sʊa edera oɲɲɪ vɔlta ke supera il vazo in kuj sɪ trɔva./,B2,Food,"B2,Food",
overshadow,oscurare,/oskʊrare/,"The market place, which the modern church overshadows, is a quiet, dreamy, tranquil little square.","La piazza del mercato, che la chiesa moderna oscura, è una piazzetta tranquilla e sognante.","/la pjatsːa del merkato, ke la kjɛza modɛrna oskura, e ʊna pjatsːetːa trankwilla e soɲante./",B2,Food,"B2,Food",
pancake,frittella,/fritːɛlla/,"Then good food was set before them, milk and pancakes, with sugar, apples, and nuts.","Poi fu preparato del buon cibo, latte e frittelle, con zucchero, mele e noci.","/pɔi fʊ prepaɾato del bwɔn tʃibo, latːe e fritːɛlle, kon dzukːeɾo, mɛle e notʃɪ./",B2,Food,"B2,Food",
panel,pannello,/pannɛllo/,I went to the panel.,Sono andato al panel.,/sono andato al panel./,B2,Food,"B2,Food",
papaya,papaya,/papaja/,Check whether the papayas are ripe.,Controllare se le papaie sono mature.,/kontrollare se le papaje sono mature./,B2,Food,"B2,Food",
phase,fase,/faze/,We are now entering on a new phase of his life.,Ora stiamo entrando in una nuova fase della sua vita.,/ora stjamo entrando in ʊna nʊɔva faze della sʊa vita./,B2,Food,"B2,Food",
pickle,sottaceto,/sotːatʃeto/,Life is a spiritual pickle preserving the body from decay.,La vita è un sottaceto spirituale che preserva il corpo dalla decadenza.,/la vita e ʊn sotːatʃeto spiritʊale ke prezɛrva il kɔrpo dalla dekadɛntsa./,B2,Food,"B2,Food",
plum,prugna,/pruɲɲa/,Too many sugar-plums are not good for him.,Troppi zuccherini non gli fanno bene.,/trɔpːɪ dzʊkːerinɪ non ʎɪ fanno bɛne./,B2,Food,"B2,Food",
prawn,gambero,/ɡambero/,"I had, "" says Renneville, ""six dishes, and an admirable prawn soup.","Ho mangiato"", dice Renneville, ""sei piatti e un'ammirevole zuppa di gamberi.","/o mandʒato"", ditʃe renneville, ""sɛi pjatːɪ e ʊnammirevole dzupːa dɪ ɡamberɪ./",B2,Food,"B2,Food",
programming,programmazione,/proɡrammatsione/,"In the C and C++ programming languages, the unary operators take only one argument.","Nei linguaggi di programmazione C e C++, gli operatori unari accettano un solo argomento.","/nei liŋɡwadʒːɪ dɪ proɡrammatsione tʃi e tʃi pjupju, ʎɪ operatorɪ ʊnarɪ atʃːetːano ʊn solo arɡomento./",B2,Food,"B2,Food",
protein,proteina,/proteina/,What food value do the proteins possess?,Che valore alimentare hanno le proteine?,/ke valore alimentare anno le proteine?/,B2,Food,"B2,Food",
proven,provato,/provato/,"But probable as this seems, it is by no means a proven conclusion.","Ma per quanto probabile, questa conclusione non è affatto provata.","/ma per kwanto probabile, kwesta konklʊzione non e affatːo provata./",B2,Food,"B2,Food",
publishing,editoria,/editoria/,Galileo therefore at once took the needful steps for publishing his book at Florence.,Galileo prese quindi subito le misure necessarie per pubblicare il suo libro a Firenze.,/ɡalilɛo preze kwindɪ subito le mizure netʃessarie per pʊbːlikare il sʊo libro a firɛntse./,B2,Food,"B2,Food",
pudding,budino,/bʊdino/,"It’s a pudding, ’ I made answer.","È un budino"", risposi.","/e ʊn bʊdino"", rispɔzɪ./",B2,Food,"B2,Food",
pulse,impulso,/impulso/,The pulse was barely perceptible.,Il polso era appena percettibile.,/il polso ɛra apːena pertʃetːibile./,B2,Food,"B2,Food",
pumpkin,zucca,/dzukːa/,The implicit assumption is that `pumpkin holder' status is temporary and rotates periodically among senior project members.,"Il presupposto implicito è che lo status di ""detentore della zucca"" è temporaneo e ruota periodicamente tra i membri senior del progetto.","/il prezʊpːosto implitʃito e ke lo statʊs di ""detentore della dzukːa"" e temporaneo e rʊɔta periodikamente tra i mɛmbrɪ sɛnjor del prodʒɛtːo./",B2,Food,"B2,Food",
punch,pugno,/puɲɲo/,Come; a glass of punch!,Vieni; un bicchiere di punch!,/vjɛnɪ; ʊn bikːiɛre dɪ puntʃ!/,B2,Food,"B2,Food",
rack,scaffale,/skaffale/,Its position is adjustable by means of a rack and a draw-tube.,La sua posizione è regolabile per mezzo di una cremagliera e di un tubo di trazione.,/la sʊa pozitsione e reɡolabile per mɛdzːo dɪ ʊna kremaʎɛra e dɪ ʊn tubo dɪ tratsione./,B2,Food,"B2,Food",
rear,posteriore,/posteriore/,"Casca, you are the first that rears your hand.","Casca, sei il primo che alza la mano.","/kaska, sɛi il primo ke altsa la mano./",B2,Food,"B2,Food",
redo,rifare,/rifare/,I will not want to redo it.,Non voglio rifarlo.,/non voʎo rifarlo./,B2,Food,"B2,Food",
repaint,ridipingere,/ridipindʒere/,You can repaint the house exterior.,È possibile ridipingere l'esterno della casa.,/e possibile ridipindʒere lestɛrno della kaza./,B2,Food,"B2,Food",
ridge,crinale,/krinale/,The ridge our cavern was in was full of them.,Il crinale in cui si trovava la nostra caverna ne era pieno.,/il krinale in kuj sɪ trovava la nɔstra kavɛrna ne ɛra pjɛno./,B2,Food,"B2,Food",
sack,sacco,/sakːo/,"Give me a cup of sack, boy.","Dammi una tazza di sacco, ragazzo.","/dammɪ ʊna tatsːa dɪ sakːo, raɡatsːo./",B2,Food,"B2,Food",
salsa,salsa,/salsa/,Is salsa a fruit salad?,La salsa è una macedonia?,/la salsa e ʊna matʃedɔnia?/,B2,Food,"B2,Food",
shaped,modellato,/modellato/,What is both shaped and not shaped: both of them.,Ciò che è sia sagomato che non sagomato: entrambi.,/tʃɔ ke e sia saɡomato ke non saɡomato: entrambɪ./,B2,Food,"B2,Food",
shatter,frantumarsi,/frantʊmarsɪ/,And how does a mendicant shatter large objects?,E come fa un mendicante a frantumare grandi oggetti?,/e kome fa ʊn mendikante a frantʊmare ɡrandɪ odʒːɛtːɪ?/,B2,Food,"B2,Food",
shooting,ripresa,/ripreza/,"He is shooting in Yorkshire, ’ said Tom.","Sta girando nello Yorkshire"", ha detto Tom.","/sta dʒirando nello jorkʃire"", a detːo tɔm./",B2,Food,"B2,Food",
snap,scatto,/skatːo/,It’s like how a strong person can effortlessly snap their fingers.,È come se una persona forte potesse schioccare le dita senza sforzo.,/e kome se ʊna persona fɔrte potesse skjokːare le dita sɛntsa sfɔrtso./,B2,Food,"B2,Food",
snowball,palla di neve,/palla dɪ nɛve/,Donald took the snowball for Jessica.,Donald prese la palla di neve per Jessica.,/donald preze la palla dɪ nɛve per dʒessika./,B2,Food,"B2,Food",
soak,ammollo,/ammɔllo/,"He is a sponge, to soak money raised from the people.","È una spugna, per assorbire il denaro raccolto dal popolo.","/e ʊna spuɲɲa, per assorbire il denaro rakːɔlto dal pɔpolo./",B2,Food,"B2,Food",
soaked,inzuppato,/intsʊpːato/,"Your body soaked with rapture, you’ll always be full of joy.","Il vostro corpo è intriso di estasi, sarete sempre pieni di gioia.","/il vɔstro kɔrpo e intrizo dɪ ɛstazɪ, sarete sɛmpre pjɛnɪ dɪ dʒɔia./",B2,Food,"B2,Food",
