English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
cello,violoncello,/vjolontʃɛllo/,I didn't know he wrote a cello concerto.,Non sapevo che avesse scritto un concerto per violoncello.,/non sapevo ke avesse skritːo ʊn kontʃɛrto per vjolontʃɛllo./,B2,Shopping,"B2,Shopping",
chimney,camino,/kamino/,Is there a chimney on fire?,C'è un camino in fiamme?,/tʃe ʊn kamino in fjamme?/,B2,Shopping,"B2,Shopping",
circuit,circuito,/tʃirkuːɪto/,(The tapper circuit is indicated by the dotted lines.,(Il circuito del tapper è indicato dalle linee tratteggiate).,/(il tʃirkuːɪto del tapːɛr e indikato dalle linee tratːedʒːate)./,B2,Shopping,"B2,Shopping",
circuitry,circuito,/tʃirkuːɪto/,"A tablet is a mobile computer with display, circuitry and battery in a single unit.","Un tablet è un computer mobile con display, circuiti e batteria in un'unica unità.","/ʊn tablet e ʊn kompjuter mɔbile kon displei, tʃirkuːɪtɪ e batːeria in ʊnunika ʊnita./",B2,Shopping,"B2,Shopping",
compensation,risarcimento,/rizartʃimento/,This form of compensation is necessary in marine as well as in stationary turbines.,Questa forma di compensazione è necessaria sia nelle turbine marine che in quelle stazionarie.,/kwesta forma dɪ kompensatsione e netʃessaria sia nelle tʊrbine marine ke in kwelle statsjonarie./,B2,Shopping,"B2,Shopping",
compress,comprimere,/komprimere/,"Would you, you could not compress him.","Non si può comprimere, non si può comprimere.","/non sɪ pʊɔ komprimere, non sɪ pʊɔ komprimere./",B2,Shopping,"B2,Shopping",
cone,cono,/kono/,"Below O is a cone, the diameter of which increases downwards.","Al di sotto di O si trova un cono, il cui diametro aumenta verso il basso.","/al dɪ sotːo dɪ o sɪ trɔva ʊn kono, il kuj djametro aʊmenta vɛrso il basso./",B2,Shopping,"B2,Shopping",
console,console,/kɔnsole/,"Come, dearest Victor; you alone can console Elizabeth.","Vieni, carissimo Victor; solo tu puoi consolare Elizabeth.","/vjɛnɪ, karissimo viktor; solo tʊ pʊɔi konsolare elizabet̪./",B2,Shopping,"B2,Shopping",
cope,piviale,/pivjale/,"His own body would be a cope of lead to him, therefore.",Il suo stesso corpo sarebbe quindi un piviale di piombo per lui.,/il sʊo stesso kɔrpo sarɛbːe kwindɪ ʊn pivjale dɪ pjɔmbo per lui./,B2,Shopping,"B2,Shopping",
cornet,cornetta,/kornetːa/,"We should add that the cornet tube is an ""open"" pipe.","Va aggiunto che il tubo della cornetta è un tubo ""aperto"".","/va adʒːunto ke il tubo della kornetːa e ʊn tubo ""apɛrto""./",B2,Shopping,"B2,Shopping",
corona,corona,/korona/,I will not take the Corona vaccine.,Non prenderò il vaccino Corona.,/non prendeɾɔ il vatʃːino korona./,B2,Shopping,"B2,Shopping",
corridor,corridoio,/korɾidojo/,I came back through the corridor.,Sono tornato indietro attraverso il corridoio.,/sono tornato indjɛtro atːravɛrso il korɾidojo./,B2,Shopping,"B2,Shopping",
crease,piega,/pjɛɡa/,The deep crease in the centre of my forehead was dramatically reduced.,La profonda piega al centro della fronte si è ridotta drasticamente.,/la profonda pjɛɡa al tʃɛntro della fronte sɪ e ridotːa drastikamente./,B2,Shopping,"B2,Shopping",
creation,creazione,/kreatsione/,It is the loveliest thing in creation!,È la cosa più bella del creato!,/e la kɔza pjʊ bɛlla del kreato!/,B2,Shopping,"B2,Shopping",
cuff,polsino,/polsino/,I see you’re looking at my cuff buttons.,Vedo che stai guardando i miei bottoni da polso.,/vedo ke staj ɡwardando i mjɛi botːonɪ da polso./,B2,Shopping,"B2,Shopping",
cursor,cursore,/kʊrsore/,I don't see the cursor.,Non vedo il cursore.,/non vedo il kʊrsore./,B2,Shopping,"B2,Shopping",
cybercafe,cybercaffè,/tʃiberkaffɛ/,Edmundo will be at a cybercafe.,Edmundo sarà in un cybercafé.,/edmundo saɾa in ʊn tʃiberkafe./,B2,Shopping,"B2,Shopping",
cyberspace,cyberspazio,/tʃiberspatsio/,"Is the information superhighway in cyberspace, or does it merely take you there?",La superstrada dell'informazione è nel cyberspazio o vi porta semplicemente?,/la sʊperstrada dellinformatsione e nel tʃiberspatsio o vɪ pɔrta semplitʃemente?/,B2,Shopping,"B2,Shopping",
dairy,caseificio,/kazeifitʃo/,"(For extended direction for milk testing see Snyder's ""Dairy Chemistry.","(Per un'indicazione più approfondita sull'analisi del latte, si veda ""Dairy Chemistry"" di Snyder.","/(per ʊnindikatsione pjʊ apːrofondita sʊllanalizɪ del latːe, sɪ veda ""daɪrɪ kemistrɪ"" dɪ znidɛr./",B2,Shopping,"B2,Shopping",
debit,addebito,/adːebito/,Do you take debit cards?,Accettate carte di debito?,/atʃːetːate karte dɪ debito?/,B2,Shopping,"B2,Shopping",
debit,addebito,/adːebito/,Do you take debit cards?,Accettate carte di debito?,/atʃːetːate karte dɪ debito?/,B2,Shopping,"B2,Shopping",
denim,denim,/denim/,I remember clearly that Robert was wearing a denim jacket.,Ricordo chiaramente che Robert indossava una giacca di jeans.,/rikɔrdo kjaɾamente ke robert indossava ʊna dʒakːa dɪ dʒiːns./,B2,Shopping,"B2,Shopping",
desktop,desktop,/desk tɔp/,There are five unnamed files on the desktop.,Sul desktop sono presenti cinque file senza nome.,/sʊl desk tɔp sono prezɛntɪ tʃinkwe file sɛntsa nome./,B2,Shopping,"B2,Shopping",
dime,centesimo,/tʃentɛzimo/,Yanni won't have a dime.,Yanni non avrà un centesimo.,/jannɪ non avra ʊn tʃentɛzimo./,B2,Shopping,"B2,Shopping",
disc,disco,/disko/,She gave me this compact disc.,Mi ha dato questo compact disc.,/mɪ a dato kwesto kompakt disk./,B2,Shopping,"B2,Shopping",
disguise,travestimento,/travestimento/,How might we disguise him?,Come possiamo camuffarlo?,/kome possjamo kamʊffarlo?/,B2,Shopping,"B2,Shopping",
disposal,smaltimento,/zmaltimento/,Commander Farragut has a cabin at your disposal.,Il comandante Farragut ha una cabina a disposizione.,/il komandante farɾaɡʊt a ʊna kabina a dispozitsione./,B2,Shopping,"B2,Shopping",
dock,molo,/mɔlo/,Now it was again a green light on a dock.,Ora era di nuovo una luce verde su un molo.,/ora ɛra dɪ nʊɔvo ʊna lutʃe verde sʊ ʊn mɔlo./,B2,Shopping,"B2,Shopping",
donation,donazione,/donatsione/,That’s how a religious donation has six factors.,Così una donazione religiosa ha sei fattori.,/kozi ʊna donatsione relidʒoza a sɛi fatːorɪ./,B2,Shopping,"B2,Shopping",
doorway,porta d'ingresso,/pɔrta diŋɡrɛsso/,"You were found in a doorway, weren’t you?","Sei stato trovato in una porta, vero?","/sɛi stato trovato in ʊna pɔrta, vero?/",B2,Shopping,"B2,Shopping",
dorm,dormitorio,/dormitɔrio/,Sami was staying in the dorm.,Sami stava nel dormitorio.,/samɪ stava nel dormitɔrio./,B2,Shopping,"B2,Shopping",
dormitory,dormitorio,/dormitɔrio/,He went to the dormitory.,Si recò al dormitorio.,/sɪ rekɔ al dormitɔrio./,B2,Shopping,"B2,Shopping",
dowry,dote,/dɔte/,She is herself a dowry.,Lei stessa è una dote.,/lɛi stessa e ʊna dɔte./,B2,Shopping,"B2,Shopping",
drapery,tendaggio,/tendadʒːo/,The popular drapery hardly permits the religious skeleton to be suspected.,Il drappeggio popolare difficilmente lascia sospettare lo scheletro religioso.,/il drapːedʒːo popolare diffitʃilmente laʃa sospetːare lo skɛletro relidʒozo./,B2,Shopping,"B2,Shopping",
duplication,duplicazione,/dʊplikatsione/,It was observed that there would be much duplication of names.,È stato osservato che ci sarebbe stata molta duplicazione di nomi.,/e stato osservato ke tʃɪ sarɛbːe stata molta dʊplikatsione dɪ nɔmɪ./,B2,Shopping,"B2,Shopping",
earnings,guadagni,/ɡwadaɲɲɪ/,And how does a female preserve his earnings?,E come fa una donna a conservare i suoi guadagni?,/e kome fa ʊna dɔnna a konservare i sʊɔi ɡwadaɲɲɪ?/,B2,Shopping,"B2,Shopping",
embassy,ambasciata,/ambaʃata/,"The embassy came by Jy-nan, Tonquin.—M.","L'ambasciata è arrivata da Jy-nan, Tonquin.-M.","/lambaʃata e arɾivata da dʒinan, tonkwin.ɛmme./",B2,Shopping,"B2,Shopping",
equity,patrimonio netto,/patrimɔnio netːo/,Can you doubt my equity?,Potete dubitare del mio patrimonio netto?,/potete dʊbitare del mio patrimɔnio netːo?/,B2,Shopping,"B2,Shopping",
estate,tenuta,/tenuta/,And shall then confer estates.,E poi conferirà le proprietà.,/e pɔi konferiɾa le proprieta./,B2,Shopping,"B2,Shopping",
fabric,tessuto,/tessuto/,"See the Theologia Aethiopica of Gregory, in (Fabric.","Si veda la Theologia Aethiopica di Gregorio, in (Fabric.","/sɪ veda la teolodʒia aetjɔpika dɪ ɡreɡɔrio, iːn (fabrik./",B2,Shopping,"B2,Shopping",
ferryboat,traghetto,/traɡetːo/,The big ferryboat had just made a journey.,Il grande traghetto aveva appena fatto un viaggio.,/il ɡrande traɡetːo aveva apːena fatːo ʊn vjadʒːo./,B2,Shopping,"B2,Shopping",
firearm,arma da fuoco,/arma da fʊɔko/,I had no idea these small firearms kicked so.,Non avevo idea che queste piccole armi da fuoco fossero così potenti.,/non avevo idɛa ke kweste pikːole armɪ da fʊɔko fɔssero kozi potɛntɪ./,B2,Shopping,"B2,Shopping",
fireplace,camino,/kamino/,There was no access around the fireplace.,Non c'era accesso intorno al camino.,/non tʃɛra atʃːɛsso intorno al kamino./,B2,Shopping,"B2,Shopping",
flap,lembo,/lembo/,A dusky tumult would flap its wings from one house to another.,Un tumulto crepuscolare sbatteva le ali da una casa all'altra.,/ʊn tʊmulto krepʊskolare zbatːɛva le alɪ da ʊna kaza allaltra./,B2,Shopping,"B2,Shopping",
formation,formazione,/formatsione/,The formation went on very slowly.,La formazione procedeva molto lentamente.,/la formatsione protʃedɛva molto lentamente./,B2,Shopping,"B2,Shopping",
forum,forum,/fɔrʊm/,The deacon of Forum Juli appears to have possessed some curious and authentic facts.,Il diacono di Forum Juli sembra essere in possesso di alcuni fatti curiosi e autentici.,/il djakono dɪ fɔrʊm dʒulɪ sembra ɛssere in possɛsso dɪ alkʊnɪ fatːɪ kʊriozɪ e aʊtɛntitʃɪ./,B2,Shopping,"B2,Shopping",
frigate,fregata,/freɡata/,My first care was to look for the frigate.,La mia prima preoccupazione è stata quella di cercare la fregata.,/la mia prima preokːʊpatsione e stata kwella dɪ tʃerkare la freɡata./,B2,Shopping,"B2,Shopping",
funding,finanziamento,/finantsjamento/,The main reason why most comparable projects fail is a lack of funding.,Il motivo principale per cui la maggior parte dei progetti comparabili fallisce è la mancanza di fondi.,/il motivo printʃipale per kuj la madʒːor parte deɪ prodʒɛtːɪ kompaɾabilɪ falliʃe e la mankantsa dɪ fondɪ./,B2,Shopping,"B2,Shopping",
gang,banda,/banda/,Was he murdered by the gang?,È stato ucciso dalla banda?,/e stato ʊtʃːizo dalla banda?/,B2,Shopping,"B2,Shopping",
gateway,porta d'ingresso,/pɔrta diŋɡrɛsso/,She was leaning against a corner of the gateway.,Era appoggiata a un angolo del portone.,/ɛra apːodʒːata a ʊn aŋɡolo del portone./,B2,Shopping,"B2,Shopping",
gear,ingranaggio,/iŋɡranadʒːo/,Will this gear ne’er be mended?,Questo ingranaggio non sarà mai riparato?,/kwesto iŋɡranadʒːo non saɾa maj ripaɾato?/,B2,Shopping,"B2,Shopping",
goodwill,avviamento,/avviamento/,"Another being brought, he falls to with great goodwill.","Portato un altro, vi si accosta con grande benevolenza.","/portato ʊn altro, vɪ sɪ akːɔsta kon ɡrande benevolɛntsa./",B2,Shopping,"B2,Shopping",
gravestone,lapide,/lapide/,Lie where the light foam of the sea may beat Thy gravestone daily.,Giace dove la leggera schiuma del mare può battere ogni giorno la tua lapide.,/dʒatʃe dove la ledʒːɛra skjuma del mare pʊɔ batːere oɲɲɪ dʒorno la tʊa lapide./,B2,Shopping,"B2,Shopping",
guts,budella,/bʊdɛlla/,"O, if it should, how would thy guts fall about thy knees!","Oh, se dovesse accadere, come ti cadrebbero le budella sulle ginocchia!","/oː, se dovɛsse akːadere, kome tɪ kadrebːero le bʊdɛlla sʊlle dʒinokːia!/",B2,Shopping,"B2,Shopping",
handicraft,artigianato,/artidʒanato/,This is an old Algerian handicraft.,Si tratta di un antico artigianato algerino.,/sɪ tratːa dɪ ʊn antiko artidʒanato aldʒerino./,B2,Shopping,"B2,Shopping",
handrail,corrimano,/korɾimano/,This is a sturdy handrail.,Si tratta di un corrimano robusto.,/sɪ tratːa dɪ ʊn korɾimano robusto./,B2,Shopping,"B2,Shopping",
harbour,porto,/pɔrto/,O monstrous fault to harbour such a thought!,O colpa mostruosa di nutrire un simile pensiero!,/o kolpa mostrʊoza dɪ nʊtrire ʊn simile pensiɛro!/,B2,Shopping,"B2,Shopping",
hardware,hardware,/aːɾd̪ wer/,How old is the hardware?,Quanto è vecchio l'hardware?,/kwanto e vɛkːio laːɾd̪ wer?/,B2,Shopping,"B2,Shopping",
headquarters,sede centrale,/sɛde tʃentrale/,"No, ” replied Braith, looking troubled, “he was not at Ambulance Headquarters.","No"", rispose Braith, con aria preoccupata, ""non era al quartier generale dell'ambulanza.","/nɔ"", rispoze braɪt, kon aria preokːʊpata, ""non ɛra al kwartjɛr dʒenerale dellambʊlantsa./",B2,Shopping,"B2,Shopping",
hemp,canapa,/kanapa/,There they saw a pile of abandoned sunn hemp.,Lì hanno visto un mucchio di canapa sunn abbandonata.,/li anno visto ʊn mukːio dɪ kanapa sunn abːandonata./,B2,Shopping,"B2,Shopping",
hone,affinare,/affinare/,They wrote the hone in their notes.,Hanno scritto l'hone nei loro appunti.,/anno skritːo lone nei lɔro apːuntɪ./,B2,Shopping,"B2,Shopping",
hospice,ospizio,/ospitsio/,"Incidentally, Hans mentioned a Scottish friend Tom who took a lethal injection yesterday at his hospice because he had cancer.","Per inciso, Hans ha menzionato un amico scozzese, Tom, che ieri ha subito un'iniezione letale nel suo ospizio perché aveva un cancro.","/per intʃizo, ans a mentsjonato ʊn amiko skotsːeze, tɔm, ke jɛrɪ a sʊbiːto ʊninjetsione letale nel sʊo ospitsio perke aveva ʊn kankro./",B2,Shopping,"B2,Shopping",
housing,alloggio,/allɔdʒːo/,Improved housing may by diminishing overcrowding aid in diminishing the spread of this disease.,"Il miglioramento degli alloggi, diminuendo il sovraffollamento, può contribuire a ridurre la diffusione di questa malattia.","/il miʎoramento deʎɪ allɔdʒːɪ, diminʊɛndo il sovraffollamento, pʊɔ kontribʊire a ridurɾe la diffʊzione dɪ kwesta malatːia./",B2,Shopping,"B2,Shopping",
implement,implementare,/implementare/,The fishing implements were laid along the hammock nettings.,Gli attrezzi da pesca sono stati posati lungo le reti dell'amaca.,/ʎɪ atːretsːɪ da pɛska sono statɪ pozatɪ luŋɡo le retɪ dellamaka./,B2,Shopping,"B2,Shopping",
impressionism,impressionismo,/impressjonizmo/,The impressionism which permeates this book is a veritable lustration for those weary of commonplace modern fiction.,L'impressionismo che permea questo libro è una vera e propria lusinga per chi è stanco dei luoghi comuni della narrativa moderna.,/limpressjonizmo ke permɛa kwesto libro e ʊna vera e prɔpria lʊziŋɡa per kɪ e stanko deɪ lʊɔɡɪ komunɪ della narɾativa modɛrna./,B2,Shopping,"B2,Shopping",
incentive,incentivo,/intʃentivo/,She had no incentive to work after she was refused a promotion.,Non era incentivata a lavorare dopo che le era stata rifiutata una promozione.,/non ɛra intʃentivata a lavorare dopo ke le ɛra stata rifjʊtata ʊna promotsione./,B2,Shopping,"B2,Shopping",
infrastructure,infrastruttura,/infrastrʊtːura/,Algeria's East-West Highway is a large infrastructure corridor.,L'autostrada est-ovest dell'Algeria è un grande corridoio infrastrutturale.,/laʊtostrada estɔvest dellaldʒeria e ʊn ɡrande korɾidojo infrastrʊtːʊrale./,B2,Shopping,"B2,Shopping",
installation,installazione,/installatsione/,Our installation has four PDP-10s and twenty vaxen.,La nostra installazione ha quattro PDP-10 e venti vaxen.,/la nɔstra installatsione a kwatːro pid̪iːpi djɛtʃɪ e vɛntɪ vaksen./,B2,Shopping,"B2,Shopping",
investment,investimento,/investimento/,"You would have been pleased with the investment, believe me.","Sarebbe stato soddisfatto dell'investimento, mi creda.","/sarɛbːe stato sodːisfatːo dellinvestimento, mɪ krɛda./",B2,Shopping,"B2,Shopping",
jail,carcere,/kartʃere/,Suppose a person was imprisoned in a jail.,Supponiamo che una persona sia rinchiusa in una prigione.,/sʊpːonjamo ke ʊna persona sia rinkjuza in ʊna pridʒone./,B2,Shopping,"B2,Shopping",
junk,spazzatura,/spatsːatura/,This computer is a piece of junk.,Questo computer è un rottame.,/kwesto kompjuter e ʊn rotːame./,B2,Shopping,"B2,Shopping",
lance,lancia,/lantʃa/,"Go bear this lance to Thomas, Duke of Norfolk.","Vai a portare questa lancia a Tommaso, duca di Norfolk.","/vaj a portare kwesta lantʃa a tommazo, duka dɪ nɔrfolk./",B2,Shopping,"B2,Shopping",
landing,atterraggio,/atːerɾadʒːo/,"Our office----"" ""Came aboard at that last landing, eh?","Il nostro ufficio----"" ""Sei salito a bordo durante l'ultimo sbarco, eh?","/il nɔstro ʊffitʃo"" ""sɛi salito a bɔrdo dʊrante lultimo zbarko, e?/",B2,Shopping,"B2,Shopping",
laser,laser,/lazer/,Ziri was shooting lasers at us.,Ziri ci stava sparando dei laser.,/dzirɪ tʃɪ stava spaɾando deɪ lazer./,B2,Shopping,"B2,Shopping",
laundry,lavanderia,/lavanderia/,"Mary is doing the laundry, isn't she?","Mary sta facendo il bucato, vero?","/mɛːɾɪ sta fatʃɛndo il bʊkato, vero?/",B2,Shopping,"B2,Shopping",
lid,coperchio,/kopɛrkio/,The port lids were pulled down outside.,I coperchi dei porti sono stati abbassati all'esterno.,/i kopɛrkɪ deɪ pɔrtɪ sono statɪ abːassatɪ allestɛrno./,B2,Shopping,"B2,Shopping",
limb,arto,/arto/,"Are these limbs, conscript fathers!","Sono arti, padri di leva!","/sono artɪ, padrɪ dɪ lɛva!/",B2,Shopping,"B2,Shopping",
linen,biancheria,/bjankeria/,It had cut through the linen beneath.,Aveva tagliato la biancheria sottostante.,/aveva taʎato la bjankeria sotːostante./,B2,Shopping,"B2,Shopping",
liner,fodera,/fɔdera/,In the future thirty miles an hour will certainly be attained by turbine-driven liners.,In futuro le trenta miglia all'ora saranno certamente raggiunte da navi a turbina.,/in fʊturo le trenta miʎa allora saɾanno tʃertamente radʒːunte da navɪ a tʊrbina./,B2,Shopping,"B2,Shopping",
litter,lettiera,/letːiɛra/,Sami's dog gave birth to a litter of pups.,Il cane di Sami ha dato alla luce una cucciolata.,/il kane dɪ samɪ a dato alla lutʃe ʊna kʊtʃːolata./,B2,Shopping,"B2,Shopping",
lobby,lobby,/lɔbːɪ/,You know sometimes he walks four hours together Here in the lobby.,Sai che a volte cammina per quattro ore insieme Qui nell'atrio.,/saj ke a vɔlte kammina per kwatːro ore insɪɛme kwi nellatrio./,B2,Shopping,"B2,Shopping",
