English_Translation,Italian_Term,Italian_IPA,English_Sentence,Italian_Sentence,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
navigate,navigare,/naviɡare/,Do you know how to navigate office politics?,Sapete come gestire la politica in ufficio?,/sapete kome dʒestire la politika in ʊffitʃo?/,B2,Travel,"B2,Travel",
outdistance,distanza,/distantsa/,Please put the outdistance on the table.,"Per favore, mettete sul tavolo la distanza tra le due cose.","/per favore, metːete sʊl tavolo la distantsa tra le due kɔze./",B2,Travel,"B2,Travel",
overstep,superamento del limite,/sʊperamento del limite/,"Do your duty, but be careful not to overstep it.","Fate il vostro dovere, ma fate attenzione a non oltrepassarlo.","/fate il vɔstro dovere, ma fate atːentsione a non oltrepassarlo./",B2,Travel,"B2,Travel",
petrified,pietrificato,/pjetrifikato/,That the Northern bases of some Alps are not yet petrified.,Che le basi settentrionali di alcune Alpi non sono ancora pietrificate.,/ke le bazɪ setːentrionalɪ dɪ alkʊne alpɪ non sono ankora pjetrifikate./,B2,Travel,"B2,Travel",
prance,saltellare,/saltellare/,"All the married people take hands and dance round the new-made husband and wife, as the Germans do, while we bachelors and spinsters prance in couples outside!","Tutte le persone sposate si prendono per mano e ballano intorno ai novelli sposi, come fanno i tedeschi, mentre noi scapoli e zitelle saltelliamo in coppia all'esterno!","/tutːe le persone spozate sɪ prendono per mano e ballano intorno aj novɛllɪ spɔzɪ, kome fanno i tedeskɪ, mentre noi skapolɪ e dzitɛlle saltelliamo in kɔpːia allestɛrno!/",B2,Travel,"B2,Travel",
prosper,prosperare,/prosperare/,May they live long and prosper!,Che possano vivere a lungo e prosperare!,/ke pɔssano vivere a luŋɡo e prosperare!/,B2,Travel,"B2,Travel",
quantify,quantificare,/kwantifikare/,It's difficult to quantify how bright her personality is.,È difficile quantificare quanto sia brillante la sua personalità.,/e diffitʃile kwantifikare kwanto sia brillante la sʊa personalita./,B2,Travel,"B2,Travel",
revolve,girare,/dʒirare/,The shaft is permitted by the escapement to revolve once an hour.,Lo scappamento permette all'albero di ruotare una volta all'ora.,/lo skapːamento permetːe allalbero dɪ rʊotare ʊna vɔlta allora./,B2,Travel,"B2,Travel",
roam,vagare,/vaɡare/,Through Troy’s wide streets abandon’d shall I roam!,"Per le ampie strade di Troia, abbandonato, vagherò!","/per le ampje strade dɪ trɔia, abːandonato, vaɡeɾɔ!/",B2,Travel,"B2,Travel",
sag,sag,/saɡ/,It was in Sag Harbor.,Era a Sag Harbor.,/ɛra a saɡ harbɔr./,B2,Travel,"B2,Travel",
scramble,rimescolare,/rimeskolare/,"This can utterly scramble attached disks, which are then said to have been `nuked'.","In questo modo i dischi collegati possono essere completamente stravolti e si dice che sono stati ""nuclerizzati"".","/in kwesto mɔdo i diskɪ kolleɡatɪ pɔssono ɛssere kompletamente stravɔltɪ e sɪ ditʃe ke sono statɪ ""nʊkleridzːatɪ""./",B2,Travel,"B2,Travel",
skip,saltare,/saltare/,"Fairies, skip hence; I have forsworn his bed and company.","Fate, andatevene; ho rinunciato al suo letto e alla sua compagnia.","/fate, andatevene; o rinʊntʃato al sʊo lɛtːo e alla sʊa kompaɲia./",B2,Travel,"B2,Travel",
skylark,allodola,/allɔdola/,"Well, my skylark does that anyhow.","Beh, la mia Skylark lo fa comunque.","/bɛ, la mia skilark lo fa komunkwe./",B2,Travel,"B2,Travel",
soar,impennarsi,/impennarsɪ/,Thou hast hawks will soar Above the morning lark: or wilt thou hunt?,Hai falchi che volano sopra l'allodola mattutina: o vuoi cacciare?,/aj falkɪ ke vɔlano sopra lallɔdola matːʊtina: o vʊɔi katʃːare?/,B2,Travel,"B2,Travel",
sprint,sprint,/sprint/,Ziri was in full-on sprint.,Ziri era in pieno sprint.,/dzirɪ ɛra in pjɛno sprint./,B2,Travel,"B2,Travel",
straighten,raddrizzare,/radːritsːare/,Did you straighten everything out?,Hai sistemato tutto?,/aj sistemato tutːo?/,B2,Travel,"B2,Travel",
subside,attenuarsi,/atːenʊarsɪ/,"We have gone fishing, before the rain subsides.","Siamo andati a pescare, prima che la pioggia si plachi.","/sjamo andatɪ a peskare, prima ke la pjɔdʒːa sɪ plakɪ./",B2,Travel,"B2,Travel",
surge,aumento,/aʊmento/,When the rivers surge they make the streams surge.,"Quando i fiumi si impennano, fanno impennare i torrenti.","/kwando i fjumɪ sɪ impennano, fanno impennare i torɾɛntɪ./",B2,Travel,"B2,Travel",
swan,cigno,/tʃiɲɲo/,What were the swans doing on the grass?,Cosa facevano i cigni sull'erba?,/kɔza fatʃevano i tʃiɲɲɪ sʊllɛrba?/,B2,Travel,"B2,Travel",
transmit,trasmettere,/trazmetːere/,"↩ The choice of the verb pavattati (“transmits, rolls forth”) is deliberate.","La scelta del verbo pavattati (""trasmette, fa uscire"") è deliberata.","/la ʃelta del vɛrbo pavatːatɪ (""trazmetːe, fa ʊʃire"") e deliberata./",B2,Travel,"B2,Travel",
trek,trekking,/trekːiŋɡ/,"But I have the skiff ready, and it will take us to the exact spot where we’ll disembark, which will save us a pretty long trek.","Ma ho già pronto lo skiff, che ci porterà nel punto esatto in cui sbarcheremo, risparmiandoci un lungo viaggio.","/ma o dʒa pronto lo skiff, ke tʃɪ porteɾa nel punto ezatːo in kuj zbarkerɛmo, risparmjandotʃɪ ʊn luŋɡo vjadʒːo./",B2,Travel,"B2,Travel",
vanish,svanire,/zvanire/,I will vanish from the ascetic Gotama!,Sparirò dall'asceta Gotama!,/spariɾɔ dallaʃɛta ɡotama!/,B2,Travel,"B2,Travel",
zoom,zoom,/dzuːm/,I was on a Zoom meeting.,Stavo partecipando a una riunione Zoom.,/stavo partetʃipando a ʊna riʊnjone dzuːm./,B2,Travel,"B2,Travel",
