English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
ally,alleato,/alleato/,"Sydney Carton, idlest and most unpromising of men, was Stryver’s great ally.","Sydney Carton, l'uomo più ozioso e poco promettente, era il grande alleato di Stryver.","/sidneɪ karton, lwɔmo pjʊ otsjozo e pɔko prometːɛnte, ɛra il ɡrande alleato dɪ strivɛr./",B2,Social,"B2,Social",
alternate,alternativo,/alternativo/,Alternate alliteration is occasionally used as in the original.,Di tanto in tanto viene utilizzata l'allitterazione alternata come nell'originale.,/dɪ tanto in tanto vjɛne ʊtilidzːata lallitːeratsione alternata kome nelloridʒinale./,B2,Social,"B2,Social",
altitude,altitudine,/altitudine/,"[Illustration] Captain Nemo took the Sun’s altitude “Twelve o’clock, sir, ” said he.","[Il capitano Nemo prese l'altitudine del Sole ""Alle 12, signore"", disse.","/[il kapitano nemo preze laltitudine del sole ""alle doditʃɪ, siɲore"", disse./",B2,Social,"B2,Social",
amaze,stupire,/stʊpire/,"I do beseech your Majesty, make up, Lest your retirement do amaze your friends.","Vi supplico, Vostra Maestà, di rimettervi in sesto, per evitare che il vostro ritiro stupisca i vostri amici.","/vɪ supːliko, vɔstra maesta, dɪ rimettervɪ in sɛsto, per evitare ke il vɔstro ritiro stʊpiska i vɔstrɪ amitʃɪ./",B2,Social,"B2,Social",
ambassador,ambasciatore,/ambaʃatore/,Is it therefore Th’ ambassador is silenced?,È per questo che l'ambasciatore è stato messo a tacere?,/e per kwesto ke lambaʃatore e stato messo a tatʃɛre?/,B2,Social,"B2,Social",
ambiguity,ambiguità,/ambiɡwita/,This would resolve the ambiguity.,Questo risolverebbe l'ambiguità.,/kwesto rizolverɛbːe lambiɡwita./,B2,Social,"B2,Social",
amplify,amplificare,/amplifikare/,It was a mistake to amplify this debate with thoughtless responses.,È stato un errore amplificare questo dibattito con risposte sconsiderate.,/e stato ʊn erɾore amplifikare kwesto dibatːito kon risposte skonsiderate./,B2,Social,"B2,Social",
analyst,analista,/analista/,Sami is a data analyst.,Sami è un analista di dati.,/samɪ e ʊn analista dɪ datɪ./,B2,Social,"B2,Social",
anchor,ancora,/ankora/,"The anchors are working, sir.","Le ancore funzionano, signore.","/le ankore fʊntsjɔnano, siɲore./",B2,Social,"B2,Social",
anchorman,anchorman,/antʃɔrman/,The anchorman had an audience with the king.,L'anchorman ha avuto un'udienza con il re.,/lantʃɔrman a avuto ʊnʊdjɛntsa kon il rɛ./,B2,Social,"B2,Social",
anchorperson,conduttore,/kondʊtːore/,They wrote the anchorperson in their notes.,Hanno scritto il conduttore nei loro appunti.,/anno skritːo il kondʊtːore nei lɔro apːuntɪ./,B2,Social,"B2,Social",
apostrophe,apostrofo,/apɔstrofo/,Tatoeba: the only place where the use of different apostrophes is controversial.,Tatoeba: l'unico posto in cui l'uso di apostrofi diversi è controverso.,/tatoeba: luniko posto in kuj luzo dɪ apɔstrofɪ divɛrsɪ e kontrovɛrso./,B2,Social,"B2,Social",
applicant,richiedente,/rikjedɛnte/,Only two applicants made it onto the shortlist.,Solo due candidati sono entrati nella rosa dei candidati.,/solo due kandidatɪ sono entratɪ nella rɔza deɪ kandidatɪ./,B2,Social,"B2,Social",
archaeologist,archeologo,/arkeɔloɡo/,He is an Algerian archaeologist.,È un archeologo algerino.,/e ʊn arkeɔloɡo aldʒerino./,B2,Social,"B2,Social",
artwork,opera d'arte,/ɔpera darte/,How do you like Tom's new artwork?,Vi piace la nuova opera d'arte di Tom?,/vɪ pjatʃe la nʊɔva ɔpera darte dɪ tɔm?/,B2,Social,"B2,Social",
aspiration,aspirazione,/aspiratsione/,↩ The aspiration alone is not enough.,La sola aspirazione non è sufficiente.,/la sola aspiratsione non e sʊffitʃɛnte./,B2,Social,"B2,Social",
aspire,aspirare,/aspirare/,"This match, to which you have the presumption to aspire, can never take place.","Questo incontro, a cui avete la presunzione di aspirare, non potrà mai avvenire.","/kwesto inkontro, a kuj avete la prezʊntsione dɪ aspirare, non potra maj avvenire./",B2,Social,"B2,Social",
assess,valutare,/valʊtare/,The meaning is that he should assess himself.,Il significato è che deve valutare se stesso.,/il siɲifikato e ke dɛve valʊtare se stesso./,B2,Social,"B2,Social",
assumption,assunzione,/assʊntsione/,"This is an assumption, however, that has not been well established by experimental evidence.","Si tratta di un'ipotesi, tuttavia, che non è stata ben stabilita dall'evidenza sperimentale.","/sɪ tratːa dɪ ʊnipɔtezɪ, tʊtːavia, ke non e stata bɛn stabilita dallevidɛntsa sperimentale./",B2,Social,"B2,Social",
assurance,assicurazione,/assikʊratsione/,"Sāriputta, a Realized One has four kinds of self-assurance.","Sāriputta, un Realizzato ha quattro tipi di sicurezza di sé.","/sariputːa, ʊn realidzːato a kwatːro tipɪ dɪ sikʊretsːa dɪ se./",B2,Social,"B2,Social",
astonish,stupire,/stʊpire/,"Enough, captain; you have astonish’d him.","Basta, capitano; lo avete stupito.","/basta, kapitano; lo avete stʊpito./",B2,Social,"B2,Social",
await,attendere,/atːɛndere/,A mendicant should await their time mindful and aware.,Un mendicante deve attendere il suo tempo con attenzione e consapevolezza.,/ʊn mendikante dɛve atːɛndere il sʊo tɛmpo kon atːentsione e konsapevoletsːa./,B2,Social,"B2,Social",
backup,backup,/bekap/,Does Ziri have a backup plan?,Ziri ha un piano di riserva?,/dzirɪ a ʊn pjano dɪ rizɛrva?/,B2,Social,"B2,Social",
badge,distintivo,/distintivo/,"Woman, it is thy badge of shame!","Donna, è il tuo distintivo di vergogna!","/dɔnna, e il tʊo distintivo dɪ verɡoɲɲa!/",B2,Social,"B2,Social",
ballad,ballata,/ballata/,This is a merry ballad; but a very pretty one.,"Questa è una ballata allegra, ma molto bella.","/kwesta ɛ ʊna ballata alleɡra, ma molto bɛlla./",B2,Social,"B2,Social",
ballet,balletto,/balletːo/,He knew Skura was a ballet dancer.,Sapeva che Skura era una ballerina di danza classica.,/sapeva ke skura ɛra ʊna ballerina dɪ dantsa klassika./,B2,Social,"B2,Social",
ballot,scrutinio,/skrʊtinio/,That monk should then distribute the ballots.,Il monaco deve poi distribuire le schede.,/il mɔnako dɛve pɔi distribʊire le skɛde./,B2,Social,"B2,Social",
banker,banchiere,/bankiɛre/,Of course you know the Banker well?,Naturalmente conoscete bene il banchiere?,/natʊralmente konoʃete bɛne il bankiɛre?/,B2,Social,"B2,Social",
bankrupt,bancarotta,/bankarotːa/,"What a bankrupt he’d make, Sir, ’ observed Mr.","Che bancarotta sarebbe, signore"", osservò Mr.","/ke bankarotːa sarɛbːe, siɲore"", osservɔ ɛmmeɛrɾe./",B2,Social,"B2,Social",
bartender,barista,/barista/,Carlos told that to the bartender.,Carlos lo disse al barista.,/karlos lo disse al barista./,B2,Social,"B2,Social",
beam,fascio di luce,/faʃo dɪ lutʃe/,They ’aven’t seen that fire-beam yet.,Non hanno ancora visto il raggio di fuoco.,/non anno ankora visto il radʒːo dɪ fʊɔko./,B2,Social,"B2,Social",
bear,orso,/orso/,I must bear my witness!,Devo portare la mia testimonianza!,/dɛvo portare la mia testimonjantsa!/,B2,Social,"B2,Social",
bearing,cuscinetto,/kʊʃinetːo/,"Well, we shall see your bearing.",Vedremo il suo portamento.,/vedrɛmo il sʊo portamento./,B2,Social,"B2,Social",
bellow,soffietto,/soffjetːo/,Every bellows has a reservoir (see Fig.,Ogni soffietto è dotato di un serbatoio (vedi Fig.,/oɲɲɪ soffjetːo e dotato dɪ ʊn serbatojo (vedɪ fiɡ./,B2,Social,"B2,Social",
berry,bacche,/bakːe/,"Go to bed berry soon, ” he mumbled, half-turning as he spoke.","Vai a letto presto"", borbottò, voltandosi a metà mentre parlava.","/vaj a lɛtːo prɛsto"", borbotːɔ, voltandozɪ a meta mentre parlava./",B2,Social,"B2,Social",
bestseller,bestseller,/bɛst̪seller/,His new novel has become a bestseller.,Il suo nuovo romanzo è diventato un bestseller.,/il sʊo nʊɔvo romandzo e diventato ʊn bɛst̪seller./,B2,Social,"B2,Social",
bid,offerta,/offɛrta/,You were not bid to speak.,Non vi è stato concesso di parlare.,/non vɪ e stato kontʃɛsso dɪ parlare./,B2,Social,"B2,Social",
bidding,offerta,/offɛrta/,Your bidding shall I do effectually.,I vostri ordini li eseguirò con efficacia.,/i vɔstrɪ ordinɪ lɪ ezeɡwiɾɔ kon effikatʃa./,B2,Social,"B2,Social",
blade,lama,/lama/,The water on the tip of a blade of grass is tiny.,L'acqua sulla punta di un filo d'erba è minuscola.,/lakːwa sʊlla punta dɪ ʊn filo dɛrba e minuskola./,B2,Social,"B2,Social",
blast,esplosione,/esplozione/,"It was a hot, incandescent blast!",Era un'esplosione calda e incandescente!,/ɛra ʊnesplozione kalda e inkandeʃɛnte!/,B2,Social,"B2,Social",
blurt,sbottare,/zbotːare/,I will blurt out no bad words.,Non pronuncerò nessuna parolaccia.,/non pronʊntʃeɾɔ nessʊna parolatʃːa./,B2,Social,"B2,Social",
bomber,bombardiere,/bombardiɛre/,The bomber is flying high.,Il bombardiere sta volando alto.,/il bombardiɛre sta volando alto./,B2,Social,"B2,Social",
booklet,libretto,/libretːo/,The ukelele chords are always in her CD booklet.,Gli accordi per l'ukelele sono sempre nel libretto del CD.,/ʎɪ akːɔrdɪ per lʊkelɛle sono sɛmpre nel libretːo del tʃid̪iː./,B2,Social,"B2,Social",
booth,cabina,/kabina/,"Father must have gone down to the Booth, sir.","Il padre deve essere sceso al Booth, signore.","/il padre dɛve ɛssere ʃezo al bɔot, siɲore./",B2,Social,"B2,Social",
bourbon,bourbon,/bourbon/,This was Antoine of Bourbon.,Si trattava di Antoine di Borbone.,/sɪ tratːava dɪ antwaːn dɪ borbone./,B2,Social,"B2,Social",
boxer,pugile,/pudʒile/,↩ “Boxers” renders mallamuṭṭhikā and “city slickers who beautify their bodies” is for gāmamoddavā .,"""Pugili"" rende mallamuṭṭhikā e ""abitanti della città che abbelliscono il loro corpo"" è per gāmamoddavā .","/""pudʒilɪ"" rɛnde ɛmme a ɛlle ɛlle a ɛmme u letːeːraunoeːsɛjd̪iː letːeːraunoeːsɛjd̪iː akːa i kapːa aːmakron eː ""abitantɪ della tʃitːa ke abːelliskono il lɔro kɔrpo"" e per ɡamamodːava ./",B2,Social,"B2,Social",
bracket,staffa,/staffa/,"In my age bracket, there are no job offers available.",Nella mia fascia di età non ci sono offerte di lavoro disponibili.,/nella mia faʃa dɪ eta non tʃɪ sono offɛrte dɪ lavɔro disponibilɪ./,B2,Social,"B2,Social",
brag,vantarsi,/vantarsɪ/,"To brag unto them, “thus I did, and thus!","Per vantarsi con loro: ""Così ho fatto, e così!","/per vantarsɪ kon lɔro: ""kozi o fatːo, e kozi!/",B2,Social,"B2,Social",
broadcaster,emittente,/emitːɛnte/,The broadcaster made edits to the television schedule.,L'emittente ha apportato modifiche al palinsesto televisivo.,/lemitːɛnte a apːortato modifike al palinsɛsto televizivo./,B2,Social,"B2,Social",
brochure,opuscolo,/opuskolo/,Can they send them a brochure?,Possono inviare loro una brochure?,/pɔssono inviare lɔro ʊna brɔʃur?/,B2,Social,"B2,Social",
brother-in-law,cognato,/koɲato/,"Thank you, brother-in-law, so I had, ’ returned Mrs.","Grazie, cognato, così ho fatto"", ha risposto la signora.","/ɡratsje, koɲato, kozi o fatːo"", a risposto la siɲora./",B2,Social,"B2,Social",
browse,Sfogliare,/sfoʎare/,You can browse through sentences.,È possibile sfogliare le frasi.,/e possibile sfoʎare le frazɪ./,B2,Social,"B2,Social",
browser,browser,/braːʊzer/,The browser does not work.,Il browser non funziona.,/il braːʊzer non fʊntsiona./,B2,Social,"B2,Social",
buck,dollaro,/dɔllaro/,You were best meddle with buck-washing!,Era meglio se ti immischiavi con il lavaggio dei soldi!,/ɛra mɛʎo se tɪ immiskjavɪ kon il lavadʒːo deɪ sɔldɪ!/,B2,Social,"B2,Social",
bully,prepotente,/prepotɛnte/,"Is he dead, bully stale?","E' morto, è un bullo stantio?","/e mɔrto, e ʊn bullo stantio?/",B2,Social,"B2,Social",
bum,barbone,/barbone/,Leon was dressed like a bum.,Leon era vestito come un barbone.,/leon ɛra vestito kome ʊn barbone./,B2,Social,"B2,Social",
cable,cavo,/kavo/,Telephonic currents are too feeble to penetrate many miles of cable.,Le correnti telefoniche sono troppo deboli per penetrare molti chilometri di cavo.,/le korɾɛntɪ telefɔnike sono trɔpːo debolɪ per penetrare moltɪ kilometrɪ dɪ kavo./,B2,Social,"B2,Social",
canon,canone,/kanone/,| Visākha is otherwise unmentioned in the canon.,| Il Visākha non è altrimenti menzionato nel canone.,/il vizaka non e altrimentɪ mentsjonato nel kanone./,B2,Social,"B2,Social",
caption,didascalia,/didaskalia/,"You will have the caption made to- morrow, of course?","La didascalia sarà fatta domani, naturalmente?","/la didaskalia saɾa fatːa domanɪ, natʊralmente?/",B2,Social,"B2,Social",
captive,prigioniero,/pridʒoniɛro/,I was a captive and a slave.,Ero prigioniero e schiavo.,/ɛro pridʒoniɛro e skjavo./,B2,Social,"B2,Social",
catalog,catalogo,/kataloɡo/,Rima went through the online store's entire catalog of dresses.,Rima ha sfogliato l'intero catalogo di abiti del negozio online.,/rima a sfoʎato lintɛro kataloɡo dɪ abitɪ del neɡɔtsio on laɪn./,B2,Social,"B2,Social",
catalyst,catalizzatore,/katalidzːatore/,It would be difficult to improve the device without an effective catalyst.,Sarebbe difficile migliorare il dispositivo senza un catalizzatore efficace.,/sarɛbːe diffitʃile miʎorare il dispozitivo sɛntsa ʊn katalidzːatore effikatʃe./,B2,Social,"B2,Social",
cellist,violoncellista,/vjolontʃellista/,Ziri is a cellist.,Ziri è un violoncellista.,/dzirɪ e ʊn vjolontʃellista./,B2,Social,"B2,Social",
certificate,certificato,/tʃertifikato/,"Why, this is a certificate.",Questo è un certificato.,/kwesto ɛ ʊn tʃertifikato./,B2,Social,"B2,Social",
certification,certificazione,/tʃertifikatsione/,Much improvement is desirable in the medical certification of causes of death.,È auspicabile un notevole miglioramento nella certificazione medica delle cause di morte.,/e aʊspikabile ʊn notevole miʎoramento nella tʃertifikatsione mɛdika delle kaʊze dɪ mɔrte./,B2,Social,"B2,Social",
chancellor,cancelliere,/kantʃelliɛre/,This was the chancellor L’Hôpital.,Si trattava del cancelliere L'Hôpital.,/sɪ tratːava del kantʃelliɛre lopital./,B2,Social,"B2,Social",
cite,citare,/tʃitare/,"And so, as mistress, I will cite her in all cases.","E quindi, come padrona, la citerò in tutti i casi.","/e kwindɪ, kome padrona, la tʃiteɾɔ in tutːɪ i kazɪ./",B2,Social,"B2,Social",
closure,chiusura,/kjʊzura/,The duvet cover has a hidden button closure.,Il copripiumino ha una chiusura a bottoni nascosta.,/il kopripjʊmino a ʊna kjʊzura a botːonɪ naskosta./,B2,Social,"B2,Social",
collector,collettore,/kolletːore/,"He is, ’ rejoined the collector.","Lo è"", riprese il collezionista.","/lo ɛː"", ripreze il kolletsjonista./",B2,Social,"B2,Social",
collocation,collocazione,/kollokatsione/,A collocation consists of words that are often found together.,,,B2,Social,"B2,Social",
colon,colon,/kolon/,It could be a colon or semicolon.,,,B2,Social,"B2,Social",
colonial,coloniale,/kolonjale/,They were both descended from old Colonial families.,,,B2,Social,"B2,Social",
commander,comandante,/komandante/,"Yes, commander, I took the business.","Sì, comandante, ho preso l'azienda.","/siː, komandante, o prezo ladzjɛnda./",B2,Social,"B2,Social",
commemorate,commemorare,/kommemorare/,"It was erected to commemorate the victory of Aeizanas over the Bougaitæ, (St.","Fu eretta per commemorare la vittoria di Aeizanas sui Bougaitæ, (St.","/fʊ erɛtːa per kommemorare la vitːɔria dɪ aeitsanas sʊi boʊɡaɪta, (ɛssetɪ./",B2,Social,"B2,Social",
commerce,commercio,/kommɛrtʃo/,Such is the transformation wrought by commerce.,Questa è la trasformazione operata dal commercio.,/kwesta ɛ la trasformatsione operata dal kommɛrtʃo./,B2,Social,"B2,Social",
commission,commissione,/kommissjone/,But this is from my commission.,Ma questo viene dalla mia commissione.,/ma kwesto vjɛne dalla mia kommissjone./,B2,Social,"B2,Social",
component,componente,/komponɛnte/,Curiosity is a component of intelligence.,La curiosità è una componente dell'intelligenza.,/la kʊriozita e ʊna komponɛnte dellintellidʒɛntsa./,B2,Social,"B2,Social",
comprehension,comprensione,/komprensjone/,The Linked Discourses on comprehension are complete.,I discorsi collegati sulla comprensione sono completi.,/i diskorsɪ kolleɡatɪ sʊlla komprensjone sono komplɛtɪ./,B2,Social,"B2,Social",
comprehensive,completo,/komplɛto/,"His words were polished, clear, articulate, expressing the meaning, comprehensive, and independent.","Le sue parole erano lucide, chiare, articolate, esprimevano il significato, erano complete e indipendenti.","/le sʊe paɾɔle ɛrano lutʃide, kjare, artikolate, esprimevano il siɲifikato, ɛrano komplɛte e indipendɛntɪ./",B2,Social,"B2,Social",
compute,calcolare,/kalkolare/,One moiety of the spoil introduced into the camp of Alboin more wealth than a Barbarian could readily compute.,Una parte del bottino introdusse nell'accampamento di Alboino più ricchezza di quanto un barbaro potesse facilmente calcolare.,/ʊna parte del botːino introdusse nellakːampamento dɪ albɔino pjʊ rikːetsːa dɪ kwanto ʊn barbaro potesse fatʃilmente kalkolare./,B2,Social,"B2,Social",
concede,concedere,/kontʃedere/,"Her head concedes it, and Volumnia is enchanted.",La sua testa lo concede e Volumnia ne rimane incantata.,/la sʊa tɛsta lo kontʃede e volumnia ne rimane inkantata./,B2,Social,"B2,Social",
conceit,presunzione,/prezʊntsione/,Conceit is the one thing.,La presunzione è l'unica cosa.,/la prezʊntsione e lunika kɔza./,B2,Social,"B2,Social",
concession,concessione,/kontʃessjone/,"Let me ask for this concession--boon, privilege, what you will.","Permettetemi di chiedervi questa concessione, un privilegio, quello che volete.","/permetːetemɪ dɪ kjɛdervɪ kwesta kontʃessjone, ʊn privilɛdʒo, kwello ke volete./",B2,Social,"B2,Social",
conductor,conduttore,/kondʊtːore/,Who is conductor of his people?,Chi è il direttore del suo popolo?,/kɪ e il diretːore del sʊo pɔpolo?/,B2,Social,"B2,Social",
confess,confessare,/konfessare/,Do you confess so much?,Confessa così tanto?,/konfessa kozi tanto?/,B2,Social,"B2,Social",
confession,confessione,/konfessjone/,Tickling is an offense entailing confession.,Il solletico è un reato che comporta la confessione.,/il solletiko e ʊn reato ke kompɔrta la konfessjone./,B2,Social,"B2,Social",
confront,confrontarsi con,/konfrontarsɪ kon/,Shall dunghill curs confront the Helicons?,I cursori di Dunghill dovranno affrontare gli Helicon?,/i kʊrsorɪ dɪ duŋɡil dovranno affrontare ʎɪ elikon?/,B2,Social,"B2,Social",
conjunction,congiunzione,/kondʒʊntsione/,"Son, list to this conjunction, make this match.","Figlio, ascolta questa congiunzione, fai questa corrispondenza.","/fiʎo, askolta kwesta kondʒʊntsione, faːi kwesta korɾispondɛntsa./",B2,Social,"B2,Social",
consent,consenso,/konsɛnso/,Did she call to refuse her consent?,Ha chiamato per rifiutare il consenso?,/a kjamato per rifjʊtare il konsɛnso?/,B2,Social,"B2,Social",
considering,considerando,/konsiderando/,"I asked, after considering it.","Ho chiesto, dopo averci riflettuto.","/o kjɛsto, dopo avɛrtʃɪ rifletːuto./",B2,Social,"B2,Social",
conspiracy,cospirazione,/kospiratsione/,"It’s a conspiracy, ’ said Mr.","È una cospirazione"", ha detto Mr.","/e ʊna kospiratsione"", a detːo ɛmmeɛrɾe./",B2,Social,"B2,Social",
consult,consultare,/konsʊltare/,I--I--should like to consult Mrs.,Vorrei consultare Mrs.,/vorɾɛi konsʊltare ɛmmeɛrɾeɛsse./,B2,Social,"B2,Social",
consultant,consulente,/konsʊlɛnte/,Be a trusted consultant.,Essere un consulente di fiducia.,/ɛssere ʊn konsʊlɛnte dɪ fidutʃa./,B2,Social,"B2,Social",
contemporary,contemporaneo,/kontemporaneo/,"He was a contemporary, but a poet.","Era un contemporaneo, ma un poeta.","/ɛra ʊn kontemporaneo, ma ʊn poɛta./",B2,Social,"B2,Social",
contempt,disprezzo,/disprɛtsːo/,How Can her contempt be answer’d?,Come rispondere al suo disprezzo?,/kome rispondere al sʊo disprɛtsːo?/,B2,Social,"B2,Social",
contract,contratto,/kontratːo/,Our contract is an old one.,Il nostro contratto è vecchio.,/il nɔstro kontratːo e vɛkːio./,B2,Social,"B2,Social",
contradict,contraddire,/kontradːire/,↩ This contradicts the description given above.,Questo contraddice la descrizione fornita in precedenza.,/kwesto kontradːitʃe la deskritsione fornita in pretʃedɛntsa./,B2,Social,"B2,Social",
contradiction,contraddizione,/kontradːitsione/,Without contradiction I have heard that.,L'ho sentito dire senza contraddizioni.,/lo sentito dire sɛntsa kontradːitsionɪ./,B2,Social,"B2,Social",
contradictory,contraddittorio,/kontradːitːɔrio/,The answers to this question were various and contradictory.,Le risposte a questa domanda sono state varie e contraddittorie.,/le risposte a kwesta domanda sono state varie e kontradːitːɔrie./,B2,Social,"B2,Social",
controversy,controversia,/kontrovɛrsia/,Whoever will peruse the controversy of St.,"Chiunque voglia sfogliare la controversia di S. Paolo, ha la possibilità di vedere la sua storia.","/kjunkwe voʎa sfoʎare la kontrovɛrsia dɪ ɛsse. paolo, a la possibilita dɪ vedere la sʊa stɔria./",B2,Social,"B2,Social",
convention,convenzione,/konventsione/,"It’s when a person goes naked, ignoring conventions.","È quando una persona si mette nuda, ignorando le convenzioni.","/e kwando ʊna persona sɪ metːe nuda, iɲorando le konventsionɪ./",B2,Social,"B2,Social",
converse,converse,/konvɛrse/,"Did you converse, sir, with this gentlewoman?","Avete parlato, signore, con questa signora?","/avete parlato, siɲore, kon kwesta siɲora?/",B2,Social,"B2,Social",
conversion,conversione,/konversjone/,This conversion magic is lovely!,Questa magia di conversione è deliziosa!,/kwesta madʒia dɪ konversjone e delitsjɔza!/,B2,Social,"B2,Social",
convert,convertire,/konvertire/,The Christians made many converts the Jews but few.,"I cristiani fecero molti convertiti, gli ebrei pochi.","/i kristjanɪ fɛtʃero moltɪ konvertitɪ, ʎɪ ebrɛi pɔkɪ./",B2,Social,"B2,Social",
copper,rame,/rame/,The pudding was out of the copper.,Il budino era fuori dal rame.,/il bʊdino ɛra fʊorɪ dal rame./,B2,Social,"B2,Social",
core,nucleo,/nukleo/,The core will stand the test.,Il nucleo resisterà alla prova.,/il nukleo rezisteɾa alla prɔva./,B2,Social,"B2,Social",
corporal,corporale,/korporale/,"By earth, she is but corporal.","Per la terra, non è che corporale.","/per la tɛrɾa, non e ke korporale./",B2,Social,"B2,Social",
correspond,corrispondere,/korɾispondere/,This may or may not correspond with the village district.,Questo può corrispondere o meno al distretto del villaggio.,/kwesto pʊɔ korɾispondere o meno al distretːo del villadʒːo./,B2,Social,"B2,Social",
correspondence,corrispondenza,/korɾispondɛntsa/,"The actual text is in Philip’s correspondence, No.","Il testo vero e proprio si trova nell'epistolario di Filippo, n.","/il tɛsto vero e prɔprio sɪ trɔva nellepistolario dɪ filipːo, ɛnne./",B2,Social,"B2,Social",
correspondent,corrispondente,/korɾispondɛnte/,"This is from the notices to correspondents, this one.",Questo è tratto dagli avvisi ai corrispondenti.,/kwesto ɛ tratːo daʎɪ avvizɪ aj korɾispondɛntɪ./,B2,Social,"B2,Social",
counter,contatore,/kontatore/,I cannot do’t without counters.,Non posso fare a meno dei contatori.,/non pɔsso fare a meno deɪ kontatorɪ./,B2,Social,"B2,Social",
countryman,campagnolo,/kampaɲɔlo/,"Countryman, ’ said the witch, ‘who are you?","Contadino"", disse la strega, ""chi sei?","/kontadino"", disse la streɡa, ""kɪ sɛi?/",B2,Social,"B2,Social",
courtesy,Cortesia,/kortezia/,Then is courtesy a turncoat.,Allora la cortesia è un voltagabbana.,/allora la kortezia e ʊn voltaɡabːana./,B2,Social,"B2,Social",
coverage,copertura,/kopertura/,"The subscriber's device is turned off, or is outside the network coverage area.",Il dispositivo dell'abbonato è spento o si trova al di fuori dell'area di copertura della rete.,/il dispozitivo dellabːonato e spɛnto o sɪ trɔva al dɪ fʊorɪ dellarea dɪ kopertura della rete./,B2,Social,"B2,Social",
coward,codardo,/kodardo/,What makes you a coward?,Cosa ti rende un codardo?,/kɔza tɪ rɛnde ʊn kodardo?/,B2,Social,"B2,Social",
cowboy,cowboy,/kaw boɪ/,Will you wear cowboy boots to the rodeo?,Indosserete stivali da cowboy al rodeo?,/indosserete stivalɪ da kaw boɪ al rodɛo?/,B2,Social,"B2,Social",
crab,granchio,/ɡrankio/,There was a soft-shell crab dream.,C'era un sogno di granchio dal guscio morbido.,/tʃɛra ʊn soɲɲo dɪ ɡrankio dal ɡuʃo mɔrbido./,B2,Social,"B2,Social",
crack,crepa,/krɛpa/,And you were in crack society.,E tu eri nella società del crack.,/e tʊ ɛrɪ nella sotʃeta del krakː./,B2,Social,"B2,Social",
