English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
flexibility,flessibilità,/flessibilita/,All of our current versions have been subject to a degree of revision and flexibility.,Tutte le nostre versioni attuali sono state soggette a un certo grado di revisione e flessibilità.,/tutːe le nɔstre versjonɪ atːʊalɪ sono state sodʒːetːe a ʊn tʃɛrto ɡrado dɪ revizione e flessibilita./,B2,Abstract,"B2,Abstract",
functionality,funzionalità,/fʊntsjonalita/,Such payment may or may not buy additional support or functionality.,Tale pagamento può o meno acquistare supporto o funzionalità aggiuntive.,/tale paɡamento pʊɔ o meno akːwistare sʊpːɔrto o fʊntsjonalita adʒːʊntive./,B2,Abstract,"B2,Abstract",
generosity,generosità,/dʒenerozita/,Generosity is the fifth thing.,La generosità è la quinta cosa.,/la dʒenerozita e la kwinta kɔza./,B2,Abstract,"B2,Abstract",
getaway,fuga,/fuɡa/,Sami will be the getaway driver.,Sami sarà l'autista per la fuga.,/samɪ saɾa laʊtista per la fuɡa./,B2,Abstract,"B2,Abstract",
gleam,bagliore,/baʎore/,The last gleams of twilight were melting into night.,Gli ultimi bagliori del crepuscolo si stavano dissolvendo nella notte.,/ʎɪ ultimɪ baʎorɪ del krepuskolo sɪ stavano dissolvɛndo nella nɔtːe./,B2,Abstract,"B2,Abstract",
gracefulness,leggiadria,/ledʒːadria/,"This is highly commended for the exquisite gracefulness of the two principal figures, the beauty of the landscape, and the incredible exactitude of the shrubs and fruit.","È molto apprezzato per la squisita grazia delle due figure principali, la bellezza del paesaggio e l'incredibile esattezza degli arbusti e dei frutti.","/e molto apːretsːato per la skwizita ɡratsia delle due fiɡure printʃipalɪ, la belletsːa del paezadʒːo e linkredibile ezatːetsːa deʎɪ arbustɪ e deɪ frutːɪ./",B2,Abstract,"B2,Abstract",
greatness,grandezza,/ɡrandetsːa/,Be not afraid of greatness.,Non abbiate paura della grandezza.,/non abːjate paʊra della ɡrandetsːa./,B2,Abstract,"B2,Abstract",
hush,silenzio,/silɛntsio/,But there was a scandalized whisper of ‘Hush!,"Ma c'è stato un sussurro scandalizzato di ""Silenzio!","/ma tʃe stato ʊn sʊssurɾo skandalidzːato di ""silɛntsio!/",B2,Abstract,"B2,Abstract",
inflation,inflazione,/inflatsione/,"Up to his discovery, the process of inflation was not only exceedingly expensive, but uncertain.","Fino alla sua scoperta, il processo di inflazione non solo era estremamente costoso, ma anche incerto.","/fino alla sʊa skopɛrta, il protʃɛsso dɪ inflatsione non solo ɛra estremamente kostozo, ma anke intʃɛrto./",B2,Abstract,"B2,Abstract",
mist,nebbia,/nebːia/,The horizon is lost in a grey mist.,L'orizzonte si perde in una nebbia grigia.,/loridzːonte sɪ pɛrde in ʊna nebːia ɡridʒa./,B2,Abstract,"B2,Abstract",
mobility,mobilità,/mobilita/,Social mobility does not exist in this country.,La mobilità sociale non esiste in questo Paese.,/la mobilita sotʃale non eziste in kwesto paeze./,B2,Abstract,"B2,Abstract",
morality,moralità,/moralita/,Such is one of good morality.,Questo è un esempio di buona moralità.,/kwesto ɛ ʊn ezɛmpio dɪ bʊɔna moralita./,B2,Abstract,"B2,Abstract",
mutability,mutabilità,/mʊtabilita/,Man’s yesterday may ne’er be like his morrow; Nought may endure but mutability!,L'ieri dell'uomo non sarà mai come il suo domani; nulla può durare se non la mutevolezza!,/ljɛrɪ dellwɔmo non saɾa maj kome il sʊo domanɪ; nulla pʊɔ dʊrare se non la mʊtevoletsːa!/,B2,Abstract,"B2,Abstract",
obedience,obbedienza,/obːedjɛntsa/,Obedience bids I should not bid again.,Le offerte di obbedienza non devono essere ripetute.,/le offɛrte dɪ obːedjɛntsa non devono ɛssere ripetute./,B2,Abstract,"B2,Abstract",
obesity,obesità,/obezita/,Are you predisposed to obesity?,Siete predisposti all'obesità?,/sjete predispɔstɪ allobezita?/,B2,Abstract,"B2,Abstract",
outcome,risultato,/rizʊltato/,The outcome was never in doubt.,Il risultato non è mai stato in dubbio.,/il rizʊltato non e maj stato in dubːio./,B2,Abstract,"B2,Abstract",
ph,ph,/piakːa/,"Th is an aspirated t, and ph is an aspirated p .",Th è una t aspirata e ph è una p aspirata.,/tɪakːa e ʊna tɪ aspirata e piakːa e ʊna pi aspirata./,B2,Abstract,"B2,Abstract",
patriotism,patriottismo,/patriotːizmo/,But a momentary enthusiasm of religion and patriotism was kindled in their minds.,Ma un momentaneo entusiasmo religioso e patriottico si accese nelle loro menti.,/ma ʊn momentaneo entʊzjazmo relidʒozo e patriɔtːiko sɪ atʃːeze nelle lɔro mentɪ./,B2,Abstract,"B2,Abstract",
permanence,permanenza,/permanɛntsa/,"Some attribute had departed from her, the permanence of which had been essential to keep her a woman.",Si era allontanato da lei un attributo la cui permanenza era stata essenziale per mantenerla donna.,/sɪ ɛra allontanato da lɛi ʊn atːributo la kuj permanɛntsa ɛra stata essentsjale per mantenɛrla dɔnna./,B2,Abstract,"B2,Abstract",
perseverance,perseveranza,/perseverantsa/,I would trust to my fidelity and perseverance--and to Dora.,"Confiderei nella mia fedeltà e perseveranza, e in Dora.","/konfiderɛi nella mia fedelta e perseverantsa, e in dɔra./",B2,Abstract,"B2,Abstract",
persistence,persistenza,/persistɛntsa/,"There are the elements of initiative, persistence, and exertion.","Ci sono gli elementi di iniziativa, persistenza e sforzo.","/tʃɪ sono ʎɪ elementɪ dɪ initsjativa, persistɛntsa e sfɔrtso./",B2,Abstract,"B2,Abstract",
placement,posizionamento,/pozitsjonamento/,The show is full of product placement.,Lo spettacolo è pieno di product placement.,/lo spetːakolo e pjɛno dɪ prodʊkt platʃement./,B2,Abstract,"B2,Abstract",
pluck,spennare,/spennare/,"You positively must, ’ urged Pluck.","Dovete assolutamente farlo"", esortò Pluck.","/dovete assolʊtamente farlo"", ezortɔ plukː./",B2,Abstract,"B2,Abstract",
politeness,educazione,/edʊkatsione/,"I said, as an act of politeness.","Ho detto, come atto di cortesia.","/o detːo, kome atːo dɪ kortezia./",B2,Abstract,"B2,Abstract",
popularity,popolarità,/popolarita/,"So brutal are possessions, honor, and popularity.","Così brutali sono i possedimenti, l'onore e la popolarità.","/kozi brʊtalɪ sono i possedimentɪ, lonore e la popolarita./",B2,Abstract,"B2,Abstract",
practicality,praticità,/pratitʃita/,"She wanted her life shaped now, immediately—and the decision must be made by some force—of love, of money, of unquestionable practicality—that was close at hand.","Voleva che la sua vita prendesse forma ora, immediatamente, e la decisione doveva essere presa da qualche forza - d'amore, di denaro, di indiscutibile praticità - che fosse a portata di mano.","/volɛva ke la sʊa vita prendɛsse forma ora, immedjatamente, e la detʃizione dovɛva ɛssere preza da kwalke fɔrtsa damore, dɪ denaro, dɪ indiskʊtibile pratitʃita ke fosse a portata dɪ mano./",B2,Abstract,"B2,Abstract",
punctuality,puntualità,/pʊntʊalita/,"Good-morning, Lucien, good-morning,” said Albert; “your punctuality really alarms me. What do I say?","Buongiorno, Lucien, buongiorno"", disse Albert; ""la tua puntualità mi allarma molto. Cosa devo dire?","/bʊondʒɔrno, lutʃen, bʊondʒɔrno"", disse albert; ""la tʊa pʊntʊalita mɪ allarma molto. kɔza dɛvo dire?/",B2,Abstract,"B2,Abstract",
rainstorm,temporale,/temporale/,The rainstorm was so intense.,Il temporale era così intenso.,/il temporale ɛra kozi intɛnso./,B2,Abstract,"B2,Abstract",
righteousness,rettitudine,/retːitudine/,"Paul, I say; for not only does the press advance knowledge, but righteousness.","Paolo, dico; perché la stampa non solo fa progredire la conoscenza, ma anche la rettitudine.","/paolo, diko; perke la stampa non solo fa proɡredire la konoʃɛntsa, ma anke la retːitudine./",B2,Abstract,"B2,Abstract",
specialty,specialità,/spetʃalita/,His field of specialty is Berber translation.,Il suo campo di specializzazione è la traduzione berbera.,/il sʊo kampo dɪ spetʃalidzːatsione e la tradʊtsione bɛrbera./,B2,Abstract,"B2,Abstract",
sunbeam,raggio di sole,/radʒːo dɪ sole/,"It looked like a sunbeam true enough, ” he said.","Sembrava proprio un raggio di sole"", disse.","/sembrava prɔprio ʊn radʒːo dɪ sole"", disse./",B2,Abstract,"B2,Abstract",
timeliness,tempestività,/tempestivita/,The teacher discussed the timeliness in class.,L'insegnante ha discusso la tempestività in classe.,/linseɲante a diskusso la tempestivita in klasse./,B2,Abstract,"B2,Abstract",
timing,tempistica,/tempistika/,Nothing could have made a more unusual sight than the marvelous timing with which dolphins hunt these fish.,Niente avrebbe potuto rendere uno spettacolo più insolito del meraviglioso tempismo con cui i delfini cacciano questi pesci.,/njɛnte avrɛbːe potuto rɛndere uno spetːakolo pjʊ insɔlito del meraviʎozo tempizmo kon kuj i delfinɪ katʃːano kwestɪ peʃɪ./,B2,Abstract,"B2,Abstract",
trait,tratto,/tratːo/,"Those are very remarkable traits, ’ said Mr.","Sono caratteristiche davvero notevoli"", ha detto Mr.","/sono kaɾatːeristike davvero notevolɪ"", a detːo ɛmmeɛrɾe./",B2,Abstract,"B2,Abstract",
truthfulness,veridicità,/veriditʃita/,"In giving, self-control, restraint, and truthfulness there is merit and outcome of merit.","La donazione, l'autocontrollo, la moderazione e la sincerità sono il merito e il risultato del merito.","/la donatsione, laʊtokontrɔllo, la moderatsione e la sintʃerita sono il mɛrito e il rizʊltato del mɛrito./",B2,Abstract,"B2,Abstract",
twinkle,scintillio,/ʃintillio/,Tom always has a twinkle in his eye when he listens to my stories.,Tom ha sempre un luccichio negli occhi quando ascolta le mie storie.,/tɔm a sɛmpre ʊn lʊtʃːikio neʎɪ ɔkːɪ kwando askolta le mie stɔrie./,B2,Abstract,"B2,Abstract",
unusualness,inusualità,/inʊzʊalita/,The elastic nature of the clasp-garter is self-demonstration of the unusualness of the abbreviation.,La natura elastica del fermaglio-garza è un'autodimostrazione dell'inusualità dell'abbreviazione.,/la natura elastika del fermaʎoɡardza e ʊnaʊtodimostratsione dellinʊzʊalita dellabːrevjatsione./,B2,Abstract,"B2,Abstract",
upbringing,educazione,/edʊkatsione/,It would seem that he had previously harbored doubts due to his Jain upbringing.,Sembra che in precedenza avesse nutrito dei dubbi a causa della sua educazione giainista.,/sembra ke in pretʃedɛntsa avesse nʊtrito deɪ dubːɪ a kaʊza della sʊa edʊkatsione dʒaɪnista./,B2,Abstract,"B2,Abstract",
vigor,vigore,/viɡore/,And the fifth is sheer vigor.,E il quinto è il puro vigore.,/e il kwinto e il puro viɡore./,B2,Abstract,"B2,Abstract",
virtue,virtù,/virtu/,Virtue is not regarded in handicraftsmen.,La virtù non è considerata negli artigiani.,/la virtu non e konsiderata neʎɪ artidʒanɪ./,B2,Abstract,"B2,Abstract",
width,larghezza,/larɡetsːa/,The width of the shoulders is 1/4 of the whole.,La larghezza delle spalle è pari a 1/4 dell'intero.,/la larɡetsːa delle spalle e parɪ a uno barɾa kwatːro dellintɛro./,B2,Abstract,"B2,Abstract",
