English_Translation,Italian_Term,Italian_IPA,English_Sentence,Italian_Sentence,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
cheerfulness,allegria,/alleɡria/,"Streaker, the housemaid, feigned cheerfulness, but was the greater martyr.","Streaker, la domestica, finse di essere allegra, ma fu la martire più grande.","/streakɛr, la domɛstika, finse dɪ ɛssere alleɡra, ma fʊ la martire pjʊ ɡrande./",B2,Emotions,"B2,Emotions",
compassion,compassione,/kompassjone/,"I was motivated by compassion, sir.","Sono stato spinto dalla compassione, signore.","/sono stato spinto dalla kompassjone, siɲore./",B2,Emotions,"B2,Emotions",
conscience,coscienza,/koʃɛntsa/,They have conscience and prudence.,Hanno coscienza e prudenza.,/anno koʃɛntsa e prʊdɛntsa./,B2,Emotions,"B2,Emotions",
consolation,consolazione,/konsolatsione/,This is the first consolation they’ve won.,Questa è la prima consolazione che hanno vinto.,/kwesta ɛ la prima konsolatsione ke anno vinto./,B2,Emotions,"B2,Emotions",
cruelty,crudeltà,/krʊdelta/,"It’s quite a cruelty, ” said Charlotte.","È una vera crudeltà"", ha detto Charlotte.","/e ʊna vera krʊdelta"", a detːo ʃarlɔt./",B2,Emotions,"B2,Emotions",
dehumanize,disumanizzare,/dizʊmanidzːare/,Please put the dehumanize on the table.,"Per favore, mettete sul tavolo la disumanizzazione.","/per favore, metːete sʊl tavolo la dizʊmanidzːatsione./",B2,Emotions,"B2,Emotions",
despise,disprezzare,/dispretsːare/,Do you despise your lives?,Disprezzate le vostre vite?,/dispretsːate le vɔstre vite?/,B2,Emotions,"B2,Emotions",
displeasure,disappunto,/dizapːunto/,"She said them slightingly, but not with displeasure.","Le ha dette con leggerezza, ma non con dispiacere.","/le a detːe kon ledʒːeretsːa, ma non kon dispjatʃɛre./",B2,Emotions,"B2,Emotions",
dissatisfaction,insoddisfazione,/insodːisfatsione/,And what is the perception of dissatisfaction with the whole world?,E qual è la percezione di insoddisfazione nei confronti del mondo intero?,/e kwal e la pertʃetsione dɪ insodːisfatsione nei konfrontɪ del mondo intɛro?/,B2,Emotions,"B2,Emotions",
distract,distrarsi,/distrarsɪ/,"She is importunate, indeed distract.","È importuna, anzi distratta.","/e importuna, antsɪ distratːa./",B2,Emotions,"B2,Emotions",
erupt,erompere,/erompere/,"Failing to turn the Buddha against his chief students, Kokālika leaves, but horrifying boils erupt on his body; he dies and goes to hell.","Non riuscendo a mettere il Buddha contro i suoi allievi principali, Kokālika se ne va, ma sul suo corpo si formano orribili bolle; muore e va all'inferno.","/non riʊʃɛndo a metːere il budːa kontro i sʊɔi alliɛvɪ printʃipalɪ, kokalika se ne va, ma sʊl sʊo kɔrpo sɪ formano orɾibilɪ bolle; mʊɔre e va allinfɛrno./",B2,Emotions,"B2,Emotions",
exalt,esaltare,/ezaltare/,With what majesty and pomp does Homer exalt his deities!,Con quale maestà e fasto Omero esalta le sue divinità!,/kon kwale maesta e fasto omɛːro ezalta le sʊe divinita!/,B2,Emotions,"B2,Emotions",
gaiety,allegria,/alleɡria/,"Gaiety is your element, you have shone in it before.","L'allegria è il vostro elemento, avete già brillato in passato.","/lalleɡria e il vɔstro elemento, avete dʒa brillato in passato./",B2,Emotions,"B2,Emotions",
glee,glee,/ɡlɛe/,The glee at my heart was too strong to be restrained.,L'allegria del mio cuore era troppo forte per essere trattenuta.,/lalleɡria del mio kʊɔre ɛra trɔpːo fɔrte per ɛssere tratːenuta./,B2,Emotions,"B2,Emotions",
grieve,soffrire,/soffrire/,How it did grieve Macbeth!,Come ha addolorato Macbeth!,/kome a adːolorato makbet!/,B2,Emotions,"B2,Emotions",
humanize,umanizzare,/ʊmanidzːare/,"She wanted—what some people want throughout life—a grief that should deeply touch her, and thus humanize and make her capable of sympathy.","Voleva - cosa che alcune persone desiderano per tutta la vita - un dolore che la toccasse profondamente, che la umanizzasse e la rendesse capace di compassione.","/volɛva kɔza ke alkʊne persone deziderano per tutːa la vita ʊn dolore ke la tokːasse profondamente, ke la ʊmanidzːasse e la rendɛsse kapatʃe dɪ kompassjone./",B2,Emotions,"B2,Emotions",
humiliate,umiliare,/ʊmiliare/,I just want to humiliate them.,Voglio solo umiliarli.,/voʎo solo ʊmiliarlɪ./,B2,Emotions,"B2,Emotions",
idolize,idolatrare,/idolatrare/,"Dear Ursula,—There is a young man in Nemours who idolizes you.","Cara Ursula, c'è un giovane a Nemours che ti idolatra.","/kaɾa ursʊla, tʃe ʊn dʒovane a nemours ke tɪ idolatra./",B2,Emotions,"B2,Emotions",
impulse,impulso,/impulso/,"It is a radical, a primitive impulse—elementary.","È un impulso radicale, primitivo, elementare.","/e ʊn impulso radikale, primitivo, elementare./",B2,Emotions,"B2,Emotions",
lighten,alleggerire,/alledʒːerire/,"You lighten it, and we will be poor together.",Alleggerisci la situazione e saremo poveri insieme.,/alledʒːeriʃɪ la sitʊatsione e sarɛmo pɔverɪ insɪɛme./,B2,Emotions,"B2,Emotions",
obsess,ossessionare,/ossessjonare/,We talked about the obsess last night.,Ieri sera abbiamo parlato dell'ossessione.,/jɛrɪ sera abːjamo parlato dellossessjone./,B2,Emotions,"B2,Emotions",
optimism,ottimismo,/otːimizmo/,"He was still optimistic, but it was a less kinetic, a more thoughtful optimism.","Era ancora ottimista, ma era un ottimismo meno cinetico, più riflessivo.","/ɛra ankora otːimista, ma ɛra ʊn otːimizmo meno tʃinɛtiko, pjʊ riflessivo./",B2,Emotions,"B2,Emotions",
overtake,sorpasso,/sorpasso/,A wrong is unredressed when retribution overtakes its redresser.,Un torto non è riparato quando la punizione supera il suo riparatore.,/ʊn tɔrto non e ripaɾato kwando la pʊnitsione supera il sʊo ripaɾatore./,B2,Emotions,"B2,Emotions",
pine,pino,/pino/,This is a pine tree.,Questo è un pino.,/kwesto ɛ ʊn pino./,B2,Emotions,"B2,Emotions",
preoccupy,preoccuparsi,/preokːʊparsɪ/,He explained the preoccupy during the meeting.,Ha spiegato la preoccupazione durante l'incontro.,/a spjeɡato la preokːʊpatsione dʊrante linkontro./,B2,Emotions,"B2,Emotions",
relaxation,rilassamento,/rilassamento/,"The sensation of a general relaxation came over me, and I remained as passive as possible.",La sensazione di un rilassamento generale mi assalì e rimasi il più possibile passivo.,/la sensatsione dɪ ʊn rilassamento dʒenerale mɪ assali e rimazɪ il pjʊ possibile passivo./,B2,Emotions,"B2,Emotions",
sincerity,sincerità,/sintʃerita/,One nation has more sincerity; another more kindliness in speech.,"Una nazione ha più sincerità, un'altra più gentilezza nel parlare.","/ʊna natsione a pjʊ sintʃerita, ʊnaltra pjʊ dʒentiletsːa nel parlare./",B2,Emotions,"B2,Emotions",
spite,dispetto,/dispɛtːo/,"Ay, that change is the spite.","Ay, il cambiamento è il dispetto.","/ai, il kambjamento e il dispɛtːo./",B2,Emotions,"B2,Emotions",
stab,pugnalare,/pʊɲalare/,"Speak, captain, shall I stab the forlorn swain?","Parlate, capitano, devo pugnalare l'abbandonato girovago?","/parlate, kapitano, dɛvo pʊɲalare labːandonato dʒirɔvaɡo?/",B2,Emotions,"B2,Emotions",
stagger,barcollare,/barkollare/,How comes these staggers on me?,Come mai questi barcollamenti su di me?,/kome maj kwestɪ barkollamentɪ sʊ dɪ me?/,B2,Emotions,"B2,Emotions",
startle,trasalire,/trazalire/,Would he startle him with sudden fear?,Lo avrebbe spaventato con un'improvvisa paura?,/lo avrɛbːe spaventato kon ʊnimprovviza paʊra?/,B2,Emotions,"B2,Emotions",
sympathize,simpatizzare,/simpatidzːare/,I can sympathize with the objects.,Posso simpatizzare con gli oggetti.,/pɔsso simpatidzːare kon ʎɪ odʒːɛtːɪ./,B2,Emotions,"B2,Emotions",
thrill,brivido,/brivido/,"At the sound of it, a thrill went through my frame.","Al suo suono, un brivido mi ha attraversato la struttura.","/al sʊo sʊɔno, ʊn brivido mɪ a atːraversato la strʊtːura./",B2,Emotions,"B2,Emotions",
vibrate,vibrare,/vibrare/,"Another struck, before the voice of the previous hour had ceased to vibrate.","Un altro colpo, prima che la voce dell'ora precedente avesse smesso di vibrare.","/ʊn altro kolpo, prima ke la votʃe dellora pretʃedɛnte avesse zmesso dɪ vibrare./",B2,Emotions,"B2,Emotions",
worship,culto,/kulto/,How does your honourable worship do?,Come si comporta il vostro onorevole culto?,/kome sɪ kompɔrta il vɔstro onorevole kulto?/,B2,Emotions,"B2,Emotions",
yearn,anelare,/anelare/,"Not shaking, for what could they yearn?","Non tremano, perché cosa potrebbero desiderare?","/non trɛmano, perke kɔza potrebːero deziderare?/",B2,Emotions,"B2,Emotions",
