English_Translation,Italian_Term,Italian_IPA,English_Sentence,Italian_Sentence,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
accessory,accessorio,/atʃːessɔrio/,You're supposed to be an accessory.,Dovresti essere un accessorio.,/dovrestɪ ɛssere ʊn atʃːessɔrio./,B1,Social,"B1,Social",
accidental,accidentale,/atʃːidentale/,But the coincidence is probably accidental.,Ma la coincidenza è probabilmente casuale.,/ma la kointʃidɛntsa e probabilmente kazʊale./,B1,Social,"B1,Social",
accommodation,alloggio,/allɔdʒːo/,"There’s nothing to be ashamed of; it’s a matter of mutual accommodation, nothing more.","Non c'è nulla di cui vergognarsi; è una questione di reciproco accordo, nulla di più.","/non tʃe nulla dɪ kuj verɡoɲarsɪ; e ʊna kwestjone dɪ retʃiproko akːɔrdo, nulla dɪ pju./",B1,Social,"B1,Social",
accountant,contabile,/kontabile/,Skiffins (that’s her brother) is an accountant and agent.,Skiffins (che è suo fratello) è un contabile e un agente.,/skiffins (ke e sʊo fratɛllo) e ʊn kontabile e ʊn adʒɛnte./,B1,Social,"B1,Social",
accuse,accusare,/akːʊzare/,I do not accuse him.,Non lo accuso.,/non lo akːuzo./,B1,Social,"B1,Social",
acknowledge,riconoscimento,/rikonoʃimento/,All this I must acknowledge.,Tutto questo devo riconoscerlo.,/tutːo kwesto dɛvo rikonoʃerlo./,B1,Social,"B1,Social",
acknowledgment,riconoscimento,/rikonoʃimento/,Acknowledgment is also due to the U.S.,Un ringraziamento va anche agli Stati Uniti.,/ʊn riŋɡratsjamento va anke aʎɪ statɪ ʊnitɪ./,B1,Social,"B1,Social",
acquaintance,conoscente,/konoʃɛnte/,She will drop the acquaintance entirely.,Abbandonerà completamente la conoscenza.,/abːandoneɾa kompletamente la konoʃɛntsa./,B1,Social,"B1,Social",
ad,annuncio,/annuntʃo/,See a curious note of Valesius ad Ammian.,Si veda una curiosa nota di Valesius ad Ammian.,/sɪ veda ʊna kʊriɔza nɔta dɪ valezjʊs ad ammjan./,B1,Social,"B1,Social",
addressee,destinatario,/destinatario/,Do you know the addressee?,Conoscete il destinatario?,/konoʃete il destinatario?/,B1,Social,"B1,Social",
admission,ammissione,/ammissjone/,That you make no admissions.,Che non fa ammissioni.,/ke non fa ammissjonɪ./,B1,Social,"B1,Social",
advance,anticipo,/antitʃipo/,Do you advance with him?,Avanzate con lui?,/avantsate kon lui?/,B1,Social,"B1,Social",
adverb,avverbio,/avvɛrbio/,"In both cases, as here, it is the object of the verb, not an adverb.","In entrambi i casi, come in questo, si tratta dell'oggetto del verbo, non di un avverbio.","/in entrambɪ i kazɪ, kome in kwesto, sɪ tratːa dellodʒːɛtːo del vɛrbo, non dɪ ʊn avvɛrbio./",B1,Social,"B1,Social",
adverbial,avverbiale,/avverbjale/,What is the adverbial form of this verb?,Qual è la forma avverbiale di questo verbo?,/kwal e la forma avverbjale dɪ kwesto vɛrbo?/,B1,Social,"B1,Social",
advert,pubblicità,/pʊbːlitʃita/,But it is not to this fact that I now especially advert.,Ma non è a questo fatto che ora faccio particolare pubblicità.,/ma non e a kwesto fatːo ke ora fatʃːo partikolare pʊbːlitʃita./,B1,Social,"B1,Social",
adviser,consulente,/konsʊlɛnte/,"I was very young, and had no adviser.",Ero molto giovane e non avevo un consigliere.,/ɛro molto dʒovane e non avevo ʊn konsiʎɛre./,B1,Social,"B1,Social",
agenda,ordine del giorno,/ɔrdine del dʒorno/,Has everyone received a copy of the agenda?,Tutti hanno ricevuto una copia dell'ordine del giorno?,/tutːɪ anno ritʃevuto ʊna kɔpia dellɔrdine del dʒorno?/,B1,Social,"B1,Social",
agreement,accordo,/akːɔrdo/,Look at your agreement; you must trust.,Guardate il vostro accordo; dovete avere fiducia.,/ɡwardate il vɔstro akːɔrdo; dovete avere fidutʃa./,B1,Social,"B1,Social",
air,aria,/aria/,They be nowt but air-blebs.,Non sono altro che bombe d'aria.,/non sono altro ke bombe daria./,B1,Social,"B1,Social",
air,aria,/aria/,They be nowt but air-blebs.,Non sono altro che bombe d'aria.,/non sono altro ke bombe daria./,B1,Social,"B1,Social",
alcoholic,alcolico,/alkɔliko/,The sixth subchapter of alcoholic drinks is finished.,Il sesto sottocapitolo delle bevande alcoliche è terminato.,/il sɛsto sotːokapitolo delle bevande alkɔlike e terminato./,B1,Social,"B1,Social",
alphabet,alfabeto,/alfabɛto/,I can faintly remember learning the alphabet at her knee.,Ricordo vagamente di aver imparato l'alfabeto sulle sue ginocchia.,/rikɔrdo vaɡamente dɪ avɛr impaɾato lalfabɛto sʊlle sʊe dʒinokːia./,B1,Social,"B1,Social",
analyse,analizzare,/analidzːare/,"To analyse it, would seem impossible.",Analizzarlo sembrerebbe impossibile.,/analidzːarlo sembrerɛbːe impossibile./,B1,Social,"B1,Social",
analysis,analisi,/analizɪ/,The Great Analysis is finished.,La Grande Analisi è terminata.,/la ɡrande analizɪ e terminata./,B1,Social,"B1,Social",
analyze,analizzare,/analidzːare/,May the Buddha analyze these four people in detail.,Che il Buddha analizzi queste quattro persone in dettaglio.,/ke il budːa analidzːɪ kweste kwatːro persone in detːaʎo./,B1,Social,"B1,Social",
angle,angolo,/aŋɡolo/,The angle is the junction of two lines in a point.,L'angolo è la congiunzione di due linee in un punto.,/laŋɡolo e la kondʒʊntsione dɪ due linee in ʊn punto./,B1,Social,"B1,Social",
announce,annuncio,/annuntʃo/,"You should announce, ‘Today is the observance day.","Dovreste annunciare: ""Oggi è il giorno dell'osservanza"".","/dovreste annʊntʃare: ""ɔdʒːɪ e il dʒorno dellosservantsa""./",B1,Social,"B1,Social",
announcement,annuncio,/annuntʃo/,This concert was interrupted by the announcement of supper.,Questo concerto è stato interrotto dall'annuncio della cena.,/kwesto kontʃɛrto e stato interɾotːo dallannuntʃo della tʃena./,B1,Social,"B1,Social",
annoyance,fastidio,/fastidio/,"The training rule on annoyance, the second, is finished.","La regola di formazione sul fastidio, la seconda, è terminata.","/la rɛɡola dɪ formatsione sʊl fastidio, la sekonda, e terminata./",B1,Social,"B1,Social",
annual,annuale,/annʊale/,The annual exportation has not yet begun.,L'esportazione annuale non è ancora iniziata.,/lesportatsione annʊale non e ankora initsjata./,B1,Social,"B1,Social",
anti,anti,/antɪ/,Buddhism is the original anti-essentialism.,Il buddismo è l'antiessenzialismo originale.,/il bʊdːizmo e lantjessentsjalizmo oridʒinale./,B1,Social,"B1,Social",
antique,antico,/antiko/,"Its decorations were rich, yet tattered and antique.","Le sue decorazioni erano ricche, ma anche logore e antiche.","/le sʊe dekoratsionɪ ɛrano rikːe, ma anke loɡore e antike./",B1,Social,"B1,Social",
antonym,antonimo,/antɔnimo/,Concave is the antonym of convex.,Concavo è il contrario di convesso.,/kɔnkavo e il kontrario dɪ konvɛsso./,B1,Social,"B1,Social",
ape,scimmia,/ʃimmia/,It was the Ape Gigans!,Erano gli Ape Gigan!,/ɛrano ʎɪ ape dʒiɡan!/,B1,Social,"B1,Social",
apologise,scusarsi,/skʊzarsɪ/,Tom is bound to apologise.,Tom è tenuto a scusarsi.,/tɔm e tenuto a skʊzarsɪ./,B1,Social,"B1,Social",
apology,scuse,/skuze/,Or shall we on without apology?,O dobbiamo andare avanti senza scuse?,/o dobːjamo andare avantɪ sɛntsa skuze?/,B1,Social,"B1,Social",
appeal,appello,/apːɛllo/,Why should he appeal to Lucy?,Perché dovrebbe rivolgersi a Lucy?,/perke dovrɛbːe rivoldʒersɪ a lusɪ?/,B1,Social,"B1,Social",
applaud,applaudire,/apːlaʊdire/,Say I applaud her wisdom and admire her discretion.,Mi congratulo per la sua saggezza e ammiro la sua discrezione.,/mɪ koŋɡratʊlo per la sʊa sadʒːetsːa e ammiro la sʊa diskretsione./,B1,Social,"B1,Social",
applause,applausi,/apːlaʊzɪ/,The proposal was accepted with unanimous applause.,La proposta è stata accettata con un applauso unanime.,/la proposta e stata atʃːetːata kon ʊn apːlaʊzo ʊnanime./,B1,Social,"B1,Social",
application,applicazione,/apːlikatsione/,Irrational application of mind is very harmful.,L'applicazione irrazionale della mente è molto dannosa.,/lapːlikatsione irɾatsionale della mente e molto dannoza./,B1,Social,"B1,Social",
appreciation,apprezzamento,/apːretsːamento/,"The monks thought, “Who should give the expression of appreciation?","I monaci pensarono: ""Chi dovrebbe esprimere il proprio apprezzamento?","/i mɔnatʃɪ pensarono: ""kɪ dovrɛbːe esprimere il prɔprio apːretsːamento?/",B1,Social,"B1,Social",
approach,approccio,/apːrɔtʃːo/,"He may approach, I think, ’ said Mr.","Credo che possa avvicinarsi"", ha detto Mr.","/krɛdo ke pɔssa avvitʃinarsɪ"", a detːo ɛmmeɛrɾe./",B1,Social,"B1,Social",
approval,approvazione,/apːrovatsione/,I know it meets your approval?,So che è di tuo gradimento?,/sɔ ke e dɪ tʊo ɡradimento?/,B1,Social,"B1,Social",
approve,approvare,/apːrovare/,Do you approve of this?,Lei è d'accordo?,/lɛi e dakːɔrdo?/,B1,Social,"B1,Social",
arrival,arrivo,/arɾivo/,The Linked Discourses on arrival are complete.,I discorsi collegati all'arrivo sono completi.,/i diskorsɪ kolleɡatɪ allarɾivo sono komplɛtɪ./,B1,Social,"B1,Social",
arrow,freccia,/fretʃːa/,The arrows show the direction taken by the current.,Le frecce indicano la direzione della corrente.,/le frɛtʃːe indikano la diretsione della korɾɛnte./,B1,Social,"B1,Social",
aside,da parte,/da parte/,Will’t please you walk aside?,Non vuoi farti da parte per favore?,/non vʊɔi fartɪ da parte per favore?/,B1,Social,"B1,Social",
aspect,aspetto,/aspɛtːo/,But this was its usual aspect.,Ma questo era il suo aspetto abituale.,/ma kwesto ɛra il sʊo aspɛtːo abitʊale./,B1,Social,"B1,Social",
assignment,assegnazione,/asseɲatsione/,He was off on another assignment.,Era fuori per un altro incarico.,/ɛra fʊorɪ per ʊn altro inkariko./,B1,Social,"B1,Social",
associate,associato,/assotʃato/,He should associate with monks.,Dovrebbe associarsi ai monaci.,/dovrɛbːe assotʃarsɪ aj mɔnatʃɪ./,B1,Social,"B1,Social",
astronomer,astronomo,/astrɔnomo/,That certain wags in Rotterdam have certain especial antipathies to certain burgomasters and astronomers.,Che certi personaggi di Rotterdam nutrono particolari antipatie nei confronti di alcuni borgomastri e astronomi.,/ke tʃɛrtɪ personadʒːɪ dɪ rotːerdam nutrono partikolarɪ antipatie nei konfrontɪ dɪ alkʊnɪ borɡomastrɪ e astrɔnomɪ./,B1,Social,"B1,Social",
attachment,attaccamento,/atːakːamento/,I think there’s a prior attachment.,Credo che ci sia un allegato precedente.,/krɛdo ke tʃɪ sia ʊn alleɡato pretʃedɛnte./,B1,Social,"B1,Social",
attraction,attrazione,/atːratsione/,It has an irresistible attraction for him.,Ha un'attrazione irresistibile per lui.,/a ʊnatːratsione irɾezistibile per lui./,B1,Social,"B1,Social",
authority,autorità,/aʊtorita/,Authority is the power of rulers.,L'autorità è il potere dei governanti.,/laʊtorita e il potere deɪ ɡovernantɪ./,B1,Social,"B1,Social",
auxiliary,ausiliario,/aʊziliario/,Let us make an offering as an auxiliary sacrifice.,Facciamo un'offerta come sacrificio ausiliario.,/fatʃːamo ʊnoffɛrta kome sakrifitʃo aʊziliario./,B1,Social,"B1,Social",
babysitter,babysitter,/babizitːɛr/,Tom said that he needs to find another babysitter.,Tom ha detto che deve trovare un'altra babysitter.,/tɔm a detːo ke dɛve trovare ʊnaltra babizitːɛr./,B1,Social,"B1,Social",
backpacker,zaino in spalla,/dzaɪno in spalla/,They wrote the backpacker in their notes.,Hanno scritto lo zaino in spalla nei loro appunti.,/anno skritːo lo dzaɪno in spalla nei lɔro apːuntɪ./,B1,Social,"B1,Social",
bacon,pancetta,/pantʃetːa/,"Where is the bacon, Hans?","Dov'è la pancetta, Hans?","/dovɛ la pantʃetːa, ans?/",B1,Social,"B1,Social",
baggage,bagaglio,/baɡaʎo/,"Here I am, bag and baggage, "" she said briskly.","Eccomi qui, con bagaglio e valigia"", disse alacremente.","/ɛkːomɪ kwi, kon baɡaʎo e validʒa"", disse alakremente./",B1,Social,"B1,Social",
baker,fornaio,/fornaio/,Miss Baker would be there.,La signorina Baker sarebbe stata presente.,/la siɲorina bakɛr sarɛbːe stata prezɛnte./,B1,Social,"B1,Social",
balance,equilibrio,/ekwilibrio/,"On balance, I think the simile refers to a star-gazing king.","A conti fatti, credo che la similitudine si riferisca a un re che osserva le stelle.","/a kontɪ fatːɪ, krɛdo ke la similitudine sɪ riferiska a ʊn rɛ ke ossɛrva le stelle./",B1,Social,"B1,Social",
ban,divieto,/divjɛto/,"Take thou that too, with multiplying bans!","Prendete anche questo, con i divieti che si moltiplicano!","/prendete anke kwesto, kon i divjɛtɪ ke sɪ moltiplikano!/",B1,Social,"B1,Social",
barman,barman,/barman/,Ziri is a barman.,Ziri è un barman.,/dzirɪ e ʊn barman./,B1,Social,"B1,Social",
basis,base,/baze/,On what basis do they rest?,Su quali basi poggiano?,/sʊ kwalɪ bazɪ podʒːano?/,B1,Social,"B1,Social",
beard,barba,/barba/,I have a beard coming.,Mi sta venendo la barba.,/mɪ sta venɛndo la barba./,B1,Social,"B1,Social",
beast,bestia,/bestia/,They must be dreadful beasts.,Devono essere bestie terribili.,/devono ɛssere bestie terɾibilɪ./,B1,Social,"B1,Social",
beaver,castoro,/kastɔro/,"What, is my beaver easier than it was?","Che c'è, il mio castoro è più facile di prima?","/ke tʃɛː, il mio kastɔro e pjʊ fatʃile dɪ prima?/",B1,Social,"B1,Social",
beloved,amato,/amato/,You shall be more beloving than beloved.,Sarete più amorevoli che amati.,/sarete pjʊ amorevolɪ ke amatɪ./,B1,Social,"B1,Social",
bilingual,bilingue,/biliŋɡwe/,Being bilingual is the norm.,Essere bilingue è la norma.,/ɛssere biliŋɡwe e la nɔrma./,B1,Social,"B1,Social",
biography,biografia,/bjoɡrafia/,Yet there is no coherent biography of the Buddha in the early texts.,Eppure non esiste una biografia coerente del Buddha nei primi testi.,/epːure non eziste ʊna bjoɡrafia koerɛnte del budːa nei primɪ tɛstɪ./,B1,Social,"B1,Social",
bishop,vescovo,/veskovo/,"Sidonius, bishop of Clermont, might condemn, (l.","Sidonio, vescovo di Clermont, potrebbe condannare (l.","/sidɔnio, veskovo dɪ klɛrmont, potrɛbːe kondannare (ɛlle./",B1,Social,"B1,Social",
blend,miscela,/miʃɛla/,Armenian culture is a unique blend of indigenous traditions and influences from neighboring civilizations.,La cultura armena è una miscela unica di tradizioni indigene e influenze delle civiltà vicine.,/la kʊltura armɛna e ʊna miʃɛla unika dɪ traditsionɪ indidʒene e inflʊɛntse delle tʃivilta vitʃine./,B1,Social,"B1,Social",
bless,benedire,/benedire/,"Bless you, they know ME!","Che tu sia benedetto, loro conoscono me!","/ke tʊ sia benedetːo, lɔro konoskono me!/",B1,Social,"B1,Social",
blessing,benedizione,/beneditsione/,This is the first blessing.,Questa è la prima benedizione.,/kwesta ɛ la prima beneditsione./,B1,Social,"B1,Social",
blind,cieco,/tʃɛko/,Who is the blind person?,Chi è il cieco?,/kɪ e il tʃɛko?/,B1,Social,"B1,Social",
blogger,blogger,/blɔɡer/,Ziri is an Algerian blogger.,Ziri è un blogger algerino.,/dzirɪ e ʊn blɔɡer aldʒerino./,B1,Social,"B1,Social",
boast,vanto,/vanto/,"Nothing to boast of, ” said Miss Pross.","Niente di cui vantarsi"", ha detto la signorina Pross.","/njɛnte dɪ kuj vantarsɪ"", a detːo la siɲorina prɔss./",B1,Social,"B1,Social",
bold,audace,/aʊdatʃe/,"How do you mean, bold?","In che senso, audace?","/in ke sɛnso, aʊdatʃe?/",B1,Social,"B1,Social",
bond,legame,/leɡame/,But I have no bond.,Ma non ho alcun legame.,/ma non o alkʊn leɡame./,B1,Social,"B1,Social",
bore,foro,/foro/,He was the first that ever bore arms.,È stato il primo a portare le armi.,/e stato il primo a portare le armɪ./,B1,Social,"B1,Social",
bow,fiocco,/fjɔkːo/,I made him a bow.,Gli ho fatto un fiocco.,/ʎɪ o fatːo ʊn fjɔkːo./,B1,Social,"B1,Social",
breath,respiro,/respiro/,I want a breath of air.,Voglio una boccata d'aria.,/voʎo ʊna bokːata daria./,B1,Social,"B1,Social",
brick,mattone,/matːone/,All the grounds are paved with brick.,Tutti i terreni sono pavimentati in mattoni.,/tutːɪ i terɾenɪ sono pavimentatɪ in matːonɪ./,B1,Social,"B1,Social",
brief,breve,/brɛve/,There was a brief pause.,C'è stata una breve pausa.,/tʃe stata ʊna brɛve paʊza./,B1,Social,"B1,Social",
broad,ampio,/ampio/,It was just at broad day.,Era solo in pieno giorno.,/ɛra solo in pjɛno dʒorno./,B1,Social,"B1,Social",
broadcast,trasmissione,/trazmissjone/,"Yes, we golden boys, the moderns, have geniality everywhere--a bounty broadcast like noonlight.","Sì, noi ragazzi d'oro, i moderni, abbiamo la genialità ovunque, un'abbondanza trasmessa come la luce del sole.","/siː, noi raɡatsːɪ dɔro, i modɛrnɪ, abːjamo la dʒenjalita ovunkwe, ʊnabːondantsa trazmessa kome la lutʃe del sole./",B1,Social,"B1,Social",
brotherhood,fratellanza,/fratellantsa/,Then you are not of the brotherhood.,Allora non siete della fratellanza.,/allora non sjete della fratellantsa./,B1,Social,"B1,Social",
buddy,amico,/amiko/,Mennad was looking for a sexting buddy.,Mennad stava cercando un compagno di sexting.,/mennad stava tʃerkando ʊn kompaɲɲo dɪ sekstiŋɡ./,B1,Social,"B1,Social",
builder,costruttore,/kostrʊtːore/,Our father and our brother had a builder’s business.,Nostro padre e nostro fratello avevano un'impresa di costruzioni.,/nɔstro padre e nɔstro fratɛllo avevano ʊnimpreza dɪ kostrʊtsionɪ./,B1,Social,"B1,Social",
bull,toro,/tɔro/,The bull has the game.,Il toro ha il gioco.,/il tɔro a il dʒɔko./,B1,Social,"B1,Social",
bulletin,bollettino,/bolletːino/,See also other bulletins of the Office of Experiment Stations.,Si vedano anche gli altri bollettini dell'Ufficio delle stazioni sperimentali.,/sɪ vedano anke ʎɪ altrɪ bolletːinɪ dellʊffitʃo delle statsionɪ sperimentalɪ./,B1,Social,"B1,Social",
burden,onere,/ɔnere/,This is called the burden.,Questo si chiama onere.,/kwesto sɪ kjama ɔnere./,B1,Social,"B1,Social",
burglar,scassinatore,/skassinatore/,"The Welshman eyed him gravely, curiously—and presently said: “Yes, burglar’s tools.","Il gallese lo guardò gravemente, con curiosità, e subito dopo disse: ""Sì, attrezzi da scasso.","/il ɡalleze lo ɡwardɔ ɡravemente, kon kʊriozita, e subito dopo disse: ""siː, atːretsːɪ da skasso./",B1,Social,"B1,Social",
butcher,macellaio,/matʃellaio/,"Are you the butcher, Suffolk?","Sei tu il macellaio, Suffolk?","/sɛi tʊ il matʃellaio, suffolk?/",B1,Social,"B1,Social",
buyer,acquirente,/akːwirɛnte/,"I can’t be buyer and seller too, ’ said Mr.","Non posso essere anche acquirente e venditore"", ha detto Mr.","/non pɔsso ɛssere anke akːwirɛnte e venditore"", a detːo ɛmmeɛrɾe./",B1,Social,"B1,Social",
cage,gabbia,/ɡabːia/,The cloth that covered his cage at night was not removed.,Il telo che copriva la gabbia di notte non è stato rimosso.,/il tɛlo ke kopriva la ɡabːia dɪ nɔtːe non e stato rimɔsso./,B1,Social,"B1,Social",
calculate,calcolare,/kalkolare/,Yet to calculate is not in itself to analyse.,"Tuttavia, calcolare non significa di per sé analizzare.","/tʊtːavia, kalkolare non siɲifika dɪ per se analidzːare./",B1,Social,"B1,Social",
calculator,calcolatrice,/kalkolatritʃe/,How does a calculator work?,Come funziona una calcolatrice?,/kome fʊntsiona ʊna kalkolatritʃe?/,B1,Social,"B1,Social",
caller,chiamante,/kjamante/,The caller refused to give us his name.,Il chiamante si è rifiutato di dirci il suo nome.,/il kjamante sɪ e rifjʊtato dɪ dirtʃɪ il sʊo nome./,B1,Social,"B1,Social",
cancel,annullare,/annʊllare/,A monk may cancel the observance-day ceremony of a nun.,Un monaco può annullare la cerimonia del giorno di osservanza di una monaca.,/ʊn mɔnako pʊɔ annʊllare la tʃerimɔnia del dʒorno dɪ osservantsa dɪ ʊna mɔnaka./,B1,Social,"B1,Social",
cancer,cancro,/kankro/,It was a very cancer for permanency and pain.,Si trattava di un cancro molto forte per la permanenza e il dolore.,/sɪ tratːava dɪ ʊn kankro molto fɔrte per la permanɛntsa e il dolore./,B1,Social,"B1,Social",
candidate,candidato,/kandidato/,First the candidate should be told to choose a preceptor.,Per prima cosa si deve dire al candidato di scegliere un precettore.,/per prima kɔza sɪ dɛve dire al kandidato dɪ ʃeʎere ʊn pretʃetːore./,B1,Social,"B1,Social",
capsule,capsula,/kapsʊla/,Take this capsule within thirty minutes of each meal.,Assumere questa capsula entro trenta minuti da ogni pasto.,/assumere kwesta kapsʊla entro trenta minutɪ da oɲɲɪ pasto./,B1,Social,"B1,Social",
categorize,categorizzare,/kateɡoridzːare/,It is time consuming to categorize your flash cards.,La categorizzazione delle schede flash richiede molto tempo.,/la kateɡoridzːatsione delle skɛde flaʃ rikjede molto tɛmpo./,B1,Social,"B1,Social",
caution,cautela,/kaʊtɛla/,This caution was addressed to Mr.,L'ammonimento era rivolto al Sig.,/lammonimento ɛra rivɔlto al siɡ./,B1,Social,"B1,Social",
ceiling,soffitto,/soffitːo/,"The ceiling was whitewashed, the floor of brick.","Il soffitto era imbiancato, il pavimento in mattoni.","/il soffitːo ɛra imbjankato, il pavimento in matːonɪ./",B1,Social,"B1,Social",
champion,campione,/kampjone/,"You are their champion, and assert their rights.",Siete il loro paladino e fate valere i loro diritti.,/sjete il lɔro paladino e fate valere i lɔro diritːɪ./,B1,Social,"B1,Social",
channel,canale,/kanale/,O how the channel to the stream gave grace!,"Oh, come il canale del ruscello ha dato grazia!","/oː, kome il kanale del rʊʃɛllo a dato ɡratsia!/",B1,Social,"B1,Social",
chaos,caos,/kaos/,Two would conflict to chaos.,Due sarebbero in conflitto con il caos.,/due sarebːero in konflitːo kon il kaos./,B1,Social,"B1,Social",
characteristic,caratteristica,/kaɾatːeristika/,What are the characteristics of pistachio?,Quali sono le caratteristiche del pistacchio?,/kwalɪ sono le kaɾatːeristike del pistakːio?/,B1,Social,"B1,Social",
characterize,caratterizzare,/kaɾatːeridzːare/,"Again, I think this characterizes teachings to qualified students.","Ancora una volta, credo che questo caratterizzi gli insegnamenti a studenti qualificati.","/ankora ʊna vɔlta, krɛdo ke kwesto kaɾatːeridzːɪ ʎɪ inseɲamentɪ a stʊdɛntɪ kwalifikatɪ./",B1,Social,"B1,Social",
charge,carica,/karika/,Do they charge me further?,Mi fanno pagare di più?,/mɪ fanno paɡare dɪ pju?/,B1,Social,"B1,Social",
charm,fascino,/faʃino/,Then the charm is firm and good.,Allora il fascino è solido e buono.,/allora il faʃino e sɔlido e bʊɔno./,B1,Social,"B1,Social",
chase,inseguimento,/inseɡwimento/,This is the chase: I am gone for ever.,Questa è la caccia: Me ne vado per sempre.,/kwesta ɛ la katʃːa: me ne vado per sɛmpre./,B1,Social,"B1,Social",
chat,chat,/(en)tʃat(it)/,You might even chat with a goblin.,Potreste anche chiacchierare con un goblin.,/potrɛste anke kjakːjerare kon ʊn ɡoblin./,B1,Social,"B1,Social",
cheat,barare,/baɾare/,Do your worst; I’ll cheat you yet!,Fate del vostro peggio; vi imbroglierò ancora!,/fate del vɔstro pɛdʒːo; vɪ imbroʎeɾɔ ankora!/,B1,Social,"B1,Social",
chemist,chimico,/kimiko/,"I have no assistant, my Lord, ’ said the chemist.","Non ho un assistente, mio signore"", disse il farmacista.","/non o ʊn assistɛnte, mio siɲore"", disse il farmatʃista./",B1,Social,"B1,Social",
chief,capo,/kapo/,"Enough, chief, let it be.","Basta, capo, lascia perdere.","/basta, kapo, laʃa pɛrdere./",B1,Social,"B1,Social",
chuckle,risatina,/rizatina/,"There was a sound behind them, as of an imperfectly suppressed chuckle.","Alle loro spalle si udì un suono, come di una risatina imperfettamente repressa.","/alle lɔro spalle sɪ ʊdi ʊn sʊɔno, kome dɪ ʊna rizatina imperfetːamente repressa./",B1,Social,"B1,Social",
circular,circolare,/tʃirkolare/,Yeast cells are circular or oval in shape.,Le cellule del lievito hanno una forma circolare o ovale.,/le tʃɛllʊle del liɛvito anno ʊna forma tʃirkolare o ovale./,B1,Social,"B1,Social",
clause,clausola,/klaʊzola/,"Better than he thought, —except the last clause.","Meglio di quanto pensasse, tranne l'ultima clausola.","/mɛʎo dɪ kwanto pensasse, tranne lultima klaʊzola./",B1,Social,"B1,Social",
client,cliente,/kliɛnte/,"It is, ” said the client.","Lo è"", ha detto il cliente.","/lo ɛː"", a detːo il kliɛnte./",B1,Social,"B1,Social",
climber,scalatore,/skalatore/,"A high-geared cycle is fast on the level, but a bad hill-climber.","Una bicicletta ad alta velocità è veloce in piano, ma è una pessima arrampicatrice.","/ʊna bitʃikletːa ad alta velotʃita e velotʃe in pjano, ma e ʊna pɛssima arɾampikatritʃe./",B1,Social,"B1,Social",
clinic,clinica,/klinika/,Boldi came to the plastic surgery clinic.,Boldi è venuto alla clinica di chirurgia plastica.,/boldɪ e venuto alla klinika dɪ kirʊrdʒia plastika./,B1,Social,"B1,Social",
