English_Translation,Italian_Term,Italian_IPA,English_Sentence,Italian_Sentence,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
discomfort,disagio,/dizadʒo/,I was in an agony of discomfort.,Ero in un'agonia di disagio.,/ɛro in ʊnaɡonia dɪ dizadʒo./,B1,Health,"B1,Health",
disturbance,disturbo,/disturbo/,"Disturbances are a disease, a boil, a dart.","I disturbi sono una malattia, un bubbone, un dardo.","/i disturbɪ sono ʊna malatːia, ʊn bʊbːone, ʊn dardo./",B1,Health,"B1,Health",
doze,sonnecchiare,/sonnekːjare/,"In vain; with the exception of a few dozes, my night was miserable.","Invano; ad eccezione di qualche sonnellino, la mia notte è stata miserabile.","/invano; ad etʃːetsione dɪ kwalke sonnellino, la mia nɔtːe e stata mizerabile./",B1,Health,"B1,Health",
earache,mal d'orecchio,/mal dorekːio/,He has earache.,Ha mal d'orecchi.,/a mal dorekːɪ./,B1,Health,"B1,Health",
eliminate,eliminare,/eliminare/,"They don’t give them up, get rid of them, eliminate them, and obliterate them.","Non li abbandonano, se ne liberano, li eliminano, li cancellano.","/non lɪ abːandɔnano, se ne liberano, lɪ eliminano, lɪ kantʃɛllano./",B1,Health,"B1,Health",
embarrassment,imbarazzo,/imbaɾatsːo/,"I caused him embarrassment enough as it was, I am sure.","Gli ho causato già abbastanza imbarazzo, ne sono certa.","/ʎɪ o kaʊzato dʒa abːastantsa imbaɾatsːo, ne sono tʃɛrta./",B1,Health,"B1,Health",
employment,occupazione,/okːʊpatsione/,"Proud of employment, willingly I go.","Orgoglioso dell'impiego, vado volentieri.","/orɡoʎozo dellimpjɛɡo, vado volentiɛrɪ./",B1,Health,"B1,Health",
equality,uguaglianza,/ʊɡwaʎantsa/,"The former was raised, by the title of Cæsar, to an equality with his cousins.","Il primo fu elevato, con il titolo di Cesare, alla pari dei suoi cugini.","/il primo fʊ elevato, kon il titolo dɪ tʃezare, alla parɪ deɪ sʊɔi kʊdʒinɪ./",B1,Health,"B1,Health",
excitement,eccitazione,/etʃːitatsione/,The excitement does me good.,L'eccitazione mi fa bene.,/letʃːitatsione mɪ fa bɛne./,B1,Health,"B1,Health",
existence,esistenza,/ezistɛntsa/,And what is continued existence?,E che cos'è l'esistenza continua?,/e ke kozɛ lezistɛntsa kontinʊa?/,B1,Health,"B1,Health",
extent,misura,/mizura/,To what extent is this the case?,Fino a che punto è così?,/fino a ke punto e kozi?/,B1,Health,"B1,Health",
fade,dissolvenza,/dissolvɛntsa/,When desire fades away they are purified.,Quando il desiderio svanisce sono purificati.,/kwando il dezidɛrio zvaniʃe sono pʊrifikatɪ./,B1,Health,"B1,Health",
fitness,fitness,/fitness/,"Have you, I say, an answer of such fitness for all questions?","Avete, dico, una risposta così adeguata a tutte le domande?","/avete, diko, ʊna risposta kozi adeɡwata a tutːe le domande?/",B1,Health,"B1,Health",
forehead,fronte,/fronte/,I have a pain upon my forehead here.,Ho un dolore sulla fronte.,/o ʊn dolore sʊlla fronte./,B1,Health,"B1,Health",
freezing,congelamento,/kondʒelamento/,"What freezings have I felt, what dark days seen!","Che gelo ho provato, che giorni bui ho visto!","/ke dʒɛlo o provato, ke dʒornɪ bui o visto!/",B1,Health,"B1,Health",
gall,fiele,/fjɛle/,"Stand by, or I shall gall you, Faulconbridge.","State pronti, o vi farò saltare in aria, Faulconbridge.","/state prontɪ, o vɪ faɾɔ saltare in aria, faʊlkonbriddʒe./",B1,Health,"B1,Health",
gene,gene,/dʒɛne/,Without the random mutation of genes there would be no evolution.,Senza la mutazione casuale dei geni non ci sarebbe evoluzione.,/sɛntsa la mʊtatsione kazʊale deɪ dʒɛnɪ non tʃɪ sarɛbːe evolʊtsione./,B1,Health,"B1,Health",
glory,gloria,/ɡlɔria/,Thine is the glory doom’d.,Tua è la gloria che ti spetta.,/tʊa e la ɡlɔria ke tɪ spetːa./,B1,Health,"B1,Health",
guilt,senso di colpa,/sɛnso dɪ kolpa/,This is called the fear of guilt.,Si tratta della cosiddetta paura del senso di colpa.,/sɪ tratːa della kozidːetːa paʊra del sɛnso dɪ kolpa./,B1,Health,"B1,Health",
hardship,avversità,/avversita/,"Deprived of this respite, I should have sunk under my hardships.","Senza questa tregua, sarei dovuto sprofondare nelle mie difficoltà.","/sɛntsa kwesta treɡwa, sarɛi dovuto sprofondare nelle mie diffikolta./",B1,Health,"B1,Health",
heal,guarire,/ɡwarire/,What wound did ever heal but by degrees?,Quale ferita è mai guarita se non per gradi?,/kwale ferita e maj ɡwarita se non per ɡradɪ?/,B1,Health,"B1,Health",
improvement,miglioramento,/miʎoramento/,There is no improvement in the weather.,Il tempo non è migliorato.,/il tɛmpo non e miʎorato./,B1,Health,"B1,Health",
ink,inchiostro,/inkjɔstro/,Is ink and paper ready?,L'inchiostro e la carta sono pronti?,/linkjɔstro e la karta sono prontɪ?/,B1,Health,"B1,Health",
irritate,irritare,/irɾitare/,This was enough to irritate a gentleman with Mr.,Questo era sufficiente per irritare un signore con il signor,/kwesto ɛra sʊffitʃɛnte per irɾitare ʊn siɲore kon il siɲor/,B1,Health,"B1,Health",
isolation,isolamento,/izolamento/,I could scarcely realize the fact of my isolation.,A malapena mi rendevo conto del mio isolamento.,/a malapena mɪ rendɛvo konto del mio izolamento./,B1,Health,"B1,Health",
kitten,gattino,/ɡatːino/,I only asked for a kitten lest you should refuse me a cat.,"Ho chiesto solo un gattino, per evitare che mi rifiutiate un gatto.","/o kjɛsto solo ʊn ɡatːino, per evitare ke mɪ rifjʊtjate ʊn ɡatːo./",B1,Health,"B1,Health",
lessen,diminuire,/diminʊire/,"She upbraided herself for the sentiment, but could not overcome or lessen it.","Si rimproverò per questo sentimento, ma non riuscì a superarlo o ad attenuarlo.","/sɪ rimproveɾɔ per kwesto sentimento, ma non riʊʃi a sʊperarlo o ad atːenʊarlo./",B1,Health,"B1,Health",
lung,polmone,/polmone/,Vital air came to the lungs!,L'aria vitale arriva ai polmoni!,/laria vitale arɾiva aj polmonɪ!/,B1,Health,"B1,Health",
luxury,lusso,/lusso/,| Paṇḍukambala is a kind of luxury upholstery.,| Il Paṇḍukambala è un tipo di tappezzeria di lusso.,/il pi a letːeːraunoeːkwatːrosɛtːe letːeːraunoeːdzɛɾod̪iː u kapːa a ɛmme bi a ɛlle a e ʊn tipo dɪ tapːetsːeria dɪ lusso./,B1,Health,"B1,Health",
misery,infelicità,/infelitʃita/,Listen … And what is misery?,Ascolta... E cos'è l'infelicità?,/askolta... e kozɛ linfelitʃita?/,B1,Health,"B1,Health",
moisture,umidità,/ʊmidita/,And what is reproduction from moisture?,E cos'è la riproduzione dall'umidità?,/e kozɛ la riprodʊtsione dallʊmidita?/,B1,Health,"B1,Health",
motivation,motivazione,/motivatsione/,But what was the motivation?,Ma qual era la motivazione?,/ma kwal ɛra la motivatsione?/,B1,Health,"B1,Health",
nervousness,nervosismo,/nervozizmo/,"You’re given to nervousness, ain’t you, Sir?","Lei è un tipo nervoso, vero, signore?","/lɛi e ʊn tipo nervozo, vero, siɲore?/",B1,Health,"B1,Health",
oppression,oppressione,/opːressjone/,"There’s fear, distress, and oppression in this district, where none of these should exist.","C'è paura, angoscia e oppressione in questo distretto, dove nulla di tutto ciò dovrebbe esistere.","/tʃe paʊra, anɡɔʃa e opːressjone in kwesto distretːo, dove nulla dɪ tutːo tʃɔ dovrɛbːe ezistere./",B1,Health,"B1,Health",
poverty,povertà,/poverta/,Such is the irritability of sudden poverty.,Tale è l'irritabilità della povertà improvvisa.,/tale e lirɾitabilita della poverta improvviza./,B1,Health,"B1,Health",
preservation,conservazione,/konservatsione/,The widow’s gratitude for her preservation was outspoken.,La vedova era molto riconoscente per la sua conservazione.,/la vedova ɛra molto rikonoʃɛnte per la sʊa konservatsione./,B1,Health,"B1,Health",
privacy,privacy,/praivazɪ/,Of this my privacy I have strong reasons.,Di questa mia privacy ho forti ragioni.,/dɪ kwesta mia praivazɪ o fɔrtɪ radʒoːnɪ./,B1,Health,"B1,Health",
prosperity,prosperità,/prosperita/,Prosperity had relaxed the nerves of discipline.,La prosperità aveva rilassato i nervi della disciplina.,/la prosperita aveva rilassato i nɛrvɪ della diʃiplina./,B1,Health,"B1,Health",
radiation,irradiazione,/irɾadjatsione/,Mars is bombarded by cosmic radiation.,Marte è bombardato dalle radiazioni cosmiche.,/marte e bombardato dalle radjatsionɪ kozmike./,B1,Health,"B1,Health",
recover,recuperare,/rekʊperare/,Recover’d is the town of Orleans.,Recuperata la città di Orleans.,/rekʊperata la tʃitːa dɪ orliːns./,B1,Health,"B1,Health",
responsibility,responsabilità,/responsabilita/,Where does that responsibility rest?,Dove risiede questa responsabilità?,/dove rizjede kwesta responsabilita?/,B1,Health,"B1,Health",
sadness,tristezza,/tristetsːa/,And what is the faculty of sadness?,E qual è la facoltà della tristezza?,/e kwal e la fakolta della tristetsːa?/,B1,Health,"B1,Health",
scare,spaventare,/spaventare/,"Are they able, Ānanda, to scare away crows?","Sono in grado, Ānanda, di spaventare i corvi?","/sono in ɡrado, ananda, dɪ spaventare i kɔrvɪ?/",B1,Health,"B1,Health",
shave,rasatura,/razatura/,"Are you competent to a good shave, barber?","È competente per una buona rasatura, barbiere?","/e kompetɛnte per ʊna bʊɔna razatura, barbiɛre?/",B1,Health,"B1,Health",
shiver,brivido,/brivido/,You may stare and shiver.,Potreste fissare e rabbrividire.,/potrɛste fissare e rabːrividire./,B1,Health,"B1,Health",
shortage,carenza,/karɛntsa/,Extant Jain texts have no shortage of such claims (eg.,Nei testi giainisti esistenti non mancano affermazioni di questo tipo (ad es.,/nei tɛstɪ dʒaɪnistɪ ezistɛntɪ non mankano affermatsionɪ dɪ kwesto tipo (ad eːs./,B1,Health,"B1,Health",
sickness,malattia,/malatːia/,And what is decay due to sickness?,E che cos'è il decadimento dovuto alla malattia?,/e ke kozɛ il dekadimento dovuto alla malatːia?/,B1,Health,"B1,Health",
slavery,schiavitù,/skjavitu/,Are you free from slavery?,Siete liberi dalla schiavitù?,/sjete liberɪ dalla skjavitu?/,B1,Health,"B1,Health",
sneeze,starnuto,/starnuto/,Here the little boy on the top of the trunk gave a violent sneeze.,A questo punto il ragazzino in cima al tronco emise un violento starnuto.,/a kwesto punto il raɡatsːino in tʃima al tronko emize ʊn vjolɛnto starnuto./,B1,Health,"B1,Health",
soothe,lenire,/lenire/,Is’t good to soothe him in these contraries?,Non è bene tranquillizzarlo in questi contrasti?,/non e bɛne trankwillidzːarlo in kwestɪ kontrastɪ?/,B1,Health,"B1,Health",
stare,fissare,/fissare/,You may stare and shiver.,Potreste fissare e rabbrividire.,/potrɛste fissare e rabːrividire./,B1,Health,"B1,Health",
status,stato,/stato/,"You have the higher status, venerables.","Voi avete uno status più elevato, venerabili.","/voi avete uno statʊs pjʊ elevato, venerabilɪ./",B1,Health,"B1,Health",
strengthen,rafforzare,/raffortsare/,"Her hearts are strengthen’d, and her glories rise.",I suoi cuori si rafforzano e le sue glorie aumentano.,/i sʊɔi kʊɔrɪ sɪ raffɔrtsano e le sʊe ɡlɔrie aʊmentano./,B1,Health,"B1,Health",
suffer,soffrire,/soffrire/,Detraction will not suffer it.,La detrazione non la subirà.,/la detratsione non la sʊbiɾa./,B1,Health,"B1,Health",
sunbathe,prendere il sole,/prɛndere il sole/,Everyone mentioned the sunbathe at work.,Tutti hanno menzionato l'abbronzatura al lavoro.,/tutːɪ anno mentsjonato labːrondzatura al lavɔro./,B1,Health,"B1,Health",
survival,sopravvivenza,/sopravvivɛntsa/,Here too the survival of gods is understood in terms of cause.,Anche in questo caso la sopravvivenza degli dei è intesa in termini di causa.,/anke in kwesto kazo la sopravvivɛntsa deʎɪ dɛːi e inteza in tɛrminɪ dɪ kaʊza./,B1,Health,"B1,Health",
tension,tensione,/tensjone/,"They certainly look cool, ” he said, with visible tension.","Sono sicuramente belli"", ha detto, con visibile tensione.","/sono sikʊramente bɛllɪ"", a detːo, kon vizibile tensjone./",B1,Health,"B1,Health",
tumble,ruzzolare,/rʊtsːolare/,"His family is nothing but bills, dirt, waste, noise, tumbles downstairs, confusion, and wretchedness.","La sua famiglia non è altro che bollette, sporcizia, rifiuti, rumore, cadute al piano di sotto, confusione e miseria.","/la sʊa famiʎa non e altro ke bolletːe, sportʃitsia, rifjutɪ, rʊmore, kadute al pjano dɪ sotːo, konfʊzione e mizɛria./",B1,Health,"B1,Health",
turbulence,turbolenza,/tʊrbolɛntsa/,Turbulence drags a person to be reborn in life after life.,La turbolenza trascina una persona a rinascere vita dopo vita.,/la tʊrbolɛntsa traʃina ʊna persona a rinaʃere vita dopo vita./,B1,Health,"B1,Health",
undress,spogliarsi,/spoʎarsɪ/,"Madam, undress you, and come now to bed.","Signora, spogliatevi e venite a letto.","/siɲora, spoʎatevɪ e venite a lɛtːo./",B1,Health,"B1,Health",
unemployment,disoccupazione,/dizokːʊpatsione/,Is unemployment decreasing in Algeria?,La disoccupazione in Algeria sta diminuendo?,/la dizokːʊpatsione in aldʒeria sta diminʊɛndo?/,B1,Health,"B1,Health",
vacancy,posto vacante,/posto vakante/,I proceeded for many paces; but still all was blackness and vacancy.,"Procedetti per molti passi, ma ancora tutto era nero e vuoto.","/protʃedetːɪ per moltɪ passɪ, ma ankora tutːo ɛra nero e vʊɔto./",B1,Health,"B1,Health",
violence,violenza,/vjolɛntsa/,Hoped no violence would be committed.,Si sperava che non venisse commessa alcuna violenza.,/sɪ sperava ke non venisse kommessa alkʊna vjolɛntsa./,B1,Health,"B1,Health",
weakness,debolezza,/deboletsːa/,"Yes, vanity is a weakness indeed.","Sì, la vanità è davvero una debolezza.","/siː, la vanita e davvero ʊna deboletsːa./",B1,Health,"B1,Health",
wrist,polso,/polso/,My wrist is sprained with ye!,Il mio polso è slogato con il lievito!,/il mio polso e zloɡato kon il liɛvito!/,B1,Health,"B1,Health",
