English_Translation,Italian_Term,Italian_IPA,English_Sentence,Italian_Sentence,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
bank,banca,/banka/,"That is a bank-note, ” repeated Mr.","Questa è una banconota"", ha ripetuto Mr.","/kwesta ɛ ʊna bankonɔta"", a ripetuto ɛmmeɛrɾe./",B1,Shopping,"B1,Shopping",
bank,banca,/banka/,"That is a bank-note, ” repeated Mr.","Questa è una banconota"", ha ripetuto Mr.","/kwesta ɛ ʊna bankonɔta"", a ripetuto ɛmmeɛrɾe./",B1,Shopping,"B1,Shopping",
bark,corteccia,/kortetʃːa/,The bark is used medicinally.,La corteccia è utilizzata a scopo medicinale.,/la kortetʃːa e ʊtilidzːata a skɔpo meditʃinale./,B1,Shopping,"B1,Shopping",
basement,seminterrato,/seminterɾato/,Lorenzo was bashing at the basement door lock.,Lorenzo stava battendo contro la serratura della porta del seminterrato.,/lorɛntso stava batːɛndo kontro la serɾatura della pɔrta del seminterɾato./,B1,Shopping,"B1,Shopping",
bet,scommessa,/skommessa/,I think he makes bets.,Credo che faccia delle scommesse.,/krɛdo ke fatʃːa delle skommesse./,B1,Shopping,"B1,Shopping",
bomb,bomba,/bomba/,There are good A-bombs and bad A-bombs.,Ci sono bombe atomiche buone e bombe atomiche cattive.,/tʃɪ sono bombe atomike bʊɔne e bombe atomike katːive./,B1,Shopping,"B1,Shopping",
boom,boom,/bum/,"The boom of every iron bell came laden with the one, deep, hollow sound—Death.","Il suono di ogni campana di ferro era carico di un unico, profondo, vuoto suono: la morte.","/il sʊɔno dɪ oɲɲɪ kampana dɪ fɛrɾo ɛra kariko dɪ ʊn uniko, profondo, vʊɔto sʊɔno: la mɔrte./",B1,Shopping,"B1,Shopping",
border,confine,/konfine/,There were half a dozen villas burning on the Woking border.,C'era una mezza dozzina di ville in fiamme al confine con Woking.,/tʃɛra ʊna mɛdzːa dodzːina dɪ ville in fjamme al konfine kon wokiŋɡ./,B1,Shopping,"B1,Shopping",
bracelet,bracciale,/bratʃːale/,"Still very pale, she is dressed in slight mourning and wears two beautiful bracelets.","Ancora molto pallida, è vestita con un leggero lutto e indossa due bei braccialetti.","/ankora molto pallida, e vestita kon ʊn ledʒːɛro lutːo e indɔssa due bɛi bratʃːaletːɪ./",B1,Shopping,"B1,Shopping",
brass,ottone,/otːone/,The vanes are made of brass.,Le palette sono in ottone.,/le paletːe sono in otːone./,B1,Shopping,"B1,Shopping",
bullet,proiettile,/proiɛtːile/,"I will discharge upon her, Sir John, with two bullets.","Le scaricherò addosso, Sir John, due proiettili.","/le skarikeɾɔ adːɔsso, sir dʒɔn, due proiɛtːilɪ./",B1,Shopping,"B1,Shopping",
bureau,ufficio,/ʊffitʃo/,She had it wrapped in tissue paper on her bureau.,Lo teneva avvolto in carta velina sulla scrivania.,/lo tenɛva avvɔlto in karta velina sʊlla skrivania./,B1,Shopping,"B1,Shopping",
cabin,cabina,/kabina/,Commander Farragut has a cabin at your disposal.,Il comandante Farragut ha una cabina a disposizione.,/il komandante farɾaɡʊt a ʊna kabina a dispozitsione./,B1,Shopping,"B1,Shopping",
canal,canale,/kanale/,The uses of these artificial canals were various and important.,Gli usi di questi canali artificiali erano vari e importanti.,/ʎɪ uzɪ dɪ kwestɪ kanalɪ artifitʃalɪ ɛrano varɪ e importantɪ./,B1,Shopping,"B1,Shopping",
canteen,mensa,/mɛnsa/,The canteen has sold out of chips.,La mensa ha esaurito le patatine.,/la mɛnsa a ezaʊrito le patatine./,B1,Shopping,"B1,Shopping",
carriage,carrozza,/karɾɔtsːa/,Can I have the carriage?,Posso avere la carrozza?,/pɔsso avere la karɾɔtsːa?/,B1,Shopping,"B1,Shopping",
cell,cella,/tʃɛlla/,Yeast cells are circular or oval in shape.,Le cellule del lievito hanno una forma circolare o ovale.,/le tʃɛllʊle del liɛvito anno ʊna forma tʃirkolare o ovale./,B1,Shopping,"B1,Shopping",
chariot,carro,/karɾo/,"I can, Your Majesty, ’ replied the chariot-maker.","Posso, Vostra Maestà"", rispose il costruttore di carri.","/pɔsso, vɔstra maesta"", rispoze il kostrʊtːore dɪ karɾɪ./",B1,Shopping,"B1,Shopping",
chest,petto,/pɛtːo/,On the cart was a great square chest.,Sul carrello c'era una grande cassa quadrata.,/sʊl karɾɛllo tʃɛra ʊna ɡrande kassa kwadrata./,B1,Shopping,"B1,Shopping",
choke,strozzo,/strɔtsːo/,Take care that it chokes nobody in the meshes.,Fate attenzione che non soffochi nessuno nelle maglie.,/fate atːentsione ke non sɔffokɪ nessʊno nelle maʎe./,B1,Shopping,"B1,Shopping",
circus,circo,/tʃirko/,I thought of father’s old circus.,Ho pensato al vecchio circo di mio padre.,/o pensato al vɛkːio tʃirko dɪ mio padre./,B1,Shopping,"B1,Shopping",
clip,clip,/klip/,Was it not enough to clip off the end of my beard?,Non era sufficiente tagliare la fine della mia barba?,/non ɛra sʊffitʃɛnte taʎare la fine della mia barba?/,B1,Shopping,"B1,Shopping",
coffin,bara,/baɾa/,"Coffin?—Spouter?—Rather ominous in that particular connexion, thought I.","Bara? - Sboccatore? - Piuttosto inquietante in questo particolare contesto, pensai.","/baɾa? zbokːatore? pjʊtːɔsto inkwjetante in kwesto partikolare kontɛsto, pensaj./",B1,Shopping,"B1,Shopping",
collar,collare,/kollare/,"Weel, ’ said John with a grin that even the collar could not conceal.","Weel"", disse John con un sorriso che nemmeno il colletto poteva nascondere.","/wɛel"", disse dʒɔn kon ʊn sorɾizo ke nemmeno il kollɛtːo potɛva naskondere./",B1,Shopping,"B1,Shopping",
combine,combinare,/kombinare/,How do you combine foods to form a balanced ration?,Come si combinano gli alimenti per formare una razione equilibrata?,/kome sɪ kombinano ʎɪ alimentɪ per formare ʊna ratsione ekwilibrata?/,B1,Shopping,"B1,Shopping",
comfort,comfort,/komfort/,There was comfort in this.,Questo mi ha confortato.,/kwesto mɪ a konfortato./,B1,Shopping,"B1,Shopping",
contribution,contributo,/kontributo/,"SuttaCentral is driven by volunteer contributions, and in addition we employ professional developers.","SuttaCentral è alimentato da contributi di volontari, e in aggiunta impieghiamo sviluppatori professionisti.","/sutːa tʃentral e alimentato da kontributɪ dɪ volontarɪ, e in adʒːunta impjeɡjamo zvilʊpːatorɪ professjonistɪ./",B1,Shopping,"B1,Shopping",
costume,costume,/kostume/,Here are the costumes for the parts.,Ecco i costumi per le parti.,/ɛkːo i kostumɪ per le partɪ./,B1,Shopping,"B1,Shopping",
cottage,cottage,/kotːadʒe/,It was twilight when we reached the cottage.,Era il crepuscolo quando raggiungemmo il cottage.,/ɛra il krepuskolo kwando radʒːʊndʒɛmmo il kotːadʒe./,B1,Shopping,"B1,Shopping",
cotton,cotone,/kotone/,It’s because the tuft of cotton-wool is so light.,È perché il ciuffo di cotone-lana è così leggero.,/e perke il tʃuffo dɪ kotonelana e kozi ledʒːɛro./,B1,Shopping,"B1,Shopping",
crossroads,crocevia,/krotʃevia/,An intersection: a crossroads is what is meant.,"Un'intersezione: un crocevia, ecco cosa si intende.","/ʊnintersetsione: ʊn krotʃevia, ɛkːo kɔza sɪ intɛnde./",B1,Shopping,"B1,Shopping",
cure,cura,/kura/,Think it will cure me?,Pensi che mi curerà?,/pɛnsɪ ke mɪ kʊreɾa?/,B1,Shopping,"B1,Shopping",
currency,valuta,/valʊta/,Gold and currency are not proper for ascetics who follow the Sakyan.,L'oro e la moneta non sono appropriati per gli asceti che seguono il Sakyan.,/lɔro e la moneta non sono apːropriatɪ per ʎɪ aʃɛtɪ ke seɡwono il sakjan./,B1,Shopping,"B1,Shopping",
curtain,tenda,/tɛnda/,Do not draw the curtain.,Non tirate il sipario.,/non tirate il sipario./,B1,Shopping,"B1,Shopping",
cushion,cuscino,/kʊʃino/,Between the tables was scattered a great number of cushions.,Tra i tavoli erano sparsi numerosi cuscini.,/tra i tavolɪ ɛrano sparsɪ nʊmerozɪ kʊʃinɪ./,B1,Shopping,"B1,Shopping",
damage,danni,/dannɪ/,And that the damages are actually laid at fifteen hundred pounds?,E che i danni sono effettivamente quantificati in millecinquecento sterline?,/e ke i dannɪ sono effetːivamente kwantifikatɪ in milletʃinkwetʃɛnto sterline?/,B1,Shopping,"B1,Shopping",
dial,quadrante,/kwadrante/,The oldest device for measuring time is the sun-dial.,Il più antico strumento di misurazione del tempo è il quadrante solare.,/il pjʊ antiko strʊmento dɪ mizʊratsione del tɛmpo e il kwadrante solare./,B1,Shopping,"B1,Shopping",
diaper,pannolino,/pannolino/,Gustavo was still in diapers.,Gustavo portava ancora i pannolini.,/ɡʊstavo portava ankora i pannolinɪ./,B1,Shopping,"B1,Shopping",
disc,disco,/disko/,She gave me this compact disc.,Mi ha dato questo compact disc.,/mɪ a dato kwesto kompakt disk./,B1,Shopping,"B1,Shopping",
discount,sconto,/skonto/,"To discount that bill, ’ said Mrs.","Per scontare il conto"", ha detto Mrs.","/per skontare il konto"", a detːo ɛmmeɛrɾeɛsse./",B1,Shopping,"B1,Shopping",
dustbin,pattumiera,/patːʊmiɛra/,Your dustbin is on fire.,La vostra pattumiera è in fiamme.,/la vɔstra patːʊmiɛra e in fjamme./,B1,Shopping,"B1,Shopping",
duty,dovere,/dovere/,I will fulfill my duty.,Compirò il mio dovere.,/kompiɾɔ il mio dovere./,B1,Shopping,"B1,Shopping",
duvet,piumino,/pjʊmino/,This duvet set is made from fibre-dyed cotton.,Questo set di piumini è realizzato in cotone tinto in fibra.,/kwesto sɛt dɪ pjʊminɪ e realidzːato in kotone tinto in fibra./,B1,Shopping,"B1,Shopping",
ecstasy,estasi,/ɛstazɪ/,This bodiless creation ecstasy Is very cunning in.,"Questa creazione senza corpo, l'estasi, è molto astuta.","/kwesta kreatsione sɛntsa kɔrpo, lɛstazɪ, e molto astuta./",B1,Shopping,"B1,Shopping",
edge,bordo,/bɔrdo/,The edges of the bowls were scratched.,I bordi delle ciotole erano graffiati.,/i bɔrdɪ delle tʃɔtole ɛrano ɡraffjatɪ./,B1,Shopping,"B1,Shopping",
elbow,gomito,/ɡomito/,I’ll be at your elbow.,Sarò al tuo fianco.,/saɾɔ al tʊo fjanko./,B1,Shopping,"B1,Shopping",
exit,uscita,/ʊʃita/,"Richmond exits, and Richard’s body is carried off.",Richmond esce e il corpo di Richard viene portato via.,/rikmond eʃe e il kɔrpo dɪ ritʃard vjɛne portato via./,B1,Shopping,"B1,Shopping",
expense,spese,/speze/,Let no expense be a consideration.,Non bisogna badare a spese.,/non bizoɲɲa badare a speze./,B1,Shopping,"B1,Shopping",
export,esportazione,/esportatsione/,"The bulk of the export goes, of course, to the United States.","La maggior parte delle esportazioni è destinata, ovviamente, agli Stati Uniti.","/la madʒːor parte delle esportatsionɪ e destinata, ovviamente, aʎɪ statɪ ʊnitɪ./",B1,Shopping,"B1,Shopping",
fax,fax,/faks/,I don't know how to send a fax.,Non so come inviare un fax.,/non sɔ kome inviare ʊn faks./,B1,Shopping,"B1,Shopping",
ferry,traghetto,/traɡetːo/,Our next great day-time frolic was at Bristol Ferry.,Il nostro prossimo grande divertimento diurno è stato a Bristol Ferry.,/il nɔstro prɔssimo ɡrande divertimento djurno e stato a bristol fɛrɾɪ./,B1,Shopping,"B1,Shopping",
filter,filtro,/filtro/,"The brahmin said, ‘Throw out the filter of ash!","Il bramino disse: ""Getta via il filtro di cenere!","/il bramino disse: ""dʒɛtːa via il filtro dɪ tʃenere!/",B1,Shopping,"B1,Shopping",
firework,fuoco d'artificio,/fʊɔko dartifitʃo/,What do you think of a brilliant display of fireworks?,Cosa ne pensate di un brillante spettacolo di fuochi d'artificio?,/kɔza ne pensate dɪ ʊn brillante spetːakolo dɪ fʊokɪ dartifitʃo?/,B1,Shopping,"B1,Shopping",
flute,flauto,/flaʊto/,So is that of the flute.,Lo stesso vale per il flauto.,/lo stesso vale per il flaʊto./,B1,Shopping,"B1,Shopping",
fold,piega,/pjɛɡa/,He should place the belt in the fold.,Dovrebbe riporre la cintura nell'ovile.,/dovrɛbːe ripɔrɾe la tʃintura nellovile./,B1,Shopping,"B1,Shopping",
fountain,fontana,/fontana/,"Fountain of justice, were these things to last!","Fontana di giustizia, se queste cose dovessero durare!","/fontana dɪ dʒʊstitsia, se kweste kɔze dovessero dʊrare!/",B1,Shopping,"B1,Shopping",
freezer,congelatore,/kondʒelatore/,Eggs are not kept in the freezer in German stores.,Nei negozi tedeschi le uova non vengono conservate nel congelatore.,/nei neɡɔtsɪ tedeskɪ le wɔva non veŋɡono konservate nel kondʒelatore./,B1,Shopping,"B1,Shopping",
fund,fondo,/fondo/,There are funds in hand at present.,Al momento ci sono fondi in cassa.,/al momento tʃɪ sono fondɪ in kassa./,B1,Shopping,"B1,Shopping",
fur,pelliccia,/pellitʃːa/,He’s never been heerd fur to complain.,Non è mai stato sentito lamentarsi.,/non e maj stato sentito lamentarsɪ./,B1,Shopping,"B1,Shopping",
garment,indumento,/indʊmento/,May I change these garments?,Posso cambiare questi indumenti?,/pɔsso kambjare kwestɪ indʊmentɪ?/,B1,Shopping,"B1,Shopping",
goods,merci,/mɛrtʃɪ/,"You receive stolen goods, do you?","Ricevete merce rubata, vero?","/ritʃevete mɛrtʃe rʊbata, vero?/",B1,Shopping,"B1,Shopping",
gown,camice,/kamitʃe/,I have lost my gown.,Ho perso il mio abito.,/o pɛrso il mio abito./,B1,Shopping,"B1,Shopping",
grab,afferrare,/afferɾare/,Suppose a person were to grab a branch with a glue-smeared hand.,Supponiamo che una persona afferri un ramo con una mano sporca di colla.,/sʊpːonjamo ke ʊna persona affɛrɾɪ ʊn ramo kon ʊna mano spɔrka dɪ kolla./,B1,Shopping,"B1,Shopping",
graphics,grafica,/ɡrafika/,The Super Nintendo's graphics are amazing.,La grafica del Super Nintendo è straordinaria.,/la ɡrafika del super nintɛndo e straordinaria./,B1,Shopping,"B1,Shopping",
grill,griglia,/ɡriʎa/,"99 They might pursue, press, and grill me about that.","99 Potrebbero perseguirmi, fare pressioni e torchiarmi su questo punto.","/novantanɔve potrebːero perseɡwirmɪ, fare pressjonɪ e torkjarmɪ sʊ kwesto punto./",B1,Shopping,"B1,Shopping",
handball,pallamano,/pallamano/,He is good at handball.,È bravo nella pallamano.,/e bravo nella pallamano./,B1,Shopping,"B1,Shopping",
handkerchief,fazzoletto,/fatsːoletːo/,And did you see the handkerchief?,E hai visto il fazzoletto?,/e aj visto il fatsːoletːo?/,B1,Shopping,"B1,Shopping",
harbor,porto,/pɔrto/,It was in Sag Harbor.,Era a Sag Harbor.,/ɛra a saɡ harbɔr./,B1,Shopping,"B1,Shopping",
haven,rifugio,/rifudʒo/,I haven’t seen you for--oh!,Non ti vedo da... oh!,/non tɪ vedo da... oː!/,B1,Shopping,"B1,Shopping",
hazard,pericolo,/perikolo/,I can hazard no opinion.,Non posso azzardare un'opinione.,/non pɔsso adzːardare ʊnopinjone./,B1,Shopping,"B1,Shopping",
heater,riscaldatore,/riskaldatore/,Could you go turn the heater off?,Potresti spegnere il riscaldamento?,/potrɛstɪ speɲere il riskaldamento?/,B1,Shopping,"B1,Shopping",
helicopter,elicottero,/elikɔtːero/,Man is descended from the helicopter.,L'uomo scende dall'elicottero.,/lwɔmo ʃɛnde dallelikɔtːero./,B1,Shopping,"B1,Shopping",
helmet,casco,/kasko/,Look you what hacks are on his helmet!,Guardate cosa c'è sul suo casco!,/ɡwardate kɔza tʃe sʊl sʊo kasko!/,B1,Shopping,"B1,Shopping",
hostel,ostello,/ostɛllo/,This building is not a hostel.,Questo edificio non è un ostello.,/kwesto edifitʃo non e ʊn ostɛllo./,B1,Shopping,"B1,Shopping",
hut,capanna,/kapanna/,The Buddha’s hut is leaking.,La capanna del Buddha perde.,/la kapanna del budːa pɛrde./,B1,Shopping,"B1,Shopping",
income,reddito,/rɛdːito/,I make a respectable income by it.,Con questo lavoro ottengo un reddito rispettabile.,/kon kwesto lavɔro otːeŋɡo ʊn rɛdːito rispetːabile./,B1,Shopping,"B1,Shopping",
ironing,stiratura,/stiratura/,After a few minutes the clothes are dry enough for ironing.,Dopo qualche minuto i capi sono sufficientemente asciutti per essere stirati.,/dopo kwalke minuto i kapɪ sono sʊffitʃentemente aʃutːɪ per ɛssere stiratɪ./,B1,Shopping,"B1,Shopping",
jail,carcere,/kartʃere/,Suppose a person was imprisoned in a jail.,Supponiamo che una persona sia detenuta in un carcere.,/sʊpːonjamo ke ʊna persona sia detenuta in ʊn kartʃere./,B1,Shopping,"B1,Shopping",
keyboard,tastiera,/tastiɛra/,Do you need a new keyboard?,Avete bisogno di una nuova tastiera?,/avete bizoɲɲo dɪ ʊna nʊɔva tastiɛra?/,B1,Shopping,"B1,Shopping",
laboratory,laboratorio,/laboratɔrio/,The laboratory door I had closed.,La porta del laboratorio l'avevo chiusa.,/la pɔrta del laboratɔrio lavevo kjuza./,B1,Shopping,"B1,Shopping",
ladder,scala,/skala/,It is the ladder to social success.,È la scala del successo sociale.,/e la skala del sʊtʃːɛsso sotʃale./,B1,Shopping,"B1,Shopping",
launch,lancio,/lantʃo/,"You can launch them into the social sea, but can they float?","Si possono lanciare nel mare sociale, ma possono galleggiare?","/sɪ pɔssono lantʃare nel mare sotʃale, ma pɔssono ɡalledʒːare?/",B1,Shopping,"B1,Shopping",
length,lunghezza,/lʊŋɡetsːa/,"↩ That is, five hundred bow-lengths.","Cioè, cinquecento lunghezze d'arco.","/tʃoɛ, tʃinkwetʃɛnto lʊŋɡetsːe darko./",B1,Shopping,"B1,Shopping",
likeness,somiglianza,/somiʎantsa/,"Is—is that a likeness, ma’am?","E' una somiglianza, signora?","/e ʊna somiʎantsa, siɲora?/",B1,Shopping,"B1,Shopping",
location,posizione,/pozitsione/,You should urinate in one location.,Dovrebbe urinare in un unico punto.,/dovrɛbːe ʊrinare in ʊn uniko punto./,B1,Shopping,"B1,Shopping",
loss,perdita,/pɛrdita/,These are the five losses.,Queste sono le cinque perdite.,/kweste sono le tʃinkwe pɛrdite./,B1,Shopping,"B1,Shopping",
loudspeaker,altoparlante,/altoparlante/,The loudspeaker is not working.,L'altoparlante non funziona.,/laltoparlante non fʊntsiona./,B1,Shopping,"B1,Shopping",
luggage,bagagli,/baɡaʎɪ/,Is all my luggage in?,I miei bagagli sono tutti dentro?,/i mjɛi baɡaʎɪ sono tutːɪ dentro?/,B1,Shopping,"B1,Shopping",
mailbox,cassetta della posta,/kassetːa della pɔsta/,We are checking our mailboxes.,Stiamo controllando le nostre cassette della posta.,/stjamo kontrollando le nɔstre kassetːe della pɔsta./,B1,Shopping,"B1,Shopping",
maintenance,manutenzione,/manʊtentsione/,A second problem before Elizabeth was the maintenance of the Protestant faith.,Un secondo problema che si presentava a Elisabetta era il mantenimento della fede protestante.,/ʊn sekondo problɛma ke sɪ prezentava a elizabetːa ɛra il mantenimento della fede protestante./,B1,Shopping,"B1,Shopping",
mend,riparare,/ripaɾare/,And we will mend thy wages.,E noi ripareremo il tuo salario.,/e noi riparerɛmo il tʊo salario./,B1,Shopping,"B1,Shopping",
modem,modem,/mɔdem/,The modem was built into the computer.,Il modem era integrato nel computer.,/il mɔdem ɛra inteɡrato nel kompjuter./,B1,Shopping,"B1,Shopping",
monument,monumento,/monʊmento/,Is this the monument of Leonato?,È questo il monumento di Leonato?,/e kwesto il monʊmento dɪ leonato?/,B1,Shopping,"B1,Shopping",
mule,mulo,/mulo/,"It’s a mule, as it is a crossbreed.","È un mulo, perché è un incrocio.","/e ʊn mulo, perke e ʊn inkrotʃo./",B1,Shopping,"B1,Shopping",
necklace,Collana,/kollana/,"A child was brought in, who had swallowed a necklace.",È stato portato un bambino che aveva ingoiato una collana.,/e stato portato ʊn bambino ke aveva iŋɡoiato ʊna kollana./,B1,Shopping,"B1,Shopping",
needle,ago,/aɡo/,"Where is the needle, Hans?","Dov'è l'ago, Hans?","/dovɛ laɡo, ans?/",B1,Shopping,"B1,Shopping",
orchestra,orchestra,/orkɛstra/,"Here it is amplified a hundredfold, so I translate “orchestra”.","Qui è centuplicato, quindi traduco ""orchestra"".","/kwi e tʃentʊplikato, kwindɪ traduko ""orkɛstra""./",B1,Shopping,"B1,Shopping",
paddle,pagaia,/paɡaia/,Didst thou not see her paddle with the palm of his hand?,Non hai visto la sua pagaia con il palmo della mano?,/non aj visto la sʊa paɡaia kon il palmo della mano?/,B1,Shopping,"B1,Shopping",
parachute,paracadute,/paɾakadute/,Ziri has got a parachute.,Ziri ha un paracadute.,/dzirɪ a ʊn paɾakadute./,B1,Shopping,"B1,Shopping",
parcel,pacco,/pakːo/,Do you see this parcel?,Vede questo lotto?,/vede kwesto lɔtːo?/,B1,Shopping,"B1,Shopping",
payment,pagamento,/paɡamento/,An ordinary groom is for such payment.,Uno sposo ordinario è per tale pagamento.,/uno spozo ordinario e per tale paɡamento./,B1,Shopping,"B1,Shopping",
pillow,cuscino,/kʊʃino/,Who took it from my pillow?,Chi l'ha preso dal mio cuscino?,/kɪ la prezo dal mio kʊʃino?/,B1,Shopping,"B1,Shopping",
pocket,tasca,/taska/,"See""--producing a pocket-volume--""Akenside--his 'Pleasures of Imagination.","Vedi""-producendo un volume tascabile-""Akenside-i suoi 'Piaceri dell'immaginazione'.","/vedɪ""prodʊtʃɛndo ʊn volume taskabile""akensidei sʊɔi pjatʃɛrɪ dellimmadʒinatsione./",B1,Shopping,"B1,Shopping",
pottery,ceramica,/tʃeramika/,"Her cargo was coal, furniture, pottery, woolen clothing, and a load of corn.","Il suo carico era costituito da carbone, mobili, ceramiche, indumenti di lana e un carico di mais.","/il sʊo kariko ɛra kostitʊito da karbone, mɔbilɪ, tʃeramike, indʊmentɪ dɪ lana e ʊn kariko dɪ majs./",B1,Shopping,"B1,Shopping",
powder,polvere,/polvere/,What is a baking powder?,Che cos'è il lievito in polvere?,/ke kozɛ il liɛvito in polvere?/,B1,Shopping,"B1,Shopping",
profit,profitto,/profitːo/,And the profits are large?,E i profitti sono elevati?,/e i profitːɪ sono elevatɪ?/,B1,Shopping,"B1,Shopping",
protection,protezione,/protetsione/,And what is accomplishment in protection?,E cos'è il compimento della protezione?,/e kozɛ il kompimento della protetsione?/,B1,Shopping,"B1,Shopping",
pullover,pullover,/pʊllover/,This pullover does not cost much.,Questo pullover non costa molto.,/kwesto pʊllover non kɔsta molto./,B1,Shopping,"B1,Shopping",
pump,pompa,/pompa/,You can hear the pump working.,È possibile sentire il funzionamento della pompa.,/e possibile sentire il fʊntsjonamento della pompa./,B1,Shopping,"B1,Shopping",
purse,borsetta,/borsetːa/,What money is in my purse?,Che soldi ci sono nella mia borsa?,/ke sɔldɪ tʃɪ sono nella mia borsa?/,B1,Shopping,"B1,Shopping",
race,gara,/ɡaɾa/,It was a close race.,È stata una gara combattuta.,/e stata ʊna ɡaɾa kombatːuta./,B1,Shopping,"B1,Shopping",
race,gara,/ɡaɾa/,It was a close race.,È stata una gara combattuta.,/e stata ʊna ɡaɾa kombatːuta./,B1,Shopping,"B1,Shopping",
rail,ferrovia,/ferɾovia/,"Good Thersites, come in and rail.","Bravo Thersites, entra e fai la tua parte.","/bravo tersites, entra e faːi la tʊa parte./",B1,Shopping,"B1,Shopping",
railroad,ferrovia,/ferɾovia/,It is therefore extensively grown for fence-posts and railroad ties.,Per questo motivo viene ampiamente coltivata per la produzione di pali per recinzioni e di legacci ferroviari.,/per kwesto motivo vjɛne ampjamente koltivata per la prodʊtsione dɪ palɪ per retʃintsionɪ e dɪ leɡatʃːɪ ferɾovjarɪ./,B1,Shopping,"B1,Shopping",
razor,rasoio,/razojo/,These words are razors to my wounded heart.,Queste parole sono rasoi per il mio cuore ferito.,/kweste paɾɔle sono razɔi per il mio kʊɔre ferito./,B1,Shopping,"B1,Shopping",
reef,scogliera,/skoʎɛra/,After slow and continued upheaval a wreck alone can remain of the original reef.,"Dopo un lento e continuo sconvolgimento, del reef originario può rimanere solo un relitto.","/dopo ʊn lɛnto e kontinʊo skonvoldʒimento, del rɛef oridʒinario pʊɔ rimanɛre solo ʊn relitːo./",B1,Shopping,"B1,Shopping",
refund,rimborso,/rimborso/,You have had the money and must refund it.,Avete avuto il denaro e dovete rimborsarlo.,/avete avuto il denaro e dovete rimborsarlo./,B1,Shopping,"B1,Shopping",
remedy,rimedio,/rimɛdio/,They were hopeless of remedy.,Erano senza speranza di rimedio.,/ɛrano sɛntsa sperantsa dɪ rimɛdio./,B1,Shopping,"B1,Shopping",
roadside,bordo strada,/bɔrdo strada/,I should call roadside assistance.,Dovrei chiamare il soccorso stradale.,/dovrɛi kjamare il sokːorso stradale./,B1,Shopping,"B1,Shopping",
robot,robot,/robɔt/,China can send robots to repair its satellites in space.,La Cina può inviare robot per riparare i suoi satelliti nello spazio.,/la tʃina pʊɔ inviare robɔt per ripaɾare i sʊɔi satɛllitɪ nello spatsio./,B1,Shopping,"B1,Shopping",
runway,pista,/pista/,There is no plane on the runway.,Non c'è nessun aereo sulla pista.,/non tʃe nessʊn aɛːreo sʊlla pista./,B1,Shopping,"B1,Shopping",
safety,sicurezza,/sikʊretsːa/,It is for their safety.,È per la loro sicurezza.,/e per la lɔro sikʊretsːa./,B1,Shopping,"B1,Shopping",
