"Time","English","Italian","IPA","Tags"
"00:25","twelve twenty-five","le dodici e venticinque","[le ˈdoditʃi e ventitʃiŋˈkwe]"
"00:26","twelve twenty-six","le dodici e ventisei","[le ˈdoditʃi e ventiˈsɛi]"
"00:27","twelve twenty-seven","le dodici e ventisette","[le ˈdoditʃi e ventiˈsɛtte]"
"00:28","twelve twenty-eight","le dodici e ventotto","[le ˈdoditʃi e ventˈɔtto]"
"00:29","twelve twenty-nine","le dodici e ventinove","[le ˈdoditʃi e ventiˈnɔve]"
"00:30","twelve thirty","le dodici e trenta","[le ˈdoditʃi e ˈtrɛnta]"
"00:31","twelve thirty-one","le dodici e trentuno","[le ˈdoditʃi e trentuˈno]"
"00:32","twelve thirty-two","le dodici e trentadue","[le ˈdoditʃi e trentaˈdu.e]"
"00:33","twelve thirty-three","le dodici e trentatré","[le ˈdoditʃi e trentaˈtrɛ]"
"00:34","twelve thirty-four","le dodici e trentaquattro","[le ˈdoditʃi e trentakˈkwattro]"
"00:35","twelve thirty-five","le dodici e trentacinque","[le ˈdoditʃi e trentatʃiŋˈkwe]"
"00:36","twelve thirty-six","le dodici e trentasei","[le ˈdoditʃi e trantaˈsɛi]"
"00:37","twelve thirty-seven","le dodici e trentasette","[le ˈdoditʃi e trantaˈsɛtte]"
"00:38","twelve thirty-eight","le dodici e trentotto","[le ˈdoditʃi e trantˈɔtto]"
"00:39","twelve thirty-nine","le dodici e trentanove","[le ˈdoditʃi e trantaˈnɔve]"
"00:40","twelve forty","le dodici e quaranta","[le ˈdoditʃi e kwaˈranta]"
"00:41","twelve forty-one","le dodici e quarantuno","[le ˈdoditʃi e kwarantuˈno]"
"00:42","twelve forty-two","le dodici e quarantadue","[le ˈdoditʃi e kwarantaˈdu.e]"
"00:43","twelve forty-three","le dodici e quarantatré","[le ˈdoditʃi e kwarantaˈtrɛ]"
"00:44","twelve forty-four","le dodici e quarantaquattro","[le ˈdoditʃi e kwarantaˈkwattro]"
"00:45","twelve forty-five","le dodici e quarantacinque","[le ˈdoditʃi e kwarantaˈtʃiŋkwe]"
"00:46","twelve forty-six","le dodici e quarantasei","[le ˈdoditʃi e kwarantaˈsɛi]"
"00:47","twelve forty-seven","le dodici e quarantasette","[le ˈdoditʃi e kwarantaˈsɛtte]"
"00:48","twelve forty-eight","le dodici e quarantotto","[le ˈdoditʃi e kwarantˈɔtto]"
"00:49","twelve forty-nine","le dodici e quarantanove","[le ˈdoditʃi e kwarantaˈnɔve]"
"00:50","twelve fifty","le dodici e cinquanta","[le ˈdoditʃi e tʃiŋˈkwanta]"
"00:51","twelve fifty-one","le dodici e cinquantuno","[le ˈdoditʃi e tʃiŋkwantuˈno]"
"00:52","twelve fifty-two","le dodici e cinquantadue","[le ˈdoditʃi e tʃiŋkwantaˈdu.e]"
"00:53","twelve fifty-three","le dodici e cinquantatré","[le ˈdoditʃi e tʃiŋkwantaˈtrɛ]"
"00:54","twelve fifty-four","le dodici e cinquantaquattro","[le ˈdoditʃi e tʃiŋkwantaˈkwattro]"
"00:55","twelve fifty-five","le dodici e cinquantacinque","[le ˈdoditʃi e tʃiŋkwantaˈtʃiŋkwe]"
"00:56","twelve fifty-six","le dodici e cinquantasei","[le ˈdoditʃi e tʃiŋkwantaˈsɛi]"
"00:57","twelve fifty-seven","le dodici e cinquantasette","[le ˈdoditʃi e tʃiŋkwantaˈsɛtte]"
"00:58","twelve fifty-eight","le dodici e cinquantotto","[le ˈdoditʃi e tʃiŋkwantˈɔtto]"
"00:59","twelve fifty-nine","le dodici e cinquantanove","[le ˈdoditʃi e tʃiŋkwantaˈnɔve]"
"01:00","one o'clock","le uno","[le ˈuno]"
"01:01","one oh one","le uno e uno","[le ˈuno e ˈuno]"
"01:02","one oh two","le uno e due","[le ˈuno e ˈdu.e]"
"01:03","one oh three","le uno e tre","[le ˈuno e ˈtrɛ]"
"01:04","one oh four","le uno e quattro","[le ˈuno e ˈkwattro]"
"01:05","one oh five","le uno e cinque","[le ˈuno e ˈtʃiŋkwe]"
"01:06","one oh six","le uno e sei","[le ˈuno e ˈsɛi]"
"01:07","one oh seven","le uno e sette","[le ˈuno e ˈsɛtte]"
"01:08","one oh eight","le uno e otto","[le ˈuno e ˈɔtto]"
"01:09","one oh nine","le uno e nove","[le ˈuno e ˈnɔve]"
"01:10","one ten","le uno e dieci","[le ˈuno e ˈdjɛtʃi]"
"01:11","one eleven","le uno e undici","[le ˈuno e ˈunditʃi]"
"01:12","one twelve","le uno e dodici","[le ˈuno e ˈdoditʃi]"
"01:13","one thirteen","le uno e tredici","[le ˈuno e treˈditʃi]"
"01:14","one fourteen","le uno e quattordici","[le ˈuno e kwatˈtorditʃi]"
"01:15","one fifteen","le uno e quindici","[le ˈuno e ˈkwinditʃi]"
"01:16","one sixteen","le uno e sedici","[le ˈuno e seˈditʃi]"
"01:17","one seventeen","le uno e diciassette","[le ˈuno e ditʃasˈsɛtte]"
"01:18","one eighteen","le uno e diciotto","[le ˈuno e ditʃˈɔtto]"
"01:19","one nineteen","le uno e diciannove","[le ˈuno e ditʃanˈnɔve]"
"01:20","one twenty","le uno e venti","[le ˈuno e ˈvɛnti]"
"01:21","one twenty-one","le uno e ventuno","[le ˈuno e ventuˈno]"
"01:22","one twenty-two","le uno e ventidue","[le ˈuno e ventiˈdu.e]"
"01:23","one twenty-three","le uno e ventitré","[le ˈuno e ventiˈtrɛ]"
"01:24","one twenty-four","le uno e ventiquattro","[le ˈuno e ventiˈkwattro]"
"01:25","one twenty-five","le uno e venticinque","[le ˈuno e ventitʃiŋˈkwe]"
"01:26","one twenty-six","le uno e ventisei","[le ˈuno e ventiˈsɛi]"
"01:27","one twenty-seven","le uno e ventisette","[le ˈuno e ventiˈsɛtte]"
"01:28","one twenty-eight","le uno e ventotto","[le ˈuno e ventˈɔtto]"
"01:29","one twenty-nine","le uno e ventinove","[le ˈuno e ventiˈnɔve]"
"01:30","one thirty","le uno e trenta","[le ˈuno e ˈtrɛnta]"
"01:31","one thirty-one","le uno e trentuno","[le ˈuno e trentuˈno]"
"01:32","one thirty-two","le uno e trentadue","[le ˈuno e trentaˈdu.e]"
"01:33","one thirty-three","le uno e trentatré","[le ˈuno e trentaˈtrɛ]"
"01:34","one thirty-four","le uno e trentaquattro","[le ˈuno e trentakˈkwattro]"
"01:35","one thirty-five","le uno e trentacinque","[le ˈuno e trentatʃiŋˈkwe]"
"01:36","one thirty-six","le uno e trentasei","[le ˈuno e trantaˈsɛi]"
"01:37","one thirty-seven","le uno e trentasette","[le ˈuno e trantaˈsɛtte]"
"01:38","one thirty-eight","le uno e trentotto","[le ˈuno e trantˈɔtto]"
"01:39","one thirty-nine","le uno e trentanove","[le ˈuno e trantaˈnɔve]"
"01:40","one forty","le uno e quaranta","[le ˈuno e kwaˈranta]"
"01:41","one forty-one","le uno e quarantuno","[le ˈuno e kwarantuˈno]"
"01:42","one forty-two","le uno e quarantadue","[le ˈuno e kwarantaˈdu.e]"
"01:43","one forty-three","le uno e quarantatré","[le ˈuno e kwarantaˈtrɛ]"
"01:44","one forty-four","le uno e quarantaquattro","[le ˈuno e kwarantaˈkwattro]"
"01:45","one forty-five","le uno e quarantacinque","[le ˈuno e kwarantaˈtʃiŋkwe]"
"01:46","one forty-six","le uno e quarantasei","[le ˈuno e kwarantaˈsɛi]"
"01:47","one forty-seven","le uno e quarantasette","[le ˈuno e kwarantaˈsɛtte]"
"01:48","one forty-eight","le uno e quarantotto","[le ˈuno e kwarantˈɔtto]"
"01:49","one forty-nine","le uno e quarantanove","[le ˈuno e kwarantaˈnɔve]"
"01:50","one fifty","le uno e cinquanta","[le ˈuno e tʃiŋˈkwanta]"
"01:51","one fifty-one","le uno e cinquantuno","[le ˈuno e tʃiŋkwantuˈno]"
"01:52","one fifty-two","le uno e cinquantadue","[le ˈuno e tʃiŋkwantaˈdu.e]"
"01:53","one fifty-three","le uno e cinquantatré","[le ˈuno e tʃiŋkwantaˈtrɛ]"
"01:54","one fifty-four","le uno e cinquantaquattro","[le ˈuno e tʃiŋkwantaˈkwattro]"
"01:55","one fifty-five","le uno e cinquantacinque","[le ˈuno e tʃiŋkwantaˈtʃiŋkwe]"
"01:56","one fifty-six","le uno e cinquantasei","[le ˈuno e tʃiŋkwantaˈsɛi]"
"01:57","one fifty-seven","le uno e cinquantasette","[le ˈuno e tʃiŋkwantaˈsɛtte]"
"01:58","one fifty-eight","le uno e cinquantotto","[le ˈuno e tʃiŋkwantˈɔtto]"
"01:59","one fifty-nine","le uno e cinquantanove","[le ˈuno e tʃiŋkwantaˈnɔve]"
"02:00","two o'clock","le due","[le ˈdu.e]"
"02:01","two oh one","le due e uno","[le ˈdu.e e ˈuno]"
"02:02","two oh two","le due e due","[le ˈdu.e e ˈdu.e]"
"02:03","two oh three","le due e tre","[le ˈdu.e e ˈtrɛ]"
"02:04","two oh four","le due e quattro","[le ˈdu.e e ˈkwattro]"
"02:05","two oh five","le due e cinque","[le ˈdu.e e ˈtʃiŋkwe]"
"02:06","two oh six","le due e sei","[le ˈdu.e e ˈsɛi]"
"02:07","two oh seven","le due e sette","[le ˈdu.e e ˈsɛtte]"
"02:08","two oh eight","le due e otto","[le ˈdu.e e ˈɔtto]"
"02:09","two oh nine","le due e nove","[le ˈdu.e e ˈnɔve]"
"02:10","two ten","le due e dieci","[le ˈdu.e e ˈdjɛtʃi]"
"02:11","two eleven","le due e undici","[le ˈdu.e e ˈunditʃi]"
"02:12","two twelve","le due e dodici","[le ˈdu.e e ˈdoditʃi]"
"02:13","two thirteen","le due e tredici","[le ˈdu.e e treˈditʃi]"
"02:14","two fourteen","le due e quattordici","[le ˈdu.e e kwatˈtorditʃi]"
"02:15","two fifteen","le due e quindici","[le ˈdu.e e ˈkwinditʃi]"
"02:16","two sixteen","le due e sedici","[le ˈdu.e e seˈditʃi]"
"02:17","two seventeen","le due e diciassette","[le ˈdu.e e ditʃasˈsɛtte]"
"02:18","two eighteen","le due e diciotto","[le ˈdu.e e ditʃˈɔtto]"
"02:19","two nineteen","le due e diciannove","[le ˈdu.e e ditʃanˈnɔve]"
"02:20","two twenty","le due e venti","[le ˈdu.e e ˈvɛnti]"
"02:21","two twenty-one","le due e ventuno","[le ˈdu.e e ventuˈno]"
"02:22","two twenty-two","le due e ventidue","[le ˈdu.e e ventiˈdu.e]"
"02:23","two twenty-three","le due e ventitré","[le ˈdu.e e ventiˈtrɛ]"
"02:24","two twenty-four","le due e ventiquattro","[le ˈdu.e e ventiˈkwattro]"
"02:25","two twenty-five","le due e venticinque","[le ˈdu.e e ventitʃiŋˈkwe]"
"02:26","two twenty-six","le due e ventisei","[le ˈdu.e e ventiˈsɛi]"
"02:27","two twenty-seven","le due e ventisette","[le ˈdu.e e ventiˈsɛtte]"
"02:28","two twenty-eight","le due e ventotto","[le ˈdu.e e ventˈɔtto]"
"02:29","two twenty-nine","le due e ventinove","[le ˈdu.e e ventiˈnɔve]"
"02:30","two thirty","le due e trenta","[le ˈdu.e e ˈtrɛnta]"
"02:31","two thirty-one","le due e trentuno","[le ˈdu.e e trentuˈno]"
"02:32","two thirty-two","le due e trentadue","[le ˈdu.e e trentaˈdu.e]"
"02:33","two thirty-three","le due e trentatré","[le ˈdu.e e trentaˈtrɛ]"
"02:34","two thirty-four","le due e trentaquattro","[le ˈdu.e e trentakˈkwattro]"
"02:35","two thirty-five","le due e trentacinque","[le ˈdu.e e trentatʃiŋˈkwe]"
"02:36","two thirty-six","le due e trentasei","[le ˈdu.e e trantaˈsɛi]"
"02:37","two thirty-seven","le due e trentasette","[le ˈdu.e e trantaˈsɛtte]"
"02:38","two thirty-eight","le due e trentotto","[le ˈdu.e e trantˈɔtto]"
"02:39","two thirty-nine","le due e trentanove","[le ˈdu.e e trantaˈnɔve]"
"02:40","two forty","le due e quaranta","[le ˈdu.e e kwaˈranta]"
"02:41","two forty-one","le due e quarantuno","[le ˈdu.e e kwarantuˈno]"
"02:42","two forty-two","le due e quarantadue","[le ˈdu.e e kwarantaˈdu.e]"
"02:43","two forty-three","le due e quarantatré","[le ˈdu.e e kwarantaˈtrɛ]"
"02:44","two forty-four","le due e quarantaquattro","[le ˈdu.e e kwarantaˈkwattro]"
"02:45","two forty-five","le due e quarantacinque","[le ˈdu.e e kwarantaˈtʃiŋkwe]"
"02:46","two forty-six","le due e quarantasei","[le ˈdu.e e kwarantaˈsɛi]"
"02:47","two forty-seven","le due e quarantasette","[le ˈdu.e e kwarantaˈsɛtte]"
"02:48","two forty-eight","le due e quarantotto","[le ˈdu.e e kwarantˈɔtto]"
"02:49","two forty-nine","le due e quarantanove","[le ˈdu.e e kwarantaˈnɔve]"
"02:50","two fifty","le due e cinquanta","[le ˈdu.e e tʃiŋˈkwanta]"
"02:51","two fifty-one","le due e cinquantuno","[le ˈdu.e e tʃiŋkwantuˈno]"
"02:52","two fifty-two","le due e cinquantadue","[le ˈdu.e e tʃiŋkwantaˈdu.e]"
"02:53","two fifty-three","le due e cinquantatré","[le ˈdu.e e tʃiŋkwantaˈtrɛ]"
"02:54","two fifty-four","le due e cinquantaquattro","[le ˈdu.e e tʃiŋkwantaˈkwattro]"
"02:55","two fifty-five","le due e cinquantacinque","[le ˈdu.e e tʃiŋkwantaˈtʃiŋkwe]"
"02:56","two fifty-six","le due e cinquantasei","[le ˈdu.e e tʃiŋkwantaˈsɛi]"
"02:57","two fifty-seven","le due e cinquantasette","[le ˈdu.e e tʃiŋkwantaˈsɛtte]"
"02:58","two fifty-eight","le due e cinquantotto","[le ˈdu.e e tʃiŋkwantˈɔtto]"
"02:59","two fifty-nine","le due e cinquantanove","[le ˈdu.e e tʃiŋkwantaˈnɔve]"
"03:00","three o'clock","le tre","[le ˈtrɛ]"
"03:01","three oh one","le tre e uno","[le ˈtrɛ e ˈuno]"
"03:02","three oh two","le tre e due","[le ˈtrɛ e ˈdu.e]"
"03:03","three oh three","le tre e tre","[le ˈtrɛ e ˈtrɛ]"
"03:04","three oh four","le tre e quattro","[le ˈtrɛ e ˈkwattro]"
"03:05","three oh five","le tre e cinque","[le ˈtrɛ e ˈtʃiŋkwe]"
"03:06","three oh six","le tre e sei","[le ˈtrɛ e ˈsɛi]"
"03:07","three oh seven","le tre e sette","[le ˈtrɛ e ˈsɛtte]"
"03:08","three oh eight","le tre e otto","[le ˈtrɛ e ˈɔtto]"
"03:09","three oh nine","le tre e nove","[le ˈtrɛ e ˈnɔve]"
"03:10","three ten","le tre e dieci","[le ˈtrɛ e ˈdjɛtʃi]"
"03:11","three eleven","le tre e undici","[le ˈtrɛ e ˈunditʃi]"
"03:12","three twelve","le tre e dodici","[le ˈtrɛ e ˈdoditʃi]"
"03:13","three thirteen","le tre e tredici","[le ˈtrɛ e treˈditʃi]"
"03:14","three fourteen","le tre e quattordici","[le ˈtrɛ e kwatˈtorditʃi]"
"03:15","three fifteen","le tre e quindici","[le ˈtrɛ e ˈkwinditʃi]"
"03:16","three sixteen","le tre e sedici","[le ˈtrɛ e seˈditʃi]"
"03:17","three seventeen","le tre e diciassette","[le ˈtrɛ e ditʃasˈsɛtte]"
"03:18","three eighteen","le tre e diciotto","[le ˈtrɛ e ditʃˈɔtto]"
"03:19","three nineteen","le tre e diciannove","[le ˈtrɛ e ditʃanˈnɔve]"
"03:20","three twenty","le tre e venti","[le ˈtrɛ e ˈvɛnti]"
"03:21","three twenty-one","le tre e ventuno","[le ˈtrɛ e ventuˈno]"
"03:22","three twenty-two","le tre e ventidue","[le ˈtrɛ e ventiˈdu.e]"
"03:23","three twenty-three","le tre e ventitré","[le ˈtrɛ e ventiˈtrɛ]"
"03:24","three twenty-four","le tre e ventiquattro","[le ˈtrɛ e ventiˈkwattro]"
"03:25","three twenty-five","le tre e venticinque","[le ˈtrɛ e ventitʃiŋˈkwe]"
"03:26","three twenty-six","le tre e ventisei","[le ˈtrɛ e ventiˈsɛi]"
"03:27","three twenty-seven","le tre e ventisette","[le ˈtrɛ e ventiˈsɛtte]"
"03:28","three twenty-eight","le tre e ventotto","[le ˈtrɛ e ventˈɔtto]"
"03:29","three twenty-nine","le tre e ventinove","[le ˈtrɛ e ventiˈnɔve]"
"03:30","three thirty","le tre e trenta","[le ˈtrɛ e ˈtrɛnta]"
"03:31","three thirty-one","le tre e trentuno","[le ˈtrɛ e trentuˈno]"
"03:32","three thirty-two","le tre e trentadue","[le ˈtrɛ e trentaˈdu.e]"
"03:33","three thirty-three","le tre e trentatré","[le ˈtrɛ e trentaˈtrɛ]"
"03:34","three thirty-four","le tre e trentaquattro","[le ˈtrɛ e trentakˈkwattro]"
"03:35","three thirty-five","le tre e trentacinque","[le ˈtrɛ e trentatʃiŋˈkwe]"
"03:36","three thirty-six","le tre e trentasei","[le ˈtrɛ e trantaˈsɛi]"
"03:37","three thirty-seven","le tre e trentasette","[le ˈtrɛ e trantaˈsɛtte]"
"03:38","three thirty-eight","le tre e trentotto","[le ˈtrɛ e trantˈɔtto]"
"03:39","three thirty-nine","le tre e trentanove","[le ˈtrɛ e trantaˈnɔve]"
"03:40","three forty","le tre e quaranta","[le ˈtrɛ e kwaˈranta]"
"03:41","three forty-one","le tre e quarantuno","[le ˈtrɛ e kwarantuˈno]"
"03:42","three forty-two","le tre e quarantadue","[le ˈtrɛ e kwarantaˈdu.e]"
"03:43","three forty-three","le tre e quarantatré","[le ˈtrɛ e kwarantaˈtrɛ]"
"03:44","three forty-four","le tre e quarantaquattro","[le ˈtrɛ e kwarantaˈkwattro]"
"03:45","three forty-five","le tre e quarantacinque","[le ˈtrɛ e kwarantaˈtʃiŋkwe]"
"03:46","three forty-six","le tre e quarantasei","[le ˈtrɛ e kwarantaˈsɛi]"
"03:47","three forty-seven","le tre e quarantasette","[le ˈtrɛ e kwarantaˈsɛtte]"
"03:48","three forty-eight","le tre e quarantotto","[le ˈtrɛ e kwarantˈɔtto]"
"03:49","three forty-nine","le tre e quarantanove","[le ˈtrɛ e kwarantaˈnɔve]"
"03:50","three fifty","le tre e cinquanta","[le ˈtrɛ e tʃiŋˈkwanta]"
"03:51","three fifty-one","le tre e cinquantuno","[le ˈtrɛ e tʃiŋkwantuˈno]"
"03:52","three fifty-two","le tre e cinquantadue","[le ˈtrɛ e tʃiŋkwantaˈdu.e]"
"03:53","three fifty-three","le tre e cinquantatré","[le ˈtrɛ e tʃiŋkwantaˈtrɛ]"
"03:54","three fifty-four","le tre e cinquantaquattro","[le ˈtrɛ e tʃiŋkwantaˈkwattro]"
"03:55","three fifty-five","le tre e cinquantacinque","[le ˈtrɛ e tʃiŋkwantaˈtʃiŋkwe]"
"03:56","three fifty-six","le tre e cinquantasei","[le ˈtrɛ e tʃiŋkwantaˈsɛi]"
"03:57","three fifty-seven","le tre e cinquantasette","[le ˈtrɛ e tʃiŋkwantaˈsɛtte]"
"03:58","three fifty-eight","le tre e cinquantotto","[le ˈtrɛ e tʃiŋkwantˈɔtto]"
"03:59","three fifty-nine","le tre e cinquantanove","[le ˈtrɛ e tʃiŋkwantaˈnɔve]"
"04:00","four o'clock","le quattro","[le ˈkwattro]"
"04:01","four oh one","le quattro e uno","[le ˈkwattro e ˈuno]"
"04:02","four oh two","le quattro e due","[le ˈkwattro e ˈdu.e]"
"04:03","four oh three","le quattro e tre","[le ˈkwattro e ˈtrɛ]"
"04:04","four oh four","le quattro e quattro","[le ˈkwattro e ˈkwattro]"
"04:05","four oh five","le quattro e cinque","[le ˈkwattro e ˈtʃiŋkwe]"
"04:06","four oh six","le quattro e sei","[le ˈkwattro e ˈsɛi]"
"04:07","four oh seven","le quattro e sette","[le ˈkwattro e ˈsɛtte]"
"04:08","four oh eight","le quattro e otto","[le ˈkwattro e ˈɔtto]"
"04:09","four oh nine","le quattro e nove","[le ˈkwattro e ˈnɔve]"
"04:10","four ten","le quattro e dieci","[le ˈkwattro e ˈdjɛtʃi]"
"04:11","four eleven","le quattro e undici","[le ˈkwattro e ˈunditʃi]"
"04:12","four twelve","le quattro e dodici","[le ˈkwattro e ˈdoditʃi]"
"04:13","four thirteen","le quattro e tredici","[le ˈkwattro e treˈditʃi]"
"04:14","four fourteen","le quattro e quattordici","[le ˈkwattro e kwatˈtorditʃi]"
"04:15","four fifteen","le quattro e quindici","[le ˈkwattro e ˈkwinditʃi]"
"04:16","four sixteen","le quattro e sedici","[le ˈkwattro e seˈditʃi]"
"04:17","four seventeen","le quattro e diciassette","[le ˈkwattro e ditʃasˈsɛtte]"
"04:18","four eighteen","le quattro e diciotto","[le ˈkwattro e ditʃˈɔtto]"
"04:19","four nineteen","le quattro e diciannove","[le ˈkwattro e ditʃanˈnɔve]"
"04:20","four twenty","le quattro e venti","[le ˈkwattro e ˈvɛnti]"
"04:21","four twenty-one","le quattro e ventuno","[le ˈkwattro e ventuˈno]"
"04:22","four twenty-two","le quattro e ventidue","[le ˈkwattro e ventiˈdu.e]"
"04:23","four twenty-three","le quattro e ventitré","[le ˈkwattro e ventiˈtrɛ]"
"04:24","four twenty-four","le quattro e ventiquattro","[le ˈkwattro e ventiˈkwattro]"
"04:25","four twenty-five","le quattro e venticinque","[le ˈkwattro e ventitʃiŋˈkwe]"
"04:26","four twenty-six","le quattro e ventisei","[le ˈkwattro e ventiˈsɛi]"
"04:27","four twenty-seven","le quattro e ventisette","[le ˈkwattro e ventiˈsɛtte]"
"04:28","four twenty-eight","le quattro e ventotto","[le ˈkwattro e ventˈɔtto]"
"04:29","four twenty-nine","le quattro e ventinove","[le ˈkwattro e ventiˈnɔve]"
"04:30","four thirty","le quattro e trenta","[le ˈkwattro e ˈtrɛnta]"
"04:31","four thirty-one","le quattro e trentuno","[le ˈkwattro e trentuˈno]"
"04:32","four thirty-two","le quattro e trentadue","[le ˈkwattro e trentaˈdu.e]"
"04:33","four thirty-three","le quattro e trentatré","[le ˈkwattro e trentaˈtrɛ]"
"04:34","four thirty-four","le quattro e trentaquattro","[le ˈkwattro e trentakˈkwattro]"
"04:35","four thirty-five","le quattro e trentacinque","[le ˈkwattro e trentatʃiŋˈkwe]"
"04:36","four thirty-six","le quattro e trentasei","[le ˈkwattro e trantaˈsɛi]"
"04:37","four thirty-seven","le quattro e trentasette","[le ˈkwattro e trantaˈsɛtte]"
"04:38","four thirty-eight","le quattro e trentotto","[le ˈkwattro e trantˈɔtto]"
"04:39","four thirty-nine","le quattro e trentanove","[le ˈkwattro e trantaˈnɔve]"
"04:40","four forty","le quattro e quaranta","[le ˈkwattro e kwaˈranta]"
"04:41","four forty-one","le quattro e quarantuno","[le ˈkwattro e kwarantuˈno]"
"04:42","four forty-two","le quattro e quarantadue","[le ˈkwattro e kwarantaˈdu.e]"
"04:43","four forty-three","le quattro e quarantatré","[le ˈkwattro e kwarantaˈtrɛ]"
"04:44","four forty-four","le quattro e quarantaquattro","[le ˈkwattro e kwarantaˈkwattro]"
"04:45","four forty-five","le quattro e quarantacinque","[le ˈkwattro e kwarantaˈtʃiŋkwe]"
"04:46","four forty-six","le quattro e quarantasei","[le ˈkwattro e kwarantaˈsɛi]"
"04:47","four forty-seven","le quattro e quarantasette","[le ˈkwattro e kwarantaˈsɛtte]"
"04:48","four forty-eight","le quattro e quarantotto","[le ˈkwattro e kwarantˈɔtto]"
"04:49","four forty-nine","le quattro e quarantanove","[le ˈkwattro e kwarantaˈnɔve]"
"04:50","four fifty","le quattro e cinquanta","[le ˈkwattro e tʃiŋˈkwanta]"
"04:51","four fifty-one","le quattro e cinquantuno","[le ˈkwattro e tʃiŋkwantuˈno]"
"04:52","four fifty-two","le quattro e cinquantadue","[le ˈkwattro e tʃiŋkwantaˈdu.e]"
"04:53","four fifty-three","le quattro e cinquantatré","[le ˈkwattro e tʃiŋkwantaˈtrɛ]"
"04:54","four fifty-four","le quattro e cinquantaquattro","[le ˈkwattro e tʃiŋkwantaˈkwattro]"
"04:55","four fifty-five","le quattro e cinquantacinque","[le ˈkwattro e tʃiŋkwantaˈtʃiŋkwe]"
"04:56","four fifty-six","le quattro e cinquantasei","[le ˈkwattro e tʃiŋkwantaˈsɛi]"
"04:57","four fifty-seven","le quattro e cinquantasette","[le ˈkwattro e tʃiŋkwantaˈsɛtte]"
"04:58","four fifty-eight","le quattro e cinquantotto","[le ˈkwattro e tʃiŋkwantˈɔtto]"
"04:59","four fifty-nine","le quattro e cinquantanove","[le ˈkwattro e tʃiŋkwantaˈnɔve]"
"05:00","five o'clock","le cinque","[le ˈtʃiŋkwe]"
"05:01","five oh one","le cinque e uno","[le ˈtʃiŋkwe e ˈuno]"
"05:02","five oh two","le cinque e due","[le ˈtʃiŋkwe e ˈdu.e]"
"05:03","five oh three","le cinque e tre","[le ˈtʃiŋkwe e ˈtrɛ]"
"05:04","five oh four","le cinque e quattro","[le ˈtʃiŋkwe e ˈkwattro]"
"05:05","five oh five","le cinque e cinque","[le ˈtʃiŋkwe e ˈtʃiŋkwe]"
"05:06","five oh six","le cinque e sei","[le ˈtʃiŋkwe e ˈsɛi]"
"05:07","five oh seven","le cinque e sette","[le ˈtʃiŋkwe e ˈsɛtte]"
"05:08","five oh eight","le cinque e otto","[le ˈtʃiŋkwe e ˈɔtto]"
"05:09","five oh nine","le cinque e nove","[le ˈtʃiŋkwe e ˈnɔve]"
"05:10","five ten","le cinque e dieci","[le ˈtʃiŋkwe e ˈdjɛtʃi]"
"05:11","five eleven","le cinque e undici","[le ˈtʃiŋkwe e ˈunditʃi]"
"05:12","five twelve","le cinque e dodici","[le ˈtʃiŋkwe e ˈdoditʃi]"
